id,name,name_alternative,location,parent_id,parent_name
4764-strela-team,Strela Team,Strela Promotion,"Moscow, Russia",,
4787-chicagomma,Chicago MMA,,"Chicago, Illinois",,
4798-zenith-vera-fight-club,Zenith Vera Fight Club,,"Łódź, Poland",,
48-extreme-combat,Extreme Combat,"화정 익스트림 컴뱃, 익스트림 피트니스 (컴뱃 팀), Extreme Fitness Combat Training Center","Goyang, South Korea",,
480-nova-gym,Nova Gym,,"Quebec City, Quebec, Canada",,
482-winnipeg-academy-of-mixed-martial-arts,Winnipeg Academy of Mixed Martial Arts,WAMMA,"Winnipeg, Manitoba, Canada",,
4833-elite-fight-gym,Elite Fight Gym,MMA Club Parramatta,"Penrith, New South Wales, Australia",,
4868-luttrellyee-mma-fitness,Luttrell/Yee MMA & Fitness,,"Albuquerque, New Mexico",,
4928-shark-d,Shark Top Team Łódź,"Klub Shark Łódź, Shark Team Łódź, Top Team Łódź","Łódź, Poland",9-gracie-barra-d,Gracie Barra Łódź
4930-port-city-sports-performance,Port City Sports Performance,,"Wilmington, North Carolina",,
4933-perfect-team-mma,Perfect Team MMA,,"Antwerp, Belgium",,
4937-fightcenter-esbjerg,Fightcenter Esbjerg,,"Esbjerg, Denmark",,
4943-igor-mma,Igor MMA Academy,,"Sydney, New South Wales, Australia",,
4956-purebred-bjj-guam,Purebred BJJ Guam,,"Agana Heights, Guam",3605-purebred-omiya,Purebred Omiya
4967-so-missions-jiu-jitsu,So-Missions Jiu Jitsu,소미션스 주짓수,"Gangnam, Seoul, South Korea",,
4990-fight-club-nart,Fight Club Nart,,"Sunzha, Russia",,
4991-octopus-d,Octopus Łódź,,"Łódź, Poland",,
4998-checkmat-burbank,Checkmat Burbank,,"Burbank, California",,
5-busan-team-mad,Busan Team MAD,부산 팀매드,"Busan, South Korea",,
5006-fusion-xcel,Fusion Xcel Performance,,"Ocoee, Florida",,
501-minnesota-martial-arts-academy,The Academy MN,"The Academy MN, MMAA Combat Zone","Brooklyn Center, Minnesota",,
5014-grappling-fight-team,Grappling Fight Team,GFTeam Floripa,"Palhoça, Santa Catarina, Brazil",,
5035-team-kaobon-liverpool,Team Kaobon Liverpool,,"Liverpool, England",,
504-pacific-martial-arts,Pacific Martial Arts,PMA,"Fresno, California",,
5044-our-town-mma,Our Town MMA,,Argentina,,
5048-black-tiger-fight-club,Black Tiger Fight Club,"Equilibrium MMA Chaoyang Park, Black Tiger Fight Club & Fitness Studio (Riviera Plaza)","Beijing, China",,
505-dethrone-base-camp,Dethrone MMA Fresno,,"Fresno, California",,
506-trojan-free-fighters,Trojan Free Fighters,,"Worcester, England",,
5071-cruz-mma,Cruz MMA,,"Harrison, New Jersey",,
5116-eagles-mma-team,Eagles MMA Academy,,"Moscow, Russia",,
5131-bst-mma-fitness,BST MMA & Fitness,,"Mendon, Massachusetts",,
5139-shanxi-xin-du-martial-arts-club,Shanxi Xindu Martial Arts Club,山西鑫度武术俱乐部,"Yuncheng, Shanxi, China",,
5152-muay-thai-america-gym,Muay Thai America Gym,,"North Hollywood, California",,
5168-academia-ronildo-nobre,Academia Ronildo Nobre,Clube de Judô Ronildo Nobre,"Santana, Amapá, Brazil",,
517-frontier-mma-academy,Frontier MMA Academy,,"Malmö, Sweden",,
5177-kcbjj,KCBJJ,,"Mission, Kansas",,
5181-uraanhai,Uraanhai Sports Club,,"Yakutsk, Russia",,
52-mma-story,MMA Story,MMA스토리,"Seoul, South Korea",2988-john-frankl-brazilian-jiu-jitsu,John Frankl Brazilian Jiu Jitsu
520-gladius-mma,Gladius MMA,,"Gothenburg, Sweden",,
522-hilti-bjj,Hilti BJJ,,"Stockholm, Sweden",,
5232-lions-high-performance-centre,Lions High Performance Centre,LHPC,"St Marys, New South Wales, Australia",,
5238-fight-spirit-gym,Fight Spirit Gym,,"Saint Petersburg, Russia",,
5239-arte-suave,Arte Suave,,"Copenhagen, Denmark",,
524-rumble-sports,Rumble Sports,,"Copenhagen, Denmark",,
526-fightzone-stockholm,Fightzone Stockholm,,"Stockholm, Sweden",,
527-next-generation-imma,Next Generation I.M.M.A,,"Ballymena, Northern Ireland",,
5280-the-sound-martial-arts,The Sound Martial Arts,The Sound MMA,"Squamish, British Columbia, Canada",,
53-nova-unio,Nova União,Nova Uniao,"Rio de Janeiro, Rio de Janeiro, Brasil",,
5315-dragon-kombat,Dragon Kombat,,"Fortaleza, Ceará, Brazil",,
5326-right-thing-academy,Right Thing Academy,Fight&Fitness RIGHT THING Academy,"Nakano, Tokyo, Japan",,
5327-spartakus-fight-gym,Spartakus Fight Gym,,"Trnava, Slovakia",,
536-primal-mma,SBG Charlestown,"Primal MMA, Straight Blast Gym Charlestown","Charlestown, Dublin",36-straight-blast-gym-ireland,SBG Ireland
5361-uwf-usa,UWF USA,,Southern California,,
5364-mexican-pride-gym,Mexican Pride Gym,,"Tlalnepantla, Estado De Mexico, Mexico",,
5394-ludus-magnum,Ludus Magnum,"Ludus Magnum Scuola di Combattimento, Ludus Magnum School of Combat","Milano, Italy",,
54-xgym,XGym,X-Gym,"Rio de Janeiro, Rio de Janeiro, Brasil",,
5423-2-knuckle-sports-mma-academy,2 Knuckle Sports MMA Academy,2 Knuckle Fight Team,"Surprise, Arizona",,
5424-brunson-mma-and-fitness,Brunsons MMA and Fitness,,"Wilmington, North Carolina",,
5429-team-macho,Team Macho,팀 마초,"Ansan, South Korea",,
543-adrenaline-mma-training-fitness,Adrenaline MMA Training & Fitness,Adrenaline Training Center,"London, Ontario, Canada",,
5434-barbarian-combat-sports,Barbarian Combat Sports,,"Sunbury, Pennsylvania",,
544-hayabusa-training-centre,Hayabusa Training Centre,Hayabusa Training Center,"Saint Albert, Alberta, Canada",,
5442-classic-fight-team,Classic Fight Team,,California,,
5469-jon-manley-mma,Jon Manley MMA,,"Easthampton, Massachusetts",,
547-ryans-mma-checkmat-vancouver,Ryan's MMA - Checkmat Vancouver,Dynamic MMA,"Richmond, British Columbia, Canada",,
5495-bears-dojo,Bear's Dojo,,"Lonato del Garda, Italy",,
55-fight-club-berkut,Berkut FC,Fighting Eagle,"Grozny, Russia",,
552-headrush-training-center,Grant's MMA,,"Toronto, Ontario, Canada",,
554-ludus-magnus,Ludus Magnus,Ludus Magnus Training Centre,Doncaster,,
555-team-fish-tank,TFT MMA 'Team Fish Tank',"TFT, TFT MMA","Sunderland, England",,
5553-white-lotus-dojo,White Lotus Dojo,,"Rome, Italy",,
556-asylum-vale-tudo,Asylum Vale Tudo,"AVT, Team Asylum Combat Base BJJ","Dewsbury, West Yorkshire",,
5566-smash-bros-shebaro-jiu-jitsu,Smash Bros Shebaro Jiu-Jitsu,,"Hendersonville, Tennessee",,
562-fit-plus-mma,Fit Plus MMA,,"Halifax, Nova Scotia, Canada",,
5639-skywalker-101-boxing-academy,Skywalker 101 Boxing Academy,,"Omaha, NE",,
5656-cbt-muay-thai,StrKings,CBT,"Killeen, Texas",,
566-mississauga-elite-training-centre,Mississauga Elite MMA and Fitness,Mississauga Elite Training Centre,"Mississauga, Ontario, Canada",,
567-house-of-champions-mma,House of Champions MMA,,"Hamilton, Ontario, Canada",,
568-sixth-sense-mma,SBG South Shields,Straight Blast Gym South Shields,"South Shields, England",3324-sbg-mainline,SBG Manchester
5697-tucson-brazilian-jiu-jitsu,Tucson Brazilian Jiu Jitsu,,"Tucson, Arizona",,
5699-dominate-mma,Dominate MMA,,"Sahuarita, Arizona",,
57-luttrells-mma,Luttrell's MMA,,"Rio Rancho, New Mexico",,
5759-gracie-tampa-south,Gracie Tampa South,,"Tampa, Florida",,
576-titans-mma,Titans MMA,,"Halifax, Nova Scotia, Canada",,
5784-vitor-team-shaolin,Vitor Team Shaolin,NR Gym,"La Louvière, Belgium",,
579-combative-sports-center,Combative Sports Center,CSC,"Manhattan, Kansas",,
5821-team-chapa-quente,Team Chapa Quente,,"Mantes-la-jolie, Yvelines, France",,
585-disorderly-conduct,Disorderly Conduct,DCMMA,"Omaha, Nebraska",,
5852-808-top-team,808 Top Team,,Pearl City,,
586-elite-performance-mma,Elite Performance MMA,,"Omaha, Nebraska",,
5871-algeo-mma-and-kickboxing,Algeo MMA and Kickboxing,,"King of Prussia, Pennsylvania",,
588-mid-america-martial-arts,Mid-America Martial Arts,Midamerica,"Omaha, Nebraska",,
5882-mma-kegi,MMA-KEGI,,"Moscow, Russia",,
5884-resilience-training-centre,Resilience Training Centre,,"Footscray, VIC, Australia",,
5894-team-renegade-bjj,Team Renegade BJJ,,"Birmingham, England",,
592-303-training-center,303 Training Center,,"Westminster, Colorado",,
5936-danny-hazan-academy,Danny Hazan Academy,,"Ramot Naftali, Israel",,
5943-tri-force-jiu-jitsu-academy,JAPAN TOP TEAM,"トライフォース, Tri-Force Jiu-Jitsu Academy, Tri-Force Ikebukuro, Triforce Akasaka","Toshima, Tokyo, Japan",,
597-altitude-mma,Altitude MMA,,"Colorado Springs, Colorado",,
5973-fighter-house,Fighter House,Roger Gracie Academy Kaunas,"Kaunas, Lithuania",,
5980-killer-b-combat-sports,Killer B Combat Sports,,"Oakhurst, New Jersey",,
6-gumi-mma,Team Hon,"구미MMA 팀혼, Gumi MMA Team Hon","Gumi, South Korea",2988-john-frankl-brazilian-jiu-jitsu,John Frankl Brazilian Jiu Jitsu
60-jacksons-mma,Jackson Wink MMA Academy,"Jackson's MMA, Jackson-Wink","Albuquerque, New Mexico",,
6001-vida-bjj,Vida Brazilian Jiu Jitsu Academy,Vida BJJ,"Barrigada, Guam",,
6016-monster-gym,Monster Gym,,"Prague, Czech Republic",,
6025-ufc-gym-dusseldorf,UFD Gym,,"Dusseldorf, Germany",,
603-colorado-bjj,Colorado BJJ,Colorado Brazilian Jiu Jitsu,"Denver, Colorado",,
6036-academia-fight-house,Academia Fight House,Team Velame,"Fiera De Santana, Bahia, Brazil",,
6088-lions-gym,Lions Gym,,"Coventry, England",,
6090-forja-v2-mma-school,Forja V2 MMA School,,Brazil,,
61-long-island-mma,Long Island MMA,,"Farmingdale, New York",,
611-elevation-fight-team,Elevation Fight Team,,"Denver, Colorado",,
6110-rvca,RVCA,Parillo Boxing,"Costa Mesa, California",,
6118-ld-fighters,LD Fighters,,Exmouth,,
612-factoryx-muay-thai,factoryX Muay Thai,Factory X MMA BJJ,"Englewood, Colorado",,
614-freedom-fighters,Freedom Fighters,,"Denver, Colorado",,
6150-batam-fighter-club,Batam Fighter Club,BFC,"Batam, Riau, Indonesia",,
6171-blitz-sport-mma,Blitz Sport MMA,,"Robinson, Texas",,
6173-straight-blast-gym-dublin-24,Holohan Martial Arts,Clan Holohan D24,"Dublin, Ireland",,
6196-corinthians-mma,Corinthians MMA,,"São Paulo, São Paulo, Brazil",,
6197-reinders-team,Reinders MMA,André Reinders MMA Team,"Prague, Czech Republic",,
623-gumm-mma-fitness,Gumm MMA & Fitness,The Training Camp,"Lakewood, Colorado",,
6247-technoboxe,Technoboxe,,Longueil Qc Canada,,
6252-campuzano-mma,Campuzano MMA,Campuzano Martial Arts,"Frisco, Texas",,
6253-elevate,Elevate MMA Academy,,"Durham, North Carolina",,
6269-arnold-brazilian-jujitsu,Arnold Brazilian Jujitsu,,"Arnold, MO",,
627-pariah-mma-fitness,Pariah MMA & Fitness,,"Colorado Springs, Colorado",,
63-american-kickboxing-academy,American Kickboxing Academy,AKA,"San Jose, California",,
6319-gloria-fight-center,Gloria Fight Team,Team Gloria,"Rome, Italy",,
632-shingitai-jujitsu,Shingitai Jujitsu,"Shingitai Jiu-Jitsu, Shingithai","Denver, Colorado",,
6328-forza-combat-sports,Forza Combat Sports,,"Broken Arrow, Oklahoma",,
6330-nick-diaz-academy,Nick Diaz Academy,,"Stockton, California",,
6346-the-forge-mma,The Forge MMA,,"Edmond, Oklahoma",,
636-team-victory,Team Victory,Victory MMA,"Colorado Springs, Colorado",,
6375-lookboonmee-muay-thai-gym,Lookboonmee Muay Thai Gym,ค่ายมวย ลูกบุญมี,"Lam Plai Mat, Buriram, Thailand",,
6380-fortis-mma,Fortis MMA,,"Dallas, Texas",,
6383-gamebred-academy,Gamebred Academy,,"Brisbane, QLD, Australia",,
64-fit-nhb,Fit NHB,Fit No Holds Barred,"Albuquerque, New Mexico",,
6402-khabarovsk-mma,Khabarovsk MMA,,Khabarovsk. Russia,,
645-zingano-bjj,Zingano BJJ,Zingano Brazilian Jiu Jitsi,"Broomfield, Colorado",,
6464-gym-o,Gym-O,Gym 0,"Gastonia, North Carolina",,
648-pancrase-gym-sweden,Pancrase Gym Sweden,,"Stockholm, Sweden",,
649-crossfight-paris,MMA Factory,,"Paris, France",,
65-pinnacle-mma,Pinnacle MMA,"Pinnacle Jiu-Jitsu & MMA, Pinnacle Fighting Systems","Redlands, California",,
652-sausset-fightteam,Sausset FightTeam,Team SFT13,"Sausset-les-Pins, France",,
6580-fight-science-mma,Fight Science MMA,,"Los Angeles, California",,
66-mash-fight-team,Mash Fight Team,,"Farmington Hills, Michiga",,
6605-cies-mma,Cies MMA,,"Colorado Springs, Colorado",,
662-victory-combat-academy,Victory Combat Academy,,"Stoughton, Massachusetts",,
6630-red-schafer-mma,Red Schafer MMA,,"Milwaukee, Wisconsin",,
665-bellmore-kickboxing-mma,Bellmore Kickboxing MMA,Bellmore Kickboxing Academy,"Bellmore, New York",,
6653-pedro-bessa,Pedro Bessa BJJ,,South Wales,,
6661-hard-knocks-365,Hard Knocks 365,,"Fort Lauderdale, Florida",,
6675-thai-brasil-floripa,Thai Brasil Floripa,,"Florianópolis, Santa Catarina, Brazil",9267-thai-brasil,Thai Brasil
6676-as-team,A.S TEAM,,"Florianópolis, Santa Catarina, Brazil",,
668-daddis-mixed-martial-arts-academy,Daddis Mixed Martial Arts Academy,"Daddis MMA, Daddis FC, Daddis Fight Camps","Philadelphia, Pennsylvania",,
6683-chiquerim-team,Chiquerim Team,,"Fortaleza, Ceara, Brazil",,
6687-bmf-ranch,BMF Ranch,,"Edgewood, New Mexico",,
6695-combat-brothers,Combat Brothers,,"Breda, The Netherlands",,
67-reign-mma,Reign MMA,Reign Training Center,"Lake Forest, California",,
671-bjj-united,BJJ United,,"Jenkintown, Pennsylvania",,
6717-gracie-jiu-jitsu-smeaton-grange,Gracie Jiu-Jitsu Smeaton Grange,Gracie BJJ Australia,"Camden Council, New South Wales, Australia",,
672-ricardo-almeida-jiu-jitsu,Ricardo Almeida Jiu Jitsu,Ricardo Almeida BJJ,"Robbinsville, New Jersey",,
6720-ignite-martial-arts-academy,Ignite Martial Arts Academy / Dunstandeathsquad,,"Caloundra, Queensland, Australia",,
677-pitbull-martial-arts-center,Pitbull Martial Arts Center,PMAC,"Lima, Peru",,
678-mma-gold-fight-team,MMA Gold Fight Team,,"El Dorado Hills, California",,
6802-xtremefitness-machala,Xtreme Fitness Machala,,"Machala, Ecuador",,
681-canadian-fighting-center,Canadian Fighting Center,Canadian Fighting Centre,"Winnipeg, Manitoba, Canada",,
6822-10th-planet-jiu-jitsu-jacksonville,10th Planet Jiu Jitsu Jacksonville,,"Jacksonville, FL, USA",228-10th-planet-jiu-jitsu,10th Planet Jiu Jitsu
6827-the-treigning-lab,The Treigning Lab,,"Anaheim, California",,
6848-fighting-titans-suriname,Fighting Titans Suriname,,"Paramaribo, Suriname",,
685-legends-training-centre,Legends Training Centre,Legends Training Center,"Edmonton, Alberta, Canada",,
6852-checkmat-vancouver,Checkmat Vancouver,,"Richmond, British Columbia",,
686-ottawa-academy-of-martial-arts,Ottawa Academy of Martial Arts,OAMA,"Ottawa, Ontario, Canada",,
687-rothwell-mma,Rothwell MMA,Ben Rothwell Mixed Martial Arts,"Kenosha, Wisconsin",,
6883-fort-collins-martial-arts-academy,Fort Collins Martial Arts Academy,,"Fort Collins, Colorado",,
69-team-hurrican-awesome,Team Hurricane Awesome,San Diego Combat Academy,"San Diego, California",,
690-bruckmann-martial-arts,Bruckmann Martial Arts,,"Oshawa, Ontario, Canada",,
6910-team-jucao-south-gracie-united-walker,Team Jucao South,Gracie United Walker,"Walker, Louisiana",,
693-franco-kickboxing-pankration,Franco Kickboxing Pankration,FKP MMA,"Vancouver, British Columbia, Canada",,
696-xtreme-couture-toronto,Xtreme Couture Toronto,,"Toronto, Ontario, Canada",724-xtreme-couture,Xtreme Couture
6967-china-team,China Team,,"Sao Paulo, Brazil",,
6968-babuino-gold-team,Babuino Gold Team,,"Sao Paulo, Brazil",,
7000-regiment-training-center,Regiment Training Center,,"Fall River, Massachusetts",,
7011-shandas-devjee,Shandas Devjee,Шандас Дэвжээ,"Ulaanbaatar, Mongolia",,
702-patenaude-kung-fu-quebec-city,Patenaude Kung Fu - Quebec City,,"Quebec City, Quebec, Canada",700-fang-shen-do,Fang Shen Do
7041-law-school-mma,Law School MMA,,"Cordova, Tennessee",,
7048-rio-fighters,Rio Fighters,Milton Vieira,"Rio de Janeiro, Rio de Janeiro, Brazil",,
7062-all-sports-academy,All Sports Academy,,"Hradec Králové, Czech Republic",,
710-whitsunday-martial-arts,Whitsunday Martial Arts,WMA MMA,"Airlie Beach, Queensland, Australia",,
713-jeremy-horns-elite-performance-fitness-gym,Jeremy Horn's Elite Performance,Jeremy Horn's MMA,"West Jordan, Utah",,
7146-savage-fight-club,Savage Fight Club,,"Petaling Jaya, Selangor, Malaysia",,
7158-pardoel-sports,Pardoel Sports,,"Oss, Holland",,
717-the-pit,The Pit,,"San Luis Obispo, California",,
7174-w4r-training-center,WAR Training Center,,"Tomball, Texas",,
718-the-pit-elevated-fight-team,The Pit Elevated Fight Team,,"Orem, Utah",717-the-pit,The Pit
7184-evolucao-thai-mma,Evolução Thai MMA,Evolução Thai Brasil,"Curitiba, Parana, Brazil",,
7191-ufc-gym-costa-mesa,UFC Gym Costa Mesa,,"Costa Mesa, California",4276-ufc-gym,UFC Gym
72-von-jiu-jitsu,Von Jiu Jitsu,군포 본 주짓수,"Gunpo, South Korea",,
722-cobra-kai-jiu-jitsu,Cobra Kai Jiu Jitsu,Marc Laimon's Cobra Kai,"Las Vegas, Nevada",,
723-drysdale-jiu-jitsu,Drysdale Jiu Jitsu,Robert Drysdale BJJ,"Las Vegas, Nevada",,
7235-fearless-mma,Fearless MMA,,Birmingham England,,
724-xtreme-couture,Xtreme Couture,Extreme Couture,"Las Vegas, Nevada",,
7250-bk-arkhangel-mikhail,BK Arkhangel Mikhail,Fight club Archangel Michael,"Yekaterinburg, Russia",,
727-one-kicks-gym,One Kick's Gym,One Kick Nick's,"Las Vegas, Nevada",,
728-reno-academy-of-combat,Reno Academy of Combat,,"Reno, Nevada",,
7293-anchorage-brazilian-jiu-jitsu,Anchorage Brazilian Jiu Jitsu,,"Anchorage, Alaska",,
730-syndicate-mma,Syndicate MMA,,"Las Vegas, Nevada",,
7325-headkicks-mma,Headkicks MMA,,"Lafayette, Louisiana",,
7332-citadel-martial-arts-fitness,Citadel Martial Arts & Fitness,,"Boston, Massachusetts",,
734-wand-fight-team,Wand Fight Team,,"Las Vegas, Nevada",,
735-underdog-brazilian-jiu-jitsu,Underdog Mixed Martial Arts,"Underdog BJJ, Clube de Jiu-Jitsu","West Hartford, Connecticut",,
7354-f-a-f-gym,F A F Gym,FAF Gym Kickboxing,"Holbrook, Massachusetts",,
7365-10th-planet-jiu-jitsu,10th Planet Jiu Jitsu Tucson,,"Tucson, Arizona",228-10th-planet-jiu-jitsu,10th Planet Jiu Jitsu
7370-next-generation-mma-world-hq,Next Generation MMA World HQ,,"Frisco, Texas",,
738-barnett-taekwondo-academy,Barnett Taekwondo Academy,,"Athens, Ga, Usa",,
739-unrivaled-athletics,Unrivaled Athletics,,"Camp Hill, Pennsylvania",,
7390-redline-tc,Redline TC,,"Malmö, Sweden",,
7400-coach-quan-university,Coach Quan University,,"Johannesburg, South Africa",,
741-team-bodyshop-mma,Team Bodyshop MMA,Body Shop Fitness,"Lakewood, California",,
744-constrictor-team,Constrictor Team,,"Brasilia, Brazil",,
745-pellegrino-mixed-martial-arts,Pellegrino Mixed Martial Arts,Kurt Pellegrino's MMA Training Center,"Belmar, New Jersey",,
746-magnus-martial-arts-erina,Magnus Martial Arts Erina,Magnus MMA,"Erina, New South Wales, Australia",,
7510-teixeira-mma-fitness,Teixeira MMA & Fitness,,"Bethel, Connecticut",,
7529-cerrado-mma,Cerrado MMA,,"Brasilia, Brazil",,
7537-you-fight-sports,Fight Sports Deerfield Beach,You Fight Sports,"Deerfield Beach, Florida",,
7556-frontline-muay-tha,Frontline Muay Thai,,"Oslo, Norway",,
7590-niagara-top-team,Niagara Top Team,,"Niagara Falls, Ontario, Canada",,
7606-oklahoma-martial-arts-academy,Oklahoma martial arts academy,,"Edmond, Oklahoma",,
7607-rcc-academy,RCC Academy,,"Yekaterinburg, Russia",,
7614-american-top-team-rome,American Top Team Rome,ATT Rome,"Rome, Italy",29-american-top-team,American Top Team
7641-team-bigi-boy,Team Bigi Boy,,Suriname,,
7651-hybrid-mma,Hybrid MMA,,Hong Kong,,
7678-mxp-fitness,MXP Fitness,,"Stirling, Scotland",,
768-adrenaline-combat-sports,Adrenaline Combat Sports,Adrenaline FC,"San Bernardino, California",,
769-aguirres-fighting-systems,Aguirre's Fighting Systems,AFS,"Fontana, California",,
7693-pittsburgh-academy,The Academy Pittsburgh,The Academy: Pittsburgh MMA & Fitness,"Pittsburgh, Pennsylvania",,
7697-la-onda-fight-club,La Onda Sportakademie,,"Magdeburg, Germany",,
7698-39er-kampfkunst-schule,39er Kampfkunst Schule,,"Magdeburg, Germany",,
7699-crossfit-differ,CrossFit Differ,,"Magdeburg, Germany",,
770-all-in-mma,All in MMA,,"Buena Park, California",,
7710-defwar-darkside,DEFWAR,Defiant Warrior Martial Arts,"Tampa, Florida",,
772-antdawgs-mma,AntDawg's MMA,,"Gilroy, California",,
773-arena-mma,The Arena MMA,,"San Diego, California",,
7743-aspire-combat-sports-academy,Aspire Combat Sports Academy,,"Liverpool, England",,
776-bas-ruttens-elite-mma,Bas Rutten's Elite MMA,,"Westlake Village, California",,
7775-start-bjj,Start BJJ,,"St. Cloud, Minnesota",,
778-big-john-mccarthys-ultimate-training-academy,Big John McCarthy's Ultimate Training Academy,BJMUTA,"Valencia, California",,
779-black-house-mma,Black House MMA,,"Gardena, California",98-team-nogueira,Team Nogueira
780-cage-combat-academy,Cage Combat Academy,CCA,"Victorville, California",,
781-capital-city-fighting-alliance,Capital City Fighting Alliance,CCFA,"Sacramento, California",,
7815-port-city-mma,Port City Combat Sports,Port City MMA,"Mobile, Alabama",,
783-cesar-gracie-jiu-jitsu,Cesar Gracie Jiu Jitsu,Team Cesar Gracie,"Lodi, California",,
785-chute-boxe-long-beach,Chute Boxe Long Beach,,"Long Beach, California",9533-chute-boxe,Chute Boxe
786-city-boxing,City Boxing,,"San Diego, California",,
7872-symmetry-fitness,Symmetry Fitness,,"Fort Lauderdale, Florida",,
788-combat-sports-academy,Combat Sports Academy,CSA Gym,"Dublin, California",,
7890-southside-mma,Southside Brazilian Jiu-Jitsu,Southside MMA,"Burleigh Heads, Queensland, Australia",,
7891-matrix-boxing-gym,Matrix Boxing Gym,,"Gold Coast, Queensland, Australia",,
7900-sbg-bishop-auckland,SBG Bishop Auckland,Straight Blast Gym Bishop Auckland,"Bishop, Auckland, England",36-straight-blast-gym-ireland,SBG Ireland
791-cortez-martial-arts,Cortez Full Circle Martial Arts Academy,"Cortez BJJ, Cortez Martial Arts","Lathrop, California",,
7917-arena-gym,Arena Gym,,"San Diego, California",,
7919-new-millenium-martial-arts-conditioning,New Millenium Martial Arts & Conditioning,,"Mebane, North Carolina",,
7920-inner-city-youth-boxing-center,Inner City Youth & Boxing Center,,"Durham, North Carolina",,
7921-embrace-martial-arts,Embrace Martial Arts,,"Wake Forest, North Carolina",,
7936-life-mma,LIFE MMA,,"Feira de Santana, Bahia, Brazil",,
794-cung-les-mma,Cung Le's MMA,Cung Le's Universal Strength Headquarters,"San Jose, California",,
7961-jackson-s-mma-acoma,Jackson's MMA Acoma,,"Albuquerque, New Mexico",60-jacksons-mma,Jackson Wink MMA Academy
7988-immortal-martial-arts-center,Immortal Martial Arts Center,,"Lewis Center, Ohio",,
8-ankos-zapasy-pozna,Ankos MMA Poznań,Ankos Zapasy,"Poznań, Poland",,
8000-cm-system,CM System,,"Curitiba, Brazil",,
801-dynamix-mma,Dynamix MMA,,"Los Angeles, California",,
8016-hardywallhead-mma,HW1 MMA,,"Leicestershire, England",,
802-el-nino-training-center,El Niño Training Center,Skrap Pack,"San Francisco, California",,
8021-legacy-mma-brazilian-warriors,Legacy MMA / Brazilian Warriors,Legacy MMA Puebla,"Puebla de Zaragoza, Mexico",,
804-entram-gym,Entram Gym,,"Tijuana, Baja California, Mexico",,
8093-american-top-team-portland,American Top Team Portland,ATT Portland,"Portland, Oregon",29-american-top-team,American Top Team
812-fight-ugly,Fight Ugly,,"San Diego, California",,
8125-carlson-gracie-riverside,Carlson Gracie Riverside,,"Riverside, California",,
8145-trifecta-mma,Trifecta MMA,,"Visalia, California",,
8152-kops-gym,Kops Gym,,"Amsterdam, Noord-Holland, The Netherlands",,
8168-china-catch-wrestling-ccw,China Catch Wrestling,"Red Star Wrestling Academy, 昆明红星摔跤学院","Kunming, Yunnan, China",,
817-faito-tamashii-combat-club,Faito Tamashii Combat Club,FTCC,"Daly City, California",,
8175-lilius-barnatt-martial-arts,Lilius Barnatt Martial Arts,,"Torremolinos, Málaga, España",,
820-allstar-brazilian-jiu-jitsu,Allstar Brazilian Jiu-Jitsu,,"Kenilworth, New Jersey",,
8213-skill-of-strength,Skill of Strength,,"Chelmsford, Massachusetts",,
8214-secutor-mma,Secutor MMA,Renzo Gracie - Secutor Academy,"Belgrade, Serbia",,
822-tiger-schulmanns-mixed-martial-arts,Tiger Schulmann's Mixed Martial Arts,,"Elmwood Park, New Jersey",,
8223-camp-fight,Camp Fight,,"Cape Town, Western Cape, South Africa",,
824-knuckleheadz-mma,Knuckleheadz Boxing,Knuckleheadz MMA,"Ventura, California",,
8257-salty-dog-jiu-jitsu,Salty Dog Jiu Jitsu,,"Wilmington, North Carolina",,
8261-one-team,One Team Fighting Center,,"Ulaanbaatar City, Mongolia",,
8263-team-champion,Team Champion,,"Cape Town, Western Cape, South Africa",,
827-glendale-fighting-club,Glendale Fighting Club,GFC,"Glendale, California",,
829-gracie-barra-encino,Gracie Barra Encino,,"Encino, California",271-gracie-barra,Gracie Barra
83-team-question-thailand,Team Quest Thailand,,"Chiang Mai, Thailand",902-team-quest,Team Quest
831-gracie-humaita,Gracie Humaita,,"San Diego, California",,
834-hayastan-mma,Hayastan MMA,,"North Hollywood, California",,
8362-manchester-predators,Manchester Predators,Predators Mixed Martial Arts And Brazilian Jiu Jitsu Academy,"Manchester, England",,
841-joe-stevensons-cobra-kai,Joe Stevenson's Cobra Kai,,"Victorville, California",722-cobra-kai-jiu-jitsu,Cobra Kai Jiu Jitsu
842-jokers-mma,Jokers MMA,,"Laguna Hills, California",,
844-kemos-fight-factory,Kemo's Fight Factory,,"Lancaster, California",,
845-kings-mma,Kings MMA,,"Huntington Beach, California",,
8486-great-britain-top-team,Great Britain Top Team,GBTT,"London, England",,
849-last-stand-fight-team,Last Stand Fight Team,"Sonora MMA, Oakdale MMA","Sonora, California",,
85-wai-kru-allston,Wai Kru,,"Allston, Massachusetts",,
850-legends-mma,Legends MMA,,"Los Angeles, California",,
851-lightning-mma,Lightning MMA,,"Laguna Hills, California",,
8510-vila-da-luta,Vila da Luta,,"São Paulo, Brazil",,
852-lost-boys-jiu-jitsu-and-muay-thai,Lost Boys Jiu Jitsu and Muay Thai,,"Arcata, California",,
8558-team-compton-training-centre,Team Compton Training Centre,,"Brisbane, Australia",,
856-milennia-mma,Millennia MMA,Milennia Mixed Martial Arts,"Rancho Cucamonga, California",,
