fighter_id,bout_id,gym_id,gym_name,gym_purpose
77737-macy-chiasson,398884-the-ultimate-fighter-28-finale-macy-chiasson-vs-pannie-banzai-kianzad,6380-fortis-mma,Fortis MMA,
17448-justin-frazier,397530-the-ultimate-fighter-28-finale-justin-the-grizzly-bear-frazier-vs-juan-trota-espino,457-without-limits-mma,Without Limits MMA,
158561-juan-francisco-espino-trota,397530-the-ultimate-fighter-28-finale-justin-the-grizzly-bear-frazier-vs-juan-trota-espino,29-american-top-team,American Top Team,
rafael-dos-anjos,385264-the-ultimate-fighter-28-finale-rafael-dos-anjos-vs-kamaru-the-nigerian-nightmare-usman,845-kings-mma,Kings MMA,
39265-kamarudeen-usman,385264-the-ultimate-fighter-28-finale-rafael-dos-anjos-vs-kamaru-the-nigerian-nightmare-usman,31-blackzilians,Blackzilians Performance Institute,
101836-alex-gorgees,397431-ufc-fight-night-142-damir-ismagulov-vs-alex-hitman-gorgees,2847-australian-top-team,Australian Top Team,
81591-damir-ismagulov,397431-ufc-fight-night-142-damir-ismagulov-vs-alex-hitman-gorgees,2882-boets,Fighter Gym,
mizuto-hirota,396152-ufc-fight-night-142-mizuto-pugnus-hirota-vs-christos-the-spartan-giagos,1925-mma-gym-cave,CAVE,
38606-christos-giagos-the-spartan,396152-ufc-fight-night-142-mizuto-pugnus-hirota-vs-christos-the-spartan-giagos,779-black-house-mma,Black House MMA,
54304-elias-garcia,397692-ufc-fight-night-142-kaiwhare-don-t-blink-kara-france-vs-elias-garcia,1150-roufusport-mma-academy,Roufusport MMA Academy,
24803-kaiwhare-kara-france,397692-ufc-fight-night-142-kaiwhare-don-t-blink-kara-france-vs-elias-garcia,2968-city-kickboxing,City Kickboxing,Primary
24803-kaiwhare-kara-france,397692-ufc-fight-night-142-kaiwhare-don-t-blink-kara-france-vs-elias-garcia,99-tiger-muay-thai,Tiger Muay Thai,Other
keita-nakamura-k-taro,391417-ufc-fight-night-142-keita-k-taro-nakamura-vs-salim-grizzly-touahri,252-k-taro-dojo,K-Taro Dojo,
56301-salim-touahri,391417-ufc-fight-night-142-keita-k-taro-nakamura-vs-salim-grizzly-touahri,2198-grappling-krakw,Grappling Kraków,
15366-ben-nguyen,380977-ufc-fight-night-142-wilson-reis-vs-ben-ben-10-nguyen,99-tiger-muay-thai,Tiger Muay Thai,
wilson-reis,380977-ufc-fight-night-142-wilson-reis-vs-ben-ben-10-nguyen,671-bjj-united,BJJ United,Other
wilson-reis,380977-ufc-fight-night-142-wilson-reis-vs-ben-ben-10-nguyen,668-daddis-mixed-martial-arts-academy,Daddis Mixed Martial Arts Academy,Primary
yushin-okami-thunder,391095-ufc-fight-night-142-alexey-wolverine-kunchenko-vs-yushin-thunder-okami,1005-wajyutsu-keisyukai,Wajutsu Keishukai Tokyo,
60556-alexei-kunchenko,391095-ufc-fight-night-142-alexey-wolverine-kunchenko-vs-yushin-thunder-okami,2882-boets,Fighter Gym,
126283-jim-chute,382418-ufc-fight-night-142-the-brute-jim-crute-vs-paul-bearjew-craig,,Greco and Stewies house,
25338-paul-craig,382418-ufc-fight-night-142-the-brute-jim-crute-vs-paul-bearjew-craig,3245-scottish-hit-squad,Scottish Hit Squad,
58362-sodiq-yusuff,394389-ufc-fight-night-142-super-sodiq-yusuff-vs-suman-mokhtarian,1568-team-lloyd-irvin,Team Lloyd Irvin,
60742-suman-mokhtarian,394389-ufc-fight-night-142-super-sodiq-yusuff-vs-suman-mokhtarian,2847-australian-top-team,Australian Top Team,
19908-tony-martin,392849-ufc-fight-night-142-jake-the-celtic-kid-matthews-vs-anthony-rocco-martin,212-sityotdong-boston,Sityodtong Boston,Primary
19908-tony-martin,392849-ufc-fight-night-142-jake-the-celtic-kid-matthews-vs-anthony-rocco-martin,1568-team-lloyd-irvin,Team Lloyd Irvin,Other
45260-jake-matthews,392849-ufc-fight-night-142-jake-the-celtic-kid-matthews-vs-anthony-rocco-martin,,Nexus,
28235-justin-willis,387379-ufc-fight-night-142-mark-super-samoan-hunt-vs-justin-big-pretty-willis,63-american-kickboxing-academy,American Kickboxing Academy,
mark-hunt-super-samoan,387379-ufc-fight-night-142-mark-super-samoan-hunt-vs-justin-big-pretty-willis,29-american-top-team,American Top Team,
55878-tyson-pedro,387375-ufc-fight-night-142-mauricio-shogun-rua-vs-tyson-pedro,5232-lions-high-performance-centre,Lions High Performance Centre,
mauricio-rua-shogun,387375-ufc-fight-night-142-mauricio-shogun-rua-vs-tyson-pedro,845-kings-mma,Kings MMA,
junior-dos-santos-cigano,383704-ufc-fight-night-142-junior-cigano-dos-santos-vs-tai-bam-bam-tuivasa,53-nova-unio,Nova União,
120884-tai-tuivasa-bam-bam,383704-ufc-fight-night-142-junior-cigano-dos-santos-vs-tai-bam-bam-tuivasa,5232-lions-high-performance-centre,Lions High Performance Centre,
75026-aleksandar-rakic,384243-ufc-231-aleksandar-rakic-vs-devin-brown-bear-clark,4114-gym-23,Gym 23,
23218-devin-clark,384243-ufc-231-aleksandar-rakic-vs-devin-brown-bear-clark,1137-next-edge-academy-of-martial-arts,Next Edge Academy of Martial Arts,
carlos-ferreira,399991-ufc-231-diego-ferreira-vs-kyle-the-monster-nelson,6380-fortis-mma,Fortis MMA,
21458-kyle-nelson-the-monster,399991-ufc-231-diego-ferreira-vs-kyle-the-monster-nelson,567-house-of-champions-mma,House of Champions MMA,Other
21458-kyle-nelson-the-monster,399991-ufc-231-diego-ferreira-vs-kyle-the-monster-nelson,2141-muskoka-kickboxing,Muskoka Kickboxing,Primary
dhiego-lima,383059-ufc-231-chad-the-disciple-laprise-vs-dhiego-lima,1386-american-top-team-atlanta,American Top Team Atlanta,
22241-chad-laprise,383059-ufc-231-chad-the-disciple-laprise-vs-dhiego-lima,543-adrenaline-mma-training-fitness,Adrenaline MMA Training & Fitness,Primary
22241-chad-laprise,383059-ufc-231-chad-the-disciple-laprise-vs-dhiego-lima,1-tristar-gym,Tristar Gym,Other
22241-chad-laprise,383059-ufc-231-chad-the-disciple-laprise-vs-dhiego-lima,944-titans-academy,Titans Academy,Striking
64459-brad-katona,387775-ufc-231-brad-katona-vs-matthew-lopez,36-straight-blast-gym-ireland,SBG Ireland,Primary
64459-brad-katona,387775-ufc-231-brad-katona-vs-matthew-lopez,482-winnipeg-academy-of-mixed-martial-arts,Winnipeg Academy of Mixed Martial Arts,Other
48122-matt-lopez,387775-ufc-231-brad-katona-vs-matthew-lopez,67-reign-mma,Reign MMA,
23158-elias-theodorou,388343-ufc-231-ya-boy-eryk-anders-vs-elias-the-spartan-theodorou,1462-tapout-burlington,Tapout Burlington,Other
23158-elias-theodorou,388343-ufc-231-ya-boy-eryk-anders-vs-elias-the-spartan-theodorou,552-headrush-training-center,Grant's MMA,Primary
30666-eryk-anders,388343-ufc-231-ya-boy-eryk-anders-vs-elias-the-spartan-theodorou,3801-spartan-fitness-mma,Spartan Fitness MMA,
14208-jessica-eye,390351-ufc-231-jessica-evil-eye-vs-katlyn-blonde-fighter-chookagian,1532-strong-style-fight-team,Strong Style Fight Team,
37760-katlyn-chookagian,390351-ufc-231-jessica-evil-eye-vs-katlyn-blonde-fighter-chookagian,820-allstar-brazilian-jiu-jitsu,Allstar Brazilian Jiu-Jitsu,
17597-olivier-aubin-mercier,382498-ufc-231-gilbert-durinho-burns-vs-olivier-the-quebec-kid-aubin-mercier,1-tristar-gym,Tristar Gym,Other
17597-olivier-aubin-mercier,382498-ufc-231-gilbert-durinho-burns-vs-olivier-the-quebec-kid-aubin-mercier,372-h2o-mma,H2O MMA,Primary
31168-gilbert-burns-durinho,382498-ufc-231-gilbert-durinho-burns-vs-olivier-the-quebec-kid-aubin-mercier,31-blackzilians,Blackzilians Performance Institute,
11224-nina-ansaroff,384483-ufc-231-claudia-claudinha-gadelha-vs-nina-the-strina-ansaroff,181-mma-masters,MMA MASTERS,
24807-claudia-gadelha,384483-ufc-231-claudia-claudinha-gadelha-vs-nina-the-strina-ansaroff,53-nova-unio,Nova União,
31174-thiago-santos-marreta,388344-ufc-231-thiago-marreta-santos-vs-jimi-poster-boy-manuwa,2396-tata-fight-team,Tata Fight Team,
jimi-manuwa-the-poster-boy,388344-ufc-231-thiago-marreta-santos-vs-jimi-poster-boy-manuwa,2554-nova-forca,Nova Força Jiu-Jitsu,Jiu Jitsu
jimi-manuwa-the-poster-boy,388344-ufc-231-thiago-marreta-santos-vs-jimi-poster-boy-manuwa,4244-keddles-gym,Keddles Gym,Primary
17484-kyle-bochniak,383705-ufc-231-kyle-crash-bochniak-vs-mean-hakeem-dawodu,369-broadway-jiu-jitsu,Broadway Jiu Jitsu,
62664-hakeem-dawodu,383705-ufc-231-kyle-crash-bochniak-vs-mean-hakeem-dawodu,390-champions-creed-martial-arts,Champion's Creed Martial Arts,
45649-alex-cowboy,392234-ufc-231-alex-cowboy-oliveira-vs-gunnar-gunni-nelson,2396-tata-fight-team,Tata Fight Team,Primary
45649-alex-cowboy,392234-ufc-231-alex-cowboy-oliveira-vs-gunnar-gunni-nelson,2399-ats-team,ATS Team,Other
16566-gunnar-nelson,392234-ufc-231-alex-cowboy-oliveira-vs-gunnar-gunni-nelson,4026-mjlnir,Mjölnir,Other
16566-gunnar-nelson,392234-ufc-231-alex-cowboy-oliveira-vs-gunnar-gunni-nelson,36-straight-blast-gym-ireland,SBG Ireland,Primary
37708-joanna-jedrzejczyk,386643-ufc-231-joanna-jedrzejczyk-vs-valentina-bullet-shevchenko,29-american-top-team,American Top Team,
11614-valentina-shevchenko,386643-ufc-231-joanna-jedrzejczyk-vs-valentina-bullet-shevchenko,99-tiger-muay-thai,Tiger Muay Thai,
40994-brian-ortega,382835-ufc-231-max-blessed-holloway-vs-brian-t-city-ortega,779-black-house-mma,Black House MMA,
12723-max-holloway-lil-evil,382835-ufc-231-max-blessed-holloway-vs-brian-t-city-ortega,1628-gracie-technics,Gracie Technics,
139094-juan-adams,391007-ufc-on-fox-31-juan-the-kraken-adams-vs-chris-de-la-rocha,305-paradigm-training-center,Paradigm Training Center,
17191-adam-milstead-the-prototype,391008-ufc-on-fox-31-adam-the-prototype-milstead-vs-mike-bones-rodriguez,5210-world-class-mma,World Class MMA,
20841-mike-rodriguez,391008-ufc-on-fox-31-adam-the-prototype-milstead-vs-mike-bones-rodriguez,133-lauzon-mixed-martial-arts,Lauzon Mixed Martial Arts,
20081-jordan-griffin,389971-ufc-on-fox-31-dan-dynamite-ige-vs-native-psycho-jordan-griffin,1150-roufusport-mma-academy,Roufusport MMA Academy,
21178-dan-ige,389971-ufc-on-fox-31-dan-dynamite-ige-vs-native-psycho-jordan-griffin,724-xtreme-couture,Xtreme Couture,
trevor-smith,394928-ufc-on-fox-31-zak-cummings-vs-trevor-hot-sauce-smith,1096-ring-demon-jiu-jitsu,Ring Demon Mixed Martial Arts Academy,
zak-cummings,394928-ufc-on-fox-31-zak-cummings-vs-trevor-hot-sauce-smith,1192-springfield-fight-club,Springfield Fight Club,
6018-gerald-meerschaert-the-machine,384088-ufc-on-fox-31-jack-the-joker-hermansson-vs-gerald-gm3-meerschaert,1153-agallar-combative-systems,Agallar Combative Systems,
13893-Jack-Hermansson,384088-ufc-on-fox-31-jack-the-joker-hermansson-vs-gerald-gm3-meerschaert,4361-frontline-academy,Frontline Academy,
58797-joaquim-silva-netto-bjj,382610-ufc-on-fox-31-joaquim-netto-bjj-silva-vs-jared-flash-gordon,7184-evolucao-thai-mma,Evolução Thai MMA,
17754-jared-gordon,382610-ufc-on-fox-31-joaquim-netto-bjj-silva-vs-jared-flash-gordon,1150-roufusport-mma-academy,Roufusport MMA Academy,Other
17754-jared-gordon,382610-ufc-on-fox-31-joaquim-netto-bjj-silva-vs-jared-flash-gordon,322-renzo-gracie-academy,Renzo Gracie Academy,Primary
bobby-green-king,384087-ufc-on-fox-31-drakkar-klose-vs-bobby-king-green,65-pinnacle-mma,Pinnacle MMA,
29515-drakkar-klose,384087-ufc-on-fox-31-drakkar-klose-vs-bobby-king-green,193-mma-lab,MMA Lab,
17476-dwight-grant,398738-ufc-on-fox-31-dwight-the-body-snatcher-grant-vs-zak-the-barbarian-ottow,63-american-kickboxing-academy,American Kickboxing Academy,
24278-zak-ottow,398738-ufc-on-fox-31-dwight-the-body-snatcher-grant-vs-zak-the-barbarian-ottow,2618-pura-vida-bjjmma,Pura Vida BJJ/MMA,
jim-miller,394549-ufc-on-fox-31-charles-do-bronx-oliveira-vs-jim-a-10-miller-ii,185-ama-fight-club,AMA Fight Club,
charles-oliveira-do-bronx,394549-ufc-on-fox-31-charles-do-bronx-oliveira-vs-jim-a-10-miller-ii,248-bronxs-gold-team-texas,Gold Team Texas,
17135-sergio-pettis,389969-ufc-on-fox-31-sergio-the-phenom-pettis-vs-rob-font,1150-roufusport-mma-academy,Roufusport MMA Academy,
rob-font,389969-ufc-on-fox-31-sergio-the-phenom-pettis-vs-rob-font,133-lauzon-mixed-martial-arts,Lauzon Mixed Martial Arts,
18854-daniel-hooker,384412-ufc-on-fox-31-edson-junior-barboza-vs-daniel-the-hangman-hooker,99-tiger-muay-thai,Tiger Muay Thai,
edson-barboza-mendes-junior,384412-ufc-on-fox-31-edson-junior-barboza-vs-daniel-the-hangman-hooker,1424-the-armory,The Armory,
23860-kevin-lee,389967-ufc-on-fox-31-kevin-motown-phenom-lee-vs-ragin-al-iaquinta,1202-triumph-mma,Triumph MMA,
15047-al-iaquinta,389967-ufc-on-fox-31-kevin-motown-phenom-lee-vs-ragin-al-iaquinta,1696-serra-jiu-jitsu,Serra Jiu-Jitsu,
13751-Brian-Kelleher,396153-ufc-232-brian-boom-kelleher-vs-montel-quick-jackson,61-long-island-mma,Long Island MMA,
89335-montel-jackson,396153-ufc-232-brian-boom-kelleher-vs-montel-quick-jackson,2618-pura-vida-bjjmma,Pura Vida BJJ/MMA,
siyar-bahadurzada-the-great,393074-ufc-232-curtis-curtious-millender-vs-siyar-the-great-bahadurzada,60-jacksons-mma,Jackson Wink MMA Academy,
52092-curtis-millender,393074-ufc-232-curtis-curtious-millender-vs-siyar-the-great-bahadurzada,2827-noc-fight-team,NOC Fight Team,
49806-bevon-lewis,383944-ufc-232-uriah-prime-time-hall-vs-bevon-lewis,60-jacksons-mma,Jackson Wink MMA Academy,
uriah-hall,383944-ufc-232-uriah-prime-time-hall-vs-bevon-lewis,822-tiger-schulmanns-mixed-martial-arts,Tiger Schulmann's Mixed Martial Arts,
116569-andre-ewell,399054-ufc-232-nathaniel-the-prospect-wood-vs-andre-ewell,4262-apex-mma,Apex MMA,
27454-nathaniel-wood,399054-ufc-232-nathaniel-the-prospect-wood-vs-andre-ewell,3325-titan-fighter,Titan Fighter Gym,
bj-penn-the-prodigy,385324-ufc-232-the-prodigy-bj-penn-vs-ryan-the-wizard-hall,60-jacksons-mma,Jackson Wink MMA Academy,
37328-ryan-hall,385324-ufc-232-the-prodigy-bj-penn-vs-ryan-the-wizard-hall,1-tristar-gym,Tristar Gym,
38718-douglas-dsilva,393384-ufc-232-petr-no-mercy-yan-vs-douglas-d-silva-andrade,,NFT Castanhal,
90075-petr-yan,393384-ufc-232-petr-no-mercy-yan-vs-douglas-d-silva-andrade,99-tiger-muay-thai,Tiger Muay Thai,
58669-megan-anderson,390352-ufc-232-megan-anderson-vs-alpha-cat-zingano,1189-glory-mma-and-fitness,Glory MMA and Fitness,
cat-zingano-alpha,390352-ufc-232-megan-anderson-vs-alpha-cat-zingano,645-zingano-bjj,Zingano BJJ,
andrei-arlovski-the-pitbull,392818-ufc-232-andrei-the-pitbull-arlovski-vs-walt-the-big-ticket-harris,29-american-top-team,American Top Team,
17046-walter-harris,392818-ufc-232-andrei-the-pitbull-arlovski-vs-walt-the-big-ticket-harris,29-american-top-team,American Top Team,
chad-mendes-money,394481-ufc-232-chad-money-mendes-vs-alexander-the-great-volkanovski,108-team-alpha-male,Team Alpha Male,
41705-alex-volkanski,394481-ufc-232-chad-money-mendes-vs-alexander-the-great-volkanovski,99-tiger-muay-thai,Tiger Muay Thai,Primary
41705-alex-volkanski,394481-ufc-232-chad-money-mendes-vs-alexander-the-great-volkanovski,4068-freestyle-fighting-gym,Freestyle Fighting Gym,Other
ilir-latifi,383220-ufc-232-ilir-the-sledgehammer-latifi-vs-corey-overtime-anderson,1837-allstars-training-center,Allstars Training Center,
29807-corey-anderson,383220-ufc-232-ilir-the-sledgehammer-latifi-vs-corey-overtime-anderson,,Kennel Fight Club,
carlos-condit-the-natural-born-killer,386260-ufc-232-the-natural-born-killer-carlos-condit-vs-mike-maverick-chiesa,60-jacksons-mma,Jackson Wink MMA Academy,
15253-mike-chiesa-maverick,386260-ufc-232-the-natural-born-killer-carlos-condit-vs-mike-maverick-chiesa,1098-sikjitsu,Sikjitsu,
cristiane-santos-cyborg,376153-ufc-232-cristiane-cyborg-justino-vs-amanda-the-lioness-nunes,785-chute-boxe-long-beach,Chute Boxe Long Beach,
amanda-nunes-lioness-of-the-ring,376153-ufc-232-cristiane-cyborg-justino-vs-amanda-the-lioness-nunes,181-mma-masters,MMA MASTERS,Other
amanda-nunes-lioness-of-the-ring,376153-ufc-232-cristiane-cyborg-justino-vs-amanda-the-lioness-nunes,29-american-top-team,American Top Team,Primary
alexander-gustafsson-the-mauler,387634-ufc-232-jon-bones-jones-vs-alexander-the-mauler-gustafsson-ii,233-alliance-mma,Alliance MMA,Other
alexander-gustafsson-the-mauler,387634-ufc-232-jon-bones-jones-vs-alexander-the-mauler-gustafsson-ii,1837-allstars-training-center,Allstars Training Center,Primary
jon-jones-bones,387634-ufc-232-jon-bones-jones-vs-alexander-the-mauler-gustafsson-ii,60-jacksons-mma,Jackson Wink MMA Academy,
54332-chance-rencountre,407064-ufc-on-espn-1-chance-black-eagle-rencountre-vs-kyle-gunz-up-stewart,233-alliance-mma,Alliance MMA,
32387-kyle-stewart,407064-ufc-on-espn-1-chance-black-eagle-rencountre-vs-kyle-gunz-up-stewart,450-arizona-combat-sports,Arizona Combat Sports,
32797-belal-muhammad,394430-ufc-fight-night-143-belal-remember-the-name-muhammad-vs-geoff-handz-of-steel-neal,1150-roufusport-mma-academy,Roufusport MMA Academy,
20058-geoffrey-neal,394430-ufc-fight-night-143-belal-remember-the-name-muhammad-vs-geoff-handz-of-steel-neal,95-twin-wolves-mma,Twin Wolves MMA,
71728-te-edwards,404025-ufc-on-espn-1-dennis-the-menace-bermudez-vs-te-t-edwards,193-mma-lab,MMA Lab,
11408-dennis-bermudez-the-menace,404025-ufc-on-espn-1-dennis-the-menace-bermudez-vs-te-t-edwards,61-long-island-mma,Long Island MMA,
33428-mario-bautista,406673-ufc-on-espn-1-cory-sandhagen-vs-mario-bautista,193-mma-lab,MMA Lab,
32931-cory-sandhagen,406673-ufc-on-espn-1-cory-sandhagen-vs-mario-bautista,611-elevation-fight-team,Elevation Fight Team,
69032-alonzo-menifield,394892-ufc-fight-night-143-alonzo-menifield-vs-vinicius-mamute-alves,6380-fortis-mma,Fortis MMA,Primary
69032-alonzo-menifield,394892-ufc-fight-night-143-alonzo-menifield-vs-vinicius-mamute-alves,2241-saeksons-muay-thai,Saekson's Muay Thai,Other
116072-vinicius-alves-mamute,394892-ufc-fight-night-143-alonzo-menifield-vs-vinicius-mamute-alves,9219-five-rounds-brasil,Five Rounds Brasil,
57056-ariane-lipski,400005-ufc-on-espn-1-joanne-jo-jo-calderwood-vs-the-violence-queen-ariane-lipski,845-kings-mma,Kings MMA,
22500-joanne-calderwood,400005-ufc-on-espn-1-joanne-jo-jo-calderwood-vs-the-violence-queen-ariane-lipski,3248-higher-level-martial-arts,Higher Level Martial Arts,
donald-cerrone-cowboy,400777-ufc-on-espn-1-donald-cowboy-cerrone-vs-alexander-the-great-hernandez,60-jacksons-mma,Jackson Wink MMA Academy,
46253-alexander-hernandez,400777-ufc-on-espn-1-donald-cowboy-cerrone-vs-alexander-the-great-hernandez,311-ohana-jiu-jitsu,Ohana Jiu Jitsu,
45190-karl-robinson,406562-ufc-on-espn-1-glover-teixeira-vs-karl-baby-k-roberson,5980-killer-b-combat-sports,Killer B Combat Sports,
glover-teixeira,406562-ufc-on-espn-1-glover-teixeira-vs-karl-baby-k-roberson,717-the-pit,The Pit,Other
glover-teixeira,406562-ufc-on-espn-1-glover-teixeira-vs-karl-baby-k-roberson,29-american-top-team,American Top Team,Primary
63874-rachael-ostovich,383023-ufc-fight-night-12-gauge-paige-vanzant-vs-rachael-ostovich,1631-jesus-is-lord-gym,Jesus is Lord,
29691-paige-vanzant,383023-ufc-fight-night-12-gauge-paige-vanzant-vs-rachael-ostovich,108-team-alpha-male,Team Alpha Male,
joseph-benavidez,401988-ufc-on-espn-1-joseph-the-beefcake-benavidez-vs-dustin-ortiz,108-team-alpha-male,Team Alpha Male,
dustin-ortiz,401988-ufc-on-espn-1-joseph-the-beefcake-benavidez-vs-dustin-ortiz,1244-nashville-mma,Nashville MMA Training Camp,
yancy-medeiros-frisson,402832-ufc-on-espn-1-gregor-the-gift-gillespie-vs-yancy-the-kid-medeiros,,Team Hakuilua,
33830-gregor-gillespie,402832-ufc-on-espn-1-gregor-the-gift-gillespie-vs-yancy-the-kid-medeiros,665-bellmore-kickboxing-mma,Bellmore Kickboxing MMA,Other
33830-gregor-gillespie,402832-ufc-on-espn-1-gregor-the-gift-gillespie-vs-yancy-the-kid-medeiros,61-long-island-mma,Long Island MMA,Primary
169557-greg-hardy,399954-ufc-on-espn-1-greg-hardy-vs-allen-pretty-boy-crowder,29-american-top-team,American Top Team,
34648-allen-crowder,399954-ufc-on-espn-1-greg-hardy-vs-allen-pretty-boy-crowder,7919-new-millenium-martial-arts-conditioning,New Millenium Martial Arts & Conditioning,Primary
34648-allen-crowder,399954-ufc-on-espn-1-greg-hardy-vs-allen-pretty-boy-crowder,7921-embrace-martial-arts,Embrace Martial Arts,Jiu Jitsu
34648-allen-crowder,399954-ufc-on-espn-1-greg-hardy-vs-allen-pretty-boy-crowder,7920-inner-city-youth-boxing-center,Inner City Youth & Boxing Center,Boxing
42359-henry-cejudo,400157-ufc-on-espn-1-henry-the-messenger-cejudo-vs-t-j-dillashaw,451-fight-ready-mma,Fight Ready MMA,
19126-tj-dillashaw,400157-ufc-on-espn-1-henry-the-messenger-cejudo-vs-t-j-dillashaw,611-elevation-fight-team,Elevation Fight Team,
53276-rogrio-bontorin,398761-ufc-on-espn-2-magomed-gladiator-bibulatov-vs-rogerio-bontorin,9213-gile-ribeiro-team,Gile Ribeiro Team,
64977-magomed-bibulatov-gladiator,398761-ufc-on-espn-2-magomed-gladiator-bibulatov-vs-rogerio-bontorin,55-fight-club-berkut,Berkut FC,
36038-said-nurmagomedov,401287-ufc-on-espn-2-ricardo-carcacinha-ramos-vs-said-nurmagomedov,2944-dagfighter,DagFighter,
56182-ricardo-ramos-carcacinha,401287-ufc-on-espn-2-ricardo-carcacinha-ramos-vs-said-nurmagomedov,3760-ed-lutas-team-impacto-jiu-jitsu,Ed Lutas Team,
80697-felipe-colares-caboco,408765-ufc-on-espn-2-geraldo-espartano-de-freitas-vs-felipe-cabocao-colares,98-team-nogueira,Team Nogueira,
30876-geraldo-de-freitas,408765-ufc-on-espn-2-geraldo-espartano-de-freitas-vs-felipe-cabocao-colares,240-brazilian-top-team,Brazilian Top Team,
62467-jair-rozenstruik-bigi-boy,404966-ufc-on-espn-2-junior-baby-albini-vs-jairzinho-bigi-boy-rozenstruik,6848-fighting-titans-suriname,Fighting Titans Suriname,
36385-albini-muralha-junior-baby,404966-ufc-on-espn-2-junior-baby-albini-vs-jairzinho-bigi-boy-rozenstruik,2247-astra-fight-team,Astra Fight Team,
thiago-alves-pitbull,398762-ufc-on-espn-2-thiago-pitbull-alves-vs-max-pain-griffin,29-american-top-team,American Top Team,
25437-max-griffin,398762-ufc-on-espn-2-thiago-pitbull-alves-vs-max-pain-griffin,678-mma-gold-fight-team,MMA Gold Fight Team,
74022-taila-santos,398763-ufc-on-espn-2-mara-romero-kunoichici-borella-vs-taila-santos,2247-astra-fight-team,Astra Fight Team,
98890-mara-romero-borella,398763-ufc-on-espn-2-mara-romero-kunoichici-borella-vs-taila-santos,5394-ludus-magnum,Ludus Magnum,Striking
98890-mara-romero-borella,398763-ufc-on-espn-2-mara-romero-kunoichici-borella-vs-taila-santos,29-american-top-team,American Top Team,Other
98890-mara-romero-borella,398763-ufc-on-espn-2-mara-romero-kunoichici-borella-vs-taila-santos,2950-mixed-martial-team-kbjjs,Mixed Martial PRO Team,Primary
98890-mara-romero-borella,398763-ufc-on-espn-2-mara-romero-kunoichici-borella-vs-taila-santos,5495-bears-dojo,Bear's Dojo,Jiu Jitsu
54963-marcus-perez-maluco,401430-ufc-on-espn-2-anthony-fluffy-hernandez-vs-markus-maluko-perez,29-american-top-team,American Top Team,
41538-anthony-hernandez,401430-ufc-on-espn-2-anthony-fluffy-hernandez-vs-markus-maluko-perez,678-mma-gold-fight-team,MMA Gold Fight Team,
43265-livia-renata-souza,401567-ufc-on-espn-2-livia-renata-livinha-the-brazilian-gangsta-souza-vs-sarah-a-treta-frota,9226-nova-geracao-muay-thai,Nova Geração Muay Thai,
130369-sarah-frota,401567-ufc-on-espn-2-livia-renata-livinha-the-brazilian-gangsta-souza-vs-sarah-a-treta-frota,2247-astra-fight-team,Astra Fight Team,
85671-johnny-walker,400869-ufc-on-espn-2-justin-el-blanco-ledet-vs-johnny-walker,2317-paran-vale-tudo,Paraná Vale Tudo,
56068-david-teymur,406104-ufc-on-espn-2-charles-do-bronx-oliveira-vs-david-teymur,1837-allstars-training-center,Allstars Training Center,
charles-oliveira-do-bronx,406104-ufc-on-espn-2-charles-do-bronx-oliveira-vs-david-teymur,248-bronxs-gold-team-texas,Gold Team Texas,
demian-maia,399016-ufc-on-espn-2-demian-maia-vs-lyman-cyborg-good,734-wand-fight-team,Wand Fight Team,
lyman-good-cyborg,399016-ufc-on-espn-2-demian-maia-vs-lyman-cyborg-good,822-tiger-schulmanns-mixed-martial-arts,Tiger Schulmann's Mixed Martial Arts,
16950-renato-carneiro-moicano,401415-ufc-on-espn-2-jose-aldo-junior-vs-renato-moicano,744-constrictor-team,Constrictor Team,
jose-aldo-junior,401415-ufc-on-espn-2-jose-aldo-junior-vs-renato-moicano,53-nova-unio,Nova União,
raphael-assuncao,398991-ufc-on-espn-2-raphael-assuncao-vs-magic-marlon-moraes-ii,1428-ascension-mixed-martial-arts,Ascension Mixed Martial Arts,
14588-marlon-moraes,398991-ufc-on-espn-2-raphael-assuncao-vs-magic-marlon-moraes-ii,1424-the-armory,The Armory,
41237-jonathon-martinez,402422-ufc-234-wuliji-the-beastmaster-buren-vs-jonathan-dragon-martinez,4562-different-breed-mma,Different Breed MMA,
68396-jalin-turner,409012-ufc-234-jalin-the-tarantula-turner-vs-callan-the-rockstar-potter,768-adrenaline-combat-sports,Adrenaline Combat Sports,
39471-callan-potter,409012-ufc-234-jalin-the-tarantula-turner-vs-callan-the-rockstar-potter,,Renegade MMA,
kyung-ho-kang,404631-ufc-234-teruto-yashabo-ishihara-vs-kyung-ho-mr-perfect-kang,5-busan-team-mad,Busan Team MAD,
22921-akihito-ishihara-yashabo,404631-ufc-234-teruto-yashabo-ishihara-vs-kyung-ho-mr-perfect-kang,2276-team-alpha-male-japan,Team Alpha Male Japan,
24803-kaiwhare-kara-france,400870-ufc-234-kai-don-t-blink-kara-france-vs-raulian-paiva,99-tiger-muay-thai,Tiger Muay Thai,Other
24803-kaiwhare-kara-france,400870-ufc-234-kai-don-t-blink-kara-france-vs-raulian-paiva,2968-city-kickboxing,City Kickboxing,Primary
80405-raulian-paiva,400870-ufc-234-kai-don-t-blink-kara-france-vs-raulian-paiva,108-team-alpha-male,Team Alpha Male,Primary
