fighter_id,bout_id,gym_id,gym_name,gym_purpose
david-velasquez-little,1013-ufc-24-little-evil-jens-pulver-vs-david-little-velasquez,63-american-kickboxing-academy,American Kickboxing Academy,
jens-pulver-little-evil,1013-ufc-24-little-evil-jens-pulver-vs-david-little-velasquez,971-team-curran-mma,Team Curran MMA,
bob-cook-crazy-bob,1021-ufc-24-bob-crazy-bob-cook-vs-tiki-ghosn,63-american-kickboxing-academy,American Kickboxing Academy,
dave-menne-the-warrior,1028-ufc-24-dave-the-warrior-menne-vs-fabiano-iha,,Menne Combat Academy,
lance-gibson-fearless,ufc-24-lance-fearless-gibson-vs-jermaine-bam-bam-andre,2698-gibson-mma,Gibson MMA,
tedd-williams,ufc-24-tedd-williams-vs-steve-judson,,Williams Combat Grappling,
koji-oishi,1048-ufc-25-laverne-clark-vs-koji-oishi,3668-pancraseism,PANCRASEism,
laverne-clark,1048-ufc-25-laverne-clark-vs-koji-oishi,1149-miletich-fighting-systems,Miletich Fighting Systems,
ikuhisa-minowa-the-punk,1056-ufc-25-minowaman-ikuhisa-minowa-vs-joe-slick,,Freelance,
ron-waterman-h2o,ufc-25-ron-h2o-waterman-vs-satoshi-honma,,Colorado Stars,
sanae-kikuta,1066-ufc-25-sanae-kikuta-vs-eugene-the-wolf-jackson,1756-grabaka,GRABAKA,
520-eugene-jackson-the-wolf,1066-ufc-25-sanae-kikuta-vs-eugene-the-wolf-jackson,2544-eugene-jacksons-undisputed-gladiators,Eugene Jackson's Undisputed Gladiators,
murilo-bustamante,2494-ufc-25-murilo-bustamante-vs-yoji-mr-200-anjo,240-brazilian-top-team,Brazilian Top Team,
yoji-anjo-mr-200,2494-ufc-25-murilo-bustamante-vs-yoji-mr-200-anjo,,Team Kingdom,
wanderlei-silva-the-axe-murderer,2499-ufc-25-the-huntington-beach-bad-boy-tito-ortiz-vs-the-axe-murderer-wanderlei-silva,734-wand-fight-team,Wand Fight Team,
tito-ortiz-the-huntington-beach-bad-boy,2499-ufc-25-the-huntington-beach-bad-boy-tito-ortiz-vs-the-axe-murderer-wanderlei-silva,901-team-punishment,Team Punishment,
shonie-carter-mr-international,2506-ufc-26-mr-international-shonie-carter-vs-adrian-serrano,4787-chicagomma,Chicago MMA,
adrian-serrano,2506-ufc-26-mr-international-shonie-carter-vs-adrian-serrano,1152-adrian-serrano-combat-sports-gym,Adrian Serrano Combat Sports Gym,
joao-roque,2519-ufc-26-little-evil-jens-pulver-vs-joao-roque,53-nova-unio,Nova União,
jens-pulver-little-evil,2519-ufc-26-little-evil-jens-pulver-vs-joao-roque,971-team-curran-mma,Team Curran MMA,
matt-hughes,2526-ufc-26-matt-hughes-vs-marcelo-aguiar,1170-finneys-hit-squad,Finney's HIT Squad,
alex-andrade-el-toro,ufc-26-amaury-bitetti-vs-alex-el-toro-andrade,299-lions-den-texas,Lion's Den Texas,
pat-miletich-the-croation-sensation,2542-ufc-26-the-croation-sensation-pat-miletich-vs-john-the-natural-alessio,1149-miletich-fighting-systems,Miletich Fighting Systems,
john-alessio-the-natural,2542-ufc-26-the-croation-sensation-pat-miletich-vs-john-the-natural-alessio,724-xtreme-couture,Xtreme Couture,
pedro-rizzo-the-rock,2556-ufc-26-kevin-the-monster-randleman-vs-pedro-the-rock-rizzo,4382-ruas-vale-tudo,Ruas Vale Tudo,
kevin-randleman-the-monster,2556-ufc-26-kevin-the-monster-randleman-vs-pedro-the-rock-rizzo,731-tapout-training-center,Tapout Training Center Las Vegas,
cj-fernandes,854-ufc-27-brad-gumm-vs-cj-fernandes,1170-finneys-hit-squad,Finney's HIT Squad,
brad-gumm,854-ufc-27-brad-gumm-vs-cj-fernandes,623-gumm-mma-fitness,Gumm MMA & Fitness,
tim-lajcik-the-bohemian,861-ufc-27-jeff-the-snowman-monson-vs-tim-the-bohemian-lajcik,2544-eugene-jacksons-undisputed-gladiators,Eugene Jackson's Undisputed Gladiators,
tedd-williams,867-ufc-27-ian-the-machine-freeman-vs-tedd-williams,,Williams Combat Grappling,
alexandre-dantas-cafe,873-ufc-27-yuki-yukisora-kondo-vs-alexandre-cafe-dantas,,Gracie Barra Combat Team,
yuki-kondo,873-ufc-27-yuki-yukisora-kondo-vs-alexandre-cafe-dantas,3668-pancraseism,PANCRASEism,
laverne-clark,ufc-27-fabiano-iha-vs-laverne-clark,1149-miletich-fighting-systems,Miletich Fighting Systems,
520-eugene-jackson-the-wolf,899-ufc-27-jeremy-gumby-horn-vs-eugene-the-wolf-jackson,2544-eugene-jacksons-undisputed-gladiators,Eugene Jackson's Undisputed Gladiators,
jeremy-horn-gumby,899-ufc-27-jeremy-gumby-horn-vs-eugene-the-wolf-jackson,713-jeremy-horns-elite-performance-fitness-gym,Jeremy Horn's Elite Performance,
maurice-smith-mo,886-ufc-27-maurice-mo-smith-vs-bobby-the-truth-hoffman,,The Alliance,
pedro-rizzo-the-rock,892-ufc-27-pedro-the-rock-rizzo-vs-dan-the-beast-severn,4382-ruas-vale-tudo,Ruas Vale Tudo,
chris-lytle-lights-out,907-ufc-28-ben-earwood-vs-chris-lights-out-lytle,1214-integrated-fighting-academy,Integrated Fighting Academy,Primary
chris-lytle-lights-out,907-ufc-28-ben-earwood-vs-chris-lights-out-lytle,1213-indy-boxing-grappling,Indy Boxing & Grappling,Other
ben-earwood,907-ufc-28-ben-earwood-vs-chris-lights-out-lytle,1149-miletich-fighting-systems,Miletich Fighting Systems,
mark-hughes,ufc-28-mark-hughes-vs-alex-the-brazilian-killa-stiebling,1149-miletich-fighting-systems,Miletich Fighting Systems,
alex-stiebling-the-brazilian-killa,ufc-28-mark-hughes-vs-alex-the-brazilian-killa-stiebling,1214-integrated-fighting-academy,Integrated Fighting Academy,
john-lewis,1422-ufc-28-little-evil-jens-pulver-vs-john-lewis,,Lewis/Pederneiras Vale-Tudo,
jens-pulver-little-evil,1422-ufc-28-little-evil-jens-pulver-vs-john-lewis,971-team-curran-mma,Team Curran MMA,
andrei-arlovski-the-pitbull,1426-ufc-28-andrei-the-pitbull-arlovski-vs-aaron-brink,29-american-top-team,American Top Team,
gan-mcgee-the-giant,1429-ufc-28-the-warmaster-josh-barnett-vs-gan-the-giant-mcgee,717-the-pit,The Pit,
josh-barnett-the-babyfaced-assassin,1429-ufc-28-the-warmaster-josh-barnett-vs-gan-the-giant-mcgee,5361-uwf-usa,UWF USA,
maurice-smith-mo,1434-ufc-28-renato-babalu-sobral-vs-maurice-mo-smith,,The Alliance,
renato-sobral-babalu,1434-ufc-28-renato-babalu-sobral-vs-maurice-mo-smith,271-gracie-barra,Gracie Barra,
randy-couture-the-natural,1436-ufc-28-randy-the-natural-couture-vs-kevin-the-monster-randleman,724-xtreme-couture,Xtreme Couture,
kevin-randleman-the-monster,1436-ufc-28-randy-the-natural-couture-vs-kevin-the-monster-randleman,731-tapout-training-center,Tapout Training Center Las Vegas,
chuck-liddell-the-iceman,1438-ufc-29-chuck-the-iceman-liddell-vs-jeff-the-snowman-monson,717-the-pit,The Pit,
dennis-hallman-superman,1440-ufc-29-dennis-superman-hallman-vs-matt-hughes-ii,1066-amc-pankration,AMC Pankration,
matt-hughes,1440-ufc-29-dennis-superman-hallman-vs-matt-hughes-ii,1170-finneys-hit-squad,Finney's HIT Squad,
evan-tanner,ufc-29-evan-tanner-vs-lance-fearless-gibson,,Hard Knocks Kickboxing,
lance-gibson-fearless,ufc-29-evan-tanner-vs-lance-fearless-gibson,2698-gibson-mma,Gibson MMA,
daiju-takase,1443-ufc-29-fabiano-iha-vs-daiju-takase,,Freelance,
matt-lindland-the-law,1445-ufc-29-matt-the-law-lindland-vs-yoji-mr-200-anjo,1059-team-quest-portland,Team Quest Portland,
yoji-anjo-mr-200,1445-ufc-29-matt-the-law-lindland-vs-yoji-mr-200-anjo,,Team Kingdom,
pat-miletich-the-croation-sensation,2940-ufc-29-the-croation-sensation-pat-miletich-vs-kenichi-yamamoto,1149-miletich-fighting-systems,Miletich Fighting Systems,
kenichi-yamamoto,2940-ufc-29-the-croation-sensation-pat-miletich-vs-kenichi-yamamoto,4629-power-of-dream-gym,Power of Dream Sapporo,
tito-ortiz-the-huntington-beach-bad-boy,2943-ufc-29-the-huntington-beach-bad-boy-tito-ortiz-vs-yuki-yukisora-kondo,901-team-punishment,Team Punishment,
yuki-kondo,2943-ufc-29-the-huntington-beach-bad-boy-tito-ortiz-vs-yuki-yukisora-kondo,3668-pancraseism,PANCRASEism,
sean-sherk-the-muscle-shark,2946-ufc-30-the-muscle-shark-sean-sherk-vs-tiki-ghosn,501-minnesota-martial-arts-academy,The Academy MN,
phil-baroni-the-new-york-badass,2949-ufc-30-the-new-york-badass-phil-baroni-vs-curtis-stout,63-american-kickboxing-academy,American Kickboxing Academy,
mark-robinson-white-rhino,ufc-30-bobby-the-truth-hoffman-vs-mark-white-rhino-robinson,,Cal Cooper,
pedro-rizzo-the-rock,2959-ufc-30-pedro-the-rock-rizzo-vs-the-warmaster-josh-barnett-i,4382-ruas-vale-tudo,Ruas Vale Tudo,
josh-barnett-the-babyfaced-assassin,2959-ufc-30-pedro-the-rock-rizzo-vs-the-warmaster-josh-barnett-i,5361-uwf-usa,UWF USA,
jeremy-horn-gumby,2962-ufc-30-elvis-the-king-of-rock-n-rumble-sinosic-vs-jeremy-gumby-horn,713-jeremy-horns-elite-performance-fitness-gym,Jeremy Horn's Elite Performance,
phil-johns-little-giant,ufc-30-fabiano-iha-vs-phil-little-giant-johns,,Silverbacks Vale Tudo,
jens-pulver-little-evil,2965-ufc-30-little-evil-jens-pulver-vs-caol-uno-shoten,971-team-curran-mma,Team Curran MMA,
caol-uno-uno-shoten,2965-ufc-30-little-evil-jens-pulver-vs-caol-uno-shoten,162-uno-dojo,UNO DOJO,
tito-ortiz-the-huntington-beach-bad-boy,2968-ufc-30-the-huntington-beach-bad-boy-tito-ortiz-vs-evan-tanner,901-team-punishment,Team Punishment,
evan-tanner,2968-ufc-30-the-huntington-beach-bad-boy-tito-ortiz-vs-evan-tanner,,Hard Knocks Kickboxing,
steve-berger-red-nose,1344-ufc-31-tony-the-peruvian-savage-desouza-vs-steve-red-nose-berger,,Berger MMA,
bj-penn-the-prodigy,1347-ufc-31-bj-the-prodigy-penn-vs-joey-gilbert,60-jacksons-mma,Jackson Wink MMA Academy,
joey-gilbert,1347-ufc-31-bj-the-prodigy-penn-vs-joey-gilbert,,Hellhouse,
matt-lindland-the-law,1349-ufc-31-matt-the-law-lindland-vs-ricardo-cachorro-almeida,1059-team-quest-portland,Team Quest Portland,
ricardo-almeida-cachorrao,1349-ufc-31-matt-the-law-lindland-vs-ricardo-cachorro-almeida,322-renzo-gracie-academy,Renzo Gracie Academy,
semmy-schilt-hightower,1353-ufc-31-semmy-hightower-schilt-vs-pete-el-duro-williams,1567-golden-glory,Golden Glory,
pete-williams-el-duro,1353-ufc-31-semmy-hightower-schilt-vs-pete-el-duro-williams,299-lions-den-texas,Lion's Den Texas,
matt-serra-the-terror,1357-ufc-31-mr-international-shonie-carter-vs-matt-the-terror-serra,1696-serra-jiu-jitsu,Serra Jiu-Jitsu,
shonie-carter-mr-international,1357-ufc-31-mr-international-shonie-carter-vs-matt-the-terror-serra,4787-chicagomma,Chicago MMA,
chuck-liddell-the-iceman,1364-ufc-31-chuck-the-iceman-liddell-vs-kevin-the-monster-randleman,717-the-pit,The Pit,
kevin-randleman-the-monster,1364-ufc-31-chuck-the-iceman-liddell-vs-kevin-the-monster-randleman,731-tapout-training-center,Tapout Training Center Las Vegas,
carlos-newton-the-ronin,1368-ufc-31-carlos-the-ronin-newton-vs-the-croation-sensation-pat-miletich,1455-warrior-mixed-martial-arts,Warrior Mixed Martial Arts,
pat-miletich-the-croation-sensation,1368-ufc-31-carlos-the-ronin-newton-vs-the-croation-sensation-pat-miletich,1149-miletich-fighting-systems,Miletich Fighting Systems,
randy-couture-the-natural,1370-ufc-31-randy-the-natural-couture-vs-pedro-the-rock-rizzo-i,724-xtreme-couture,Xtreme Couture,
pedro-rizzo-the-rock,1370-ufc-31-randy-the-natural-couture-vs-pedro-the-rock-rizzo-i,4382-ruas-vale-tudo,Ruas Vale Tudo,
paul-rodriguez,1373-ufc-32-tony-the-peruvian-savage-desouza-vs-paul-rodriguez,1403-american-top-team-orlando,American Top Team Orlando,
ricco-rodriguez-suave,1377-ufc-32-ricco-suave-rodriguez-vs-andrei-the-pitbull-arlovski,,Ricco Rodriguez Fighting,
andrei-arlovski-the-pitbull,1377-ufc-32-ricco-suave-rodriguez-vs-andrei-the-pitbull-arlovski,29-american-top-team,American Top Team,
vladimir-matyushenko-the-janitor,2856-ufc-32-vladimir-the-janitor-matyushenko-vs-yuki-yukisora-kondo,,VMAT,
yuki-kondo,2856-ufc-32-vladimir-the-janitor-matyushenko-vs-yuki-yukisora-kondo,3668-pancraseism,PANCRASEism,
caol-uno-uno-shoten,2860-ufc-32-caol-uno-shoten-vs-fabiano-iha,162-uno-dojo,UNO DOJO,
pat-miletich-the-croation-sensation,2863-ufc-32-the-croation-sensation-pat-miletich-vs-mr-international-shonie-carter,1149-miletich-fighting-systems,Miletich Fighting Systems,
shonie-carter-mr-international,2863-ufc-32-the-croation-sensation-pat-miletich-vs-mr-international-shonie-carter,4787-chicagomma,Chicago MMA,
josh-barnett-the-babyfaced-assassin,2866-ufc-32-the-warmaster-josh-barnett-vs-semmy-hightower-schilt-i,5361-uwf-usa,UWF USA,
semmy-schilt-hightower,2866-ufc-32-the-warmaster-josh-barnett-vs-semmy-hightower-schilt-i,1567-golden-glory,Golden Glory,
bj-penn-the-prodigy,2870-ufc-32-bj-the-prodigy-penn-vs-din-dinyero-thomas,60-jacksons-mma,Jackson Wink MMA Academy,
tito-ortiz-the-huntington-beach-bad-boy,2873-ufc-32-the-huntington-beach-bad-boy-tito-ortiz-vs-elvis-the-king-of-rock-n-rumble-sinosic,901-team-punishment,Team Punishment,
ricardo-almeida-cachorrao,2883-ufc-33-ricardo-cachorro-almeida-vs-eugene-the-wolf-jackson,322-renzo-gracie-academy,Renzo Gracie Academy,
520-eugene-jackson-the-wolf,2883-ufc-33-ricardo-cachorro-almeida-vs-eugene-the-wolf-jackson,2544-eugene-jacksons-undisputed-gladiators,Eugene Jackson's Undisputed Gladiators,
jutaro-nakao,2886-ufc-33-jutaro-nakao-vs-tony-the-peruvian-savage-desouza,,Free,
dave-menne-the-warrior,2891-ufc-33-dave-the-warrior-menne-vs-gil-castillo,,Menne Combat Academy,
gil-castillo,2891-ufc-33-dave-the-warrior-menne-vs-gil-castillo,783-cesar-gracie-jiu-jitsu,Cesar Gracie Jiu Jitsu,
matt-serra-the-terror,1250-ufc-33-matt-the-terror-serra-vs-yves-thugjitsu-master-edwards,1696-serra-jiu-jitsu,Serra Jiu-Jitsu,
yves-edwards-the-texas-gunslinger,1250-ufc-33-matt-the-terror-serra-vs-yves-thugjitsu-master-edwards,236-american-top-team-beaumont,American Top Team Beaumont,
chuck-liddell-the-iceman,1255-ufc-33-chuck-the-iceman-liddell-vs-murilo-bustamante,717-the-pit,The Pit,
murilo-bustamante,1255-ufc-33-chuck-the-iceman-liddell-vs-murilo-bustamante,240-brazilian-top-team,Brazilian Top Team,
jens-pulver-little-evil,1259-ufc-33-little-evil-jens-pulver-vs-dennis-superman-hallman,971-team-curran-mma,Team Curran MMA,
dennis-hallman-superman,1259-ufc-33-little-evil-jens-pulver-vs-dennis-superman-hallman,1066-amc-pankration,AMC Pankration,
tito-ortiz-the-huntington-beach-bad-boy,1263-ufc-33-the-huntington-beach-bad-boy-tito-ortiz-vs-vladimir-the-janitor-matyushenko,901-team-punishment,Team Punishment,
vladimir-matyushenko-the-janitor,1263-ufc-33-the-huntington-beach-bad-boy-tito-ortiz-vs-vladimir-the-janitor-matyushenko,,VMAT,
frank-mir,1268-ufc-34-frank-mir-vs-roberto-spider-traven,60-jacksons-mma,Jackson Wink MMA Academy,Primary
frank-mir,1268-ufc-34-frank-mir-vs-roberto-spider-traven,3322-all-powers-gym,Manchester Top Team,Other
frank-mir,1268-ufc-34-frank-mir-vs-roberto-spider-traven,723-drysdale-jiu-jitsu,Drysdale Jiu Jitsu,Jiu Jitsu
roberto-traven-spider,1268-ufc-34-frank-mir-vs-roberto-spider-traven,,Alliance Team,
matt-lindland-the-law,1271-ufc-34-matt-the-law-lindland-vs-the-new-york-badass-phil-baroni,1059-team-quest-portland,Team Quest Portland,
phil-baroni-the-new-york-badass,1271-ufc-34-matt-the-law-lindland-vs-the-new-york-badass-phil-baroni,63-american-kickboxing-academy,American Kickboxing Academy,
evan-tanner,ufc-34-evan-tanner-vs-homer-rock-moore,,Hard Knocks Kickboxing,
josh-barnett-the-babyfaced-assassin,1281-ufc-34-the-warmaster-josh-barnett-vs-bobby-the-truth-hoffman,5361-uwf-usa,UWF USA,
bj-penn-the-prodigy,1284-ufc-34-bj-the-prodigy-penn-vs-caol-uno-shoten-i,60-jacksons-mma,Jackson Wink MMA Academy,
caol-uno-uno-shoten,1284-ufc-34-bj-the-prodigy-penn-vs-caol-uno-shoten-i,162-uno-dojo,UNO DOJO,
matt-hughes,1288-ufc-34-matt-hughes-vs-carlos-the-ronin-newton-i,1170-finneys-hit-squad,Finney's HIT Squad,
carlos-newton-the-ronin,1288-ufc-34-matt-hughes-vs-carlos-the-ronin-newton-i,1455-warrior-mixed-martial-arts,Warrior Mixed Martial Arts,
ricco-rodriguez-suave,2751-ufc-34-ricco-suave-rodriguez-vs-pete-el-duro-williams,,Ricco Rodriguez Fighting,
pete-williams-el-duro,2751-ufc-34-ricco-suave-rodriguez-vs-pete-el-duro-williams,299-lions-den-texas,Lion's Den Texas,
randy-couture-the-natural,2757-ufc-34-randy-the-natural-couture-vs-pedro-the-rock-rizzo-ii,724-xtreme-couture,Xtreme Couture,
pedro-rizzo-the-rock,2757-ufc-34-randy-the-natural-couture-vs-pedro-the-rock-rizzo-ii,4382-ruas-vale-tudo,Ruas Vale Tudo,
520-eugene-jackson-the-wolf,2762-ufc-35-eugene-the-wolf-jackson-vs-keith-rockel,2544-eugene-jacksons-undisputed-gladiators,Eugene Jackson's Undisputed Gladiators,
keith-rockel,2762-ufc-35-eugene-the-wolf-jackson-vs-keith-rockel,,Team Elite,
gil-castillo,2765-ufc-35-gil-castillo-vs-chris-the-westside-strangler-brennan,783-cesar-gracie-jiu-jitsu,Cesar Gracie Jiu Jitsu,
chris-brennan-the-westside-strangler,2765-ufc-35-gil-castillo-vs-chris-the-westside-strangler-brennan,7370-next-generation-mma-world-hq,Next Generation MMA World HQ,
kevin-randleman-the-monster,2770-ufc-35-kevin-the-monster-randleman-vs-renato-babalu-sobral,731-tapout-training-center,Tapout Training Center Las Vegas,
renato-sobral-babalu,2770-ufc-35-kevin-the-monster-randleman-vs-renato-babalu-sobral,271-gracie-barra,Gracie Barra,
ricardo-almeida-cachorrao,2775-ufc-35-andrei-white-shark-semenov-vs-ricardo-cachorro-almeida,322-renzo-gracie-academy,Renzo Gracie Academy,
amar-suloev,2778-ufc-35-chuck-the-iceman-liddell-vs-amar-suloev,,Red Devil Sport Club,
chuck-liddell-the-iceman,2778-ufc-35-chuck-the-iceman-liddell-vs-amar-suloev,717-the-pit,The Pit,
dave-menne-the-warrior,2783-ufc-35-murilo-bustamante-vs-dave-the-warrior-menne,,Menne Combat Academy,
murilo-bustamante,2783-ufc-35-murilo-bustamante-vs-dave-the-warrior-menne,240-brazilian-top-team,Brazilian Top Team,
ricco-rodriguez-suave,2789-ufc-35-ricco-suave-rodriguez-vs-jeff-the-snowman-monson,,Ricco Rodriguez Fighting,
bj-penn-the-prodigy,2793-ufc-35-little-evil-jens-pulver-vs-bj-the-prodigy-penn-i,60-jacksons-mma,Jackson Wink MMA Academy,
jens-pulver-little-evil,2793-ufc-35-little-evil-jens-pulver-vs-bj-the-prodigy-penn-i,971-team-curran-mma,Team Curran MMA,
jutaro-nakao,1128-ufc-36-the-muscle-shark-sean-sherk-vs-jutaro-nakao,,Free,
sean-sherk-the-muscle-shark,1128-ufc-36-the-muscle-shark-sean-sherk-vs-jutaro-nakao,501-minnesota-martial-arts-academy,The Academy MN,
matt-serra-the-terror,1133-ufc-36-matt-the-terror-serra-vs-kelly-psycho-dullanty,1696-serra-jiu-jitsu,Serra Jiu-Jitsu,
pete-williams-el-duro,1138-ufc-36-frank-mir-vs-pete-el-duro-williams,299-lions-den-texas,Lion's Den Texas,
frank-mir,1138-ufc-36-frank-mir-vs-pete-el-duro-williams,60-jacksons-mma,Jackson Wink MMA Academy,Primary
frank-mir,1138-ufc-36-frank-mir-vs-pete-el-duro-williams,3322-all-powers-gym,Manchester Top Team,Other
frank-mir,1138-ufc-36-frank-mir-vs-pete-el-duro-williams,723-drysdale-jiu-jitsu,Drysdale Jiu Jitsu,Jiu Jitsu
evan-tanner,1144-ufc-36-evan-tanner-vs-elvis-the-king-of-rock-n-rumble-sinosic,,Hard Knocks Kickboxing,
pat-miletich-the-croation-sensation,1149-ufc-36-matt-the-law-lindland-vs-the-croation-sensation-pat-miletich,1149-miletich-fighting-systems,Miletich Fighting Systems,
matt-lindland-the-law,1149-ufc-36-matt-the-law-lindland-vs-the-croation-sensation-pat-miletich,1059-team-quest-portland,Team Quest Portland,
hayato-sakurai-mach,1156-ufc-36-matt-hughes-vs-hayato-mach-sakurai,2280-mach-dojo,Mach Dojo,
matt-hughes,1156-ufc-36-matt-hughes-vs-hayato-mach-sakurai,1170-finneys-hit-squad,Finney's HIT Squad,
andrei-arlovski-the-pitbull,1163-ufc-36-pedro-the-rock-rizzo-vs-andrei-the-pitbull-arlovski,29-american-top-team,American Top Team,
pedro-rizzo-the-rock,1163-ufc-36-pedro-the-rock-rizzo-vs-andrei-the-pitbull-arlovski,4382-ruas-vale-tudo,Ruas Vale Tudo,
randy-couture-the-natural,1169-ufc-36-the-warmaster-josh-barnett-vs-randy-the-natural-couture,724-xtreme-couture,Xtreme Couture,
josh-barnett-the-babyfaced-assassin,1169-ufc-36-the-warmaster-josh-barnett-vs-randy-the-natural-couture,5361-uwf-usa,UWF USA,
aaron-riley,1175-ufc-37-ruthless-robbie-lawler-vs-aaron-riley,1066-amc-pankration,AMC Pankration,
robbie-lawler-ruthless,1175-ufc-37-ruthless-robbie-lawler-vs-aaron-riley,9248-sanford-mma,Kill Cliff FC,
steve-berger-red-nose,1185-ufc-37-benji-razor-radach-vs-steve-red-nose-berger,,Berger MMA,
ivan-salaverry,2624-ufc-37-ivan-salaverry-vs-andrei-white-shark-semenov,1066-amc-pankration,AMC Pankration,
yves-edwards-the-texas-gunslinger,2629-ufc-37-caol-uno-shoten-vs-yves-thugjitsu-master-edwards,236-american-top-team-beaumont,American Top Team Beaumont,
caol-uno-uno-shoten,2629-ufc-37-caol-uno-shoten-vs-yves-thugjitsu-master-edwards,162-uno-dojo,UNO DOJO,
amar-suloev,2636-ufc-37-the-new-york-badass-phil-baroni-vs-amar-suloev,,Red Devil Sport Club,
phil-baroni-the-new-york-badass,2636-ufc-37-the-new-york-badass-phil-baroni-vs-amar-suloev,63-american-kickboxing-academy,American Kickboxing Academy,
bj-penn-the-prodigy,2643-ufc-37-bj-the-prodigy-penn-vs-paul-creighton,60-jacksons-mma,Jackson Wink MMA Academy,
tsuyoshi-kosaka-tk,2649-ufc-37-ricco-suave-rodriguez-vs-tsuyoshi-tk-kosaka,3570-alliance-square,ALLIANCE,
ricco-rodriguez-suave,2649-ufc-37-ricco-suave-rodriguez-vs-tsuyoshi-tk-kosaka,,Ricco Rodriguez Fighting,
matt-lindland-the-law,2655-ufc-37-murilo-bustamante-vs-matt-the-law-lindland,1059-team-quest-portland,Team Quest Portland,
murilo-bustamante,2655-ufc-37-murilo-bustamante-vs-matt-the-law-lindland,240-brazilian-top-team,Brazilian Top Team,
joao-marcos-pierini,2663-ufc-375-yves-thugjitsu-master-edwards-vs-joao-marcos-pierini,2544-eugene-jacksons-undisputed-gladiators,Eugene Jackson's Undisputed Gladiators,
yves-edwards-the-texas-gunslinger,2663-ufc-375-yves-thugjitsu-master-edwards-vs-joao-marcos-pierini,236-american-top-team-beaumont,American Top Team Beaumont,
tony-fryklund-the-freak,2670-ufc-375-tony-the-freak-fryklund-vs-rodrigo-ruas,1149-miletich-fighting-systems,Miletich Fighting Systems,
rodrigo-ruas,2670-ufc-375-tony-the-freak-fryklund-vs-rodrigo-ruas,4382-ruas-vale-tudo,Ruas Vale Tudo,
