bout_id,fighter_id,ko_tko_percentage,submission_percentage,decision_percentage,overall_percentage,num_picks
25629-ufc-127-michael-the-count-bisping-vs-jorge-el-conquistador-rivera,jorge-rivera-el-conquistador,86.9,0.9,12.2,27,827
25629-ufc-127-michael-the-count-bisping-vs-jorge-el-conquistador-rivera,michael-bisping-the-count,34.9,3.5,61.6,73,827
25793-ufc-127-bj-the-prodigy-penn-vs-jon-fitch,jon-fitch,4.6,2.0,93.4,59,848
25793-ufc-127-bj-the-prodigy-penn-vs-jon-fitch,bj-penn-the-prodigy,36.3,37.4,26.3,41,848
26898-ufc-on-versus-3-igor-the-duke-pokrajac-vs-todd-bulldog-brown,todd-brown-bulldog,44.2,8.6,47.1,29,368
26898-ufc-on-versus-3-igor-the-duke-pokrajac-vs-todd-bulldog-brown,igor-pokrajac,38.5,5.9,55.6,71,368
27411-ufc-on-versus-3-rousimar-toquinho-palhares-vs-dave-branch,dave-branch,25.8,25.8,48.4,8,407
27411-ufc-on-versus-3-rousimar-toquinho-palhares-vs-dave-branch,rousimar-palhares-toquinho,4.9,81.1,14.0,92,407
26861-ufc-on-versus-3-dongi-the-ox-yang-vs-rob-the-rosedale-reaper-kimmons,rob-kimmons-the-rosedale-reaper,32.3,20.2,47.5,29,368
26861-ufc-on-versus-3-dongi-the-ox-yang-vs-rob-the-rosedale-reaper-kimmons,dongi-yang-the-ox,42.6,12.1,45.3,71,368
28370-ufc-on-versus-3-takeya-mizugaki-vs-reuben-hurricane-duran,takeya-mizugaki,11.6,20.4,68.0,81,356
28370-ufc-on-versus-3-takeya-mizugaki-vs-reuben-hurricane-duran,reuben-duran,33.3,21.2,45.5,19,356
26634-ufc-on-versus-3-shane-roller-vs-thiago-tavares,shane-roller,9.8,17.2,73.0,43,387
26634-ufc-on-versus-3-shane-roller-vs-thiago-tavares,thiago-tavares,18.0,50.2,31.8,57,387
27863-ufc-on-versus-3-danny-last-call-castillo-vs-joe-daddy-stevenson,joe-stevenson-daddy,11.8,52.1,36.1,84,389
27863-ufc-on-versus-3-danny-last-call-castillo-vs-joe-daddy-stevenson,danny-castillo-last-call,46.8,1.6,51.6,16,389
26637-ufc-on-versus-3-cyrille-the-snake-diabate-vs-steve-the-robot-cantwell,cyrille-diabate-the-snake,79.1,6.4,14.5,45,388
26637-ufc-on-versus-3-cyrille-the-snake-diabate-vs-steve-the-robot-cantwell,steve-cantwell-the-robot,34.6,34.2,31.2,55,388
26525-ufc-on-versus-3-brian-bowles-vs-damacio-the-angel-of-death-page-ii,damacio-page-the-angel-of-death,46.5,14.1,39.4,18,412
26525-ufc-on-versus-3-brian-bowles-vs-damacio-the-angel-of-death-page-ii,brian-bowles,33.4,41.0,25.5,82,412
28350-ufc-on-versus-3-chris-all-american-weidman-vs-alessio-legionarius-sakara,alessio-sakara-legionarius,81.1,5.8,13.2,67,374
28350-ufc-on-versus-3-chris-all-american-weidman-vs-alessio-legionarius-sakara,chris-weidman,30.1,26.0,43.9,33,374
26143-ufc-on-versus-3-mark-the-filipino-wrecking-machine-muoz-vs-cb-the-doberman-dollaway,mark-munoz-the-philippine-wrecking-machine,40.7,4.2,55.2,73,432
26143-ufc-on-versus-3-mark-the-filipino-wrecking-machine-muoz-vs-cb-the-doberman-dollaway,cb-dollaway-the-doberman,5.5,59.1,35.4,27,432
26142-ufc-on-versus-3-diego-nightmare-sanchez-vs-martin-hitman-kampmann,martin-kampmann-hitman,17.6,7.2,75.2,50,447
26142-ufc-on-versus-3-diego-nightmare-sanchez-vs-martin-hitman-kampmann,diego-sanchez-nightmare,21.4,5.0,73.6,50,447
28743-ufc-128-erik-new-breed-koch-vs-raphael-assuno,raphael-assuncao,26.5,40.5,33.1,47,1112
28743-ufc-128-erik-new-breed-koch-vs-raphael-assuno,erik-koch-new-breed,31.6,18.6,49.8,53,1112
29093-ufc-128-nick-the-jersey-devil-catone-vs-costas-philippou,nick-catone-the-jersey-devil,25.8,12.7,61.6,62,1060
29093-ufc-128-nick-the-jersey-devil-catone-vs-costas-philippou,costantinos-phillippou,41.7,16.7,41.7,38,1060
26765-ufc-128-joseph-the-beefcake-benavidez-vs-ian-the-barn-owl-loveland,joseph-benavidez,22.2,47.2,30.6,92,1167
26765-ufc-128-joseph-the-beefcake-benavidez-vs-ian-the-barn-owl-loveland,ian-loveland-the-barn-owl,24.4,23.3,52.3,8,1167
26269-ufc-128-gleison-tibau-vs-kurt-batman-pellegrino,gleison-tibau,26.5,16.6,57.0,59,1175
26269-ufc-128-gleison-tibau-vs-kurt-batman-pellegrino,kurt-pellegrino-batman,8.3,28.6,63.1,41,1175
26599-ufc-128-mike-quicksand-pyle-vs-ricardo-cachorro-almeida,mike-pyle-quicksand,19.2,13.3,67.4,34,1183
26599-ufc-128-mike-quicksand-pyle-vs-ricardo-cachorro-almeida,ricardo-almeida-cachorrao,6.0,62.8,31.2,66,1183
26629-ufc-128-edson-junior-barboza-vs-anthony-the-assassin-njokuani,anthony-njokuani,66.3,8.3,25.4,26,1148
26629-ufc-128-edson-junior-barboza-vs-anthony-the-assassin-njokuani,edson-barboza-mendes-junior,64.3,20.1,15.6,74,1148
28558-ufc-128-luiz-banha-can-vs-eliot-the-fire-marshall,luis-cane-banha,73.1,7.0,19.9,64,1128
28558-ufc-128-luiz-banha-can-vs-eliot-the-fire-marshall,eliot-marshall-the-fire,25.8,19.2,55.0,36,1128
26628-ufc-128-brendan-big-brown-schaub-vs-mirko-cro-cop-filipovic,brendan-schaub-the-hybrid,56.9,2.9,40.2,61,1226
26628-ufc-128-brendan-big-brown-schaub-vs-mirko-cro-cop-filipovic,mirko-filipovic-cro-cop,83.8,1.1,15.2,39,1226
29089-ufc-128-nate-the-great-marquardt-vs-dan-miller,dan-miller,14.4,26.9,58.7,9,1128
29089-ufc-128-nate-the-great-marquardt-vs-dan-miller,nate-marquardt-the-great,36.7,6.6,56.8,91,1128
26643-ufc-128-jim-miller-vs-kamal-prince-of-persia-shalorus,kamal-shalorus-prince-of-persia,24.7,17.4,57.9,17,1201
26643-ufc-128-jim-miller-vs-kamal-prince-of-persia-shalorus,jim-miller,9.6,39.8,50.6,83,1201
26636-ufc-128-the-california-kid-urijah-faber-vs-eddie-wineland,urijah-faber-the-california-kid,12.6,56.9,30.6,94,1226
26636-ufc-128-the-california-kid-urijah-faber-vs-eddie-wineland,eddie-wineland,50.8,12.3,36.9,6,1226
28012-ufc-128-jon-bones-jones-vs-maurcio-shogun-rua,mauricio-rua-shogun,77.6,16.4,6.0,60,1261
28012-ufc-128-jon-bones-jones-vs-maurcio-shogun-rua,jon-jones-bones,73.3,18.1,8.6,40,1261
28418-ufc-fight-night-24-nik-the-carnie-lentz-vs-waylon-lowe,nik-lentz-the-carnie,10.2,8.9,80.8,87,534
28418-ufc-fight-night-24-nik-the-carnie-lentz-vs-waylon-lowe,waylon-lowe,27.9,5.9,66.2,13,534
26642-ufc-fight-night-24-aaron-a-train-simpson-vs-super-mario-miranda,mario-miranda,31.5,36.2,32.2,28,544
26642-ufc-fight-night-24-aaron-a-train-simpson-vs-super-mario-miranda,aaron-simpson-a-train,25.8,5.8,68.4,72,544
28984-ufc-fight-night-24-johny-big-rig-hendricks-vs-tj-waldburger,johny-hendricks,44.1,9.6,46.3,94,531
28984-ufc-fight-night-24-johny-big-rig-hendricks-vs-tj-waldburger,tj-waldburger,25.0,32.1,42.9,6,531
26630-ufc-fight-night-24-christian-morecraft-vs-sean-big-sexy-mccorkle,sean-mccorkle-big-sexy,37.4,52.2,10.4,52,549
26630-ufc-fight-night-24-christian-morecraft-vs-sean-big-sexy-mccorkle,christian-morecraft,86.1,3.9,10.0,48,549
29119-ufc-fight-night-24-michael-mayday-mcdonald-vs-edwin-el-feroz-figueroa,michael-mcdonald-mayday,46.8,19.8,33.4,84,480
29119-ufc-fight-night-24-michael-mayday-mcdonald-vs-edwin-el-feroz-figueroa,edwin-figueroa-el-feroz,31.1,35.1,33.8,16,480
26751-ufc-fight-night-24-john-the-hitman-hathaway-vs-kris-savage-mccray,kris-mccray-savage,34.8,13.0,52.2,9,565
26751-ufc-fight-night-24-john-the-hitman-hathaway-vs-kris-savage-mccray,john-hathaway-the-hitman,34.0,25.0,41.0,91,565
26693-ufc-fight-night-24-mackens-mack-da-menace-semerzier-vs-alex-bruce-leroy-caceres,alex-caceres-bruce-leroy,30.2,40.1,29.7,40,530
26693-ufc-fight-night-24-mackens-mack-da-menace-semerzier-vs-alex-bruce-leroy-caceres,mackens-semerzier-mack-da-menace,34.9,28.9,36.2,60,530
26712-ufc-fight-night-24-mike-russow-vs-jon-madsen,jon-madsen,36.1,2.1,61.8,69,552
26712-ufc-fight-night-24-mike-russow-vs-jon-madsen,mike-russow,55.0,16.9,28.1,31,552
29120-ufc-fight-night-24-the-korean-zombie-chan-sung-jung-vs-leonard-bad-boy-garcia-ii,leonard-garcia-bad-boy,32.8,4.5,62.7,37,549
29120-ufc-fight-night-24-the-korean-zombie-chan-sung-jung-vs-leonard-bad-boy-garcia-ii,chan-sung-jung-the-korean-zombie,13.7,7.1,79.2,63,549
29106-ufc-fight-night-24-amir-sadollah-vs-damarques-darkness-johnson,amir-sadollah,13.9,24.8,61.3,83,562
29106-ufc-fight-night-24-amir-sadollah-vs-damarques-darkness-johnson,damarques-johnson-darkness,29.5,23.2,47.4,17,562
26609-ufc-fight-night-24-anthony-rumble-johnson-vs-dan-the-outlaw-hardy,dan-hardy-the-outlaw,63.3,6.7,30.0,54,599
26609-ufc-fight-night-24-anthony-rumble-johnson-vs-dan-the-outlaw-hardy,anthony-johnson-rumble,79.0,1.8,19.2,46,599
28456-ufc-fight-night-24-phil-mr-wonderful-davis-vs-antnio-rogrio-minotouro-nogueira,antonio-rogerio-nogueira-minotoro,26.3,51.6,22.1,16,602
28456-ufc-fight-night-24-phil-mr-wonderful-davis-vs-antnio-rogrio-minotouro-nogueira,phil-davis-mr-wonderful,13.7,8.5,77.9,84,602
26794-ufc-129-pablo-the-scarecrow-garza-vs-yves-tiger-jabouin,yves-jabouin-tiger,65.8,6.7,27.5,57,1201
26794-ufc-129-pablo-the-scarecrow-garza-vs-yves-tiger-jabouin,pablo-garza-the-scarecrow,31.6,35.6,32.8,43,1201
26878-ufc-129-john-the-bull-makdessi-vs-kyle-watson,kyle-watson,15.7,41.9,42.4,38,1205
26878-ufc-129-john-the-bull-makdessi-vs-kyle-watson,john-makdessi-the-bull,55.3,7.1,37.6,62,1205
26834-ufc-129-jason-the-athlete-macdonald-vs-ryan-jensen,ryan-jensen,33.0,20.2,46.9,36,1219
26834-ufc-129-jason-the-athlete-macdonald-vs-ryan-jensen,jason-macdonald-the-athlete,13.2,55.0,31.8,64,1219
26826-ufc-129-ivan-pride-of-el-salvador-menjivar-vs-charlie-valencia,ivan-menjivar-pride-of-el-salvador,33.0,19.0,48.0,59,1214
26826-ufc-129-ivan-pride-of-el-salvador-menjivar-vs-charlie-valencia,charlie-valencia,22.0,14.9,63.1,41,1214
26837-ufc-129-claude-the-prince-patrick-vs-daniel-ninja-roberts,claude-patrick-the-prince,22.9,24.7,52.4,41,1210
26837-ufc-129-claude-the-prince-patrick-vs-daniel-ninja-roberts,daniel-roberts-ninja,38.3,28.1,33.6,59,1210
29941-ufc-129-jake-the-juggernaut-ellenberger-vs-sean-punisher-pierson,sean-pierson,31.6,10.5,57.9,10,1180
29941-ufc-129-jake-the-juggernaut-ellenberger-vs-sean-punisher-pierson,jake-ellenberger-the-juggernaut,43.0,8.4,48.6,90,1180
26929-ufc-129-rory-red-king-macdonald-vs-nate-diaz,nate-diaz,12.4,59.5,28.1,65,1364
26929-ufc-129-rory-red-king-macdonald-vs-nate-diaz,rory-macdonald-the-waterboy,15.0,8.2,76.8,35,1364
26759-ufc-129-smooth-benson-henderson-vs-mark-bocek,mark-bocek,7.3,54.1,38.6,26,1326
26759-ufc-129-smooth-benson-henderson-vs-mark-bocek,ben-henderson-smooth,20.3,27.2,52.5,74,1326
28528-ufc-129-vladimir-the-janitor-matyushenko-vs-jason-the-hitman-brilz,vladimir-matyushenko-the-janitor,33.7,4.7,61.5,45,1303
28528-ufc-129-vladimir-the-janitor-matyushenko-vs-jason-the-hitman-brilz,jason-brilz-the-hitman,24.0,6.2,69.8,55,1303
26714-ufc-129-lyoto-the-dragon-machida-vs-randy-the-natural-couture,randy-couture-the-natural,15.2,3.1,81.7,26,1398
26714-ufc-129-lyoto-the-dragon-machida-vs-randy-the-natural-couture,lyoto-machida-the-dragon,68.6,2.4,29.0,74,1398
26895-ufc-129-jos-aldo-junior-vs-mark-the-machine-hominick,mark-hominick-the-machine,66.7,7.9,25.4,8,1406
26895-ufc-129-jos-aldo-junior-vs-mark-the-machine-hominick,jose-aldo-junior,81.6,12.5,5.9,92,1406
26519-ufc-129-georges-rush-st-pierre-vs-jake-shields,georges-st-pierre-rush,41.4,5.2,53.3,85,1437
26519-ufc-129-georges-rush-st-pierre-vs-jake-shields,jake-shields,5.6,66.8,27.6,15,1437
30433-ufc-130-renan-the-baron-baro-vs-cole-the-apache-kid-escovedo,renan-barao-barao,19.7,57.3,23.0,74,719
30433-ufc-130-renan-the-baron-baro-vs-cole-the-apache-kid-escovedo,cole-escovedo-apache-kid,47.0,14.1,38.9,26,719
30791-ufc-130-michael-mayday-mcdonald-vs-chris-kamikaze-cariaso,chris-cariaso-kamikaze,13.4,25.6,61.0,12,735
30791-ufc-130-michael-mayday-mcdonald-vs-chris-kamikaze-cariaso,michael-mcdonald-mayday,35.1,17.1,47.8,88,735
31978-ufc-130-gleison-tibau-vs-rafaello-tractor-oliveira,rafaello-oliveira-tractor,18.4,28.6,53.1,8,646
31978-ufc-130-gleison-tibau-vs-rafaello-tractor-oliveira,gleison-tibau,20.6,11.7,67.7,92,646
29130-ufc-130-tim-the-barbarian-boetsch-vs-kendall-da-spyder-grove,kendall-grove-da-spyder,11.0,56.2,32.9,60,815
29130-ufc-130-tim-the-barbarian-boetsch-vs-kendall-da-spyder-grove,tim-boetsch-the-barbarian,65.8,1.9,32.3,40,815
30374-ufc-130-demetrious-mighty-mouse-johnson-vs-miguel-torres,demetrious-johnson-mighty-mouse,9.1,2.8,88.1,31,827
30374-ufc-130-demetrious-mighty-mouse-johnson-vs-miguel-torres,miguel-angel-torres,15.1,24.6,60.3,69,827
28237-ufc-130-all-american-brian-stann-vs-jorge-the-sandman-santiago,jorge-santiago,25.7,40.0,34.3,29,850
28237-ufc-130-all-american-brian-stann-vs-jorge-the-sandman-santiago,brian-stann-all-american,81.0,1.7,17.3,71,850
26806-ufc-130-rick-the-horror-story-vs-thiago-pitbull-alves,rick-story-horror,18.1,4.9,77.1,16,881
26806-ufc-130-rick-the-horror-story-vs-thiago-pitbull-alves,thiago-alves-pitbull,55.7,2.7,41.7,84,881
26807-ufc-130-travis-hapa-browne-vs-stefan-skyscraper-struve,stefan-struve-skyscraper,37.2,49.2,13.6,69,864
26807-ufc-130-travis-hapa-browne-vs-stefan-skyscraper-struve,travis-browne-hapa,87.2,1.9,10.9,31,864
26829-ufc-130-frank-mir-vs-roy-big-country-nelson,frank-mir,23.5,20.1,56.4,49,891
26829-ufc-130-frank-mir-vs-roy-big-country-nelson,roy-nelson-big-country,57.6,3.2,39.2,51,891
28229-ufc-130-quinton-rampage-jackson-vs-matt-the-hammer-hamill,quinton-jackson-rampage,74.2,0.3,25.5,82,900
28229-ufc-130-quinton-rampage-jackson-vs-matt-the-hammer-hamill,matt-hamill-the-hammer,11.3,4.4,84.3,18,900
29103-the-ultimate-fighter-13-finale-reuben-hurricane-duran-vs-francisco-cisco-rivera-jr,reuben-duran,19.9,26.9,53.2,69,502
29103-the-ultimate-fighter-13-finale-reuben-hurricane-duran-vs-francisco-cisco-rivera-jr,francisco-rivera-cisco,33.1,13.3,53.6,31,502
28358-the-ultimate-fighter-13-finale-scott-young-guns-jorgensen-vs-ken-stone,scott-jorgensen-young-guns,25.5,20.5,54.0,91,576
28358-the-ultimate-fighter-13-finale-scott-young-guns-jorgensen-vs-ken-stone,ken-stone,39.6,16.7,43.8,9,576
32559-the-ultimate-fighter-13-finale-clay-heavy-metal-harvison-vs-justin-fast-eddie-edwards,14821-Clay-Harvison,50.0,9.1,40.9,42,372
32559-the-ultimate-fighter-13-finale-clay-heavy-metal-harvison-vs-justin-fast-eddie-edwards,justin-edwards,26.8,35.2,38.0,58,372
32560-the-ultimate-fighter-13-finale-shamar-bailey-vs-ryan-the-kid-mcgillivray,ryan-mcgillivray-the-kid,20.3,29.0,50.7,18,392
32560-the-ultimate-fighter-13-finale-shamar-bailey-vs-ryan-the-kid-mcgillivray,shamar-bailey,16.3,2.2,81.6,82,392
28259-the-ultimate-fighter-13-finale-george-roop-vs-josh-the-fluke-grispi,josh-grispi-the-fluke,23.8,51.7,24.6,89,590
28259-the-ultimate-fighter-13-finale-george-roop-vs-josh-the-fluke-grispi,george-roop,41.9,27.4,30.7,11,590
31322-the-ultimate-fighter-13-finale-jeremy-lil-heathen-stephens-vs-danny-boy-downes,danny-downes-boy,32.7,21.8,45.5,10,546
31322-the-ultimate-fighter-13-finale-jeremy-lil-heathen-stephens-vs-danny-boy-downes,jeremy-stephens-lil-heathen,80.7,4.2,15.2,90,546
32558-the-ultimate-fighter-13-finale-chris-c-murder-cope-vs-chuck-cold-steel-oneil,chuck-oneil-cold-steel,24.8,16.4,58.9,75,401
32558-the-ultimate-fighter-13-finale-chris-c-murder-cope-vs-chuck-cold-steel-oneil,chris-cope,18.6,9.3,72.2,25,401
29113-the-ultimate-fighter-13-finale-kyle-kingsbu-kingsbury-vs-fbio-caipira-de-ao-maldonado,fabio-maldonado,59.3,18.0,22.8,35,546
29113-the-ultimate-fighter-13-finale-kyle-kingsbu-kingsbury-vs-fbio-caipira-de-ao-maldonado,kyle-kingsbury,47.3,7.5,45.2,65,546
28462-the-ultimate-fighter-13-finale-ed-short-fuse-herman-vs-crazy-tim-credeur,ed-herman-short-fuse,27.8,18.3,53.9,45,553
28462-the-ultimate-fighter-13-finale-ed-short-fuse-herman-vs-crazy-tim-credeur,tim-credeur-crazy,13.3,34.4,52.3,55,553
27691-the-ultimate-fighter-13-finale-clay-the-carpenter-guida-vs-anthony-showtime-pettis,clay-guida-the-carpenter,7.7,9.8,82.6,37,641
27691-the-ultimate-fighter-13-finale-clay-the-carpenter-guida-vs-anthony-showtime-pettis,anthony-pettis-showtime,17.4,16.7,65.9,63,641
32557-the-ultimate-fighter-13-finale-tony-el-cucuy-ferguson-vs-ramsey-nijem,14818-Ramsey-Nijem,10.1,43.8,46.1,55,408
32557-the-ultimate-fighter-13-finale-tony-el-cucuy-ferguson-vs-ramsey-nijem,tony-ferguson-el-cucuy,56.0,2.2,41.9,45,408
28529-ufc-131-darren-the-damage-elkins-vs-michihiro-michi-omigawa,michihiro-omigawa,10.8,31.7,57.6,69,683
28529-ufc-131-darren-the-damage-elkins-vs-michihiro-michi-omigawa,darren-elkins,22.9,8.5,68.7,31,683
31545-ufc-131-joey-mexicutioner-beltran-vs-aaron-rosa,aaron-rosa,24.5,14.4,61.2,37,660
31545-ufc-131-joey-mexicutioner-beltran-vs-aaron-rosa,joey-beltran-mexicutioner,60.9,1.7,37.4,63,660
30928-ufc-131-dustin-the-diamond-poirier-vs-jason-shotgun-young,dustin-poirier-the-diamond,43.4,21.2,35.5,92,652
30928-ufc-131-dustin-the-diamond-poirier-vs-jason-shotgun-young,jason-young,31.3,14.6,54.2,8,652
29805-ufc-131-nick-the-promise-ring-vs-james-head,james-head,18.0,10.2,71.9,26,681
29805-ufc-131-nick-the-promise-ring-vs-james-head,nick-ring-the-promise,13.9,10.8,75.3,74,681
32832-ufc-131-the-polish-experiment-krzysztof-soszynski-vs-the-master-of-disaster-mike-massenzio,mike-massenzio-the-master-of-disaster,27.6,17.2,55.2,5,550
32832-ufc-131-the-polish-experiment-krzysztof-soszynski-vs-the-master-of-disaster-mike-massenzio,krzysztof-soszynski-the-polish-experiment,45.1,31.4,23.5,95,550
29219-ufc-131-chris-all-american-weidman-vs-jesse-water-bongfeldt,chris-weidman,22.7,7.4,69.9,85,654
29219-ufc-131-chris-all-american-weidman-vs-jesse-water-bongfeldt,jesse-bongfeldt-water,28.4,26.3,45.3,15,654
29110-ufc-131-sam-hands-of-stone-stout-vs-yves-thugjitsu-master-edwards,sam-stout-hands-of-stone,18.4,1.6,80.1,63,725
29110-ufc-131-sam-hands-of-stone-stout-vs-yves-thugjitsu-master-edwards,yves-edwards-the-texas-gunslinger,20.3,22.2,57.5,37,725
31897-ufc-131-donald-cowboy-cerrone-vs-vagner-cear-rocha,vagner-rocha,33.3,50.0,16.7,2,734
31897-ufc-131-donald-cowboy-cerrone-vs-vagner-cear-rocha,donald-cerrone-cowboy,27.7,35.4,36.8,98,734
31544-ufc-131-dave-pee-wee-herman-vs-the-viking-john-olav-einemo,jon-olav-einemo,22.0,67.2,10.8,40,699
31544-ufc-131-dave-pee-wee-herman-vs-the-viking-john-olav-einemo,dave-herman-pee-wee,68.9,4.1,27.0,60,699
29084-ufc-131-mark-the-filipino-wrecking-machine-muoz-vs-demian-maia,mark-munoz-the-philippine-wrecking-machine,56.5,1.4,42.1,46,791
29084-ufc-131-mark-the-filipino-wrecking-machine-muoz-vs-demian-maia,demian-maia,1.9,75.9,22.2,54,791
28452-ufc-131-kenny-kenflo-florian-vs-diego-the-gun-nunes,diego-nunes-the-gun,19.3,8.0,72.7,20,793
28452-ufc-131-kenny-kenflo-florian-vs-diego-the-gun-nunes,kenny-florian-kenflo,9.7,33.7,56.6,80,793
31483-ufc-131-junior-cigano-dos-santos-vs-shane-the-engineer-carwin,shane-carwin-the-engineer,94.4,0.0,5.7,30,783
31483-ufc-131-junior-cigano-dos-santos-vs-shane-the-engineer-carwin,junior-dos-santos-cigano,87.6,3.9,8.5,70,783
29806-ufc-on-versus-4-michael-the-menace-johnson-vs-edward-falo-faaloloto,michael-johnson-the-menace,37.3,2.8,60.0,89,625
29806-ufc-on-versus-4-michael-the-menace-johnson-vs-edward-falo-faaloloto,edward-faaloloto-falo,14.3,31.8,54.0,11,625
30010-ufc-on-versus-4-ricardo-the-bully-lamas-vs-matt-the-real-one-grice,matt-grice-the-real-one,21.6,12.7,65.7,48,575
30010-ufc-on-versus-4-ricardo-the-bully-lamas-vs-matt-the-real-one-grice,ricardo-lamas-the-bully,16.7,12.9,70.4,52,575
30755-ufc-on-versus-4-nik-the-carnie-lentz-vs-charles-do-bronx-oliveira,nik-lentz-the-carnie,6.4,5.9,87.6,32,648
30755-ufc-on-versus-4-nik-the-carnie-lentz-vs-charles-do-bronx-oliveira,charles-oliveira-do-bronx,9.0,74.8,16.2,68,648
32831-ufc-on-versus-4-rich-the-raging-bull-attonito-vs-daniel-ninja-roberts,daniel-roberts-ninja,18.9,44.2,36.9,75,585
32831-ufc-on-versus-4-rich-the-raging-bull-attonito-vs-daniel-ninja-roberts,rich-attonito-the-raging-bull,20.6,7.1,72.3,25,585
29815-ufc-on-versus-4-joe-j-lau-lauzon-vs-curt-the-war-warburton,curt-warburton-the-war,16.7,20.8,62.5,4,678
29815-ufc-on-versus-4-joe-j-lau-lauzon-vs-curt-the-war-warburton,joe-lauzon-j-lau,9.0,76.9,14.2,96,678
29207-ufc-on-versus-4-javier-showtime-vazquez-vs-joe-daddy-stevenson,joe-stevenson-daddy,13.4,27.0,59.7,73,661
29207-ufc-on-versus-4-javier-showtime-vazquez-vs-joe-daddy-stevenson,javier-vazquez-showtime,12.6,31.4,56.0,27,661
29218-ufc-on-versus-4-tyson-griffin-vs-manny-the-anvil-gamburyan,tyson-griffin,17.7,4.1,78.1,80,677
29218-ufc-on-versus-4-tyson-griffin-vs-manny-the-anvil-gamburyan,manvel-gamburyan-the-anvil,41.3,11.3,47.4,20,677
29818-ufc-on-versus-4-matt-meathead-mitrione-vs-christian-morecraft,christian-morecraft,64.7,16.5,18.8,13,712
29818-ufc-on-versus-4-matt-meathead-mitrione-vs-christian-morecraft,matt-mitrione-meat,76.0,2.6,21.3,88,712
32830-ufc-on-versus-4-matt-the-immortal-brown-vs-john-doomsday-howard,john-howard-doomsday,55.1,8.3,36.5,87,660
32830-ufc-on-versus-4-matt-the-immortal-brown-vs-john-doomsday-howard,28-matt-brown-the-immortal,28.1,28.1,43.9,13,660
33668-ufc-on-versus-4-charlie-the-spaniard-brenneman-vs-rick-the-horror-story,charlie-brenneman-the-spaniard,0.0,17.7,82.4,4,402
33668-ufc-on-versus-4-charlie-the-spaniard-brenneman-vs-rick-the-horror-story,rick-story-horror,49.2,2.9,47.9,96,402
29107-ufc-on-versus-4-cheick-kongo-vs-pat-hd-barry,pat-barry-get-hype,63.3,2.5,34.2,45,729
29107-ufc-on-versus-4-cheick-kongo-vs-pat-hd-barry,cheick-kongo,41.8,4.8,53.4,55,729
33594-ufc-132-jeff-hellbound-hougland-vs-donny-eagle-eye-walker,donnie-walker,30.1,16.6,53.3,71,684
33594-ufc-132-jeff-hellbound-hougland-vs-donny-eagle-eye-walker,jeff-hougland,12.6,46.2,41.2,29,684
30050-ufc-132-anthony-the-assassin-njokuani-vs-andre-winner,andre-winner,36.1,8.6,55.3,31,851
30050-ufc-132-anthony-the-assassin-njokuani-vs-andre-winner,anthony-njokuani,65.3,1.9,32.8,69,851
32497-ufc-132-aaron-a-train-simpson-vs-brad-tavares,brad-tavares,50.9,9.0,40.1,33,842
32497-ufc-132-aaron-a-train-simpson-vs-brad-tavares,aaron-simpson-a-train,16.4,5.8,77.8,67,842
30299-ufc-132-brian-bowles-vs-takeya-mizugaki,takeya-mizugaki,7.9,30.3,61.8,9,873
30299-ufc-132-brian-bowles-vs-takeya-mizugaki,brian-bowles,34.5,30.4,35.1,91,873
30947-ufc-132-rafael-dos-anjos-vs-george-sotiropoulos,rafael-dos-anjos,8.4,26.0,65.6,15,904
30947-ufc-132-rafael-dos-anjos-vs-george-sotiropoulos,george-sotiropoulos,4.8,44.1,51.1,85,904
29121-ufc-132-melvin-the-young-assassin-guillard-vs-shane-roller,shane-roller,13.8,50.6,35.6,10,930
29121-ufc-132-melvin-the-young-assassin-guillard-vs-shane-roller,melvin-guillard-the-young-assassin,86.0,3.1,11.0,90,930
29627-ufc-132-the-natural-born-killer-carlos-condit-vs-stun-gun-dong-hyun-kim,carlos-condit-the-natural-born-killer,51.2,13.9,34.9,58,939
29627-ufc-132-the-natural-born-killer-carlos-condit-vs-stun-gun-dong-hyun-kim,dong-hyun-kim-stun-gun,7.7,6.9,85.4,42,939
29128-ufc-132-the-huntington-beach-bad-boy-tito-ortiz-vs-ryan-darth-bader,ryan-bader-darth,28.3,2.8,68.9,90,968
29128-ufc-132-the-huntington-beach-bad-boy-tito-ortiz-vs-ryan-darth-bader,tito-ortiz-the-huntington-beach-bad-boy,19.4,7.5,73.1,10,968
