bout_id,fighter_id,ko_tko_percentage,submission_percentage,decision_percentage,overall_percentage,num_picks
216438-ufc-fight-night-76-stevie-braveheart-ray-vs-mickael-ragnar-lebout,14925-steven-ray,72.2,4.0,23.8,95,903
216438-ufc-fight-night-76-stevie-braveheart-ray-vs-mickael-ragnar-lebout,36478-mickael-lebout,14.6,22.0,63.4,5,903
219811-ufc-fight-night-76-neil-2-tap-seery-vs-jon-the-heat-delos-reyes,31533-jon-delos-reyes-the-heat,15.7,35.1,49.3,15,899
219811-ufc-fight-night-76-neil-2-tap-seery-vs-jon-the-heat-delos-reyes,17184-neil-seery,6.9,8.5,84.6,85,899
215937-ufc-fight-night-76-darren-till-vs-nicolas-sharpshooter-dalby,37393-darren-till,66.5,4.0,29.6,74,906
215937-ufc-fight-night-76-darren-till-vs-nicolas-sharpshooter-dalby,18302-nicolas-dalby,16.2,4.3,79.5,26,906
214573-ufc-fight-night-76-stormin-norman-parke-vs-reza-mad-dog-madadi,reza-madadi,17.0,37.1,45.9,21,931
214573-ufc-fight-night-76-stormin-norman-parke-vs-reza-mad-dog-madadi,8033-norman-parke-stormin,9.8,4.0,86.2,79,931
215737-ufc-fight-night-76-louis-da-last-samurai-smolka-vs-paddy-the-hooligan-holohan,21191-patrick-holohan-the-hooligan,5.8,17.1,77.1,40,929
215737-ufc-fight-night-76-louis-da-last-samurai-smolka-vs-paddy-the-hooligan-holohan,38968-louis-smolka-da-last-samurai,9.1,9.1,81.9,60,929
216742-ufc-fight-night-77-matheus-nicolau-vs-bruno-korea-rodrigues,55402-bruno-korea,19.3,26.7,54.0,19,1095
216742-ufc-fight-night-77-matheus-nicolau-vs-bruno-korea-rodrigues,35392-matheus-nicolau-pereira,14.2,6.8,79.1,81,1095
222693-ufc-fight-night-77-jimmie-el-terror-rivera-vs-pedro-the-young-punisher-munhoz,jimmie-rivera-el-terror,50.2,3.3,46.4,41,1099
222693-ufc-fight-night-77-jimmie-el-terror-rivera-vs-pedro-the-young-punisher-munhoz,5243-pedro-munoz-pedrinho,5.1,25.2,69.7,59,1099
216837-ufc-fight-night-77-viscardi-andrade-vs-gasan-cobra-umalatov,10447-viscardi-andrade,13.8,8.6,77.6,56,1101
216837-ufc-fight-night-77-viscardi-andrade-vs-gasan-cobra-umalatov,13617-gasan-umalatov,9.7,3.6,86.7,44,1101
223112-ufc-fight-night-77-chas-the-scrapper-skelly-vs-edimilson-kevin-souza,chas-skelly,7.1,18.6,74.4,69,1103
223112-ufc-fight-night-77-chas-the-scrapper-skelly-vs-edimilson-kevin-souza,29427-edmilson-souza-kevin,54.3,6.9,38.8,31,1103
223108-ufc-fight-night-77-clay-the-carpenter-guida-vs-thiago-tavares,clay-guida-the-carpenter,2.1,2.2,95.7,80,1157
223108-ufc-fight-night-77-clay-the-carpenter-guida-vs-thiago-tavares,thiago-tavares,7.5,31.3,61.2,20,1157
216741-ufc-fight-night-77-johnny-hollywood-case-vs-yan-cabral,16822-john-case,35.4,4.5,60.1,83,1121
216741-ufc-fight-night-77-johnny-hollywood-case-vs-yan-cabral,16828-yan-cabral,6.1,54.1,39.8,17,1121
213975-ufc-fight-night-77-abel-killa-trujillo-vs-gleison-tibau,gleison-tibau,6.0,10.1,83.9,66,1154
213975-ufc-fight-night-77-abel-killa-trujillo-vs-gleison-tibau,11520-abel-trujillo,73.0,3.1,23.9,34,1154
228447-ufc-fight-night-77-corey-beastin-258-anderson-vs-fbio-caipira-de-ao-maldonado,29807-corey-anderson,12.6,1.2,86.1,84,1079
228447-ufc-fight-night-77-corey-beastin-258-anderson-vs-fbio-caipira-de-ao-maldonado,fabio-maldonado,47.3,4.2,48.5,16,1079
214382-ufc-fight-night-77-rashid-highlander-magomedov-vs-gilbert-durinho-burns,rashid-magomedov,17.9,1.8,80.3,68,1149
214382-ufc-fight-night-77-rashid-highlander-magomedov-vs-gilbert-durinho-burns,31168-gilbert-burns-durinho,1.9,66.9,31.1,32,1149
218453-ufc-fight-night-77-alex-cowboy-oliveira-vs-piotr-petwal-hallmann,13620-piotr-hallmann,5.5,23.5,71.0,16,1140
218453-ufc-fight-night-77-alex-cowboy-oliveira-vs-piotr-petwal-hallmann,45649-alex-cowboy,14.8,17.4,67.8,84,1140
221581-ufc-fight-night-77-thomas-thominhas-almeida-vs-anthony-el-toro-birchak,13551-Anthony-Birchak,47.4,14.5,38.2,7,1157
221581-ufc-fight-night-77-thomas-thominhas-almeida-vs-anthony-el-toro-birchak,36576-thomas-de-almeida,81.0,7.0,12.0,93,1157
216801-ufc-fight-night-77-glover-teixeira-vs-patrick-durkin-cummins,patrick-cummins,13.6,4.0,82.4,15,1198
216801-ufc-fight-night-77-glover-teixeira-vs-patrick-durkin-cummins,glover-teixeira,74.5,10.3,15.3,85,1198
213658-ufc-fight-night-77-vitor-the-phenom-belfort-vs-dan-hendo-henderson-iii,vitor-belfort-the-phenom,92.6,2.2,5.3,70,1207
213658-ufc-fight-night-77-vitor-the-phenom-belfort-vs-dan-hendo-henderson-iii,dan-henderson-hollywood,90.7,1.1,8.2,30,1207
219800-ufc-193-ben-ben-10-nguyen-vs-ryan-baby-face-benoit,15366-ben-nguyen,56.3,4.7,39.1,69,1220
219800-ufc-193-ben-ben-10-nguyen-vs-ryan-baby-face-benoit,ryan-benoit-baby-face,50.6,4.4,45.1,31,1220
231481-ufc-193-james-moonwalker-moontasri-vs-anton-the-professor-zafir,32791-anton-zafir,34.1,18.8,47.1,19,1108
231481-ufc-193-james-moonwalker-moontasri-vs-anton-the-professor-zafir,21309-james-moontasri,55.1,11.8,33.1,81,1108
217008-ufc-193-filthy-richard-walsh-vs-steven-the-steamrolla-kennedy,17413-richard-walsh,19.9,2.0,78.1,81,1213
217008-ufc-193-filthy-richard-walsh-vs-steven-the-steamrolla-kennedy,steven-kennedy,13.2,24.2,62.6,19,1213
223900-ufc-193-daniel-kelly-vs-steve-the-creepy-weasel-montgomery,11579-steve-montgomery,73.4,3.0,23.6,72,1190
223900-ufc-193-daniel-kelly-vs-steve-the-creepy-weasel-montgomery,30084-daniel-kelly,11.7,48.8,39.6,28,1190
220042-ufc-193-richie-vas-vaculik-vs-danny-the-gremlin-martinez,danny-martinez-the-gremlin,20.7,10.6,68.7,19,1203
220042-ufc-193-richie-vas-vaculik-vs-danny-the-gremlin-martinez,richard-vaculik-vas,4.2,4.4,91.5,81,1203
217007-ufc-193-gian-villante-vs-anthony-the-hippo-perosh,anthony-perosh-the-hippo,28.0,37.8,34.3,12,1258
217007-ufc-193-gian-villante-vs-anthony-the-hippo-perosh,gian-villante,86.7,1.6,11.7,88,1258
217006-ufc-193-kyle-ko-noke-vs-peter-sobotta,kyle-noke-ko,10.4,5.9,83.8,30,1234
217006-ufc-193-kyle-ko-noke-vs-peter-sobotta,peter-sobotta,5.1,23.2,71.7,70,1234
216935-ufc-193-jake-the-celtic-kid-matthews-vs-akbarh-el-caballero-arreola,45260-jake-matthews,9.5,48.5,42.0,91,1248
216935-ufc-193-jake-the-celtic-kid-matthews-vs-akbarh-el-caballero-arreola,akbarh-arreola-el-caballero,12.7,30.0,57.3,9,1248
218349-ufc-193-jared-the-big-show-rosholt-vs-stefan-skyscraper-struve,stefan-struve-skyscraper,41.9,34.0,24.1,70,1314
218349-ufc-193-jared-the-big-show-rosholt-vs-stefan-skyscraper-struve,14727-jared-rosholt-the-big-show,25.6,1.3,73.1,30,1314
225149-ufc-193-robert-the-reaper-whittaker-vs-uriah-prime-time-hall,uriah-hall,78.1,0.6,21.2,75,1298
225149-ufc-193-robert-the-reaper-whittaker-vs-uriah-prime-time-hall,17398-robert-whittaker,30.4,1.8,67.8,25,1298
216841-ufc-193-mark-super-samoan-hunt-vs-antnio-bigfoot-silva-ii,antonio-silva-junior,62.6,4.1,33.3,9,1339
216841-ufc-193-mark-super-samoan-hunt-vs-antnio-bigfoot-silva-ii,mark-hunt-super-samoan,96.2,0.1,3.8,91,1339
220223-ufc-193-joanna-jdrzejczyk-vs-valrie-trouble-ltourneau,10584-valerie-letourneau,33.3,24.2,42.4,3,1331
220223-ufc-193-joanna-jdrzejczyk-vs-valrie-trouble-ltourneau,37708-joanna-jedrzejczyk,90.5,1.4,8.1,97,1331
218907-ufc-193-holly-the-preachers-daughter-holm-vs-rowdy-ronda-rousey,18698-holly-holm-hottie,71.2,3.2,25.6,9,1354
218907-ufc-193-holly-the-preachers-daughter-holm-vs-rowdy-ronda-rousey,ronda-rousey-rowdy,8.2,91.2,0.6,91,1354
218197-ufc-fight-night-78-valmir-bidu-lzaro-vs-michel-trator-prazeres,30990-valmir-lazaro,20.1,2.5,77.3,73,991
218197-ufc-fight-night-78-valmir-bidu-lzaro-vs-michel-trator-prazeres,24379-michel-richard-dos-prazeres,11.5,5.0,83.5,27,991
232965-ufc-fight-night-78-polo-el-toro-reyes-vs-cesar-goku-arzamendia,78228-polo-reyes-el-toro,37.7,20.5,41.8,17,863
232965-ufc-fight-night-78-polo-el-toro-reyes-vs-cesar-goku-arzamendia,65336-cesar-arzamendia-goku,6.9,75.2,17.8,83,863
232966-ufc-fight-night-78-alvaro-sport-billy-herrera-vs-vernon-ramos-ho,85356-vernon-ramos,61.9,23.0,15.1,88,864
232966-ufc-fight-night-78-alvaro-sport-billy-herrera-vs-vernon-ramos-ho,84393-alvaro-herrera,27.1,15.9,57.0,13,864
222916-ufc-fight-night-78-andre-touchy-fili-vs-gabriel-moggly-benitez,27087-gabriel-benitez-moggly,11.5,25.0,63.5,16,1014
222916-ufc-fight-night-78-andre-touchy-fili-vs-gabriel-moggly-benitez,11328-andre-fili-dre-duke,34.3,11.0,54.7,84,1014
223113-ufc-fight-night-78-alejandro-el-diablito-perez-vs-scott-young-guns-jorgensen,scott-jorgensen-young-guns,8.2,11.6,80.2,66,1015
223113-ufc-fight-night-78-alejandro-el-diablito-perez-vs-scott-young-guns-jorgensen,2598-alejandro-perez,18.1,7.5,74.4,34,1015
217908-ufc-fight-night-78-bartosz-the-butcher-fabiski-vs-hector-el-toro-urbina,42863-bartosz-fabinski,30.9,2.6,66.4,85,997
217908-ufc-fight-night-78-bartosz-the-butcher-fabiski-vs-hector-el-toro-urbina,hector-urbina-el-toro,18.4,14.9,66.7,15,997
230941-ufc-fight-night-78-erik-goyito-perez-vs-taylor-double-impact-lapilus,14410-erik-perez,17.3,9.6,73.1,70,969
230941-ufc-fight-night-78-erik-goyito-perez-vs-taylor-double-impact-lapilus,52612-taylor-lapilus,20.6,13.1,66.3,30,969
213998-ufc-fight-night-78-leandro-buscap-silva-vs-efrain-hecho-en-mexico-escudero,efrain-escudero-hecho-en-mexico,6.6,7.7,85.7,74,1037
213998-ufc-fight-night-78-leandro-buscap-silva-vs-efrain-hecho-en-mexico-escudero,31763-leandro-silva-buscape,13.5,21.5,65.0,26,1037
232967-ufc-fight-night-78-enrique-jonathan-el-fuerte-barzola-acosta-vs-horacio-punisher-gutirrez,69342-horacio-gutierrez,63.4,4.9,31.7,38,868
232967-ufc-fight-night-78-enrique-jonathan-el-fuerte-barzola-acosta-vs-horacio-punisher-gutirrez,50277-enrike-barzola-el-fuerte,58.3,6.6,35.1,62,868
232968-ufc-fight-night-78-erick-perry-montao-vs-enrique-wasabi-marn,36474-enrique-marin,5.5,74.3,20.2,89,870
232968-ufc-fight-night-78-erick-perry-montao-vs-enrique-wasabi-marn,4420-erik-montano,20.2,33.0,46.8,11,870
216718-ufc-fight-night-78-henry-the-messenger-cejudo-vs-jussier-formiga-formiga,jussier-da-silva-formiga,8.8,29.7,61.5,9,1065
216718-ufc-fight-night-78-henry-the-messenger-cejudo-vs-jussier-formiga-formiga,42359-henry-cejudo,6.5,3.4,90.1,91,1065
214099-ufc-fight-night-78-ricardo-the-bully-lamas-vs-diego-nightmare-sanchez,ricardo-lamas-the-bully,12.2,6.7,81.1,84,1087
214099-ufc-fight-night-78-ricardo-the-bully-lamas-vs-diego-nightmare-sanchez,diego-sanchez-nightmare,36.0,5.5,58.5,16,1087
230901-ufc-fight-night-78-neil-magny-vs-kelvin-gastelum,16456-aoutneil-magny,23.3,10.9,65.8,19,1020
230901-ufc-fight-night-78-neil-magny-vs-kelvin-gastelum,41355-kelvin-gastelum,17.0,42.4,40.6,81,1020
233982-ufc-fight-night-79-nonstop-action-packed-dominique-steele-vs-maestro-dong-hyun-kim,4635-kim-dong-hyun,53.7,7.9,38.4,29,827
233982-ufc-fight-night-79-nonstop-action-packed-dominique-steele-vs-maestro-dong-hyun-kim,17121-dominique-steele-nonstop-action-packed,21.8,2.2,76.0,71,827
220460-ufc-fight-night-79-marco-antonio-el-psycho-beltran-vs-guangyou-smasher-ning,guang-you-ning-smasher,23.4,2.6,74.0,66,899
220460-ufc-fight-night-79-marco-antonio-el-psycho-beltran-vs-guangyou-smasher-ning,44921-marco-beltran-el-psycho,12.8,9.4,77.9,34,899
220461-ufc-fight-night-79-fredy-bam-bam-serrano-vs-zhikui-the-conqueror-yao,47838-zhikui-yao,12.9,10.3,76.7,13,908
220461-ufc-fight-night-79-fredy-bam-bam-serrano-vs-zhikui-the-conqueror-yao,70996-fredy-serrano,55.2,3.2,41.6,87,908
226172-ufc-fight-night-79-seo-hee-ham-vs-cortney-cast-iron-casey,21135-courtney-casey,9.7,7.4,82.9,63,899
226172-ufc-fight-night-79-seo-hee-ham-vs-cortney-cast-iron-casey,10097-seo-hee-ham,4.3,6.5,89.2,37,899
221805-ufc-fight-night-79-leo-the-lion-kuntz-vs-tae-hyun-the-supernatural-bang,21567-leo-kuntz,16.8,27.6,55.6,34,906
221805-ufc-fight-night-79-leo-the-lion-kuntz-vs-tae-hyun-the-supernatural-bang,seung-hwan-bang-macho,75.9,2.4,21.7,66,906
220701-ufc-fight-night-79-yui-chul-the-korean-bulldozer-nam-vs-mike-el-cucuy-de-la-torre,yui-chul-nam,11.2,1.5,87.3,76,908
220701-ufc-fight-night-79-yui-chul-the-korean-bulldozer-nam-vs-mike-el-cucuy-de-la-torre,21272-mike-de-la-torre-el-cucuy,14.1,23.9,62.0,24,908
219405-ufc-fight-night-79-dongi-the-ox-yang-vs-jake-the-prototype-collier,dongi-yang-the-ox,62.1,0.9,37.0,62,919
219405-ufc-fight-night-79-dongi-the-ox-yang-vs-jake-the-prototype-collier,17087-jake-collier,20.7,8.0,71.3,38,919
219721-ufc-fight-night-79-doo-ho-the-korean-superboy-choi-vs-sam-sicilia,17109-sam-sicilia,65.0,4.5,30.5,27,946
219721-ufc-fight-night-79-doo-ho-the-korean-superboy-choi-vs-sam-sicilia,doo-ho-choi,84.0,1.9,14.1,73,946
217841-ufc-fight-night-79-sexyama-yoshihiro-akiyama-vs-alberto-soldier-of-god-mina,yoshihiro-akiyama-sexyama,8.8,3.3,88.0,51,977
217841-ufc-fight-night-79-sexyama-yoshihiro-akiyama-vs-alberto-soldier-of-god-mina,17041-alberto-mina,31.6,35.0,33.5,49,977
232892-ufc-fight-night-79-stun-gun-dong-hyun-kim-vs-dominic-sho-nuff-waters,14222-dominic-waters-sho-nuff,56.5,21.7,21.7,3,912
232892-ufc-fight-night-79-stun-gun-dong-hyun-kim-vs-dominic-sho-nuff-waters,dong-hyun-kim-stun-gun,59.8,19.0,21.3,97,912
232719-ufc-fight-night-79-smooth-benson-henderson-vs-jorge-gamebred-masvidal,jorge-masvidal-gamebred,26.4,5.5,68.2,12,919
232719-ufc-fight-night-79-smooth-benson-henderson-vs-jorge-gamebred-masvidal,ben-henderson-smooth,3.8,19.1,77.2,88,919
223031-ufc-fight-night-80-kailin-curran-vs-emily-kagan,15647-emily-kagen,14.3,5.9,79.8,8,1160
223031-ufc-fight-night-80-kailin-curran-vs-emily-kagan,43275-kailin-curran,5.8,3.4,90.8,92,1160
223030-ufc-fight-night-80-zubaira-warrior-tukhugov-vs-phillipe-the-filipino-assassin-nover,33555-zubair-tukhugov,58.7,1.9,39.4,89,1149
223030-ufc-fight-night-80-zubaira-warrior-tukhugov-vs-phillipe-the-filipino-assassin-nover,phillipe-nover-the-filipino-assassin,9.7,15.3,75.0,11,1149
235540-ufc-fight-night-80-danny-hot-chocolate-roberts-vs-nathan-soulforce-coy,15517-danny-roberts,80.9,3.4,15.7,82,1029
235540-ufc-fight-night-80-danny-hot-chocolate-roberts-vs-nathan-soulforce-coy,nathan-coy-soulforce,8.9,3.9,87.2,18,1029
223029-ufc-fight-night-80-santiago-gente-boa-ponzinibbio-vs-andreas-real-steel-stahl,29349-santiago-ponzinibbio-el-rasta,47.1,5.7,47.2,91,1143
223029-ufc-fight-night-80-santiago-gente-boa-ponzinibbio-vs-andreas-real-steel-stahl,21490-andreas-stahl,28.7,5.0,66.3,9,1143
224574-ufc-fight-night-80-aljamain-funk-master-sterling-vs-johnny-eduardo,jhonny-eduardo,52.6,7.0,40.4,5,1190
224574-ufc-fight-night-80-aljamain-funk-master-sterling-vs-johnny-eduardo,aljamain-sterling,13.9,38.4,47.7,95,1190
221895-ufc-fight-night-80-king-kevin-casey-vs-antnio-carlos-cara-de-sapato-jnior,kevin-casey-king,38.8,5.3,55.9,22,1163
221895-ufc-fight-night-80-king-kevin-casey-vs-antnio-carlos-cara-de-sapato-jnior,54308-antnio-carlos-junior-cara-de-sapato,10.0,51.6,38.3,78,1163
230040-ufc-fight-night-80-srgio-the-panther-moraes-vs-omari-wolverine-akhmedov,sergio-moraes,2.3,79.8,17.9,32,1127
230040-ufc-fight-night-80-srgio-the-panther-moraes-vs-omari-wolverine-akhmedov,40111-omari-akhmedov,22.6,2.3,75.2,68,1127
223011-ufc-fight-night-80-tim-the-dirty-bird-means-vs-john-doomsday-howard,john-howard-doomsday,35.6,2.3,62.1,12,1195
223011-ufc-fight-night-80-tim-the-dirty-bird-means-vs-john-doomsday-howard,3224-tim-means-the-dirty-bird,60.4,4.0,35.6,88,1195
221998-ufc-fight-night-80-thiago-marreta-santos-vs-elias-the-spartan-theodorou,31174-thiago-santos-marreta,67.1,4.8,28.1,15,1195
221998-ufc-fight-night-80-thiago-marreta-santos-vs-elias-the-spartan-theodorou,23158-elias-theodorou,18.7,4.6,76.7,85,1195
228003-ufc-fight-night-80-super-sage-northcutt-vs-cody-the-pfist-pfister,43901-sage-northcutt,83.1,12.4,4.5,95,1219
228003-ufc-fight-night-80-super-sage-northcutt-vs-cody-the-pfist-pfister,13120-cody-pfister,49.1,7.3,43.6,5,1219
221577-ufc-fight-night-80-mike-maverick-chiesa-vs-jim-miller,jim-miller,7.0,24.0,69.0,53,1216
221577-ufc-fight-night-80-mike-maverick-chiesa-vs-jim-miller,15253-mike-chiesa-maverick,5.4,19.5,75.1,47,1216
229863-ufc-fight-night-80-thug-rose-namajunas-vs-12-gauge-paige-vanzant,29691-paige-vanzant,18.2,12.3,69.5,48,1203
229863-ufc-fight-night-80-thug-rose-namajunas-vs-12-gauge-paige-vanzant,39227-rose-namajunas-the-riveter,4.2,79.7,16.1,52,1203
237123-the-ultimate-fighter-22-finale-chris-gritz-gruetzemacher-vs-abner-skullman-lloveras,chris-gruetzemacher-gritz,12.8,2.2,85.0,78,954
237123-the-ultimate-fighter-22-finale-chris-gritz-gruetzemacher-vs-abner-skullman-lloveras,abner-lloveras,25.4,6.8,67.8,22,954
236341-the-ultimate-fighter-22-finale-geane-carlos-la-pulga-herrera-vs-joby-sanchez,28639-joby-sanchez,13.1,3.5,83.4,79,1089
236341-the-ultimate-fighter-22-finale-geane-carlos-la-pulga-herrera-vs-joby-sanchez,33349-geane-herrera-la-pulga,7.8,23.9,68.3,21,1089
217208-the-ultimate-fighter-22-finale-ryan-laflare-vs-mike-pierce,mike-pierce,23.1,3.5,73.4,14,1240
217208-the-ultimate-fighter-22-finale-ryan-laflare-vs-mike-pierce,ryan-laflare,5.7,4.1,90.3,86,1240
221890-the-ultimate-fighter-22-finale-gabriel-napo-gonzaga-vs-konstantin-the-russian-bear-erokhin,39662-konstantin-erokhin,95.9,0.6,3.5,40,1249
221890-the-ultimate-fighter-22-finale-gabriel-napo-gonzaga-vs-konstantin-the-russian-bear-erokhin,gabriel-gonzaga-napao,59.5,33.7,6.9,60,1249
237122-the-ultimate-fighter-22-finale-julian-juicy-j-erosa-vs-marcin-the-polish-zombie-wrzosek,18497-julian-erosa,13.2,9.2,77.6,76,960
237122-the-ultimate-fighter-22-finale-julian-juicy-j-erosa-vs-marcin-the-polish-zombie-wrzosek,29459-marcin-wrzosek,22.6,9.3,68.1,24,960
236121-the-ultimate-fighter-22-finale-tatsuya-crusher-kawajiri-vs-jason-the-kid-knight,tatsuya-kawajiri-crusher,8.3,15.0,76.8,83,1134
236121-the-ultimate-fighter-22-finale-tatsuya-crusher-kawajiri-vs-jason-the-kid-knight,19215-jason-knight,19.3,26.0,54.7,17,1134
217207-the-ultimate-fighter-22-finale-evan-dunham-vs-joe-j-lau-lauzon,joe-lauzon-j-lau,9.3,66.6,24.2,73,1284
217207-the-ultimate-fighter-22-finale-evan-dunham-vs-joe-j-lau-lauzon,evan-dunham-the-kid,11.5,2.4,86.2,27,1284
230216-the-ultimate-fighter-22-finale-tony-el-cucuy-ferguson-vs-edson-junior-barboza,edson-barboza-mendes-junior,48.6,4.1,47.3,20,1251
230216-the-ultimate-fighter-22-finale-tony-el-cucuy-ferguson-vs-edson-junior-barboza,tony-ferguson-el-cucuy,24.6,26.2,49.2,80,1251
237121-the-ultimate-fighter-22-finale-artem-the-prospect-killer-lobov-vs-ryan-hall,37328-ryan-hall,3.9,81.9,14.3,45,982
237121-the-ultimate-fighter-22-finale-artem-the-prospect-killer-lobov-vs-ryan-hall,13910-Artem-Lobov,80.3,2.1,17.6,55,982
218237-the-ultimate-fighter-22-finale-frankie-the-answer-edgar-vs-chad-money-mendes,frankie-edgar-the-answer,9.4,2.1,88.5,79,1303
218237-the-ultimate-fighter-22-finale-frankie-the-answer-edgar-vs-chad-money-mendes,chad-mendes-money,54.7,2.3,43.0,21,1303
217421-ufc-194-court-the-crusher-mcgee-vs-marcio-lyoto-alexandre-jr,50934-marcio-alexandre-jr-lyoto,25.3,13.7,61.0,10,1454
217421-ufc-194-court-the-crusher-mcgee-vs-marcio-lyoto-alexandre-jr,court-mcgee-the-crusher,9.0,5.8,85.2,90,1454
217473-ufc-194-yancy-the-kid-medeiros-vs-john-the-bull-makdessi,yancy-medeiros-frisson,25.9,34.2,40.0,34,1449
217473-ufc-194-yancy-the-kid-medeiros-vs-john-the-bull-makdessi,john-makdessi-the-bull,52.1,1.0,46.9,66,1449
218022-ufc-194-magomed-mustafaev-vs-joe-proctor,50888-magomed-mustafaev,77.6,5.4,17.0,86,1440
218022-ufc-194-magomed-mustafaev-vs-joe-proctor,joe-proctor,18.2,26.6,55.2,14,1440
217474-ufc-194-leonardo-santos-vs-kevin-motown-phenom-lee,23860-kevin-lee,21.2,5.1,73.7,88,1435
217474-ufc-194-leonardo-santos-vs-kevin-motown-phenom-lee,leonardo-santos,10.8,36.9,52.2,12,1435
217196-ufc-194-warlley-alves-vs-colby-chaos-covington,23634-colby-covington,10.4,10.1,79.6,66,1436
217196-ufc-194-warlley-alves-vs-colby-chaos-covington,37561-warley-alves,21.3,27.6,51.2,34,1436
235161-ufc-194-the-tiny-tornado-tecia-torres-vs-jocelyn-lights-out-jones-lybarger,27978-jocelyn-lybarger-lights-out,25.7,6.8,67.6,5,1392
235161-ufc-194-the-tiny-tornado-tecia-torres-vs-jocelyn-lights-out-jones-lybarger,32610-tecia-torres-the-tiny-tornado,5.3,3.3,91.5,95,1392
220212-ufc-194-the-california-kid-urijah-faber-vs-frankie-saenz,urijah-faber-the-california-kid,4.5,72.4,23.1,96,1540
220212-ufc-194-the-california-kid-urijah-faber-vs-frankie-saenz,20296-frankie-saenz,25.0,9.4,65.6,4,1540
220118-ufc-194-max-blessed-holloway-vs-jeremy-lil-heathen-stephens,jeremy-stephens-lil-heathen,63.8,2.1,34.0,6,1534
220118-ufc-194-max-blessed-holloway-vs-jeremy-lil-heathen-stephens,12723-max-holloway-lil-evil,33.9,11.4,54.8,94,1534
220213-ufc-194-demian-maia-vs-gunnar-gunni-nelson,16566-gunnar-nelson,26.0,11.4,62.6,49,1548
220213-ufc-194-demian-maia-vs-gunnar-gunni-nelson,demian-maia,0.7,25.6,73.8,51,1548
216717-ufc-194-yoel-soldier-of-god-romero-vs-ronaldo-jacar-souza,ronaldo-souza-jacare,11.3,69.8,18.9,70,1555
216717-ufc-194-yoel-soldier-of-god-romero-vs-ronaldo-jacar-souza,16155-yoel-romero-palacio,72.7,1.5,25.8,30,1555
216103-ufc-194-luke-rockhold-vs-chris-all-american-weidman,luke-rockhold,35.3,27.5,37.2,32,1572
216103-ufc-194-luke-rockhold-vs-chris-all-american-weidman,chris-weidman,43.1,6.3,50.6,68,1572
213724-ufc-194-the-notorious-conor-mcgregor-vs-jos-aldo-junior,14607-conor-mcgregor,92.4,0.5,7.2,43,1590
213724-ufc-194-the-notorious-conor-mcgregor-vs-jos-aldo-junior,jose-aldo-junior,45.4,12.2,42.4,57,1590
219825-ufc-on-fox-17-francis-zavier-the-predator-ngannou-vs-luiz-henrique-klb,15398-luiz-henrique-kbeltnho,17.7,34.2,48.0,65,1283
219825-ufc-on-fox-17-francis-zavier-the-predator-ngannou-vs-luiz-henrique-klb,64378-francis-ngannou,76.1,12.0,12.0,35,1283
218868-ufc-on-fox-17-hayder-hulk-hassan-vs-vicente-luque-ii,hayder-hassan-hulk,51.6,0.9,47.5,76,1299
218868-ufc-on-fox-17-hayder-hulk-hassan-vs-vicente-luque-ii,16651-vicente-luque,5.7,48.3,46.0,24,1299
219629-ufc-on-fox-17-kamaru-the-nigerian-nightmare-usman-vs-leon-rocky-edwards,21429-leon-edwards,43.7,2.6,53.8,25,1308
219629-ufc-on-fox-17-kamaru-the-nigerian-nightmare-usman-vs-leon-rocky-edwards,39265-kamarudeen-usman,24.9,7.0,68.1,75,1308
218869-ufc-on-fox-17-cole-magrinho-miller-vs-jim-the-beast-alers,cole-miller-magrinho,4.5,65.3,30.2,81,1331
218869-ufc-on-fox-17-cole-magrinho-miller-vs-jim-the-beast-alers,5269-jim-alers,15.8,13.4,70.9,19,1331
218236-ufc-on-fox-17-nik-the-carnie-lentz-vs-danny-last-call-castillo,nik-lentz-the-carnie,3.6,3.4,93.1,75,1362
218236-ufc-on-fox-17-nik-the-carnie-lentz-vs-danny-last-call-castillo,danny-castillo-last-call,22.3,6.3,71.5,25,1362
217471-ufc-on-fox-17-tamdan-the-barn-cat-mccrory-vs-josh-anqa-samman,tamdan-mccrory-the-barn-cat,47.2,25.1,27.7,21,1354
217471-ufc-on-fox-17-tamdan-the-barn-cat-mccrory-vs-josh-anqa-samman,josh-samman,59.7,14.2,26.1,79,1354
237247-ufc-on-fox-17-valentina-bullet-shevchenko-vs-sarah-kaufman,11614-valentina-shevchenko,33.4,3.1,63.4,28,1167
237247-ufc-on-fox-17-valentina-bullet-shevchenko-vs-sarah-kaufman,sarah-kaufman,5.7,3.9,90.4,72,1167
217472-ufc-on-fox-17-nate-the-great-marquardt-vs-cb-the-doberman-dollaway,nate-marquardt-the-great,50.3,11.3,38.5,15,1407
217472-ufc-on-fox-17-nate-the-great-marquardt-vs-cb-the-doberman-dollaway,cb-dollaway-the-doberman,60.3,4.3,35.4,85,1407
226464-ufc-on-fox-17-myles-the-fury-jury-vs-charles-do-bronx-oliveira,charles-oliveira-do-bronx,7.2,65.0,27.8,44,1370
226464-ufc-on-fox-17-myles-the-fury-jury-vs-charles-do-bronx-oliveira,11278-myles-jury-the-fury,26.3,2.9,70.8,56,1370
226465-ufc-on-fox-17-karolina-kowalkiewicz-vs-randa-quiet-storm-markos,20984-randa-markos,1.8,8.9,89.3,67,1353
