id,event_id,bout_order,fighter_1_id,fighter_2_id,fighter_1_weight_lbs,fighter_2_weight_lbs,fighter_1_fighting_out_of,fighter_2_fighting_out_of,decision_type
5509,547,3,3142,1463,135.2,135.5,"Oakland, CA","Firebaugh, CA",Unanimous Decision
5515,547,4,1486,1002,181.0,185.5,,,Split Decision
5502,548,1,1845,3028,146.0,145.0,"Tokyo, Japan","Auckland, New Zealand",Unanimous Decision
5510,548,2,2346,3015,136.0,135.0,"Busan, South Korea","Kanagawa, Japan",Split Decision
5518,548,3,3144,1396,135.0,135.0,"Tachikawa, Tokyo, Japan","Miami, FL",Unanimous Decision
5520,548,4,2783,2917,171.0,171.0,"Osaka, Japan","Sydney, Australia",Split Decision
5521,548,5,1001,3145,135.0,135.0,"Las Vegas, NV","Ehime, Japan",Unanimous Decision
5522,548,6,700,604,170.0,170.0,"Osaka, Japan","Las Vegas, NV",Unanimous Decision
5528,549,1,2411,1524,135.7,136.0,"Chula Vista, CA","Tucson, AZ",Unanimous Decision
5533,549,2,2545,3148,146.0,145.4,"Corona, CA","Porto Allegre, Rio Grande do Sul, Brazil",Unanimous Decision
5534,549,3,1457,1415,155.7,155.6,"Tychy, Poland","Natal, Rio Grande do Norte, Brazil",Unanimous Decision
5537,550,1,2798,2207,155.5,155.0,"Las Vegas, NV","Hagatna, Guam",Unanimous Decision
5538,550,2,959,665,170.5,170.0,"Phuket, Thailand","Boston, MA",Split Decision
5539,550,3,1988,283,170.0,170.5,"Simpsonville, SC","Montreal, Quebec, Canada",Unanimous Decision
5540,550,4,994,899,155.0,155.0,"Miami, FL","Lee's Summit, MO",Unanimous Decision
5545,550,5,844,1419,155.0,155.0,"Albuquerque, NM","Boca Raton, FL",Unanimous Decision
5552,551,1,2621,3150,171.0,170.7,"Susanville, CA","Huntington Beach, CA",Split Decision
5550,551,2,1480,3056,156.0,155.6,"San Bernardino, CA","San Diego, CA",Unanimous Decision
5549,551,3,3002,1702,202.4,205.8,"Oceanside, CA","Newport Beach, CA",Unanimous Decision
5555,551,4,2542,334,137.6,133.9,"Camboriu, Santa Catarina, Brazil","Dana Point, CA",Unanimous Decision
5561,552,1,2722,2421,185.0,185.0,"Orneta, Poland","Umea, Sweden",Unanimous Decision
5559,552,2,2379,2796,171.0,170.0,"Dublin, Ireland","Zinzeli, Astrakhan Oblast, Russia",Split Decision
5562,552,3,261,3152,145.0,146.0,"Mannheim, Germany","Coconut Creek, FL",Unanimous Decision
5563,552,4,2685,2993,170.0,170.0,"Stockholm, Sweden","Fairfield, NJ",Unanimous Decision
5564,552,5,2056,3151,185.0,185.0,"Stockholm, Sweden","Doncaster, England",Unanimous Decision
5568,552,6,690,2155,170.0,170.0,"Glendale, AZ","Reykjavik, Iceland",Split Decision
5571,553,1,2969,3053,126.0,125.0,"Cole Harbour, Nova Scotia, Canada","Dublin, Ireland",Unanimous Decision
5572,553,2,3156,3014,155.0,155.0,"Philadelphia, PA","Charlottetown, Prince Edward Island, Canada",Split Decision
5574,553,3,2095,919,155.0,155.0,"Detroit, MI","Las Vegas, NV",Unanimous Decision
5576,553,4,2035,2982,170.0,170.0,"Montreal, Quebec, Canada","Beijing, China",Split Decision
5577,553,5,2045,2014,185.0,185.0,"Toronto, Ontario, Canada","Bahia, Brazil",Unanimous Decision
5578,553,6,2037,2815,155.0,155.0,"Montreal, Quebec, Canada","Miami, FL",Unanimous Decision
5579,553,7,889,917,135.0,135.0,"Alpharetta, GA","Las Vegas, NV",Unanimous Decision
5873,583,1,3319,3335,154.3,153.9,,,Unanimous Decision
5877,583,2,3284,3326,146.2,144.0,,,Unanimous Decision
5583,554,1,2119,2638,145.9,145.9,"Macapa, Amapa, Brazil","Colorado Springs, CO",Split Decision
5586,554,2,1101,2998,170.4,170.0,"Denver, CO","Fort Worth, TX",Unanimous Decision
5591,554,3,2383,1779,170.9,171.0,"London, England","Philadelphia, PA",Unanimous Decision
5592,554,4,1526,1889,134.4,134.8,"Monument, CO","Rio de Janeiro, Brazil",Unanimous Decision
5588,554,5,2008,3164,135.9,134.8,,,Unanimous Decision
5593,555,1,3167,3168,155.5,154.5,"St. Albert, Alberta, Canada","Winnipeg, Manitoba, Canada",Unanimous Decision
5594,555,2,935,3169,145.7,145.0,"London, Ontario, Canada","Calgary, Alberta, Canada",Unanimous Decision
5601,556,1,2939,3175,170.7,177.4,"Des Moines, IA","Omaha, NE",Unanimous Decision
5602,556,2,1803,1627,185.8,185.5,"Omaha, NE","Managua, Nicaragua",Unanimous Decision
5603,556,3,3182,3181,167.7,163.1,"Omaha, NE","Los Angeles, CA",Unanimous Decision
5604,556,4,3184,1010,170.6,170.6,"Rio de Janeiro, Brazil","San Jose, CA",Unanimous Decision
5605,556,5,267,1366,206.4,215.0,"Omaha, NE","Temecula, CA",Majority Draw
5606,556,6,1176,451,170.6,170.6,"San Diego, CA","Des Moines, IA",Unanimous Decision
5613,557,1,3187,2979,159.0,156.0,"Blue Springs, MO","Johnson City, TN",Unanimous Decision
5614,557,2,2845,3188,145.8,145.9,"Redlands, CA","Reims, France",Unanimous Decision
5619,557,3,896,1417,156.0,156.0,"Portland, OR","Plaistow, NH",Unanimous Decision
5623,557,4,1489,3191,155.6,155.7,,,Unanimous Decision
5626,558,1,2670,1841,146.0,146.0,"Sacramento, CA","Sao Paulo, Brazil",Unanimous Decision
5630,558,2,2786,3033,156.0,156.0,"Yorba Linda, CA","Pharr, TX",Unanimous Decision
5631,558,3,751,2290,145.0,146.0,"Portage, IN","Montes Claros, Minas Gerais, Brazil",Split Decision
5633,558,4,746,2090,205.0,205.0,"San Diego, CA","Rio de Janeiro, Brazil",Unanimous Decision
5634,558,5,864,911,145.0,145.0,"Rio de Janeiro, Brazil","Sacramento, CA",Unanimous Decision
5635,559,1,3193,2423,124.8,125.7,"Newcastle, England","Glasgow, Scotland",Split Decision
5637,559,2,2369,3195,145.8,145.3,"Newcastle, England","Derby, England",Unanimous Decision
5639,559,3,1603,3197,135.8,134.5,"Cheltenham, England","Marseille, France",Unanimous Decision
5640,559,4,2364,2518,145.0,144.7,"South Shields, England","Bristol, England",Unanimous Decision
5645,559,5,2599,2878,125.9,126.0,"Portsmouth, England","Lodz, Poland",Unanimous Decision
5647,559,6,2352,2834,125.7,125.8,"South Shields, England","Newry, Northern Ireland",Unanimous Decision
7916,787,1,4250,4251,135.8,138.8,"Modesto, CA","Tahlequah, OK",Unanimous Decision
7917,787,2,4069,4121,115.0,115.8,"Las Vegas, NV","Lewiston, Idaho",Unanimous Decision
7918,787,3,4122,4252,125.0,125.4,"Shreveport, LA","Thornton, CO",Unanimous Decision
8053,787,4,4106,4161,105.6,105.2,"Albuquerque, NM","Las Vegas, NV",Split Decision
8054,787,5,4182,4129,105.8,105.2,"Albuquerque, NM","Tulsa, OK",Unanimous Decision
8055,787,6,4126,4132,145.0,145.0,"Waianae, HI","Los Angeles, CA",Unanimous Decision
8056,787,7,3310,4243,115.0,115.0,"Lodz, Poland","Nagoya, Aichi, Japan",Split Decision
8057,787,8,4167,1188,125.0,125.0,"Bettendorf, IA","Tokyo, Japan",Unanimous Decision
5662,561,1,3205,2916,136.0,135.0,"Sao Paulo, Brazil","Des Moines, IA",Unanimous Decision
5665,561,2,3207,3206,146.0,145.0,"Cholchol, Chile","Mexico City, Mexico",Unanimous Decision
5666,561,3,3057,3208,115.0,116.0,"Belo Horizonte, Minas Gerais, Brazil","Miami, FL",Unanimous Decision
5667,561,4,3049,3209,170.0,170.0,"Atlanta, GA","Rio de Janeiro, Brazil",Unanimous Decision
5668,561,5,2842,3210,171.0,170.0,"Rio de Janeiro, Brazil","Birmingham, England",Split Decision
5669,561,6,2995,3073,171.0,171.0,"Rio de Janeiro, Brazil","Los Angeles, CA",Unanimous Decision
5687,565,1,3232,3233,136.0,135.0,"Mexico City, Mexico","Albuquerque, NM",Unanimous Decision
5701,565,2,3238,3239,135.0,135.0,"San Jose, CA","San Diego, CA",Unanimous Decision
5704,565,3,3241,3240,145.0,144.0,"Chicago, IL","Los Angeles, CA",Unanimous Decision
5686,564,1,927,3243,135.5,136.0,"Chula Vista, CA","Oceanside, CA",Split Draw
5693,564,2,2593,3246,185.5,185.5,"San Diego, CA","Oceanside, CA",Split Decision
5696,564,3,3247,3248,125.0,125.5,"Santa Fe Springs, CA","Los Angeles, CA",Split Decision
5716,564,4,113,315,205.5,205.5,"Huntington Beach, CA","Las Vegas, NV",Split Decision
5685,563,1,3221,3222,185.0,185.4,"El Paso, TX","Orlando, FL",Split Decision
5695,563,2,3227,1687,146.0,144.6,"Daytona Beach, FL","Tampa, FL",Unanimous Decision
5703,563,3,174,1690,154.0,155.4,"Sao Paulo, Brazil","Tampa, FL",Unanimous Decision
5706,563,4,1536,3231,115.0,114.8,"Coconut Creek, FL","Sao Paulo, Brazil",Unanimous Decision
5710,563,5,2405,398,154.8,158.8,"Denver, CO","Coconut Creek, FL",Split Decision
5676,562,1,2532,2644,155.4,154.3,"Bolton, England","Burnley, England",Unanimous Decision
5677,562,2,3085,3216,134.8,134.3,"Helsingborg, Sweden","Imatra, Finland",Unanimous Decision
5682,562,3,2871,2533,169.4,169.4,"Copenhagen, Denmark","Oslo, Norway",Unanimous Decision
5720,566,1,2560,2987,155.8,154.2,"Fort Worth, TX","Cologne, Germany",Unanimous Decision
5721,566,2,3010,2438,185.4,185.4,"Corpus Christi, TX","Cambridge, England",Split Decision
5722,566,3,2985,3255,246.0,264.0,"The Republic of Dagestan, Russia","Denver, CO",Unanimous Decision
5723,566,4,331,1777,155.4,156.0,"Portland, OR","Albuquerque, NM",Unanimous Decision
5724,566,5,878,1320,125.6,125.6,"Sacramento, CA","Franklin, TN",Unanimous Decision
5726,566,6,2141,912,125.6,126.0,"Milwaukee, WI","East London, England",Split Decision
5727,566,7,1089,1824,155.0,155.4,"Nova Friburgo, Rio de Janeiro, Brazil","Fontana, CA",Unanimous Decision
8066,802,1,4118,4327,126.0,125.0,"Honolulu, HI","Lexington, KY",Split Decision
8069,802,2,2716,1912,145.0,147.0,"Acton, MA","Elkins Park, PA",Unanimous Decision
8070,802,3,4247,4240,125.0,124.0,"Orem, UT","Curitiba, Brazil",Unanimous Decision
8071,802,4,1287,4122,125.0,125.5,"Las Vegas, NV","Shreveport, LA",Split Decision
5883,584,1,3322,3315,170.2,168.9,,,Unanimous Decision
5885,584,2,3291,3340,204.8,204.4,,,Split Decision
5886,584,3,3121,2539,154.5,153.7,,,Unanimous Decision
5887,584,4,598,3332,204.8,205.0,,,Majority Decision
5888,584,5,721,3308,184.3,185.2,,,Majority Draw
5890,584,6,3301,3313,265.9,239.0,,,Unanimous Decision
5891,584,7,3300,1559,185.0,185.2,,,Unanimous Decision
5729,567,1,3102,2948,146.0,145.5,"Castle Dale, UT","Farmington, MO",Unanimous Decision
5730,567,2,2705,2989,135.0,136.0,"Milwaukee, WI","Dallas, TX",Unanimous Decision
5732,567,3,3050,3256,204.5,204.5,"Rockford, IL","San Diego, CA",Unanimous Decision
5739,567,4,511,703,170.0,170.0,"Coconut Creek, FL","Dallas, TX",Split Decision
5740,568,1,3257,3258,115.5,116.0,"Asheville, NC","Albuquerque, NM",Unanimous Decision
5742,568,2,3261,3260,115.5,115.5,"Coconut Creek, FL","Phuket, Thailand",Unanimous Decision
5743,568,3,2434,3264,116.0,114.5,"Glasgow, Scotland","Busan, South Korea",Unanimous Decision
5744,568,4,2410,3265,115.5,116.0,"Las Vegas, NV","Brisbane, Australia",Unanimous Decision
5746,568,5,1608,3262,115.5,116.0,"Huntington Beach, CA","Dearborn, MI",Split Decision
5749,568,6,787,345,147.0,146.0,"Houston, TX","San Diego, CA",Unanimous Decision
5763,570,1,3268,3269,125.6,124.0,,,Unanimous Decision
5764,570,2,2897,3270,145.8,145.8,"El Dorado Hills, CA","Lodi, CA",Unanimous Decision
5765,570,3,3272,3271,146.0,148.0,"Sacramento, CA","Sacramento, CA",Unanimous Decision
5766,570,4,3274,3273,174.8,176.0,"Portland, OR","Stockton, CA",Unanimous Decision
5767,570,5,2555,580,170.6,169.8,,,Split Decision
5768,570,6,3275,2399,145.8,144.5,"San Francisco, CA","Las Vegas, NV",Unanimous Decision
5769,570,7,3276,2742,136.0,135.0,,"Ventura, CA",Split Decision
5752,569,1,3266,2310,136.0,136.0,"Phoenix, AZ","Honolulu, HI",Unanimous Decision
5753,569,2,2981,2652,155.0,156.0,"Glendale, AZ","Indianapolis, IN",Unanimous Decision
5757,569,3,3008,3051,116.0,116.0,"Olsztyn, Poland","Rio de Janeiro, Brazil",Split Decision
5761,569,4,635,304,156.0,160.6,"Rio de Janeiro, Brazil","Stockton, CA",Unanimous Decision
5762,569,5,633,1902,242.0,243.0,"Salvador, Bahia, Brazil","Independence, OH",Unanimous Decision
5775,571,1,1992,2994,171.0,171.0,"Albuquerque, NM","Florianopolis, Brazil",Split Decision
5777,571,2,2123,751,146.0,145.0,"Rio de Janeiro, Brazil","Portage, IN",Unanimous Decision
5782,571,3,1104,2997,206.0,205.0,"Dana Point, CA","Rio de Janeiro, Brazil",Unanimous Decision
5786,572,1,3281,3043,135.5,138.0,"Visalia, CA","Temecula, CA",Unanimous Decision
5787,572,2,2696,2432,170.5,171.0,"Makhachkala, Russia","Copenhagen, Denmark",Unanimous Decision
5788,572,3,672,1240,155.5,156.0,"Las Vegas, NV","Vila Velha, Espirito Santo, Brazil",Unanimous Decision
5792,572,4,1500,391,170.5,171.0,"Coconut Creek, FL","Draper, UT",Unanimous Decision
5793,572,5,2669,1969,125.0,125.0,"Tokyo, Japan","Hoboken, NJ",Unanimous Decision
5794,572,6,781,322,185.0,185.5,"Las Vegas, NV","Denver, CO",Unanimous Decision
5795,572,7,844,2097,155.5,155.5,"Albuquerque, NM","San Diego, CA",Unanimous Decision
5796,572,8,623,1207,205.0,205.0,"Endicott, NY","San Jose, CA",Unanimous Decision
5898,585,1,797,1313,171.0,169.4,"Menifee, CA","San Jose, CA",Unanimous Decision
5899,585,2,1366,267,206.0,203.4,"Temecula, CA","Omaha, NE",Split Decision
5903,586,1,3355,3356,125.0,126.0,"Las Vegas, NV","Las Vegas, NV",Unanimous Decision
5905,586,2,1876,2420,170.0,171.6,,,Unanimous Decision
5907,586,3,2890,2901,135.2,135.0,,,Unanimous Decision
5908,586,4,2502,2739,185.8,185.0,,,Unanimous Decision
5911,587,1,3099,1839,126.0,125.0,"Albuquerque, NM","Somerville, MA",Split Decision
5915,587,2,3053,1597,125.0,125.0,"Tallaght, Dublin, Ireland","Oklahoma City, OK",Unanimous Decision
5916,587,3,2401,2828,156.0,156.0,"Islip, NY","Beijing, China",Unanimous Decision
5918,587,4,2379,2017,171.0,171.0,"Dublin, Ireland","Dallas, TX",Unanimous Decision
5919,587,5,265,2248,156.0,156.0,"Coconut Creek, FL","Bushmills, Northern Ireland",Split Decision
5921,587,6,844,897,155.0,156.0,"Albuquerque, NM","Glendale, AZ",Unanimous Decision
5923,588,1,2429,2950,125.0,126.0,"Dublin, Ireland","Ventura, CA",Unanimous Decision
5924,588,2,2984,3359,249.0,229.0,"Prague, Czech Republic","Moscow, Russia",Unanimous Decision
5925,588,3,2944,2362,145.0,149.0,"Coconut Creek, FL","Dublin, Ireland",Unanimous Decision
5928,588,4,2812,2685,170.0,171.0,"Fairfield, NJ","Stockholm, Sweden",Unanimous Decision
5929,588,5,653,746,205.0,206.0,"Tempe, AZ","San Diego, CA",Split Decision
5936,589,1,2292,2990,185.0,185.5,"Soure, Para, Brazil","Rio de Janeiro, Brazil",Split Decision
5938,589,2,940,2156,185.5,186.0,"New York, NY","Southampton, England",Unanimous Decision
5939,589,3,2074,841,130.0,126.0,"Paranagua, Parana, Brazil","Irvine, CA",Unanimous Decision
5941,589,4,1001,2446,135.5,135.5,"Las Vegas, NV","Gaffney, SC",Majority Decision
5945,589,5,1195,2445,170.5,180.0,"St. Louis, MO","Yuma, AZ",Split Decision
5946,589,6,321,436,186.0,185.5,"Curitiba, Brazil","Stockton, CA",Unanimous Decision
5952,590,1,2395,3374,135.0,134.8,"Toms River, NJ","Oakville, Ontario, Canada",Unanimous Decision
5957,591,1,3377,3378,146.0,146.0,"Fullerton, CA","Dos Palos, CA",Unanimous Decision
5959,591,2,1364,3380,145.0,145.5,"Port Moody, British Columbia, Canada","Culpeper, VA",Unanimous Decision
5960,591,3,2819,1420,145.5,146.0,"Frankfurt, Germany","Crystal Lake, IL",Split Decision
5963,591,4,3383,3384,160.0,160.5,,,Unanimous Decision
5968,592,1,1518,2075,125.5,125.0,"Philadelphia, PA","Lee's Summit, MO",Unanimous Decision
5970,592,2,655,3029,156.0,154.5,"Tempe, AZ","Macapa, Amapa, Brazil",Unanimous Decision
5972,592,3,2798,2480,155.2,156.0,"Las Vegas, NV","Belem, Para, Brazil",Unanimous Decision
5973,592,4,3204,3044,185.5,191.5,"Melbourne, Australia","Stoughton, MA",Unanimous Decision
5975,592,5,1990,298,145.0,145.0,"Waianae, HI","Coconut Creek, FL",Unanimous Decision
5977,593,1,3335,3316,157.3,158.1,,,Split Draw
5979,593,2,3337,3336,242.0,247.1,,,Unanimous Decision
5982,593,3,3310,3231,113.9,116.8,,,Split Decision
5983,593,4,3297,3304,169.3,169.3,,,Unanimous Decision
5984,593,5,3293,2533,175.0,175.9,,,Unanimous Decision
5985,594,1,2581,1460,155.0,155.0,"Florianopolis, Santa Catarina, Brazil","Lake Station, IN",Unanimous Decision
5986,594,2,2810,2816,135.0,135.0,"Castanhal, Para, Brazil","Visalia, CA",Unanimous Decision
5990,594,3,2697,2851,171.0,171.0,"Rio de Janeiro, Brazil","Corona, CA",Unanimous Decision
5991,594,4,3070,1117,136.0,136.0,"Scottsdale, AZ","Soure, Para, Brazil",Unanimous Decision
5992,594,5,2280,2255,156.0,156.0,"Manaus, Amazonas, Brazil","Albuquerque, NM",Split Decision
5994,594,6,1113,1089,155.0,156.0,"Boca Raton, FL","Nova Friburgo, Rio de Janeiro, Brazil",Unanimous Decision
5996,595,1,1410,2821,136.0,136.0,"North Haven, CT","Latham, NY",Unanimous Decision
6005,595,2,716,3184,171.0,171.0,"Nottingham, England","Rio de Janeiro, Brazil",Unanimous Decision
6004,595,3,1025,269,217.0,239.0,"Coconut Creek, FL","Paris, France",Split Decision
6006,595,4,2417,2108,204.0,204.5,"King's Lynn, Norfolk, England","Long Beach, CA",Unanimous Decision
8076,803,1,4119,4331,115.6,115.5,"Issaquah, WA","Gilroy, CA",Unanimous Decision
8079,803,2,4247,4244,116.0,116.0,"Orem, UT","West Chester, OH",Unanimous Decision
8080,803,3,4010,4243,115.0,115.2,"Guadalajara, Mexico","Nagoya, Aichi, Japan",Unanimous Decision
6007,596,1,3397,3398,145.0,145.5,"San Diego, CA","Bogota, Colombia",Split Decision
6008,596,2,3101,899,155.5,155.0,"Rio de Janeiro, Brazil","Lee's Summit, MO",Split Decision
6016,596,3,2338,2714,135.5,135.5,"Albuquerque, NM","Colorado Springs, CO",Split Decision
6025,597,1,3266,915,125.0,126.0,"Phoenix, AZ","Tucson, AZ",Unanimous Decision
6026,597,2,973,734,247.0,254.0,"Amsterdam, The Netherlands","Las Vegas, NV",Unanimous Decision
6027,597,3,703,601,170.0,171.0,"Dallas, TX","Columbus, OH",Unanimous Decision
6029,597,4,635,906,155.0,155.0,"Rio de Janeiro, Brazil","Milwaukee, WI",Unanimous Decision
6032,598,1,2117,2633,155.0,155.0,"Balneario Camboriu, Santa Catarina, Brazil","Visalia, CA",Unanimous Decision
6035,598,2,2120,3061,155.0,156.0,"Brasilia, Distrito Federal, Brazil","Tijuana, Baja California, Mexico",Unanimous Decision
6041,598,3,552,2418,171.0,171.0,"Sao Paulo, Brazil","Farmingdale, NY",Unanimous Decision
6045,599,1,3407,3408,184.6,184.8,"Dallas, TX","Denison, TX",Unanimous Decision
6046,599,2,3409,3410,169.6,170.8,"Dallas, TX","Greenville, TX",Unanimous Decision
6047,599,3,3162,3412,145.4,145.2,"Milwaukee, WI","San Miguel, Costa Rica",Unanimous Decision
6050,599,4,1927,3413,204.8,205.6,"Montreal, Quebec, Canada","Porto Alegre, Rio Grande do Sul, Brazil",Unanimous Decision
6051,599,5,892,3414,135.4,135.6,"Lenexa, KS","Kawasaki, Japan",Split Decision
6053,600,1,3416,3415,135.3,136.0,,,Unanimous Decision
6058,600,2,2886,3146,155.1,156.0,,,Split Decision
6063,601,1,1806,3256,185.0,185.5,"Camp Springs, MD","San Diego, CA",Unanimous Decision
6065,601,2,2993,296,156.0,155.0,"Fairfield, NJ","Las Vegas, NV",Unanimous Decision
6066,601,3,1197,3072,134.5,135.0,"San Diego, CA","Glendale, AZ",Unanimous Decision
6068,601,4,276,1483,146.0,145.0,"Hermosa Beach, CA","Escondido, CA",Unanimous Decision
6070,601,5,2099,1974,155.5,155.0,"Spokane Valley, WA","Edmonton, Alberta, Canada",Unanimous Decision
6071,601,6,2100,994,155.5,156.0,"Wantagh, NY","Miami, FL",Split Decision
6076,603,1,2119,2319,145.8,145.2,"Macapa, Amapa, Brazil","Santana, Amapa, Brazil",Split Decision
6078,603,2,1480,3432,155.4,155.2,"San Bernardino, CA","Manchester, England",Unanimous Decision
6079,603,3,745,1359,184.0,186.0,"Carlsbad, CA","Denver, CO",Majority Decision
6081,603,4,1791,2164,264.0,243.0,"San Jose, CA","Moscow, Russia",Split Decision
6087,603,5,3143,3251,185.6,185.8,"Curitiba, Parana, Brazil","Los Angeles, CA",Split Decision
6088,603,6,2309,896,155.0,154.6,"Chicago, IL","Portland, OR",Unanimous Decision
6093,603,7,3344,3345,185.6,186.0,,,Split Draw
6073,602,1,3427,3428,126.4,130.4,,,Unanimous Decision
6074,602,2,2034,2703,170.0,170.0,,,Unanimous Decision
6075,602,3,1838,3429,146.0,144.0,"Boston, MA","Rocky Hill, CT",Split Decision
6084,602,4,3128,3435,175.0,174.0,"Jersey City, NJ","Seattle, WA",Unanimous Decision
6085,602,5,2557,3358,155.0,156.0,"Springfield, MA","Victorville, CA",Unanimous Decision
6095,604,1,3443,3442,144.0,145.0,"Paris, France","Taipei, Taiwan",Unanimous Decision
6098,604,2,3032,2624,259.0,243.0,"Albuquerque, NM","Warsaw, Poland",Unanimous Decision
6099,604,3,2243,3446,146.0,145.0,"Glendale, AZ","Lodz, Poland",Unanimous Decision
6100,604,4,1693,3447,171.0,169.0,"Curitiba, Brazil","Paris, France",Unanimous Decision
6101,604,5,3448,3449,184.0,184.0,"Warsaw, Poland","Johannesburg, South Africa",Unanimous Decision
6104,604,6,2986,2923,169.0,169.0,"Lodz, Poland","St. Albert, Alberta, Canada",Unanimous Decision
6105,604,7,2154,3154,206.0,204.0,"London, England","Poznan, Poland",Unanimous Decision
6107,605,1,3055,3048,186.0,186.0,"Lower Burrell, PA","Freeport, NY",Split Decision
6113,605,2,2786,629,155.0,156.0,"Yorba Linda, CA","Sparta, NJ",Unanimous Decision
6114,605,3,3253,1680,115.0,115.0,"Sacramento, CA","Crystal Lake, IL",Unanimous Decision
8090,804,1,4252,4333,125.3,125.5,"Denver, CO","Denver, CO",Unanimous Decision
8095,804,2,4334,4245,115.6,114.0,"Colorado Springs, CO","Clearwater, FL",Unanimous Decision
8097,804,3,4335,2716,146.5,145.7,"Austin, TX","Manchester, NH",Unanimous Decision
8098,804,4,4126,4171,136.1,134.8,"Waianae, HI","Coconut Creek, FL",Unanimous Decision
8100,804,5,4169,1287,128.6,125.7,"Sao Paulo, Brazil","Las Vegas, NV",Unanimous Decision
