id,event_id,bout_order,fighter_1_id,fighter_2_id,fighter_1_weight_lbs,fighter_2_weight_lbs,fighter_1_fighting_out_of,fighter_2_fighting_out_of,decision_type
7516,748,8,3926,3264,115.0,115.0,"Van Nuys, CA","Busan, South Korea",Split Decision
7519,748,9,2696,779,171.0,170.0,"Makhachkala, Russia","Albuquerque, NM",Unanimous Decision
7520,748,10,3537,3030,154.0,155.0,"Indianapolis, IN","Epping, Victoria, Australia",Split Decision
7523,749,1,4060,4061,208.0,207.7,"Tulsa, OK","Amarillo, TX",Unanimous Decision
7527,749,2,3140,3113,194.0,194.1,"Fresno, CA","Lima, Peru",Unanimous Decision
7528,749,3,851,892,137.6,136.0,"New York, NY","Kansas City, MO",Split Decision
7529,749,4,3438,3759,145.8,145.8,"Long Beach, CA","Amarillo, TX",Unanimous Decision
7530,749,5,1889,1526,134.6,133.7,"Rio de Janeiro, Brazil","Monument, CO",Majority Decision
7540,752,1,3879,2109,205.5,204.5,"Sioux Falls, SD","East Liverpool, OH",Unanimous Decision
7544,752,2,4069,3254,115.0,116.0,"Las Vegas, NV","Ewa Beach, HI",Unanimous Decision
7546,752,3,3650,3098,155.5,155.0,"Busan, South Korea","Brisbane, Australia",Unanimous Decision
7550,752,4,3673,296,145.0,145.5,"Falls Church, VA","Las Vegas, NV",Unanimous Decision
7552,752,5,3972,2709,126.0,125.5,"Tijuana, Mexico","Dallas, TX",Split Decision
7557,752,6,3282,3847,204.0,205.5,"Anchorage, AK","Chisinau, Republic of Moldova",Unanimous Decision
7559,752,7,878,3266,125.5,125.5,"Las Cruces, NM","Phoenix, AZ",Split Decision
7560,752,8,913,2075,124.5,125.0,"Parkland, WA","Lee's Summit, MO",Unanimous Decision
7556,751,1,4075,4076,231.7,261.8,,,Unanimous Decision
7541,751,2,3161,3762,155.0,155.6,"Oklahoma City, OK","Tulsa, OK",Unanimous Decision
7542,751,3,3640,3639,170.7,170.1,"Haltom City, TX","Muskogee, OK",Unanimous Decision
7545,751,4,4071,4070,205.3,202.4,"Phoenix, AZ","Oklahoma City, OK",Unanimous Decision
7549,751,5,3555,3904,125.6,124.8,"San Diego, CA","Oklahoma City, OK",Unanimous Decision
7551,751,6,2119,1109,145.5,145.0,"Rio de Janeiro, Brazil","Pacific, MO",Unanimous Decision
7553,751,7,2845,2411,135.5,135.2,"San Diego, CA","San Diego, CA",Unanimous Decision
7533,750,1,3826,4065,,,,,Split Decision
7537,750,2,3293,1940,,,,,Unanimous Decision
7561,753,1,3057,4077,115.5,115.5,"Belo Horizonte, Minas Gerais, Brazil","Westminster, CO",Unanimous Decision
7562,753,2,4078,3042,185.0,184.5,"Victoria, British Columbia, Canada","Kingston, NY",Unanimous Decision
7563,753,3,3974,3131,155.5,156.0,"Manchester, England","Howell, NJ",Unanimous Decision
7564,753,4,4079,3062,145.5,145.5,"Monroe, NY","Rio de Janeiro, Brazil",Unanimous Decision
7565,753,5,3877,1782,185.0,185.5,"Fairfield, NJ","Tukwila, WA",Unanimous Decision
7568,753,6,3684,4082,116.5,115.0,"Los Angeles, CA","Temecula, CA",Unanimous Decision
7578,755,1,1320,1518,125.0,125.0,"Franklin, TN","Philadelphia, PA",Split Decision
7579,755,2,2255,3014,158.5,155.0,"Derbent, Dagestan, Russia","Charlottetown, Prince Edward Island, Canada",Unanimous Decision
7581,755,3,3880,2137,136.0,135.5,"Lake Forest, CA","Sudbury, Ontario, Canada",Unanimous Decision
7582,755,4,4088,3012,114.0,117.5,"Fortaleza, Ceara, Brazil","Coconut Creek, FL",Split Decision
7585,755,5,4089,1847,170.5,170.0,"Trondheim, Norway","Lethbridge, Alberta, Canada",Unanimous Decision
7587,755,6,806,3252,146.0,145.5,"Palm Springs, CA","Busan, South Korea",Unanimous Decision
7592,756,1,4091,4092,135.2,135.8,"Dublin, Ireland","Preveza, Greece",Unanimous Decision
7594,756,2,1025,3859,213.0,236.6,"Coconut Creek, FL","Leiden, South Holland, Netherlands",Unanimous Decision
7595,757,1,2320,3780,171.0,170.0,"Coconut Creek, FL","Denver, CO",Split Decision
7596,757,2,3922,3400,125.5,126.0,"Sacramento, CA","Cundinamarca, Colombia",Unanimous Decision
7598,757,3,1721,4093,135.5,136.0,"Pleasant Hill, CA","Guadalajara, Jalisco, Mexico",Unanimous Decision
7599,757,4,3803,3549,156.0,156.0,"Sacramento, CA","Knoxville, TN",Unanimous Decision
7600,757,5,3685,3027,170.5,171.0,"Houston, TX","Los Angeles, CA",Unanimous Decision
7601,757,6,3092,3267,170.5,171.0,"Fort Lauderdale, FL","Glendale, AZ",Unanimous Decision
7602,757,7,2130,298,146.0,146.0,"Tokyo, Japan","Coconut Creek, FL",Unanimous Decision
7604,757,8,3073,3929,170.5,171.0,"Los Angeles, CA","Orlando, FL",Unanimous Decision
7605,757,9,791,912,136.0,136.0,"Sacramento, CA","East London, England",Unanimous Decision
7611,758,1,2997,3927,186.0,186.0,"Coconut Creek, FL","Mezzocorona, Italy",Unanimous Decision
7612,758,2,2334,703,171.0,173.5,"Denver, CO","Fort Worth, TX",Unanimous Decision
7613,758,3,2945,2787,129.5,125.5,"Albuquerque, NM","Kapolei, HI",Unanimous Decision
7614,758,4,594,1187,171.0,171.0,"Busan, South Korea","Brussels, Belgium",Split Decision
7615,758,5,1972,2074,136.0,135.0,"Denver, CO","Paranagua, Parana, Brazil",Unanimous Decision
7616,758,6,3283,813,135.0,135.0,"Sacramento, CA","San Diego, CA",Unanimous Decision
7620,759,1,2014,3570,183.0,185.8,"Rio de Janeiro, Brazil","Dagestan, Russia",Split Decision
7621,759,2,2892,3724,150.0,149.0,"San Diego, CA","Houston, TX",Unanimous Decision
7626,759,3,352,1014,169.8,169.2,,,Unanimous Decision
7628,759,4,368,1176,170.0,170.0,"Kanagawa, Japan","San Diego, CA",Split Decision
7642,762,1,4119,4120,115.7,115.1,"Seattle, WA","Albuquerque, NM",Unanimous Decision
7644,762,2,4124,4123,135.3,135.7,"El Dorado Hills, CA","Temple Hills, MD",Unanimous Decision
7659,763,1,2795,2948,155.0,155.0,"Boston, MA","Farmington, MO",Unanimous Decision
7661,763,2,3742,3070,135.0,135.0,"Glendale, AZ","Scottsdale, AZ",Split Decision
7662,763,3,4135,3842,156.0,155.0,"Glendale, AZ","Somersworth, NH",Unanimous Decision
7663,763,4,2705,2139,125.0,126.0,"Milwaukee, WI","Phoenix, AZ",Unanimous Decision
7664,763,5,566,774,170.0,170.0,"Orlando, FL","Orem, UT",Unanimous Decision
7665,763,6,336,1457,155.0,156.0,"Bridgewater, MA","Tychy, Poland",Split Decision
7671,764,1,1955,4140,147.4,146.0,"San Diego, CA",,Unanimous Decision
7672,764,2,1298,1781,184.8,184.8,"Los Angeles, CA","Murrieta, CA",Majority Draw
7674,764,3,2089,2591,154.2,160.1,"Lubbock, TX","Carlsbad, CA",Unanimous Decision
7675,764,4,3162,1449,145.6,145.9,"Milwaukee, WI","Riverside, CA",Majority Decision
7676,764,5,3515,4141,185.0,183.9,"Nagoya, Japan","Los Angeles, CA",Unanimous Decision
7685,765,1,3901,4145,125.0,124.2,"Campinas, Sao Paulo, Brazil","Wichita, KS",Unanimous Decision
7693,765,2,4151,3749,187.0,184.7,"Coconut Creek, FL","Wichita, KS",Unanimous Decision
7696,765,3,3438,3908,145.6,146.8,"Long Beach, CA","Wichita, KS",Unanimous Decision
7698,765,4,3900,4154,126.0,125.7,"Wichita, KS","Fort Worth, TX",Unanimous Decision
7704,765,5,3634,398,179.7,178.1,"Las Vegas, NV","Coconut Creek, FL",Unanimous Decision
7706,765,6,3748,4155,170.2,170.1,,,Unanimous Decision
7709,765,7,3761,3011,170.0,170.9,,,Split Decision
7687,766,1,4147,4146,126.0,126.0,"Arraial do Cabo, Brazil","Davenport, IA",Split Decision
7691,766,2,4149,3830,205.0,205.8,"San Diego, CA","Benevides, Para, Brazil",Unanimous Decision
7697,766,3,889,2817,135.5,136.0,"Alpharetta, GA","Uniondale, NY",Split Decision
7699,766,4,1764,322,185.5,185.5,"Temecula, CA","Denver, CO",Unanimous Decision
7734,769,1,3261,3265,115.5,117.5,"Coconut Creek, FL","Brisbane, Australia",Unanimous Decision
7735,769,2,4175,3015,135.0,135.0,"Campinas, Sao Paulo, Brazil","Kanagawa, Japan",Unanimous Decision
7738,769,3,2540,3257,115.5,116.0,"Umuarama, Parana, Brazil","San Diego, CA",Unanimous Decision
7740,769,4,2680,1112,206.0,205.0,"Fribourg, Switzerland","Knoxville, TN",Split Decision
7743,769,5,1680,4010,115.5,116.0,"Crystal Lake, IL","Guadalajara, Mexico",Unanimous Decision
7764,771,1,2418,379,170.6,170.0,"Farmingdale, NY","Atlanta, GA",Unanimous Decision
7765,771,2,2403,656,145.8,145.6,,,Split Decision
7766,771,3,3473,714,155.0,156.0,"Makhachkala, Russia","Coconut Creek, FL",Unanimous Decision
7767,771,4,1446,3093,125.2,125.4,"San Diego, CA","Shizuoka, Japan",Unanimous Decision
7768,771,5,2251,3709,170.2,170.6,"Chicago, IL","Queens, NY",Unanimous Decision
7769,771,6,916,629,154.6,155.2,"Coconut Creek, FL","Sparta, NJ",Majority Decision
7770,771,7,2090,3282,205.2,204.4,"Danbury, CT","Anchorage, AK",Unanimous Decision
7772,771,8,321,1785,185.0,186.0,"Curitiba, Brazil","Wilmington, NC",Unanimous Decision
7773,771,9,1169,2338,143.6,144.4,"Utrecht, Netherlands","Albuquerque, NM",Unanimous Decision
7776,773,1,4052,3273,185.8,185.0,"San Jose, CA","Stockton, CA",Majority Draw
7780,773,2,1010,4194,170.7,170.5,"San Jose, CA","Bakersfield, CA",Unanimous Decision
7786,773,3,4197,4056,156.0,156.2,"Palo Alto, CA","King City, CA",Unanimous Decision
7791,773,4,269,1999,241.6,230.7,"Paris, France","Eastbourne, England",Unanimous Decision
7783,772,1,3188,2628,149.1,149.7,"Reims, France","Rochdale, Manchester, England",Unanimous Decision
7795,774,1,4201,3539,135.0,136.0,"Montreal, Quebec, Canada","Sao Paulo, Brazil",Unanimous Decision
7796,774,2,3262,1615,116.0,116.0,"Windsor, Ontario, Canada","Irvine, CA",Split Decision
7797,774,3,2697,2035,170.0,171.0,"Coconut Creek, FL","Montreal, Quebec, Canada",Unanimous Decision
7800,774,4,2045,2126,185.5,186.0,"Toronto, Ontario, Canada","Miami, FL",Unanimous Decision
7801,774,5,4202,2101,145.0,144.0,"Halifax, Nova Scotia, Canada","Spokane, WA",Unanimous Decision
7802,774,6,703,1500,185.5,182.0,"Fort Worth, TX","Coconut Creek, FL",Unanimous Decision
7804,775,1,4203,4204,136.0,145.8,,,Unanimous Decision
7806,775,2,3514,4091,136.2,140.0,"Paris, France","Dublin, Ireland",Unanimous Decision
7817,776,1,4211,2837,150.7,147.2,"Oklahoma City, OK","Sulphur, OK",Unanimous Decision
7820,776,2,797,2205,173.9,165.6,"Menifee, CA","Denver, CO",Unanimous Decision
7822,777,1,3346,4215,135.5,136.0,"Reseda, CA","Lake Worth, FL",Split Decision
7824,777,2,2639,4216,241.5,240.0,"Bridgewater, England","Spokane, WA",Unanimous Decision
7830,777,3,3204,320,186.0,185.0,"Melbourne, Australia","Boca Raton, FL",Split Decision
7831,777,4,3756,3882,156.0,156.0,"Stockholm, Sweden","Albuquerque, NM",Unanimous Decision
7832,777,5,1195,1988,170.0,169.0,"St. Louis, MO","Simpsonville, SC",Majority Decision
7834,778,1,4221,4220,149.9,149.1,,,Unanimous Decision
7837,778,2,3985,4225,154.6,155.7,"Paris, France","Belfast, Northern Ireland",Split Decision
7838,778,3,2768,4226,105.0,105.0,"Limerick, Ireland","Colchester, Essex, England",Split Decision
7839,778,4,2735,1554,204.5,204.0,"Belfast, Northern Ireland","Las Vegas, NV",Unanimous Decision
7841,779,1,3939,2124,146.0,146.0,"Surrey, British Columbia, Canada","Quixada, Ceara, Brazil",Unanimous Decision
7843,779,2,1580,835,135.0,136.0,"Porterville, CA","Brasilia, Brazil",Unanimous Decision
7844,779,3,1693,3191,171.0,170.0,"Curitiba, Brazil","Rio de Janeiro, Brazil",Unanimous Decision
7847,779,4,3281,2725,135.0,136.0,"Visalia, CA","Campina Grande, Paraiba, Brazil",Majority Draw
7848,779,5,2945,2159,126.0,126.0,,,Unanimous Decision
7852,780,1,2861,4229,135.0,133.0,"Malmo, Sweden","Pribram, Czech Republic",Unanimous Decision
7853,780,2,2249,3151,185.0,185.0,"Melksham, England","Doncaster, Yorkshire, England",Split Decision
7855,780,3,3210,3523,169.0,169.0,"Birmingham, England","Brasilia, Brazil",Unanimous Decision
7856,780,4,3425,2624,264.0,240.0,,,Split Decision
7857,780,5,2551,3005,204.0,206.0,"Rio de Janeiro, Brazil","London, England",Unanimous Decision
7858,780,6,3080,2054,155.0,155.0,"Donegal, Ireland","Stockholm, Sweden",Unanimous Decision
7859,780,7,2512,3361,145.0,146.0,"Trimley St. Martin, Suffolk, England","Turku, Finland",Split Decision
7863,781,1,3128,3919,175.0,172.0,"Jersey City, NJ","Boca Raton, FL",Split Decision
7864,781,2,4230,3601,144.0,149.0,"Santo Domingo, Costa Rica","Manaus, Brazil",Split Decision
7866,781,3,3171,1961,145.0,145.0,"Calgary, Alberta, Canada","Orem, UT",Unanimous Decision
7867,781,4,2398,4232,155.0,154.0,"Amsterdam, NY","Berwick, ME",Unanimous Decision
7868,781,5,3547,2034,171.0,171.0,"Makhachkala, Russia","South Glens Falls, NY",Unanimous Decision
7869,781,6,3682,3355,134.5,132.5,,,Unanimous Decision
7870,781,7,4097,2750,144.0,144.0,,,Unanimous Decision
7919,788,1,4255,4254,146.0,146.0,"Orlando, FL","Los Angeles, CA",Unanimous Decision
7921,788,2,4257,4258,115.8,114.8,"Reykjavik, Iceland","Phuket, Thailand",Unanimous Decision
7922,788,3,3866,4106,105.6,105.9,"St. Louis, MO","Albuquerque, NM",Unanimous Decision
7923,788,4,4182,4247,115.5,117.6,"Albuquerque, NM","Fremont, CA",Split Decision
7927,789,1,4260,4261,156.0,156.0,,,Split Decision
7928,789,2,4262,4263,155.0,155.0,"Chicago, IL","Gary, IN",Unanimous Decision
7930,789,3,4267,4266,130.0,129.0,"Elmhurst, IL","Des Moines, IA",Unanimous Decision
7933,789,4,3855,3640,171.0,171.0,,,Unanimous Decision
7936,789,5,3162,851,149.5,145.5,"Milwaukee, WI","Queens, NY",Unanimous Decision
7926,789,6,1025,273,212.0,253.0,"Coconut Creek, FL","Huntington Beach, CA",Unanimous Decision
7948,789,7,4278,4279,170.5,169.0,,,Split Decision
7939,790,1,4272,4013,146.0,145.4,"Aberdeen, Scotland","Cork, Ireland",Split Decision
7943,790,2,4275,1274,126.0,125.0,"Liverpool, England","Golden, CO",Unanimous Decision
7947,790,3,2518,2510,144.0,144.9,"Bristol, England","Liverpool, England",Unanimous Decision
7953,791,1,3331,2565,149.5,150.0,,,Unanimous Decision
7955,791,2,3478,4286,160.5,160.5,,,Majority Decision
7956,791,3,3284,4287,136.0,135.0,,,Unanimous Decision
7957,791,4,4064,4065,146.0,146.0,,,Unanimous Decision
7958,791,5,3651,2478,184.5,186.0,,,Unanimous Decision
7964,793,1,3603,4057,126.0,125.0,"Grozny, Russia","Manila, Philippines",Unanimous Decision
7965,793,2,3124,4093,135.0,135.5,"Kenilworth, NJ","Guadalajara, Jalisco, Mexico",Split Decision
7966,793,3,2598,3803,154.0,155.5,"Fort Lauderdale, FL","Sacramento, CA",Split Decision
7968,793,4,1104,3154,205.5,204.0,"Dana Point, CA","Warsaw, Poland",Majority Decision
7970,793,5,3524,2851,170.0,170.0,"Boca Raton, FL","Corona, CA",Unanimous Decision
7973,793,6,294,283,170.5,170.0,"Coconut Creek, FL","Montreal, Quebec, Canada",Unanimous Decision
8939,792,1,4711,4712,135.0,,,,Unanimous Decision
7961,792,2,4087,3799,153.5,156.0,,"Rotterdam, Netherlands",Majority Decision
7962,792,3,3796,4092,133.0,131.0,"Moscow, Russia","Preveza, Greece",Unanimous Decision
7977,794,1,2819,2119,145.0,145.6,"Frankfurt, Germany","Macapa, Amapa, Brazil",Split Decision
7978,794,2,1889,4291,134.6,139.0,"Rio de Janeiro, Brazil","Natal, Rio Grande do Norte, Brazil",Split Decision
7979,795,1,3970,3021,136.0,136.0,"Manaus, Amazonas, Brazil","Laguna Hills, CA",Unanimous Decision
7982,795,2,3879,3278,205.0,205.5,"Sioux Falls, SD","Cuba, MO",Unanimous Decision
7983,795,3,2817,3742,135.5,135.0,"Uniondale, NY","Glendale, AZ",Unanimous Decision
7984,795,4,2075,2787,126.0,126.0,,,Unanimous Decision
7985,795,5,2794,1824,155.5,156.0,"Coconut Creek, FL","Fontana, CA",Split Decision
7987,795,6,2164,734,245.0,262.0,"Moscow, Russia","Las Vegas, NV",Unanimous Decision
7988,795,7,3279,345,145.5,146.0,"Brasilia, Brazil","San Diego, CA",Split Decision
7992,796,1,3429,4293,145.0,146.0,,,Unanimous Decision
7993,796,2,4001,4294,244.5,220.0,,,Unanimous Decision
7998,796,3,3529,4298,124.0,125.5,,,Unanimous Decision
8000,796,4,1480,1413,164.5,164.5,"San Bernardino, CA","Coconut Creek, FL",Unanimous Decision
8003,796,5,3616,3604,164.5,164.0,,,Split Decision
8005,796,6,4301,4302,149.5,149.8,,,Unanimous Decision
8008,797,1,1823,4303,134.5,135.0,"San Jose, CA","Deurne, Belgium",Unanimous Decision
8009,797,2,3926,1608,115.0,116.0,"Van Nuys, CA","Orange County, CA",Unanimous Decision
8010,797,3,3549,3178,156.0,155.5,"Knoxville, TN","Webster City, IA",Unanimous Decision
8012,797,4,278,1764,186.0,184.0,"Rio de Janeiro, Brazil","Temecula, CA",Unanimous Decision
8014,797,5,2645,336,156.0,155.5,"Fife, Scotland","Bridgewater, MA",Majority Decision
8015,797,6,1973,808,135.0,135.0,"Albuquerque, NM","Chesterton, IN",Unanimous Decision
8018,797,7,806,2835,145.0,145.0,"Palm Springs, CA","Dublin, Ireland",Unanimous Decision
8019,798,1,4304,4305,153.8,154.3,,,Unanimous Decision
8026,798,2,4308,3791,156.0,154.8,"Toksvaerd, Denmark","Trowbridge, England",Unanimous Decision
8029,799,1,3646,3236,146.0,145.5,"Lima, Peru","Tijuana, Baja California, Mexico",Unanimous Decision
8030,799,2,3536,1536,116.0,115.0,"Maui, HI","Coconut Creek, FL",Unanimous Decision
8035,799,3,785,2722,185.0,185.0,"Brooklyn, NY","Orneta, Poland",Split Decision
8037,799,4,552,994,170.5,171.0,"Sao Paulo, Brazil","Miami, FL",Split Decision
8038,799,5,3008,2540,115.0,114.5,"Olsztyn, Poland","Rio de Janeiro, Brazil",Unanimous Decision
8041,800,1,4311,3888,148.8,149.8,"London, England","London, England",Unanimous Decision
8046,800,2,4317,4318,125.5,125.2,"London, England","Boston, Lincolnshire, England",Unanimous Decision
8049,800,3,269,2408,244.0,263.8,"Paris, France","Curitiba, Parana, Brazil",Split Decision
8058,801,1,4322,4323,135.4,135.4,"El Dorado Hills, CA","West Lake Village, CA",Unanimous Decision
8059,801,2,4324,4117,115.4,115.9,"San Diego, CA","El Dorado Hills, CA",Unanimous Decision
8060,801,3,4171,4104,145.4,145.4,"Coconut Creek, FL","Minneapolis, MN",Split Decision
8061,801,4,4122,4325,125.5,125.4,"Shreveport, LA","Portland, OR",Split Decision
8062,801,5,3740,3013,135.3,140.4,"Santa Rosa, CA","Spokane, WA",Unanimous Decision
8063,801,6,4107,4326,105.5,105.8,"Sao Paulo, Brazil","Austin, TX",Split Decision
8065,801,7,2726,4169,126.0,125.8,"Katowice, Poland","Sao Paulo, Brazil",Unanimous Decision
8086,805,1,3392,2534,144.6,144.6,,,Unanimous Decision
8087,805,2,3121,2248,155.0,154.5,,,Unanimous Decision
8088,805,3,4339,575,205.5,206.1,,,Split Decision
8094,805,4,3300,3293,180.6,180.6,,,Unanimous Decision
8103,806,1,3481,3943,176.0,170.0,"Balneario Camboriu, Santa Catarina, Brazil","Nuremberg, Germany",Unanimous Decision
8105,806,2,3561,2054,156.0,156.0,"Curitiba, Brazil","Stockholm, Sweden",Split Decision
8106,806,3,1782,778,186.0,186.0,"Tukwila, WA","Lakewood, CO",Unanimous Decision
8107,806,4,2818,3446,136.0,134.0,"Sao Paulo, Brazil","Lodz, Poland",Unanimous Decision
8109,806,5,2035,4342,170.0,170.0,"Montreal, Quebec, Canada","Stockholm, Sweden",Unanimous Decision
8110,806,6,2696,2839,171.0,170.0,"Makhachkala, Russia","Fort Worth, TX",Split Decision
8116,807,1,4344,4345,185.1,185.0,"London, England","Colchester, England",Unanimous Decision
8117,807,2,4195,3979,176.0,174.9,"Sarpsborg, Norway","Swindon, England",Unanimous Decision
8120,807,3,2860,4346,154.8,154.3,"Bergen, Norway","East Grinstead, Essex, England",Unanimous Decision
8121,807,4,2373,2361,170.3,169.5,"Manchester, England","Romford, Essex, England",Unanimous Decision
8126,808,1,4088,4069,113.0,116.0,"Fortaleza, Ceara, Brazil","Las Vegas, NV",Unanimous Decision
8130,808,2,889,2395,136.0,136.0,"Alpharetta, GA","Toms River, NJ",Split Decision
8133,808,3,111,322,185.0,186.0,"Rio de Janeiro, Brazil","Denver, CO",Unanimous Decision
8137,809,1,4077,4349,116.0,118.0,"Westminster, CO","Seoul, South Korea",Unanimous Decision
8138,809,2,3973,2783,171.0,170.0,"Milwaukee, WI","Osaka, Japan",Split Decision
8139,809,3,2139,4350,126.0,125.0,"Phoenix, AZ","Sydney, Australia",Unanimous Decision
8140,809,4,4351,1848,170.0,170.5,"Hamilton, Waikato, New Zealand","Cincinnati, OH",Unanimous Decision
8142,809,5,4059,2130,145.0,146.0,"Windang, New South Wales, Australia","Tokyo, Japan",Unanimous Decision
8155,811,1,4229,4354,134.0,136.0,"Pribram, Czech Republic","Incheon, South Korea",Unanimous Decision
8156,811,2,4355,4356,124.0,131.0,"Toyohashi, Japan","Quezon City, NCR, Philippines",Unanimous Decision
8158,811,3,2982,4357,170.0,169.0,"Beijing, China","Saipan, Northern Mariana Islands",Unanimous Decision
8163,811,4,635,1187,170.0,170.0,"Rio de Janeiro, Brazil","Brussels, Belgium",Unanimous Decision
8164,811,5,3092,594,171.0,171.0,"Fort Lauderdale, FL","Busan, South Korea",Unanimous Decision
8165,811,6,3784,244,242.0,243.0,"Warsaw, Poland","Chicago, IL",Unanimous Decision
8208,818,1,1263,4017,168.8,169.2,,,Unanimous Decision
8210,818,2,653,746,204.4,204.8,"Gilbert, AZ","San Diego, CA",Split Decision
8212,818,3,1852,1408,170.0,169.8,"Atlanta, GA","Riverside, CA",Unanimous Decision
8216,818,4,472,169,205.8,205.8,"West Linn, OR","Curitiba, Parana, Brazil",Unanimous Decision
8196,817,1,4368,4367,154.6,154.5,,,Unanimous Decision
8202,817,2,2628,4384,155.5,154.8,"Rochdale, Manchester, England","Brussels, Belgium",Unanimous Decision
8219,819,1,2795,3137,156.0,156.0,"Boston, MA","Jefferson, IA",Unanimous Decision
8221,819,2,2179,3842,155.0,155.0,"Shermans Dale, PA","South Berwick, ME",Split Decision
8222,819,3,1615,3450,116.0,115.0,"Irvine, CA","Volnogorsk, Ukraine",Unanimous Decision
8223,819,4,3927,2996,185.0,186.0,"Mezzocorona, Italy","Rio de Janeiro, Brazil",Unanimous Decision
8224,819,5,276,901,156.0,155.0,"Johnsburg, IL","Milwaukee, WI",Unanimous Decision
8225,819,6,261,325,146.0,146.0,"Mannheim, Germany","Hilo, HI",Majority Decision
8226,819,7,1992,2720,171.0,171.0,"Albuquerque, NM","Montreal, Quebec, Canada",Unanimous Decision
8228,819,8,1680,3684,115.0,116.0,"Crystal Lake, IL","Los Angeles, CA",Unanimous Decision
8254,823,1,296,3594,145.5,145.0,"Las Vegas, NV","Osaka, Japan",Unanimous Decision
8256,823,2,602,362,205.0,205.5,"Tempe, AZ","Portland, OR",Unanimous Decision
8257,823,3,899,4396,170.0,170.0,"Lee's Summit, MO","Temecula, CA",Unanimous Decision
8258,823,4,3257,4082,115.0,115.5,"San Diego, CA","Temecula, CA",Unanimous Decision
8259,823,5,4149,4176,205.5,205.5,"San Diego, CA","Tubarao, Santa Catarina, Brazil",Unanimous Decision
8260,823,6,781,2045,186.0,186.0,"Las Vegas, NV","Toronto, Ontario, Canada",Unanimous Decision
8262,823,7,4135,3974,155.5,154.5,"Glendale, AZ","Doncaster, England",Split Decision
8267,824,1,4400,4399,145.0,145.0,"Sparta, MI","Hawthorne, CA",Unanimous Decision
8268,824,2,2251,1847,170.0,170.0,"Chicago, IL","Lethbridge, Alberta, Canada",Unanimous Decision
8273,824,3,906,629,156.0,155.0,"Milwaukee, WI","Sparta, NJ",Unanimous Decision
8274,824,4,3785,2624,257.5,248.0,"Chicago, IL","Warsaw, Poland",Unanimous Decision
8275,824,5,973,403,253.5,239.0,"Amsterdam, The Netherlands","Los Angeles, CA",Majority Decision
8276,824,6,2250,1850,184.5,185.0,"Sydney, Australia","Coconut Creek, FL",Unanimous Decision
8277,825,1,3864,3905,124.2,125.0,,,Unanimous Decision
8278,825,2,4401,4402,185.1,184.8,,,Split Decision
8280,825,3,3747,1477,169.9,169.9,"Cascais, Portugal","Carlsbad, CA",Split Decision
8281,825,4,4405,1245,234.8,263.6,,,Unanimous Decision
8283,825,5,1904,3040,170.9,169.2,,,Unanimous Decision
8284,825,6,1526,2682,135.9,134.5,,,Unanimous Decision
8285,825,7,3904,3900,124.4,125.9,,,Unanimous Decision
8291,825,8,3161,2998,169.1,170.9,,,Unanimous Decision
8306,827,1,4257,4412,115.0,115.2,"Reykjavik, Iceland","St. Louis, MO",Unanimous Decision
8307,827,2,4100,4413,125.0,125.4,"Springfield, MO","Los Angeles, CA",Unanimous Decision
8310,827,3,4246,3866,105.9,105.9,"Arlington, TX","St. Louis, MO",Unanimous Decision
8311,827,4,4417,3090,125.9,125.8,,"Alagir, Russia",Split Decision
8293,826,1,2457,3346,135.0,134.0,"Swansea, Wales","Reseda, CA",Unanimous Decision
8294,826,2,4409,4410,155.0,155.0,"Edinburgh, Scotland","Stockholm, Sweden",Unanimous Decision
8298,826,3,3841,3892,264.0,240.0,,,Unanimous Decision
8299,826,4,2883,4078,185.0,185.0,,,Unanimous Decision
8303,826,5,4217,2434,116.0,118.0,,,Unanimous Decision
8312,828,1,2401,3131,155.5,155.5,"Islip, NY","Howell, NJ",Unanimous Decision
8313,828,2,4079,2125,145.0,145.0,"Monroe, NY","Fortaleza, Ceara, Brazil",Unanimous Decision
8316,828,3,3939,3687,145.0,145.0,"Surrey, British Columbia, Canada","Boston, MA",Unanimous Decision
8317,828,4,3924,1562,251.0,261.5,"D'Iberville, MS","Opole, Poland",Unanimous Decision
8320,828,5,3480,1418,170.5,170.5,"Francisco Beltrao, Parana, Brazil","New York, NY",Split Decision
8321,828,6,1694,3205,136.0,135.0,"Ramsey, NJ","Sao Paulo, Brazil",Unanimous Decision
8322,828,7,1104,1393,205.5,206.0,"Boca Raton, FL","Bellmore, NY",Split Decision
8323,828,8,751,1970,145.5,145.5,"Portage, IN","Lindenhurst, NY",Split Decision
8326,829,1,4419,4146,126.0,126.0,"Detroit, MI","Davenport, IA",Split Decision
8327,829,2,3444,3254,115.0,115.0,"Moscow, Russia","Ewa Beach, HI",Unanimous Decision
8328,829,3,4420,2670,145.5,145.0,"Methuen, MA","Sacramento, CA",Unanimous Decision
8330,829,4,2817,942,139.5,140.0,"Uniondale, NY","Rio de Janeiro, Brazil",Unanimous Decision
8333,829,5,511,844,170.0,170.0,"Coconut Creek, FL","Albuquerque, NM",Unanimous Decision
8335,829,6,1195,552,170.0,170.0,"St. Louis, MO","Sao Paulo, Brazil",Unanimous Decision
8341,830,1,3239,3207,135.0,136.0,"San Diego, CA","Cholchol, Chile",Unanimous Decision
