id,ufcstats_id,event_id,bout_order,fighter_1_id,fighter_2_id,outcome_method,end_round_time_info,billing,weight_class,fighter_1_odds,fighter_2_odds,fighter_1_weight,fighter_2_weight,fighter_1_gym_info,fighter_1_gym_ids,fighter_2_gym_info,fighter_2_gym_ids
2611-ufc-58-sam-hands-of-stone-stout-vs-spencer-the-king-fisher-i,7ba640f8b70bc685,ufc-58-usa-vs-canada,3,sam-stout-hands-of-stone,spencer-fisher-the-king,"Decision, Split","3 Rounds, 15:00 Total",Preliminary Card (fight 3 of 8),155 lbs (70.3 kg),,,154.0 lbs (69.9 kgs),155.0 lbs (70.3 kgs),Adrenaline MMA Training & Fitness,543-adrenaline-mma-training-fitness,Sityodtong Boston,212-sityotdong-boston
2615-ufc-58-mark-the-machine-hominick-vs-yves-thugjitsu-master-edwards,0cc225bf45697271,ufc-58-usa-vs-canada,4,mark-hominick-the-machine,yves-edwards-the-texas-gunslinger,"Submission, Triangle Armbar","1:52 Round 2 of 3, 6:52 Total",Main Card (fight 4 of 8),155 lbs (70.3 kg),+250 (Moderate Underdog),-550 (Heavy Favorite),153.0 lbs (69.4 kgs),154.0 lbs (69.9 kgs),Adrenaline MMA Training & Fitness,543-adrenaline-mma-training-fitness,American Top Team Beaumont,236-american-top-team-beaumont
2620-ufc-58-nate-the-great-marquardt-vs-joe-el-dirte-doerksen,00dc5354794818a7,ufc-58-usa-vs-canada,5,nate-marquardt-the-great,joe-doerksen-el-dirte,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 5 of 8),185 lbs (83.9 kg),-200 (Moderate Favorite),+160 (Slight Underdog),183.0 lbs (83.0 kgs),185.0 lbs (83.9 kgs),Genesis Training Academy,201-grudge-tc,Canadian Fighting Center,681-canadian-fighting-center
2626-ufc-58-georges-rush-st-pierre-vs-bj-the-prodigy-penn-i,817c3b44517daa91,ufc-58-usa-vs-canada,6,georges-st-pierre-rush,bj-penn-the-prodigy,"Decision, Split","3 Rounds, 15:00 Total",Main Card (fight 6 of 8),170 lbs (77.1 kg),-115 (Near Even),-115 (Near Even),170.0 lbs (77.1 kgs),169.0 lbs (76.7 kgs),Tristar Gym,1-tristar-gym,Jackson Wink MMA Academy,60-jacksons-mma
2631-ufc-58-mike-quick-swick-vs-steve-lion-heart-vigneault,f989a1acbda0e16a,ufc-58-usa-vs-canada,7,mike-swick-quick,steve-vigneault-lion-heart,"Submission, Guillotine Choke",2:09 Round 1 of 3,Main Card (fight 7 of 8),185 lbs (83.9 kg),-575 (Heavy Favorite),+275 (Moderate Underdog),185.0 lbs (83.9 kgs),184.0 lbs (83.5 kgs),AKA Thailand,2539-aka-thailand,Tristar Gym,1-tristar-gym
2638-ufc-58-rich-ace-franklin-vs-david-the-crow-loiseau,002cb1bb411c5f60,ufc-58-usa-vs-canada,8,rich-franklin-ace,david-loiseau-the-crow,"Decision, Unanimous","5 Rounds, 25:00 Total",Main Event (fight 8 of 8),185 lbs (83.9 kg),-300 (Moderate Favorite),+230 (Moderate Underdog),185.0 lbs (83.9 kgs),185.0 lbs (83.9 kgs),Team Extreme,,Tristar Gym,1-tristar-gym
2645-ufc-fight-night-4-chael-sonnen-vs-trevor-prangley-ii,fa193b3d07c0ed9b,ufc-fight-night-4,1,chael-sonnen,trevor-prangley,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 1 of 9),185 lbs (83.9 kg),+190 (Slight Underdog),-250 (Moderate Favorite),185.0 lbs (83.9 kgs),185.0 lbs (83.9 kgs),American Top Team Portland,8093-american-top-team-portland,American Kickboxing Academy,63-american-kickboxing-academy
3032-ufc-fight-night-4-josh-kos-koscheck-vs-ansar-chalangov,622cada31f247f9a,ufc-fight-night-4,2,josh-koscheck-kos,ansar-chalangov,"Submission, Rear Naked Choke",3:29 Round 1 of 3,Preliminary Card (fight 2 of 9),170 lbs (77.1 kg),-270 (Moderate Favorite),+210 (Moderate Underdog),171.0 lbs (77.6 kgs),169.5 lbs (76.9 kgs),N/A,,Legion Fight Team,2845-legion-fight-team
3035-ufc-fight-night-4-dan-the-sandman-christison-vs-brad-the-hillbilly-heartthrob-imes,fb1f1b0c9ef454dc,ufc-fight-night-4,3,dan-christison-the-sandman,brad-imes-the-hillbilly-heartthrob,"Submission, Armbar","3:37 Round 3 of 3, 13:37 Total",Preliminary Card (fight 3 of 9),265 lbs (120.2 kg),+175 (Slight Underdog),-225 (Moderate Favorite),265.0 lbs (120.2 kgs),248.0 lbs (112.5 kgs),Jackson Wink MMA Academy,60-jacksons-mma,N/A,
3038-ufc-fight-night-4-jon-fitch-vs-josh-the-peoples-warrior-burkman,eeb77732d7c3389a,ufc-fight-night-4,4,jon-fitch,josh-burkman-the-peoples-warrior,"Submission, Rear Naked Choke","4:57 Round 2 of 3, 9:57 Total",Preliminary Card (fight 4 of 9),170 lbs (77.1 kg),+190 (Slight Underdog),-240 (Moderate Favorite),171.0 lbs (77.6 kgs),169.5 lbs (76.9 kgs),American Kickboxing Academy,63-american-kickboxing-academy,Team Quest,902-team-quest
3040-ufc-fight-night-4-luke-cummo-vs-jason-livewire-von-flue,3adae93bbf06287a,ufc-fight-night-4,5,luke-cummo,jason-von-flue-livewire,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 5 of 9),170 lbs (77.1 kg),-200 (Moderate Favorite),+160 (Slight Underdog),170.0 lbs (77.1 kgs),170.0 lbs (77.1 kgs),Serra Jiu-Jitsu,1696-serra-jiu-jitsu,N/A,
3043-ufc-fight-night-4-chris-the-crippler-leben-vs-luigi-the-italian-tank-fioravanti,44a79a250fdd61cd,ufc-fight-night-4,6,chris-leben-the-crippler,luigi-fioravanti-the-italian-tank,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 6 of 9),185 lbs (83.9 kg),-575 (Heavy Favorite),+450 (Heavy Underdog),186.0 lbs (84.4 kgs),185.0 lbs (83.9 kgs),Arena Gym,7917-arena-gym,N/A,
3045-ufc-fight-night-4-josh-the-dentist-neer-vs-joe-daddy-stevenson,d066287b31c871a6,ufc-fight-night-4,7,josh-neer-the-dentist,joe-stevenson-daddy,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 7 of 9),170 lbs (77.1 kg),+400 (Heavy Underdog),-500 (Heavy Favorite),171.0 lbs (77.6 kgs),171.0 lbs (77.6 kgs),Miletich Fighting Systems,1149-miletich-fighting-systems,Joe Stevenson's Cobra Kai,841-joe-stevensons-cobra-kai
3047-ufc-fight-night-4-sugar-rashad-evans-vs-sam-alaskan-assassin-hoger,99eb03e6c7dc4be2,ufc-fight-night-4,8,rashad-evans-sugar,sam-hoger-alaskan-assassin,"Decision, Split","3 Rounds, 15:00 Total",Main Card (fight 8 of 9),205 lbs (93.0 kg),-205 (Moderate Favorite),+155 (Slight Underdog),203.0 lbs (92.1 kgs),206.0 lbs (93.4 kgs),Blackzilians Performance Institute,31-blackzilians,Hoger MMA,282-hoger-mma
3048-ufc-fight-night-4-the-american-psycho-stephan-bonnar-vs-the-dean-of-mean-keith-jardine,d39ce3ecd3fbdadf,ufc-fight-night-4,9,stephan-bonnar-the-american-psycho,keith-jardine-the-dean-of-mean,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Event (fight 9 of 9),205 lbs (93.0 kg),-335 (Moderate Favorite),+255 (Moderate Underdog),206.0 lbs (93.4 kgs),205.0 lbs (93.0 kgs),Xtreme Couture,724-xtreme-couture,Jackson Wink MMA Academy,60-jacksons-mma
3049-ufc-59-thiago-pitbull-alves-vs-derrick-the-eraser-noble,12231c1ca2e09011,ufc-59-reality-check,1,thiago-alves-pitbull,derrick-noble-the-eraser,"KO/TKO, Punches",2:54 Round 1 of 3,Preliminary Card (fight 1 of 9),170 lbs (77.1 kg),-317 (Moderate Favorite),+287 (Moderate Underdog),171.0 lbs (77.6 kgs),169.0 lbs (76.7 kgs),American Top Team,29-american-top-team,The Academy MN,501-minnesota-martial-arts-academy
3050-ufc-59-jason-the-punisher-lambert-vs-dangerous-terry-martin,3fe41b95899316d5,ufc-59-reality-check,2,jason-lambert-the-punisher,terry-martin-dangerous,"KO/TKO, Punches","2:37 Round 2 of 3, 7:37 Total",Preliminary Card (fight 2 of 9),205 lbs (93.0 kg),-247 (Moderate Favorite),+227 (Moderate Underdog),204.0 lbs (92.5 kgs),205.0 lbs (93.0 kgs),Alliance MMA,233-alliance-mma,Iron Academy,
1454-ufc-59-david-the-soul-assassin-terrell-vs-scott-hands-of-steel-smith,fdafa20b7ec8cb44,ufc-59-reality-check,3,david-terrell-the-soul-assassin,scott-smith-hands-of-steel,"Submission, Rear Naked Choke",3:08 Round 1 of 3,Preliminary Card (fight 3 of 9),185 lbs (83.9 kg),-189 (Slight Favorite),+169 (Slight Underdog),184.0 lbs (83.5 kgs),186.0 lbs (84.4 kgs),Cesar Gracie Jiu-Jitsu,,Capital City Fighting Alliance,781-capital-city-fighting-alliance
1458-ufc-59-karo-the-heat-parisyan-vs-nick-the-goat-thompson,0a083ab881ef3a5f,ufc-59-reality-check,4,karo-parisyan-the-heat,nick-thompson-the-goat,"Submission, Punches",4:44 Round 1 of 3,Preliminary Card (fight 4 of 9),170 lbs (77.1 kg),-274 (Moderate Favorite),+254 (Moderate Underdog),170.0 lbs (77.1 kgs),170.0 lbs (77.1 kgs),Hayastan MMA,834-hayastan-mma,The Academy MN (Primary); Dave Strasser's Freestyle Academy of MMA (Other),501-minnesota-martial-arts-academy; 1157-dave-strassers-freestyle-academy
1462-ufc-59-jeff-the-snowman-monson-vs-marcio-pe-de-pano-cruz,fb972da69450127f,ufc-59-reality-check,5,jeff-monson-the-snowman,marcio-cruz-pe-de-pano,"Decision, Split","3 Rounds, 15:00 Total",Main Card (fight 5 of 9),265 lbs (120.2 kg),-230 (Moderate Favorite),+190 (Slight Underdog),233.0 lbs (105.7 kgs),230.0 lbs (104.3 kgs),N/A,,Kings MMA,
1465-ufc-59-evan-tanner-vs-justin-the-executioner-levens,f747fbe721cdb042,ufc-59-reality-check,6,evan-tanner,justin-levens,"Submission, Triangle Choke",3:14 Round 1 of 3,Main Card (fight 6 of 9),185 lbs (83.9 kg),-325 (Moderate Favorite),+295 (Moderate Underdog),186.0 lbs (84.4 kgs),185.0 lbs (83.9 kgs),Hard Knocks Kickboxing,,CSW Training Center,2-csw-training-center
1468-ufc-59-the-huntington-beach-bad-boy-tito-ortiz-vs-forrest-griffin-i,5f9b063630e52778,ufc-59-reality-check,7,tito-ortiz-the-huntington-beach-bad-boy,forrest-griffin,"Decision, Split","3 Rounds, 15:00 Total",Co-Main Event (fight 7 of 9),205 lbs (93.0 kg),-335 (Moderate Favorite),+275 (Moderate Underdog),204.0 lbs (92.5 kgs),203.0 lbs (92.1 kgs),Team Punishment,901-team-punishment,Xtreme Couture,724-xtreme-couture
1471-ufc-59-the-muscle-shark-sean-sherk-vs-nick-diaz,fef433a7cb7a2029,ufc-59-reality-check,8,sean-sherk-the-muscle-shark,nick-diaz,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 8 of 9),170 lbs (77.1 kg),-180 (Slight Favorite),+150 (Slight Underdog),170.0 lbs (77.1 kgs),171.0 lbs (77.6 kgs),The Academy MN,501-minnesota-martial-arts-academy,Cesar Gracie Jiu Jitsu,783-cesar-gracie-jiu-jitsu
1474-ufc-59-tim-the-maine-iac-sylvia-vs-andrei-the-pitbull-arlovski-ii,57a7767c4255e034,ufc-59-reality-check,9,tim-sylvia-the-maine-iac,andrei-arlovski-the-pitbull,"KO/TKO, Punches",2:43 Round 1 of 5,Main Event (fight 9 of 9),265 lbs (120.2 kg),+335 (Moderate Underdog),-415 (Heavy Favorite),256.0 lbs (116.1 kgs),235.0 lbs (106.6 kgs),Champions Gym,,American Top Team,29-american-top-team
1476-ufc-60-melvin-the-young-assassin-guillard-vs-rick-davis,25acf5f94667e79d,ufc-60-hughes-vs-gracie,1,melvin-guillard-the-young-assassin,rick-davis,"KO/TKO, Punch",1:37 Round 1 of 3,Preliminary Card (fight 1 of 9),155 lbs (70.3 kg),-330 (Moderate Favorite),+260 (Moderate Underdog),156.0 lbs (70.8 kgs),155.0 lbs (70.3 kgs),N/A,,Las Vegas Combat Club,
1478-ufc-60-gabriel-napo-gonzaga-vs-fabiano-pega-leve-scherner,3df422ea531e16c6,ufc-60-hughes-vs-gracie,2,gabriel-gonzaga-napao,fabiano-scherner-pega-leve,"KO/TKO, Punches","0:24 Round 2 of 3, 5:24 Total",Preliminary Card (fight 2 of 9),265 lbs (120.2 kg),-330 (Moderate Favorite),+260 (Moderate Underdog),244.5 lbs (110.9 kgs),263.0 lbs (119.3 kgs),N/A,,American Top Team Portland,8093-american-top-team-portland
1480-ufc-60-spencer-the-king-fisher-vs-handsome-matt-wiman,857365273ed2f353,ufc-60-hughes-vs-gracie,3,spencer-fisher-the-king,matt-wiman-handsome,"KO/TKO, Flying Knee","1:43 Round 2 of 3, 6:43 Total",Preliminary Card (fight 3 of 9),155 lbs (70.3 kg),,,154.5 lbs (70.1 kgs),155.5 lbs (70.5 kgs),Sityodtong Boston,212-sityotdong-boston,Tulsa Top Team,
2979-ufc-60-jeremy-gumby-horn-vs-chael-sonnen-iii,d1b8ff290d09013b,ufc-60-hughes-vs-gracie,4,jeremy-horn-gumby,chael-sonnen,"Submission, Armbar","1:17 Round 2 of 3, 6:17 Total",Preliminary Card (fight 4 of 9),185 lbs (83.9 kg),-325 (Moderate Favorite),+255 (Moderate Underdog),186.0 lbs (84.4 kgs),185.5 lbs (84.1 kgs),Jeremy Horn's Elite Performance,713-jeremy-horns-elite-performance-fitness-gym,American Top Team Portland,8093-american-top-team-portland
2982-ufc-60-mike-quick-swick-vs-joe-diesel-riggs,c409c3a5eda764ba,ufc-60-hughes-vs-gracie,5,mike-swick-quick,joe-riggs-diesel,"Submission, Guillotine Choke",2:19 Round 1 of 3,Main Card (fight 5 of 9),185 lbs (83.9 kg),-100 (Near Even),-120 (Near Even),185.0 lbs (83.9 kgs),184.5 lbs (83.7 kgs),AKA Thailand,2539-aka-thailand,N/A,
2987-ufc-60-brandon-the-truth-vera-vs-assurio-silva,c66bd50ed1e75d2b,ufc-60-hughes-vs-gracie,6,brandon-vera-the-truth,assuerio-silva,"Submission, Guillotine Choke",2:39 Round 1 of 3,Main Card (fight 6 of 9),265 lbs (120.2 kg),-240 (Moderate Favorite),+190 (Slight Underdog),226.0 lbs (102.5 kgs),234.0 lbs (106.1 kgs),Alliance MMA,233-alliance-mma,N/A,
2991-ufc-60-diego-nightmare-sanchez-vs-john-the-natural-alessio,d490c78bd5d0145a,ufc-60-hughes-vs-gracie,7,diego-sanchez-nightmare,john-alessio-the-natural,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 7 of 9),170 lbs (77.1 kg),-460 (Heavy Favorite),+380 (Moderate Underdog),169.0 lbs (76.7 kgs),169.0 lbs (76.7 kgs),Jackson Wink MMA Academy,60-jacksons-mma,Xtreme Couture,724-xtreme-couture
2995-ufc-60-dean-the-boogeyman-lister-vs-alessio-legionarius-sakara,356fdab9bc109093,ufc-60-hughes-vs-gracie,8,dean-lister-the-boogeyman,alessio-sakara-legionarius,"Submission, Triangle Choke",2:20 Round 1 of 3,Main Card (fight 8 of 9),205 lbs (93.0 kg),-265 (Moderate Favorite),+215 (Moderate Underdog),205.0 lbs (93.0 kgs),204.0 lbs (92.5 kgs),City Boxing,786-city-boxing,American Top Team,29-american-top-team
2997-ufc-60-matt-hughes-vs-royce-gracie,ed3ae3852fe549d4,ufc-60-hughes-vs-gracie,9,matt-hughes,royce-gracie,"KO/TKO, Punches",4:39 Round 1 of 3,Main Event (fight 9 of 9),175 lbs (79.4 kg),-300 (Moderate Favorite),+240 (Moderate Underdog),175.5 lbs (79.6 kgs),175.0 lbs (79.4 kgs),Finney's HIT Squad,1170-finneys-hit-squad,Gracie Humaita,831-gracie-humaita
3001-the-ultimate-fighter-3-finale-mike-big-nickels-vs-wes-soldier-combs,43e5f75fe9cedafd,the-ultimate-fighter-3-finale,1,mike-nickels-big,wes-combs-soldier,"Submission, Rear Naked Choke",3:10 Round 1 of 3,Preliminary Card (fight 1 of 9),205 lbs (93.0 kg),+400 (Heavy Underdog),-500 (Heavy Favorite),205.0 lbs (93.0 kgs),205.0 lbs (93.0 kgs),Colorado BJJ,603-colorado-bjj,Millennia MMA,856-milennia-mma
3005-the-ultimate-fighter-3-finale-matt-the-hammer-hamill-vs-jesse-kid-hercules-forbes,20e28ee267d9b5dc,the-ultimate-fighter-3-finale,2,matt-hamill-the-hammer,jesse-forbes-kid-hercules,"KO/TKO, Punches",4:47 Round 1 of 3,Preliminary Card (fight 2 of 9),205 lbs (93.0 kg),-525 (Heavy Favorite),+425 (Heavy Underdog),205.0 lbs (93.0 kgs),204.0 lbs (92.5 kgs),Team Hammer,11576-team-hammer,Arizona Combat Sports,450-arizona-combat-sports
3007-the-ultimate-fighter-3-finale-luigi-the-italian-tank-fioravanti-vs-solomon-king-hutcherson,5bfba809430d178b,the-ultimate-fighter-3-finale,3,luigi-fioravanti-the-italian-tank,solomon-hutcherson-king,"KO/TKO, Punch",4:15 Round 1 of 3,Preliminary Card (fight 3 of 9),185 lbs (83.9 kg),-160 (Slight Favorite),+130 (Slight Underdog),186.0 lbs (84.4 kgs),186.5 lbs (84.6 kgs),N/A,,Roufusport MMA Academy,1150-roufusport-mma-academy
3010-the-ultimate-fighter-3-finale-kalib-starnes-vs-danny-abbadi,387bdcc2ca8709c1,the-ultimate-fighter-3-finale,4,kalib-starnes,danny-abbadi,"Submission, Rear Naked Choke",2:56 Round 1 of 3,Preliminary Card (fight 4 of 9),185 lbs (83.9 kg),-800 (Huge Favorite),+500 (Heavy Underdog),185.0 lbs (83.9 kgs),184.0 lbs (83.5 kgs),N/A,,N/A,
1392-the-ultimate-fighter-3-finale-rory-outburst-singer-vs-ross-the-gladiator-pointon,4df8efe64e83f74e,the-ultimate-fighter-3-finale,5,rory-singer-outburst,ross-pointon-the-gladiator,"Submission, Triangle Choke",0:44 Round 1 of 3,Preliminary Card (fight 5 of 9),185 lbs (83.9 kg),-275 (Moderate Favorite),+225 (Moderate Underdog),185.0 lbs (83.9 kgs),184.0 lbs (83.5 kgs),SBG Athens,1435-hardcore-gym,N/A,
1395-the-ultimate-fighter-3-finale-the-dean-of-mean-keith-jardine-vs-wilson-gouveia,2168b2c814faada6,the-ultimate-fighter-3-finale,6,keith-jardine-the-dean-of-mean,wilson-gouveia,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 6 of 9),205 lbs (93.0 kg),-475 (Heavy Favorite),+375 (Moderate Underdog),205.0 lbs (93.0 kgs),204.0 lbs (92.5 kgs),Jackson Wink MMA Academy,60-jacksons-mma,American Top Team,29-american-top-team
1398-the-ultimate-fighter-3-finale-kendall-da-spyder-grove-vs-ed-short-fuse-herman,2b95f2982b19518a,the-ultimate-fighter-3-finale,7,kendall-grove-da-spyder,ed-herman-short-fuse,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 7 of 9),185 lbs (83.9 kg),+155 (Slight Underdog),-185 (Slight Favorite),184.5 lbs (83.7 kgs),186.0 lbs (84.4 kgs),Straight Rootless Jiu Jitsu,,American Top Team Portland,8093-american-top-team-portland
1404-the-ultimate-fighter-3-finale-michael-the-count-bisping-vs-josh-bring-the-pain-haynes,b48a211abe177846,the-ultimate-fighter-3-finale,8,michael-bisping-the-count,josh-haynes-bring-the-pain,"KO/TKO, Punches","4:14 Round 2 of 3, 9:14 Total",Main Card (fight 8 of 9),205 lbs (93.0 kg),-525 (Heavy Favorite),+425 (Heavy Underdog),205.0 lbs (93.0 kgs),205.0 lbs (93.0 kgs),RVCA,6110-rvca,Team Quest Portland,1059-team-quest-portland
1408-the-ultimate-fighter-3-finale-kenny-kenflo-florian-vs-sam-hands-of-stone-stout,7cdb56b2f207a41b,the-ultimate-fighter-3-finale,9,kenny-florian-kenflo,sam-stout-hands-of-stone,"Submission, Rear Naked Choke",1:46 Round 1 of 3,Main Event (fight 9 of 9),155 lbs (70.3 kg),-105 (Near Even),-125 (Slight Favorite),155.0 lbs (70.3 kgs),155.0 lbs (70.3 kgs),Florian Martial Arts Center,258-florian-martial-arts-center,Adrenaline MMA Training & Fitness,543-adrenaline-mma-training-fitness
1412-ufc-fight-night-5-jorge-the-sandman-santiago-vs-justin-the-executioner-levens,919c86cce0eca615,ufc-fight-night-5-leben-vs-silva,1,jorge-santiago,justin-levens,"KO/TKO, Knee",2:13 Round 1 of 3,Preliminary Card (fight 1 of 9),185 lbs (83.9 kg),,,185.0 lbs (83.9 kgs),186.0 lbs (84.4 kgs),Blackzilians Performance Institute,31-blackzilians,CSW Training Center,2-csw-training-center
1415-ufc-fight-night-5-rob-maximus-macdonald-vs-kris-rotharmel,282d8651ca34b7f6,ufc-fight-night-5-leben-vs-silva,2,rob-macdonald-maximus,kris-rotharmel,"Submission, Armbar",4:01 Round 1 of 3,Preliminary Card (fight 2 of 9),205 lbs (93.0 kg),,,203.0 lbs (92.1 kgs),205.0 lbs (93.0 kgs),N/A,,N/A,
1419-ufc-fight-night-5-jon-fitch-vs-thiago-pitbull-alves-i,16de071ad45cd350,ufc-fight-night-5-leben-vs-silva,3,jon-fitch,thiago-alves-pitbull,"KO/TKO, Upkick and Punches","4:37 Round 2 of 3, 9:37 Total",Preliminary Card (fight 3 of 9),170 lbs (77.1 kg),-225 (Moderate Favorite),+185 (Slight Underdog),171.0 lbs (77.6 kgs),171.0 lbs (77.6 kgs),American Kickboxing Academy,63-american-kickboxing-academy,American Top Team,29-american-top-team
1421-ufc-fight-night-5-jason-the-punisher-lambert-vs-branden-lee-the-iron-lion-hinkle,b0ba95fd1503411f,ufc-fight-night-5-leben-vs-silva,4,jason-lambert-the-punisher,branden-lee-hinkle-the-iron-lion,"KO/TKO, Punches",5:00 Round 1 of 3,Preliminary Card (fight 4 of 9),205 lbs (93.0 kg),-185 (Slight Favorite),+155 (Slight Underdog),206.0 lbs (93.4 kgs),205.0 lbs (93.0 kgs),Alliance MMA,233-alliance-mma,Hammer House,
1425-ufc-fight-night-5-josh-kos-koscheck-vs-dave-the-warrior-menne,4f1a8eade87e928e,ufc-fight-night-5-leben-vs-silva,5,josh-koscheck-kos,dave-menne-the-warrior,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 5 of 9),170 lbs (77.1 kg),-475 (Heavy Favorite),+375 (Moderate Underdog),171.0 lbs (77.6 kgs),170.0 lbs (77.1 kgs),N/A,,Menne Combat Academy,
2909-ufc-fight-night-5-mark-the-machine-hominick-vs-jg-jorge-gurgel,e7225dcc3349ae57,ufc-fight-night-5-leben-vs-silva,6,mark-hominick-the-machine,jorge-gurgel-jg,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 6 of 9),155 lbs (70.3 kg),-150 (Slight Favorite),+120 (Near Even),154.0 lbs (69.9 kgs),155.0 lbs (70.3 kgs),Adrenaline MMA Training & Fitness,543-adrenaline-mma-training-fitness,JG MMA Academy,1519-jg-mma-academy
2913-ufc-fight-night-5-sugar-rashad-evans-vs-the-american-psycho-stephan-bonnar,e22b2f50d7eeed3a,ufc-fight-night-5-leben-vs-silva,7,rashad-evans-sugar,stephan-bonnar-the-american-psycho,"Decision, Majority","3 Rounds, 15:00 Total",Main Card (fight 7 of 9),205 lbs (93.0 kg),+165 (Slight Underdog),-185 (Slight Favorite),205.0 lbs (93.0 kgs),205.0 lbs (93.0 kgs),Blackzilians Performance Institute,31-blackzilians,Xtreme Couture,724-xtreme-couture
2915-ufc-fight-night-5-anderson-the-spider-silva-vs-chris-the-crippler-leben,ccdd6c7577927a8c,ufc-fight-night-5-leben-vs-silva,8,anderson-silva-the-spider,chris-leben-the-crippler,"KO/TKO, Knee",0:49 Round 1 of 3,Main Event (fight 8 of 9),185 lbs (83.9 kg),-200 (Moderate Favorite),+170 (Slight Underdog),185.0 lbs (83.9 kgs),186.0 lbs (84.4 kgs),N/A,,Arena Gym,7917-arena-gym
2918-ufc-fight-night-5-jonathan-the-road-warrior-goulet-vs-luke-cummo,c4f05ff2781530f4,ufc-fight-night-5-leben-vs-silva,9,jonathan-goulet-the-road-warrior,luke-cummo,"Decision, Unanimous","3 Rounds, 15:00 Total",Postlim (fight 9 of 9),170 lbs (77.1 kg),-150 (Slight Favorite),+130 (Slight Underdog),169.0 lbs (76.7 kgs),169.0 lbs (76.7 kgs),Team Legion,144-team-legion,Serra Jiu-Jitsu,1696-serra-jiu-jitsu
2925-ufc-61-drew-the-master-fickett-vs-kurt-batman-pellegrino,979318b05efd1ea4,ufc-61-bitter-rivals,1,drew-fickett-the-master,kurt-pellegrino-batman,"Submission, Rear Naked Choke","1:20 Round 3 of 3, 11:20 Total",Preliminary Card (fight 1 of 9),170 lbs (77.1 kg),-150 (Slight Favorite),+140 (Slight Underdog),171.0 lbs (77.6 kgs),168.5 lbs (76.4 kgs),Team Scrub,,Pellegrino Mixed Martial Arts,745-pellegrino-mixed-martial-arts
2929-ufc-61-cheick-kongo-vs-gilbert-el-peligro-aldana,e3b5f66198161226,ufc-61-bitter-rivals,2,cheick-kongo,gilbert-aldana-el-peligro,"KO/TKO, Doctor Stoppage",4:13 Round 1 of 3,Preliminary Card (fight 2 of 9),265 lbs (120.2 kg),-117 (Near Even),+107 (Near Even),229.0 lbs (103.9 kgs),251.0 lbs (113.9 kgs),Quoniam Gym,,Brausa Academy,
2933-ufc-61-jeff-the-snowman-monson-vs-anthony-the-hippo-perosh,bc7a81a81840e4be,ufc-61-bitter-rivals,3,jeff-monson-the-snowman,anthony-perosh-the-hippo,"KO/TKO, Punches",2:22 Round 1 of 3,Preliminary Card (fight 3 of 9),265 lbs (120.2 kg),-594 (Heavy Favorite),+534 (Heavy Underdog),236.0 lbs (107.0 kgs),224.0 lbs (101.6 kgs),N/A,,Team Perosh Mixed Martial Arts,2852-sinosic-perosh-martial-arts
2936-ufc-61-hermes-frana-vs-joe-porkchop-jordan,01733579ef03be00,ufc-61-bitter-rivals,4,hermes-franca,joe-jordan-porkchop,"Submission, Triangle Choke","0:47 Round 3 of 3, 10:47 Total",Preliminary Card (fight 4 of 9),165 lbs (74.8 kg),,,158.5 lbs (71.9 kgs),164.0 lbs (74.4 kgs),Team Hermes França,,Miletich Fighting Systems,1149-miletich-fighting-systems
2939-ufc-61-joe-daddy-stevenson-vs-yves-thugjitsu-master-edwards,4000e1f32058796a,ufc-61-bitter-rivals,5,joe-stevenson-daddy,yves-edwards-the-texas-gunslinger,"KO/TKO, Doctor Stoppage","5:00 Round 2 of 3, 10:00 Total",Main Card (fight 5 of 9),155 lbs (70.3 kg),+160 (Slight Underdog),-200 (Moderate Favorite),155.0 lbs (70.3 kgs),154.5 lbs (70.1 kgs),Joe Stevenson's Cobra Kai,841-joe-stevensons-cobra-kai,American Top Team Beaumont,236-american-top-team-beaumont
