id,ufcstats_id,sherdog_id,bestfightodds_id,ufc_id,wikipedia_url,name,nickname,date_of_birth,height,reach,nationality,birth_location
19195-jordan-rinaldi,c07efc18b231f170,53815,jordan-rinaldi-3747,,https://en.wikipedia.org/wiki/Jordan_Rinaldi,Jordan Rinaldi,All Day,1987-09-25,"5'10"" (178cm)","72.0"" (183cm)",United States,"New York, United States"
19200-josh-clopton-the-gentleman,48e96d9cea6d4ab0,22105,josh-clopton-3069,,,Josh Clopton,The Gentleman,1981-07-11,"5'7"" (171cm)","68.0"" (173cm)",United States,"Columbus, Mississippi, United States"
19215-jason-knight,bb1a2cdad6ff34db,44957,jason-knight-5868,,https://en.wikipedia.org/wiki/Jason_Knight_(fighter),Jason Knight,The Kid,1992-07-14,"5'10"" (178cm)","71.5"" (182cm)",United States,United States
192343-lucas-rocha-fenomeno,e0d3d9b564f95635,255729,lucas-rocha-15885,lucas-rocha,,Lucas Rocha,Fenômeno,2000-08-12,"5'3"" (160cm)","64.0"" (163cm)",Brazil,"Coari, Amazonas, Brazil"
19266-paul-felder,e5010b1b94ca5755,68205,paul-felder-5116,paul-felder,https://en.wikipedia.org/wiki/Paul_Felder,Paul Felder,The Irish Dragon,1984-04-25,"5'11"" (180cm)","70.5"" (179cm)",United States,"Philadelphia, Pennsylvania"
192704-bekzat-almakhan,a4dc0f2b95df4cc1,294895,bekzat-almakhan-15004,bekzat-almakhan,,Bekzat Almakhan,The Turan Warrior,1997-09-08,"5'7"" (170cm)","68.0"" (173cm)",Kazakhstan,Kazakhstan
19279-alptekin-ozkilic,e18a19001a3f7c7d,73826,alp-ozkilic-4166,,,Alp Ozkilic,The Turkish Delight,1986-03-27,"5'5"" (165cm)","65.0"" (165cm)",Turkey,"Istanbul, Turkey"
193148-gabriela-fernandes-gaby,a6eb54ae17a551be,232327,gabriella-fernandes-14517,gabriella-fernandes,,Gabriella Fernandes,Gabi,1993-08-13,"5'6"" (168cm)","66.0"" (168cm)",Brazil,Brazil
193326-tamires-vidal,4f3064faf17aa711,293451,tamires-vidal-11785,tamires-vidal,,Tamires Vidal,Tratora,1998-07-27,"5'6"" (168cm)","68.0"" (173cm)",Brazil,"Niteroi, Rio de Janeiro, Brazil"
193972-danyelle-wolf,a7e3f02fe2b2fe30,297121,danyelle-wolf-8523,danyelle-wolf,https://en.wikipedia.org/wiki/Danyelle_Wolf,Danyelle Wolf,N/A,1983-09-08,"5'11"" (180cm)","70.0"" (178cm)",United States,United States
194482-fatima-kline,745fa7b605f8e2da,300151,fatima-kline-11138,fatima-kline?language_content_entity=en,,Fatima Kline,The Archangel,2000-07-12,"5'6"" (168cm)","67.0"" (170cm)",United States,"Holbrook, New York, United States"
194524-mairon-santos,480779d7f9a424d3,297155,mairon-santos-13140,mairon-santos-alves,,Mairon Santos,The Legend,2000-06-10,"5'9"" (175cm)","72.0"" (183cm)",Brazil,"Rio de Janeiro, Rio de Janeiro, Brazil"
194607-manuel-torres-el-loco,2e7878927067fdca,297203,manuel-torres-11468,manuel-torres,,Manuel Torres,El Loco,1995-03-25,"5'10"" (178cm)","73.0"" (185cm)",Mexico,Mexico
19478-brian-houston-b-hue,36fbaa49a09ff997,59769,brian-houston-4289,,,Brian Houston,B-Hue,1987-04-26,"6'2"" (188cm)","78.0"" (198cm)",United States,"Riverdale, Georgia"
19491-darrick-minner,34e516ab361afb1c,92115,darrick-minner-4482,darrick-minner,https://en.wikipedia.org/wiki/Darrick_Minner,Darrick Minner,N/A,1990-04-28,"5'7"" (170cm)","71.0"" (180cm)",United States,United States
194945-nick-aguirre,0978385b2bd9ef9b,297869,nick-aguirre-15050,nick-aguirre,,Nick Aguirre,Slick,1996-01-15,"5'9"" (175cm)","74.0"" (188cm)",United States,"Berwyn, Illinois, USA"
195097-kevin-jousset,dda15dbfafb792df,300519,kevin-jousset-16429,kevin-jousset,https://en.wikipedia.org/wiki/Kevin_Jousset,Kevin Jousset,Air,1993-05-02,"6'2"" (188cm)","75.0"" (191cm)",France,"Bordeaux, France"
19559-marcel-fortuna,d761b3766e38c5db,79995,marcel-fortuna-6973,,,Marcel Fortuna,Mãozinha,1985-10-22,"6'1"" (185cm)","74.0"" (188cm)",Brazil,"Tubarão, Santa Catarina, Brazil"
19595-patrick-williams,39330403ad27c2bb,69607,Patrick-Williams-4858,,,Patrick Williams,The Animal,1981-09-07,"5'8"" (173cm)","68.0"" (173cm)",United States,"Homestead, Florida"
19628-eddie-mendez,49e49b54e5901d0d,37421,eddie-mendez-3077,,,Eddie Mendez,N/A,1984-01-16,"5'10"" (178cm)","77.0"" (196cm)",United States,"Sun Valley, California"
196666-jaqueline-cavalcanti,e3964ece586e0635,293351,jacqueline-cavalcanti-13407,jacqueline-cavalcanti,,Jacqueline Cavalcanti,The Nightmare,1997-08-29,"5'8"" (173cm)","70.0"" (178cm)",Portugal,"São Paulo, Brazil"
19696-caio-magalhaes-hellboy,0c5c66ddd1886b83,51163,caio-magalhaes-3081,,https://en.wikipedia.org/wiki/Caio_Magalhaes,Caio Magalhães,Hellboy,1987-12-14,"6'1"" (185cm)","73.0"" (185cm)",Brazil,"Sobral, Ceara, Brazil"
19770-azamat-gashimov-tough-guy,a1b0715c4fd2dbd3,71175,azamat-gashimov-3191,,,Azamat Gashimov,Tough Guy,1990-04-07,"5'6"" (168cm)","67.0"" (170cm)",Russia,"Dagestan, Russia"
19813-jennifer-maia,8e1f36476ef02a6a,57135,jennifer-maia-3198,jennifer-maia,https://en.wikipedia.org/wiki/Jennifer_Maia,Jennifer Maia,N/A,1988-10-06,"5'4"" (163cm)","64.0"" (163cm)",Brazil,"Curitiba, Parana, Brazil"
19820-yana-kunitskaya-foxy,3143bf892608139a,49412,yana-kunitskaya-6777,yana-kunitskaya,https://en.wikipedia.org/wiki/Yana_Kunitskaya,Yana Santos,Foxy,1989-11-11,"5'6"" (168cm)","68.5"" (174cm)",Russia,"Murmansk, Russia"
198212-armen-petrosyan,369ea36e450ae62a,302783,armen-petrosyan-11514,armen-petrosyan,https://en.wikipedia.org/wiki/Armen_Petrosyan_(fighter),Armen Petrosyan,Superman,1990-11-03,"6'3"" (191cm)","71.0"" (180cm)",Armenia,"Krasnoyarsk, Russia"
198829-jhonata-diniz,25f9a5f3e8a52618,389887,jhonata-diniz-16483,jhonata-diniz?language_content_entity=en,https://en.wikipedia.org/wiki/Jhonata_Diniz,Jhonata Diniz,N/A,1991-06-23,"6'4"" (192cm)","79.5"" (202cm)",Brazil,"Curitiba, Parana, Brazil"
19900-thomas-gifford,e7f51d9f9e9259e7,74695,thomas-gifford-3560,thomas-gifford,,Thomas Gifford,The Young Lion,1992-07-26,"6'1"" (186cm)","76.0"" (193cm)",United States,United States
19908-tony-martin,5331b25a60417ffb,80436,tony-martin-4645,rocco-martin,https://en.wikipedia.org/wiki/Tony_Martin_(fighter),Anthony Rocco Martin,N/A,1989-12-11,"6'0"" (183cm)","73.5"" (187cm)",United States,"Palos Heights, Illinois, United States"
19950-sarah-alpar-too-sweet,49b130de1da2e1bf,82261,sarah-alpar-6469,sarah-alpar,,Sarah Alpar,Too Sweet,1991-06-01,"5'4"" (163cm)","63.0"" (160cm)",United States,"Oklahoma City, Oklahoma"
19952-scott-holtzman,df1eb4354d18a906,78210,scott-holtzman-3132,scott-holtzman,https://en.wikipedia.org/wiki/Scott_Holtzman,Scott Holtzman,Hot Sauce,1983-09-30,"5'9"" (175cm)","69.0"" (175cm)",United States,United States
19970-yusuke-kasuya,3058888c33149a53,63414,,,,Yusuke Kasuya,N/A,1989-11-16,"5'7"" (171cm)","67.0"" (170cm)",Japan,"Kanagawa, Japan"
19983-kyoji-horiguchi,98aa60cf58071fd6,64413,kyogi-horiguchi-4412,kyoji-horiguchi,https://en.wikipedia.org/wiki/Kyoji_Horiguchi,Kyoji Horiguchi,N/A,1990-10-12,"5'5"" (165cm)","65.0"" (165cm)",Japan,"Takasaki, Gunma, Japan"
19984-yuta-sasaki-ulka,7c3c48cf54a2848e,63070,yuta-sasaki-5048,,https://en.wikipedia.org/wiki/Yuta_Sasaki,Ulka Sasaki,N/A,1989-10-07,"5'10"" (178cm)","71.0"" (180cm)",Japan,"Numazu, Shizuoka, Japan"
20010-beneil-dariush-benny,08af939f41b5a57b,56583,beneil-dariush-4633,beneil-dariush,https://en.wikipedia.org/wiki/Beneil_Dariush,Beneil Dariush,Benny,1989-05-06,"5'10"" (178cm)","72.0"" (183cm)",Assyria,"Urmia, Iran"
20049-daniel-omielanczuk,470fedbc8563ac47,54303,daniel-omielanczuk-4266,,https://en.wikipedia.org/wiki/Daniel_Omielańczuk,Daniel Omielańczuk,N/A,1982-08-31,"6'0"" (183cm)","74.4"" (189cm)",Poland,"Sokołów, Podlaski, Poland"
20057-mike-jackson,0641c21bec209472,63272,mike-jackson-6182,,https://en.wikipedia.org/wiki/Mike_Jackson_(fighter),Mike Jackson,The Truth,1985-03-22,"6'2"" (188cm)","74.0"" (188cm)",United States,United States
20058-geoffrey-neal,b997be68943010fc,72107,geoffrey-neal-5298,geoff-neal,https://en.wikipedia.org/wiki/Geoff_Neal,Geoff Neal,Handz of Steel,1990-08-28,"5'11"" (180cm)","75.0"" (191cm)",United States,"Austin, Texas"
20072-trevin-giles,b27a1fcb56a3035a,111237,trevin-giles-4665,trevin-giles,https://en.wikipedia.org/wiki/Trevin_Giles,Trevin Giles,The Problem,1992-08-06,"6'0"" (183cm)","74.0"" (188cm)",United States,"San Antonio, Texas"
20081-jordan-griffin,ebef46976554f975,56524,jordan-griffin-5202,jordan-griffin,https://en.wikipedia.org/wiki/Jordan_Griffin,Jordan Griffin,Native Psycho,1990-02-28,"5'10"" (178cm)","73.0"" (185cm)",United States,United States
20125-john-castaneda,5fa2974cbd18e05c,86536,john-castaneda-7396,john-castaneda,https://en.wikipedia.org/wiki/John_Castañeda,John Castañeda,Sexi Mexi,1991-12-18,"5'6"" (168cm)","71.0"" (180cm)",United States,"Dallas, Texas, USA"
201352-shamil-gaziev,6747ccd6d1acd266,313721,shamil-gaziev-12522,shamil-gaziev,,Shamil Gaziev,N/A,1990-02-10,"6'4"" (193cm)","78.5"" (199cm)",Bahrain,"Khunzakh, Dagestan, Russia"
20147-rustam-khabilov,9b7694d064a8a0ad,45417,rustam-khabilov-3615,,https://en.wikipedia.org/wiki/Rustam_Khabilov,Rustam Khabilov,Tiger,1986-11-04,"5'8"" (173cm)","73.0"" (185cm)",Russia,"Makhachkala, Russian SFSR, Soviet Union"
201648-ivana-siric,38c5817ade8a8014,331333,ivana-siric-13235,ivana-petrovic,,Ivana Petrović,N/A,1994-06-11,"5'8"" (172cm)","70.9"" (180cm)",Croatia (Hrvatska),Norway
201946-luis-pajuelo,e530df53922f413e,287861,luis-pajuelo-16354,luis-pajuelo,,Luis Pajuelo,Corazón de León,1994-12-12,"5'10"" (178cm)","69.5"" (177cm)",Peru,Peru
20241-jodie-esquibel,411539901068522f,66876,jodie-esquibel-3801,jodie-esquibel,https://en.wikipedia.org/wiki/Jodie_Esquibel,Jodie Esquibel,N/A,1986-05-07,"5'1"" (155cm)","64.0"" (163cm)",United States,"Albuquerque, New Mexico"
20250-mats-nilsson,a9bcf8717dd12532,32446,mats-nilsson-3110,,https://en.wikipedia.org/wiki/Mats_Nilsson,Mats Nilsson,N/A,1983-12-05,"6'1"" (186cm)","74.5"" (189cm)",Sweden,"Helsingborg, Sweden"
20257-chris-dempsey,dfae5da5676e4194,79277,chris-dempsey-5015,,https://en.wikipedia.org/wiki/Chris_Dempsey,Chris Dempsey,N/A,1987-09-08,"5'11"" (181cm)","73.5"" (187cm)",United States,"Ambridge, Pennsylvania"
20277-besam-yousef,98ec9f385cca47fc,32445,besam-yousef-3087,,https://en.wikipedia.org/wiki/Besam_Yousef,Besam Yousef,N/A,1985-03-25,"5'11"" (180cm)","71.5"" (182cm)",Syria,"Al-Hassake, Syria"
20278-cj-keith,c0eecd851dbf3146,70452,cj-keith-3231,,https://en.wikipedia.org/wiki/C.J._Keith,CJ Keith,N/A,1986-08-09,"6'0"" (183cm)","73.0"" (185cm)",United States,United States
20296-frankie-saenz,9ba2226646046b63,55410,frankie-saenz-5059,frankie-saenz,https://en.wikipedia.org/wiki/Frankie_Saenz,Frankie Saenz,N/A,1980-08-12,"5'6"" (168cm)","66.0"" (168cm)",United States,United States
20324-ernest-chavez-ej,b406da701c479076,80837,ernest-chavez-4689,,https://en.wikipedia.org/wiki/Ernest_Chavez_(fighter),Ernest Chavez,The Mad Titan,1983-06-27,"5'8"" (173cm)","70.0"" (178cm)",United States,United States
20325-jack-may,2c6e81426dd7573c,83949,jack-may-4848,,,Jack May,The Outlaw,1981-04-14,"6'8"" (203cm)","78.0"" (198cm)",United States,United States
203365-carlos-ulberg-mr-marvelous,9014c02eff8b3d62,84291,carlos-ulberg-10404,carlos-ulberg,https://en.wikipedia.org/wiki/Carlos_Ulberg,Carlos Ulberg,Black Jag,1990-11-17,"6'4"" (193cm)","77.0"" (196cm)",New Zealand,New Zealand
20340-christian-aguilera,ae071698e1a3ccd4,90555,christian-aguilera-5456,christian-aguilera,https://en.wikipedia.org/wiki/Christian_Aguilera,Christian Aguilera,The Beast,1991-11-25,"5'9"" (175cm)","72.0"" (183cm)",United States,United States
20352-angel-pacheco,07797f10b9569cfc,90675,angel-pacheco-13017,angel-pacheco?language_content_entity=en,,Angel Pacheco,N/A,1992-01-13,"5'8"" (173cm)","70.0"" (178cm)",United States,"Willmar, Minnesota, USA"
20364-chad-anheliger,c7c39e2fb70248b3,63370,chad-anheliger-12270,chad-anheliger,,Chad Anheliger,The Monster,1986-12-01,"5'6"" (168cm)","64.0"" (163cm)",Canada,"Consort, Alberta, Canada"
204759-azat-maksum,7f1bf0c255ec8756,257699,azat-maksum-10897,azat-maksum,,Azat Maksum,Qazaq,1995-02-02,"5'7"" (170cm)","70.0"" (178cm)",Kazakhstan,Kazakhstan
20516-andrew-holbrook,66ab58d0b3783607,78384,,,,Andrew Holbrook,N/A,1986-02-06,"5'11"" (181cm)","70.0"" (178cm)",United States,"Adrian, Michigan"
20519-cameron-vancamp,87e2468b986ebb79,86203,cameron-vancamp-12449,cameron-vancamp,,Cameron VanCamp,Jumpman,1993-04-27,"6'2"" (188cm)","74.0"" (188cm)",United States,United States
20577-luis-saldana,12e0fdc606f7e274,77414,luis-saldana-4475,luis-saldana,https://en.wikipedia.org/wiki/Luis_Saldaña,Luis Saldaña,N/A,1991-01-27,"5'11"" (180cm)","73.0"" (185cm)",United States,"Des Moines, Iowa, United States"
20605-gavin-tucker,da816417a579a0bd,78469,gavin-tucker-6974,gavin-tucker,https://en.wikipedia.org/wiki/Gavin_Tucker,Gavin Tucker,Guv'nor,1986-06-17,"5'6"" (169cm)","66.0"" (168cm)",Canada,"Ship Cove, Newfoundland and Labrador, Canada"
207769-yasmine-jauregui,40cb680ae1cd331f,299051,yazmin-jauregui-13793,yazmin-jauregui,https://en.wikipedia.org/wiki/Yazmin_Jauregui,Yazmin Jauregui,N/A,1999-02-28,"5'3"" (160cm)","64.0"" (163cm)",Mexico,"Tijuana, Baja California, Mexico"
20839-peggy-morgan,92b36014314b028b,91565,peggy-morgan-4557,,https://en.wikipedia.org/wiki/Peggy_Morgan,Peggy Morgan,Daywalker,1979-12-16,"6'1"" (185cm)","71.0"" (180cm)",United States,"Biloxi, Mississippi, United States"
20841-mike-rodriguez,18b602842a24f7c5,107891,mike-rodriguez-6030,mike-rodriguez,https://en.wikipedia.org/wiki/Mike_Rodríguez_(fighter),Mike Rodriguez,Slow,1988-11-28,"6'4"" (193cm)","82.5"" (210cm)",United States,"Boston, Massachusetts, United States"
20858-jay-parrin,01fed6f61ebea01f,99689,jay-perrin-6313,jay-perrin,,Jay Perrin,The Joker,1993-06-15,"5'7"" (170cm)","69.0"" (175cm)",United States,"Lowell, Massachusetts"
20868-sarah-moras,539ed332b3078821,61600,sarah-moras-3354,sarah-moras,https://en.wikipedia.org/wiki/Sarah_Moras,Sarah Moras,Cheesecake,1988-04-30,"5'7"" (170cm)","67.0"" (170cm)",Canada,Canada
20906-charles-ontiveros,318572f6f74b760d,83277,charlie-ontiveros-3495,charlie-ontiveros,,Charlie Ontiveros,The American Bad Boy,1991-07-04,"6'2"" (188cm)","76.0"" (193cm)",United States,United States
20908-ryan-spann,a67f5afa8d6a1b80,68057,ryan-spann-3502,ryan-spann,https://en.wikipedia.org/wiki/Ryan_Spann,Ryan Spann,Superman,1991-08-24,"6'5"" (196cm)","79.0"" (201cm)",United States,United States
20965-kb-bhullar,9cd047a828dd7515,87341,kb-bhullar-10377,kb-bhullar,,KB Bhullar,The Bengal,1991-10-12,"6'4"" (193cm)","78.0"" (198cm)",Canada,"Edmonton, Alberta, Canada"
20984-randa-markos,4a57ebb14315b251,75417,randa-markos-thomas-4653,randa-markos,https://en.wikipedia.org/wiki/Randa_Markos,Randa Markos,Quiet Storm,1985-08-10,"5'4"" (163cm)","63.5"" (161cm)",Canada,Iraq
209968-shauna-bannon,9c442aaf149ea982,315165,shauna-bannon-14505,shauna-bannon,,Shauna Bannon,Mama B,1993-10-23,"5'5"" (165cm)","65.0"" (165cm)",Ireland,Ireland
21079-jeremy-kennedy-fence,68f6e96c5fa6e044,104645,jeremy-kennedy-6582,,https://en.wikipedia.org/wiki/Jeremy_Kennedy,Jeremy Kennedy,JBC,1992-09-16,"5'11"" (180cm)","71.0"" (180cm)",Canada,"Surrey, British Columbia, Canada"
21135-courtney-casey,5f179af5fffeb9f6,91121,cortney-casey-4151,cortney-casey,https://en.wikipedia.org/wiki/Cortney_Casey,Cortney Casey,Cast Iron,1987-05-05,"5'7"" (170cm)","67.0"" (170cm)",United States,"Mesa, Arizona, United States"
21178-dan-ige,82a5152216251682,136499,dan-ige-6448,dan-ige,https://en.wikipedia.org/wiki/Dan_Ige,Dan Ige,50k,1991-08-06,"5'7"" (170cm)","71.0"" (180cm)",United States,United States
21191-patrick-holohan-the-hooligan,6e7c758f5cdec01a,63616,paddy-holohan-2786,,https://en.wikipedia.org/wiki/Patrick_Holohan,Paddy Holohan,The Hooligan,1988-05-03,"5'10"" (178cm)","69.0"" (175cm)",Ireland,Ireland
21203-luke-barnatt-the-bigslow,172c2135e70f87b7,56567,luke-barnatt-3216,,https://en.wikipedia.org/wiki/Luke_Barnatt,Luke Barnatt,The Bigslow,1988-04-13,"6'6"" (199cm)","77.5"" (197cm)",United Kingdom,England
21208-michael-page,a67d071163962af8,91937,michael-page-3937,michael-page,https://en.wikipedia.org/wiki/Michael_Page_(fighter),Michael Page,Venom,1987-04-07,"6'3"" (191cm)","79.0"" (201cm)",United Kingdom,"Westminster, London, England"
21215-dez-green,f046d724d2a84ac5,89993,desmond-green-3739,desmond-green,https://en.wikipedia.org/wiki/Desmond_Green,Des Green,The Predator,1989-10-11,"5'10"" (178cm)","73.0"" (185cm)",United States,"Miami, Florida"
212294-zac-pauga,56f7d7ee06be4aab,343389,zac-pauga-10550,zac-pauga,,Zac Pauga,The High Chief,1988-02-25,"6'2"" (188cm)","76.0"" (193cm)",United States,United States
21272-mike-de-la-torre-el-cucuy,1971869b7e054261,17915,mike-de-la-torre-4842,,https://en.wikipedia.org/wiki/Mike_De_La_Torre,Mike De La Torre,El Cucuy,1986-09-22,"6'0"" (183cm)","71.0"" (180cm)",United States,United States
212810-benoit-saint-denis,c2299ec916bc7c56,317103,benoit-st-denis-12636,benoit-saint-denis,https://en.wikipedia.org/wiki/Benoît_Saint-Denis,Benoit Saint-Denis,God of War,1995-12-18,"5'11"" (180cm)","73.0"" (185cm)",France,"Nîmes, France"
21309-james-moontasri,c06a9b48d4132c8e,36889,james-moontasri-4294,,https://en.wikipedia.org/wiki/James_Moontasri,James Moontasri,Moonwalker,1988-04-10,"5'10"" (178cm)","73.5"" (187cm)",United States,"Frankfurt, Germany"
21324-pearl-gonzalez,1ebdcb7488d0ebee,90485,pearl-gonzalez-3889,,https://en.wikipedia.org/wiki/Pearl_Gonzalez,Pearl Gonzalez,The Chi-Town Princess,1986-08-12,"5'4"" (163cm)","68.0"" (173cm)",United States,"Chicago, Illinois, United States"
21348-randall-brown-rude-boy,c6aee362c7a7d482,115641,randy-brown-6139,randy-brown,https://en.wikipedia.org/wiki/Randy_Brown_(fighter),Randy Brown,Rudeboy,1990-07-08,"6'3"" (191cm)","78.0"" (198cm)",Jamaica,Massachusetts
213675-irina-alekseeva,103e2e33a60683e1,318403,irina-alekseeva-12710,irina-alekseeva,,Irina Alekseeva,Russian Ronda,1990-06-27,"5'8"" (173cm)","66.0"" (168cm)",Russia,Russia
213856-montse-rendon,60193e707634e560,392870,montserrat-rendon-14504,montserrat-dolores-rendon,,Montserrat Rendon,Monster,1989-03-16,"5'8"" (172cm)","68.0"" (173cm)",Mexico,Mexico
21404-damien-brown,d024ed963e8bf7ea,62243,damien-brown-4589,,https://en.wikipedia.org/wiki/Damien_Brown_(fighter),Damien Brown,Beatdown,1984-12-25,"5'10"" (178cm)","68.5"" (174cm)",Australia,Australia
21429-leon-edwards,f1fac969a1d70b08,62665,leon-edwards-4608,leon-edwards,https://en.wikipedia.org/wiki/Leon_Edwards,Leon Edwards,Rocky,1991-08-25,"6'2"" (188cm)","74.0"" (188cm)",United Kingdom,"Kingston, Jamaica"
21458-kyle-nelson-the-monster,31f8081c7600da93,95383,kyle-nelson-3633,kyle-nelson,https://en.wikipedia.org/wiki/Kyle_Nelson_(fighter),Kyle Nelson,The Monster,1991-04-20,"5'11"" (180cm)","71.0"" (180cm)",Canada,"Huntsville, Ontario, Canada"
214582-genaro-valdez-el-rayadito,cda1099995b46cc2,227047,genaro-valdez-12616,genaro-valdez,,Genaro Valdéz,Rayadito,1992-01-16,"5'9"" (175cm)","72.0"" (183cm)",Mexico,Mexico
21482-roger-zapata-viva,fe5ca7ef93c3f6a7,81585,,,,Roger Zapata,Viva,1986-05-09,"5'11"" (181cm)","74.0"" (188cm)",United States,"Latham, New York"
21490-andreas-stahl,69a400af4420cd6a,57322,andreas-stahl-4385,,,Andreas Stahl,Real Steel,1988-05-20,"6'0"" (183cm)","73.0"" (185cm)",Sweden,Sweden
215578-karl-williams,d35f734c56a89103,333575,karl-williams-13254,karl-williams,,Karl Williams,N/A,1990-01-06,"6'3"" (191cm)","79.0"" (201cm)",Virgin Islands (US),Virgin Islands (U.S.)
21567-leo-kuntz,6905d45bd71b50a9,44602,leo-kuntz-5542,,,Leo Kuntz,The Lion,1983-10-03,"5'10"" (178cm)","74.0"" (188cm)",United States,"Linton, North Dakota, United States"
217437-talita-alencar,d35298b6df168456,386905,talita-alencar-11655,,https://en.wikipedia.org/wiki/Talita_Alencar,Talita Alencar,Problem Child,1990-10-17,"5'1"" (155cm)","58.5"" (149cm)",Brazil,"Carutapera, Maranhão, Brazil"
21780-cody-garbrandt-no-love,d8c7c61b176e3994,50381,cody-garbrandt-5368,cody-garbrandt,https://en.wikipedia.org/wiki/Cody_Garbrandt,Cody Garbrandt,No Love,1991-07-07,"5'8"" (173cm)","65.5"" (166cm)",United States,"Uhrichsville, Ohio"
218144-matheus-mendonca-bocao,48812daf291a4e23,336923,mateus-mendonca-14501,mateus-mendonca,,Mateus Mendonça,Bocão,1999-01-17,"5'6"" (168cm)","71.5"" (182cm)",Brazil,"Pindare-Mirim, Maranhao, Brazil"
218307-sharaputdin-magomedov-golden-boy,06734ca9d88dec3a,309711,sharapudin-magomedov-9999,shara-magomedov,https://en.wikipedia.org/wiki/Sharabutdin_Magomedov,Shara Magomedov,Bullet,1994-05-16,"6'2"" (188cm)","73.0"" (185cm)",Russia,Russia
21841-deanna-bennett,404ecb2700844072,75456,deanna-bennett-5094,,https://en.wikipedia.org/wiki/DeAnna_Bennett,DeAnna Bennett,Vitamin D,1984-11-18,"5'4"" (163cm)","66.0"" (168cm)",United States,"Fremont, Califorina"
218790-bruno-the-hulk,1e719d4b676dc19a,322603,brunno-ferreira-14404,Brunno-Ferreira,,Brunno Ferreira,The Hulk,1992-11-04,"5'10"" (179cm)","72.0"" (183cm)",Brazil,Brazil
21951-rogelio-narvaez,3a12a2f096a6d975,60454,roger-narvaez-4041,,,Roger Narvaez,The Silverback,1983-09-09,"6'3"" (191cm)","79.5"" (202cm)",United States,United States
22009-francisco-nazareno-junior-mingau,cdadae5363b66eef,69484,francisco-figueredo-10514,francisco-figueiredo,https://en.wikipedia.org/wiki/Francisco_Figueiredo,Francisco Figueiredo,Sniper,1989-10-23,"5'6"" (168cm)","69.0"" (175cm)",Brazil,Brazil
22124-cody-stamann,bf7ad5628363eec9,61896,cody-stamann-7352,cody-stamann,https://en.wikipedia.org/wiki/Cody_Stamann,Cody Stamann,The Spartan,1989-11-09,"5'6"" (168cm)","64.5"" (164cm)",United States,"Sparta, Michigan"
22153-brett-johns,ec52462a1b41f714,92891,brett-johns-3667,brett-johns,https://en.wikipedia.org/wiki/Brett_Johns,Brett Johns,The Pikey,1992-02-21,"5'7"" (170cm)","71.0"" (180cm)",Wales,"Swansea, Wales, United Kingdom"
22241-chad-laprise,c03a5022f8439f2a,69681,chad-laprise-3267,,https://en.wikipedia.org/wiki/Chad_Laprise,Chad Laprise,The Disciple,1986-07-23,"5'10"" (178cm)","71.0"" (180cm)",Canada,Canada
222456-danny-barlow,b7c5eb7cdbac6a63,336147,danny-barlow-14814,danny-barlow,,Danny Barlow,LeftHand2God,1995-08-02,"6'2"" (188cm)","79.0"" (201cm)",United States,United States
223129-luana-santos,5078e1dacf9d25f4,327683,luana-santos-14049,luana-santos,,Luana Santos,N/A,2000-04-16,"5'6"" (168cm)","67.0"" (170cm)",Brazil,Brazil
22461-nico-price,d8da10db80131bec,96921,niko-price-6895,niko-price,https://en.wikipedia.org/wiki/Niko_Price,Niko Price,The Hybrid,1989-09-29,"6'0"" (183cm)","76.0"" (193cm)",United States,"Cape Coral, Florida, United States"
22463-jessamyn-duke-the-gun,a7ddae0be8b78147,71307,jessamyn-duke-3355,,https://en.wikipedia.org/wiki/Jessamyn_Duke,Jessamyn Duke,The Gun,1986-06-24,"5'11"" (180cm)","73.0"" (185cm)",United States,"Blackey, Kentucky"
22492-dave-galera,0876d21328cf4a45,93863,david-galera-4564,,,Dave Galera,Scarecrow,,"5'11"" (180cm)","72.0"" (183cm)",Philippines,"Santa Clara, California"
22498-danny-henry,f7d73e452b064bf2,59830,danny-henry-7363,danny-henry,https://en.wikipedia.org/wiki/Danny_Henry,Danny Henry,The Hatchet,1988-07-17,"6'0"" (183cm)","70.9"" (180cm)",Scotland,"Edinburgh, Scotland"
22500-joanne-calderwood,12f91bfa8f1f723b,94103,joanne-calderwood-3554,joanne-calderwood,https://en.wikipedia.org/wiki/Joanne_Calderwood,Joanne Wood,JoJo,1985-12-23,"5'6"" (168cm)","65.5"" (166cm)",Scotland,"Irvine, Scotland"
227049-hamdy-abdelwahab,3329d692aea4dc28,331853,hamdy-abdelwahab-14137,hamdy-abdelwahab,,Hamdy Abdelwahab,The Hammer,1993-01-22,"6'2"" (188cm)","73.0"" (185cm)",Egypt,"Cairo, Egypt"
22740-mike-malott,dd6103dd7127db1d,79377,mike-malott-13089,mike-malott,https://en.wikipedia.org/wiki/Mike_Malott,Mike Malott,Proper,1991-11-07,"6'1"" (185cm)","73.0"" (185cm)",Canada,"Waterdown, Ontario, Canada"
227991-viktoria-dudakova,6c9b66b43663f2f7,333829,viktoriia-dudakova-15905,victoria-dudakova,,Victoria Dudakova,N/A,1999-01-26,"5'5"" (165cm)","67.0"" (170cm)",Russia,Russia
22883-michinori-tanaka,64788ee44b062ded,71942,michinori-tanaka-4881,,https://en.wikipedia.org/wiki/Michinori_Tanaka,Michinori Tanaka,N/A,1990-10-04,"5'5"" (165cm)","67.5"" (171cm)",Japan,"Yokohama, Kanagawa, Japan"
