id,name,nickname,date_of_birth,reach_inches,height_inches,stance,team_id,nationality,fighting_style
4911955,Murad Ramazanov,,1995-10-16,74.0,71,,10287,Russia,
4912582,Juliana Miller,Killer,1996-05-07,66.0,67,Orthodox,3448,USA,Mixed Martial Artist
4912999,Yuto Hokamura,Kintaro,1993-03-19,65.0,66,,11267,Japan,
4913009,Erbolot Omurzakov,,,,70,,,Kyrgyzstan,
4913036,Jared Almazan,,1996-07-01,,65,,,Philippines,
4913045,Mark Gregory Valerio,Vicious,,,,,,Philippines,
4913046,Asikeerbai Jinensibieke,Prairie Hero,1988-07-10,69.0,71,Orthodox,9607,China,
4913829,Abou Tounkara,,1989-07-23,74.0,71,,5527,France,
4913830,Marian Dimitrov,,,,72,,7547,Bulgaria,
4913882,Shem Rock,,1993-11-05,,72,,,England,
4913903,Yemi Oduwole,Yemster,1990-04-16,74.0,70,,,USA,
4914335,Dylan Salvador,,1993-05-20,69.5,69,Southpaw,,France,
4914568,Pete Rodriguez,Dead Game,1996-11-13,71.0,69,Switch,10127,USA,Jiu-Jitsu
4914573,Mairon Santos,The Legend,2000-06-10,72.0,67,Orthodox,61,Brazil,Striker
4915650,Bruce Souto,Soldado De Cristo,1989-06-20,73.0,72,,10848,Brazil,
4915883,Andre Borges,,1991-03-31,,71,,153,Brazil,
4915897,Baba Boundjou Nadjombe,Zeus,1991-05-05,,67,,,Togo,
4915907,Karl Williams,,1990-01-06,79.0,75,Orthodox,61,USA,Mixed Martial Artist
4915936,Charles Philpot,,1994-09-05,,65,,,USA,
4915937,Peter New,,1987-03-06,,74,,,USA,
4915982,Diego Rodrigues,Animal,,,,,,Brazil,
4916248,Felipe Bunes,Felipinho,1989-10-26,69.0,67,Orthodox,3627,Brazil,Brazilian Jiu-Jitsu
4916251,Jacqueline Cavalcanti,,1997-08-29,70.0,68,Orthodox,13188,Portugal,Striker
4916255,Karolina Sobek,,1999-08-31,69.0,69,,10987,Poland,
4916256,Sultan Zholdoshbekov,,1995-09-15,,67,,,Kazakhstan,
4916590,Diego Dias,The Villain,1992-04-03,,72,,,Brazil,
4916591,Edmilson Sidnei Inhoatto,,,,,,,Brazil,
4916592,Ricardo Kogus,,,,68,,,Brazil,
4916593,Bruno Padilha,,,,,,,Brazil,
4916594,Daniel Snaider,,,,67,,,Brazil,
4916595,Fernando Ghuetoman,,,,,,,Brazil,
4916596,Pedro Cabelo,,,,,,,Brazil,
4916607,Scottie Stockman,,1993-11-19,,69,,361,USA,
4916609,Mike Barnett,Iron,1989-06-25,,66,,8627,USA,
4916974,Nora Cornolle,,1989-12-06,67.0,67,Orthodox,12907,France,Muay Thai
4917065,Robson Junior,,2000-08-30,,,,,Brazil,
4917066,Diego Pereira,,,,65,,,Australia,
4917144,Bruno Miranda,Robusto,1990-06-16,67.0,68,,301,Brazil,
4917145,Yanal Ashmouz,Red Fox,1995-03-31,69.0,69,Orthodox,1002,Israel,Mixed Martial Artist
4917392,Thulasi Helen,,,,60,,,India,
4917676,Eduardo Perez,,1994-09-12,,77,,22,USA,
4917772,Tatsuro Taira,,2000-01-27,70.0,67,Orthodox,10508,Japan,Mixed Martial Artist
4918068,Yo Otake,,1995-08-04,,67,,,Japan,
4918069,Ryutaro Okawa,,,,,,,Japan,
4918070,Yamato Takagi,Daisho,,,,,,Japan,
4918072,Alfredo Muaiad,Mono Con Navaja,1988-11-29,,65,,,Chile,
4918083,Isaac Dulgarian,The Midwest Choppa,1996-07-04,71.0,67,Orthodox,1005,USA,Grappling
4921189,Diego Silva,Magrinho,1993-09-30,69.0,67,,7928,Brazil,
4921516,Gabriel Bonfim,Marretinha,1997-08-20,72.5,73,Orthodox,7287,Brazil,Mixed Martial Artist
4921620,Sydney Trillo,Sid Vicious,,66.0,63,,,USA,
4926991,Val Woodburn,The Animal,1993-08-10,74.0,68,Orthodox,7928,Jamaica,Freestyle
4935217,Dylan Mantello,The Quiet Man,1992-11-19,73.0,73,Orthodox,402,USA,
4935334,Nkosi Ndebele,King,,,70,,,South Africa,
4937039,Walter Cogliandro,The Snatch,1991-11-27,,69,,2786,Italy,
4944080,Ozzy Diaz,One Hit,1990-11-22,79.0,76,Orthodox,8667,USA,
4950355,Laura Gallardo,La Jefa,,64.0,61,,5347,USA,
4954320,Daniel Compton,Santo,1988-04-21,75.0,75,,22,USA,
4957442,Carlos Briseno,,,,,,,Mexico,
4963056,Armus Guyton,,1995-12-24,,73,,81,USA,
4963260,Amiran Gogoladze,The Sniper,1997-12-09,74.0,73,Switch,10956,Georgia,
4963269,Themba Gorimbo,The Answer,1991-01-23,77.0,73,Orthodox,61,Zimbabwe,Mixed Martial Artist
4963343,Denise Gomes,Dee,1999-12-30,63.0,62,Orthodox,5771,Brazil,Mixed Martial Artist
4966034,Bogdan Kotlovyanov,,1990-02-07,,73,,,Ukraine,
4969973,Denis Tiuliulin,,1988-05-17,77.0,73,Orthodox,1766,Russia,Striker
4976649,Santiago Diaz,,,,72,,,,
4976655,Leon Klee,Live Action,,,70,,,USA,
4976697,Juscelino Ferreira,Para,1985-08-19,,70,,,Brazil,
4976698,Denis Zaytsev,,,,,,,Russia,
4976699,Olivier Dounda,,,,73,,,Cameroon,
4976701,Nikita Shamov,,,,70,,,Russia,
4976702,Roman Ogulchanskiy,,,,71,,,Ukraine,
4976703,Max Budeci,,,,,,,,
4976724,Dmitriy Buharev,,,,,,,,
4976725,Mubaraksho Mubarakshoev,,,,,,,,
4981350,Skyler Schlosser,,,,,,,USA,
4981388,Josh Ricci,Ruthless,1993-10-06,67.5,65,,,USA,
4997217,Steve Erceg,Astroboy,1995-07-27,68.0,68,Orthodox,10367,Australia,Mixed Martial Artist
4997633,Delan Monte,,1993-09-15,74.0,72,,5549,Brazil,
5001013,Paul Loga,,,,65,,,Australia,
5001014,Cody Haddon,,1998-09-08,69.0,67,Orthodox,13168,Australia,Mixed Martial Artist
5001015,Mark Familari,The Shark,,,,,,Australia,
5001016,SeungGuk Choi,,1996-12-26,64.0,66,Orthodox,5952,Korea,Wrestling
5001017,Sean Gauci,,1996-10-07,64.0,65,Switch,13431,Australia,
5002947,Carlos Eduardo Souza Custodio,,,,,,,,
5007635,Josefine Knutsson,Thunder,1996-01-16,60.0,63,Orthodox,5961,Sweden,Striker
5007668,Caio Machado,Bigfoot,1994-07-20,78.0,76,Southpaw,10948,Brazil,Mixed Martial Artist
5011094,Shohei Nose,,1997-10-19,68.0,66,Switch,1125,Japan,
5011101,Keisuke Sasu,Sasuke,1994-09-30,69.0,65,Switch,1125,Japan,
5012029,Jamie Smyth,,,,,,,Canada,
5012031,Justin Doege,,1993-12-11,,75,,,Canada,
5012032,Dalton Duperreault,,,,,,,Canada,
5016786,Farid Basharat,Ferocious,1997-08-02,71.0,68,Orthodox,61,Afghanistan,Mixed Martial Artist
5022142,Sarvarjon Khamidov,Sarvar,1997-04-13,68.0,66,,,Tajikistan,
5027356,Hyder Amil,The Hurricane,1990-05-28,70.0,69,Switch,144,Philippines,Mixed Martial Artist
5027367,Ignacio Ortiz,Blessed Hands,1993-03-10,69.0,68,,,USA,
5027369,Elias Anderson,,1996-09-25,66.0,67,,,USA,
5027450,Yana Gadelha,Nana,1996-06-26,65.0,65,,301,Brazil,
5028019,Fatima Kline,The Archangel,2000-07-12,67.5,66,Orthodox,9107,USA,
5028070,Ariana Melendez,,1995-12-20,63.0,62,,,USA,
5032015,Dylan Budka,The Mindless Hulk,2000-01-14,75.0,72,Switch,12468,USA,Freestyle
5032979,Geovane Vargas,,1995-05-19,,,,,Brazil,
5032981,David Magliano Costa,Tatu,,,66,,,Brazil,
5033013,Yusei Saiton,,,,,,,Japan,
5037883,Evan Elder,The Phenom,1997-04-11,72.0,70,Switch,10967,USA,Mixed Martial Artist
5044361,SuYoung You,Yoo-Jitsu,1995-12-11,65.0,66,Orthodox,13568,Korea,
5044362,Nour el Din Essam,,,,,,,,
5044363,Ahmed Ansari,,,,,,,,
5044364,Yousef Al-Hamad,,,,,,,,
5044365,Hussein Salem,,,,,,,,
5044366,Aziz Julaidan,,,,,,,Saudi Arabia,
5044367,Lois Cadet,,,,,,,,
5044369,Dumar Roa,El Legendario Samurai,1990-10-15,,67,,,Colombia,
5044370,Jake Sebastian,,,,,,,,
5044375,Italo Gomes,,1996-05-01,,69,,5965,Brazil,
5044382,Rafael Silva,Sonic,,,69,,,Brazil,
5044419,David Gladfelter,,1992-01-27,78.0,75,,,USA,
5044420,Rudy McGlothlin,,,,72,,,,
5044438,Connor Matthews,The Controller,1992-05-31,71.0,68,Switch,7587,USA,Mixed Martial Artist
5044439,Sandra Lavado,Peruvian Zombie,1994-05-03,66.0,67,Orthodox,10567,Peru,
5048900,Trevor Peek,,1995-01-09,70.0,69,Switch,11347,USA,Mixed Martial Artist
5048904,Feng Shun,,,,70,,,China,
5048928,Mike Garrett,,,,,,,England,
5048929,Aaron Jones,,,,,,,England,
5048930,Benjamin Veverita,,,,,,,Romania,
5050129,Myktybek Orolbai,,1998-02-10,74.0,70,Orthodox,82,Kyrgyzstan,Mixed Martial Artist
5050130,Michael Robinson Jr.,,,,,,,,
5050132,Daniel Gadley,,,,,,,,
5056114,Evandro Barbosa,Alemao,1984-04-23,,70,,,Brazil,
5056138,Kaik Brito,,1997-03-26,72.5,71,Orthodox,12427,Brazil,
5056143,Nayara Maia,Capita,1990-07-25,66.0,65,Orthodox,301,Brazil,
5056144,Tereza Bleda,Ronda,2001-11-30,71.0,69,Orthodox,7348,Czechia,Wrestling
5057023,Wes Schultz,Party Time,1996-08-09,77.0,74,Orthodox,3707,USA,
5057377,Benjamin Junior Coelho Pantoja,,,,,,,,
5057378,Adriel Santos Abreu,,,,,,,,
5057379,Erwin Filho de Andrade Furtado,,,,,,,,
5057380,Sergio Silva,,,,,,,,
5057382,Severino Ramalho da Silva Jr.,,,,,,,,
5057383,Jeconias Sandes,,,,,,,,
5057384,Max Douglas,,,,,,,,
5057385,Antonio Monteiro,Junior Negao,1995-07-02,70.0,67,Orthodox,301,Brazil,
5057386,Alexandre Araujo,,,,,,,,
5057387,Jose Santana,,,,,,,,
5057394,Marie Loiseau,,1980-07-03,,69,,,France,
5057399,Judyta Rymarzak,,,,65,,,Poland,
5059119,Nadia Vera,,1989-10-15,,61,,10787,Mexico,
5060394,Francis Marshall,Fire,1999-03-09,72.0,69,Orthodox,25,USA,Freestyle
5060398,Viktoriia Dudakova,,1999-01-26,67.0,65,Orthodox,12269,Russia,Mixed Martial Artist
5060467,Sedriques Dumas,The Reaper,1995-08-06,79.0,74,Orthodox,11747,USA,Kickboxing
5060483,Vitor Petrino,,1997-08-28,77.5,74,Orthodox,1367,Brazil,Striker
5060489,Rodolfo Bellato,Trator,1996-02-05,75.0,75,Orthodox,24,Brazil,
5060505,Mick Parkin,,1995-10-02,79.0,76,Orthodox,10687,England,Mixed Martial Artist
5060520,Paris Moran,,,,68,,2007,USA,
5061870,Bo Nickal,,1996-01-14,76.0,73,Southpaw,25,USA,Wrestling
5063403,Yazmin Jauregui,,1999-02-28,64.0,63,Orthodox,2986,Mexico,Freestyle
5065494,Ivan Valenzuela,Bam Bam,1992-11-17,77.0,74,Orthodox,61,Mexico,
5065498,Criszaida Adames,,1993-01-04,62.0,63,,8148,USA,
5065499,Yajaira Romo,Shoko Late,1987-08-07,66.0,65,,,Mexico,
5065500,McKenna Mitchell,,1999-01-26,67.0,66,,,USA,
5065501,Daniela Espinosa,,,,64,,,USA,
5065502,Benni Fuentes,,,,,,,Mexico,
5068496,Jeremia Siregar,The Teacher,1991-07-27,63.0,62,Orthodox,,Indonesia,
5068545,HyunSung Park,Peace of Mind,1995-11-04,66.0,67,Orthodox,966,Korea,Mixed Martial Artist
5068617,Toshiomi Kazama,,1997-05-15,69.0,67,Orthodox,928,Japan,Brazilian Jiu-Jitsu
5068624,Rinya Nakamura,Hybrid,1995-03-23,68.5,67,Southpaw,25,Japan,Wrestling
5068663,Gugun Gusman,The Tiger,1990-03-03,68.0,67,Orthodox,,Indonesia,
5068724,JeongYeong Lee,Korean Tiger,1995-11-13,73.5,70,Orthodox,5795,Korea,Brazilian Jiu-Jitsu
5068811,Anshul Jubli,King of Lions,1995-01-13,69.0,72,Switch,11628,India,Mixed Martial Artist
5068813,Sho Patrick Usami,Savage,2000-05-08,70.0,69,Orthodox,,Japan,
5068827,Chad Hanekom,Superman,1990-04-20,74.0,76,Orthodox,6630,South Africa,
5069656,Rono Junior,Juninho,,73.0,70,,301,Brazil,
5070061,Takumi Arai,,1995-08-25,,67,,,Japan,
5070074,Joo Hwan Kim,,,,,,,,
5070077,Kim Se Hyun,,,,,,,,
5070078,Dong Hyun Seo,,,,,,,,
5070079,Tsubasa Akiyama,,,,,,,,
5070080,Min Soo Kwon,,,,,,,,
5070083,Yasuyuki Nojiri,,1997-10-25,,65,,,Japan,
5070090,Lei Yu,The Wolf Warrior,,69.0,68,,,China,
5070093,Hubulan Tuerxunbieke,Kazakh Hulk,1994-01-17,72.0,69,,1021,China,
5070095,Yu Changzhao,,,,68,,,China,
5070105,Rui Cao,,,,67,,,China,
5070502,Jeka Saragih,,1995-01-01,69.0,68,Orthodox,11627,Indonesia,Mixed Martial Artist
5073681,Seio Yamada,,1994-05-06,,68,,,Japan,
5073682,Asfhin Keymasi,,,,,,,Iran,
5073683,Junichi Hirata,,1973-01-14,,67,,,Japan,
5073684,Stanislav Ermolov,,,,69,,,Russia,
5073685,Junzhou Bai,,,,66,,,China,
5073688,Amrali Saydoshurov,,,,68,,,Tajikistan,
5073689,Alexey Fedonov,,,,,,,Ukraine,
5073692,SangWon Kim,No Problem,1993-09-01,69.0,69,Orthodox,826,Korea,
5073712,Renjie Cao,,,,68,,,China,
5073713,Fuyao Li,The Spiderman,,73.0,73,,,China,
5073715,Jingtao Li,,1990-09-28,67.0,67,,,China,
5073863,Amit Kumar,,1994-03-28,,68,,,India,
5073864,Sanjeet Budhwar,,,,66,,,India,
5073865,Rajith Chandran,,,,,,,India,
5073867,Srikant Sekhar,Captain Crazy,1991-10-11,,70,,,India,
5073868,Mohammad Mahmoudian,,1985-01-15,,68,,,Iran,
5074120,Oumar Sy,,1995-11-21,83.0,76,Orthodox,25,France,Mixed Martial Artist
5074121,Alessandro Costa,Nono,1996-01-28,67.0,64,Orthodox,5768,Brazil,Brazilian Jiu-Jitsu
5074126,Claudio Ribeiro,,1992-07-17,77.0,73,Orthodox,10953,Brazil,Boxing
5074129,Ahmad Hassanzada,Lion of the Ring,1996-11-20,75.0,73,Orthodox,82,Afghanistan,
5074130,Nazim Sadykhov,Black Wolf,1994-05-16,69.0,70,Southpaw,402,Azerbaijan,Freestyle
5074131,Esteban Ribovics,El Gringo,1996-04-27,69.0,70,Orthodox,10967,Argentina,Striker
5074146,Francisco Benitez,Paco,1993-08-14,,67,,,Mexico,
5074151,Benicio Dias,,1993-05-29,,70,,,Brazil,
5074153,Bruno Leonardo,Brunao,1989-04-13,,73,,,Brazil,
5074210,Marty Navis,,1994-08-31,,,,5992,USA,
5074211,Ryan Hardy Evans,,1984-08-09,76.0,72,,,USA,
5074212,Guilherme dos Santos,Senegal,1993-05-07,,70,,6269,Brazil,
5074222,Juan Galarza,,,,71,,,,
5074223,William Dill,,1992-10-14,,,,,,
5074226,Thales Adriel Borges,,,,,,,Brazil,
5074231,Trent Stump,,1996-07-22,,,,,,
5074232,Juan Carlos De Leon,,,,71,,,,
5074251,Italo Trindade,,1999-07-11,,68,,,Brazil,
5074270,Jhony Gregory,,1994-01-21,,72,,,Brazil,
5074271,Kevem Felipe Sampaio Catini,,,,73,,,Brazil,
5074272,Davyson Machado,,,,,,,Brazil,
5074273,Yuri Paixao,,,,70,,,Brazil,
5074274,Jesus Aguilar,,1996-03-13,62.5,64,Orthodox,2986,Mexico,Freestyle
5074276,Thomas Paull,Juggernaut,1994-10-15,67.0,67,Orthodox,10827,England,
5074324,Caroline Yariwake da Cruz,,,,66,,,Brazil,
5074325,Cornelia Holm,Conny Future,1988-05-29,68.0,65,,9727,Sweden,
5075333,Ailin Perez,Fiona,1994-10-05,66.0,65,Switch,10959,Argentina,Kung Fu
5075334,Kevin Szaflarski,,1994-12-30,77.0,77,Orthodox,6947,Poland,
5075335,Erik Silva,The King,1987-03-16,71.0,69,Orthodox,11067,Venezuela,Mixed Martial Artist
5075654,Caroline Gallardo,Taz,1996-09-17,62.0,61,,,Chile,
5075655,Ivanna Martinenghi,,,,,,,,
5075656,Gloria Isabel Bravo Barrios,Gloriosa,1986-06-07,63.0,65,,,Chile,
5075657,Iliana Rodriguez,,,,,,,,
5075672,Nikos Trepca,,,,68,,,Australia,
5075748,James Llontop,Goku,1999-08-02,73.0,72,Orthodox,12487,Peru,Striker
5075860,Marina Shutova,,,,65,,12507,Russia,
5075863,Anastasiya Moskvicheva,,,,67,,,Russia,
5075864,Nina Ruleva,,,,,,,Russia,
5075923,Xiaochen Xu,,1994-02-11,,71,,,China,
5075924,Nuliquwake Kazibai,,,,,,,China,
5076009,Lautaro Iturbe,,,,,,,Argentina,
5076010,Fernando Garcia,El Petardo,1985-03-01,,,,,Argentina,
5076012,Didier Nahuel,El Freezer,,,,,,Argentina,
5076013,Juan Jose Ibanez,El Pelado,,,69,,,Argentina,
5076014,Maximiliano Ortiz,El Negro,1987-05-12,,67,,,Argentina,
5076015,Lucas Aybar,,,,,,,Argentina,
5076017,Brian Flamengo,,,,,,,Argentina,
5076020,Javier Basurto,El Cholo,1990-08-01,,69,,2986,Ecuador,
5076027,Édgar Cháirez,Puro Chicali,1996-01-27,71.0,67,Orthodox,2986,Mexico,Mixed Martial Artist
5076029,Marcos Matos,,,,,,,,
5076030,Rodrigo Tadeu de Souza,,,,,,,,
5076031,Vanderson de Camp,,,,,,,,
5076032,Rafael Calcidoni,,,,,,,,
5076033,Guido Guido,,,,,,,,
5076044,Maycon Silva,,,,,,,,
5076070,Luan Matheus,Danger,1994-12-19,,67,,,Brazil,
5076593,Rafael Estevam,Macapa,1996-08-10,69.0,68,Orthodox,301,Brazil,
5076916,Ronald Castro Nakajima,,,,66,,,Brazil,
5077061,Diogo Pimenta Christello,,,,66,,,Brazil,
5077131,Brunno Ferreira,The Hulk,1992-11-04,72.0,70,Orthodox,13528,Brazil,Grappling
5077309,Cicero de Brito,,,,,,,,
5077310,Gleidson Marques,,,,,,,,
5077312,Matheus Malta,,1995-09-16,,67,,,Brazil,
5077313,Danver dos Santos Cruz,,,,,,,,
5077314,Erick Visconde,Sabugo,1996-11-21,,67,,1367,Brazil,
5077315,Filipe Esteves,,1989-09-02,69.0,67,,10950,Brazil,
5077396,Ignacio Capella,Levium Armorum,,67.0,67,,,Spain,
5077398,Lucas Alexander,The Lion,1995-07-28,73.0,71,Orthodox,7928,Brazil,Striker
5077399,Cameron Saaiman,MSP,2000-12-20,67.0,68,Southpaw,11487,South Africa,Mixed Martial Artist
5077400,Josh Wang-Kim,Twin Dragon,1992-11-16,71.0,69,Switch,1165,USA,
5077749,Jenilton Matos,Pitbullzinho,,,63,,,Brazil,
5077789,Caolán Loughran,The Don,1996-05-18,68.0,66,Orthodox,907,Ireland,Boxing
5078111,Mohamed Said Maalem,L'Ambiance,,,72,,,Switzerland,
5078211,Akhmed Magomedov,,1996-04-27,68.0,67,,10107,Russia,
5078213,Hamdy Abdelwahab,The Hammer,1993-01-22,72.0,74,Southpaw,5991,Egypt,Wrestling
5078228,Matthew Strickland,Stretch,1983-02-11,,78,,,USA,
5078229,Connor McKenna,,,,70,,,USA,
5078230,Zachary Borrego,The Dragon,1996-07-18,78.0,74,Switch,,USA,
5078235,Lukasz Witos,,,,,,,Poland,
5078319,Joseph Michael Berkenbosch,,1982-11-08,,,,10289,Netherlands,
5078428,Junior Melo,The Fortaleza Kid,,70.5,71,,3627,Brazil,
5078582,Rodrigo de Moura,Muralha,2002-06-10,,,,,Brazil,
5079260,Shane Bridges,,,,,,,USA,
5079261,Kenneth Richmond,Kenny,1991-02-25,,69,,3567,USA,
5079262,Mateo Vogel,Carrapato,1996-03-05,71.0,68,Orthodox,,Canada,
5079263,Alex Macias,,,,68,,,USA,
5079264,Mark Slyter,Sharky,1991-06-15,,66,,,USA,
5080560,Francesco Nuzzi,Berserker,1996-08-28,69.0,63,,11209,Italy,
5080570,Dakota Ditcheva,Dangerous,1998-07-25,70.0,68,,25,England,
5080571,Hassna Jaber,Fierce,1985-11-28,59.0,65,,,Morocco,
5080725,Kerry Isom,,1989-03-03,,67,,,England,
5080883,Bernardo Sopaj,The Lion King,2000-09-25,66.0,66,Orthodox,5961,Albania,Mixed Martial Artist
5080935,Iasmin Lucindo,,2002-01-08,66.0,63,Orthodox,7867,Brazil,Striker
5080936,Blake Bilder,El Animal,1990-07-12,68.5,68,Switch,8027,USA,Mixed Martial Artist
5080948,Samuel Bark,Sammon Decker,,,,,,Sweden,
5081041,Sharolayne Almeida,Shell,,,,,,Brazil,
5081279,Mate Kertesz,The Cold-Blooded,1992-10-17,,72,,,Hungary,
5082585,Matthew Gomez,,,,,,,USA,
5083038,Luciano Contini,,1982-12-16,,71,,,Brazil,
5083384,Khetag Pliev,Lion,1984-02-20,,72,,,Canada,
5085104,Skyler Hicks,Sky High,1994-11-26,,,,,USA,
5085249,Yusaku Kinoshita,,2000-08-21,71.0,72,Southpaw,10967,Japan,Striker
5085251,Lydell Poag,,1998-05-27,,75,,81,USA,
5085288,Jeremiah Curtright,,1990-10-08,74.5,72,,,USA,
5085291,Manoel Sousa,Manumito,1997-06-04,69.0,69,,13328,Brazil,
5086848,Raphael Uchegbu,,1995-08-16,73.0,70,,907,England,
5088396,Veronica Santos,Trator,1991-09-03,,72,,7753,Brazil,
5088397,Queila Braga,,1987-06-05,71.0,65,,,Brazil,
5088544,Raheam Forest,Rambo,1997-07-11,73.0,71,Switch,3047,USA,
5088546,Francesco Moricca,,1990-09-08,,70,,,Italy,
5088844,Raul Rosas Jr.,El Niño Problema,2004-10-08,67.0,69,Switch,3448,Mexico,Freestyle
5088845,Vinicius Cenci,Chambinho,1995-11-24,74.0,73,Orthodox,5347,Brazil,
5088846,Emiliano Linares,Golden Bull,1997-04-21,72.5,68,Orthodox,10787,Ecuador,
5088885,Jack Jenkins,Phar,1993-11-03,68.0,67,Switch,11307,Australia,Freestyle
5088886,Daniel Marcos,Soncora,1993-03-07,69.0,67,Orthodox,9967,Peru,Mixed Martial Artist
5088891,Mateus Mendonca,Bocao,1999-01-17,71.5,66,Orthodox,443,Brazil,Brazilian Jiu-Jitsu
5088916,Sam Patterson,,1996-04-30,78.0,75,Orthodox,8907,England,Mixed Martial Artist
5089414,Andrey Augusto,Mineiro,1992-07-10,,67,,11807,Brazil,
5089415,Edvan Reis,Jones,1989-05-10,,72,,,Brazil,
5089416,Jefferson Morais,,,,,,,Brazil,
5089417,Joao Alves,,,,,,,Brazil,
5089418,Diego Oliveira,Macaco,,,,,,Brazil,
5089421,Gabriel Miranda,,,,71,,,USA,
5089425,Eder Martins,,,,,,,Brazil,
5089426,Roque Acosta,,,,68,,,Paraguay,
5089427,Rovilson Nelore,,,,,,,Brazil,
5089428,Fabio Diaz,,,,70,,,Brazil,
5089429,Renan Mendonca Pereira,,1993-03-12,,,,,Brazil,
5089430,Alisson Diego De Souza,,,,,,,Brazil,
5091649,Jeff Jepsen,,1989-09-26,66.0,66,,,USA,
5092398,Nurullo Aliev,Tajik Eagle,2000-12-08,72.0,70,Orthodox,12069,Tajikistan,Freestyle
5092400,Nair Melikyan,Ahalkalakski,1997-08-08,,66,,,Armenia,
5092403,Trey Waters,The Truth,1995-02-21,77.0,77,Orthodox,9667,USA,Striker
5093447,Jarno Errens,,1994-11-17,73.0,71,Orthodox,11287,Netherlands,Mixed Martial Artist
5093484,Montserrat Rendon,Monster,1989-03-16,68.0,68,Orthodox,12547,Mexico,Jiu-Jitsu
5094673,Sergey Malykov,Fantom,,,71,,,Russia,
5094674,Rasul Mamedbekov,,,,,,,Russia,
5094676,Ramazon Amirov,,,,,,,Russia,
5094677,Alexander Grebnev,,1994-08-05,,73,,,Russia,
5094678,Kirill Kryukov,,,,72,,,Russia,
5098308,Cian Cowley,The Warrior,,,74,,,Ireland,
5098309,Ahmed Amir,The Butcher,1992-03-22,,69,,,Bahrain,
5098310,Ahmad El-Ashaal,,,,,,,England,
5098311,Hardeep Rai,,,,,,,England,
5099153,Rod Costa,,,,68,,,Brazil,
5099154,Jason Petropoulos,,,,67,,,Australia,
5099155,Naoya Uchibayashi,,,,,,,Japan,
5099156,Robby Lara,,,,,,,Australia,
5099157,George Milliaras,,,,67,,,Australia,
5099158,Alan Hartley,,,,,,,Australia,
5099361,Kyle Wright,Super Savage,1995-11-16,,71,,7167,USA,
5099709,Arslan Otchiyev,,,,,,,USA,
5099839,Elijah Leggett,The Savage,1996-07-11,,68,,11947,USA,
5101641,Brice Picaud,Lion Kid,1989-05-29,,67,,12107,France,
5101694,Felipe Lima,Jungle Boy,1998-05-07,68.0,66,Orthodox,5961,Brazil,Striker
5101792,Munehiro Fujita,,1981-08-11,,68,,,Japan,
5101884,Wdison Costa de Oliveira,,1994-08-20,,71,,,Brazil,
5102571,Tayron Pedro,,1994-04-21,,65,,,Brazil,
5102573,Wellington Lopes,Nenem,1993-05-18,,66,,6847,Brazil,
5102627,Shauna Bannon,Mama B,1993-10-23,65.0,65,Switch,12307,Ireland,Mixed Martial Artist
5102670,Chi Attoh,,,,,,,Nigeria,
5103718,Qi Yang,,,66.0,67,,,China,
5105169,Reginald Mack,,1995-08-14,,69,,,USA,
5105170,Rogelio Andres Gonzalez Rojas,,,,,,,Colombia,
5105171,Erick Rocha,,,,,,,Brazil,
5109011,Paddy McCorry,Henderson,1997-12-09,75.0,75,,,Ireland,
5109762,Gabriel Santos,Mosquitinho,1996-11-28,70.0,69,Orthodox,5549,Brazil,Mixed Martial Artist
5109867,Jefferson Oliveira,Jerry,1992-08-11,69.5,68,,,Brazil,
5110006,Elves Brener,,1997-09-27,72.5,70,Orthodox,443,Brazil,Brazilian Jiu-Jitsu
5110102,Edson Lourenco,Jaba,1989-10-19,,68,,7527,Brazil,
5110103,Rafael Mendes,Baby,,,,,,Brazil,
5110104,Jadson Moraes,,1993-08-06,,64,,,Brazil,
5110272,Jena Bishop,,1986-02-22,66.0,64,,1165,USA,
5110469,Luana Santos,,2000-04-16,67.0,66,Orthodox,1118,Brazil,Judo
5110471,Rafael do Nascimento,Mulisha,,,64,,1113,Brazil,
5110481,Jameson Oliveira,El Pistoleiro,1991-08-11,,70,,9567,Brazil,
5113314,Bibert Tumenov,Headhunter,1997-04-15,,68,,9328,Russia,
5115163,Emrah Sonmez,Anatolian Wolf,1992-06-26,71.0,70,Orthodox,10347,Turkey,
5115783,Elicardo Pinheiro,Cobra,1986-10-07,,66,,,Brazil,
5116831,Tudor Dermenji,,1992-03-14,,69,,,Moldova,
5119029,Johnatha Guido Dos Santos Silveira,O Prodigio,1993-09-08,,67,,6267,Brazil,
5119536,Eduardo Torres Caut,Cyborg,1995-04-26,70.0,67,Orthodox,,Chile,
5119606,Tuomas Grönvall,The Tank Engine,1994-02-24,65.0,67,,,Finland,
5119609,Mehmosh Raza,The Renegade,,,71,,,Pakistan,
5119699,Abdul Elwahab Saeed,El Diesel,,,70,,,Egypt,
5119703,Yuriy Fedorov,,1992-05-17,,72,,,Russia,
5119740,Steven Koslow,Obi Won Shinobi the Pillow,1997-01-22,69.0,67,Switch,8147,USA,
5119744,Jonathan Ortiz,,1992-11-24,,,,,USA,
5119745,Marcelo Willian,Curica,,,,,,Brazil,
5119751,Alejandro Corrales,Toro,1997-01-31,,70,,,Mexico,
5119752,Dennis Fisher,Fatality,1989-11-13,,71,,147,USA,
5120121,Vitoldas Jagelo,,,,71,,,Lithuania,
