id,name,nickname,date_of_birth,reach_inches,height_inches,stance,team_id,nationality,fighting_style
5120291,Adauto Silva Dos Santos,Cabelo De Fogo,,,65,,,Brazil,
5120293,Rogerio Ferreira Furtado,Garotao,1993-03-10,,67,,11807,Brazil,
5120294,Pedro Paulo Rocha,PQD,1995-12-22,,68,,,Brazil,
5120295,Marcirley Alves,Durin,1999-07-22,67.0,64,,443,Brazil,
5120301,Joshua Van,The Fearless,2001-10-10,65.0,65,Orthodox,912,USA,Freestyle
5120811,Ekaterina Shakalova,,1997-08-31,62.0,62,,11508,Ukraine,
5121190,Josh Streacker,,1992-02-01,72.0,73,,81,USA,
5121342,Brenda Gottig,Arenita,1991-06-18,,,,,Argentina,
5121546,Argen Maratbek Uulu,,1996-03-01,,67,,,Kyrgyzstan,
5121866,Greg Velasco,The Viking King,1993-09-23,70.0,74,Southpaw,12527,USA,
5122175,Klaudia Syguła,,1998-12-30,69.0,68,Orthodox,7347,Poland,Mixed Martial Artist
5122186,Luiz Cesar Da Silva Junior,,1991-09-04,,70,,5776,Brazil,
5122234,Junior Tafa,The Juggernaut,1996-09-21,72.0,75,Orthodox,11547,Australia,Kickboxing
5122238,Mauricio Ruffy,,1996-06-17,75.0,71,Orthodox,10487,Brazil,Striker
5122776,Kushal Vyas,The Maniac,1992-07-27,,67,,,India,
5122777,Joel dos Santos,,1993-02-08,,69,,,Brazil,
5122778,Mikhail Allakhverdian,,1992-04-17,,74,,,Russia,
5122779,Yakub Kediev,,1991-03-25,73.0,69,,,Russia,
5122780,Wulan Muhemaitihali,The Eagle,,,70,,,China,
5122781,Yeshan Yersen,,,,,,,China,
5122782,Jiayidaer Aili,,,,,,,China,
5122794,Nick Fiore,,1997-12-10,72.0,70,Orthodox,7587,USA,Brazilian Jiu-Jitsu
5123216,Francisco Prado,,2002-06-16,69.0,70,Orthodox,12268,Argentina,Street Fighting
5123311,Timmy Cuamba,Twilight,1999-02-08,71.0,69,Orthodox,61,USA,
5123586,Nick Aguirre,Slick,1996-01-15,74.0,69,Southpaw,5993,USA,Freestyle
5123595,Shawn Johnson,The Brutal Noodle,1990-10-29,,67,,,USA,
5123596,Dru Davis-Henry,,1999-08-18,,,,,USA,
5123597,Zac Richard,Rocky,1997-03-24,,72,,,USA,
5123598,Thomas Deleon,,1992-02-26,,70,,,USA,
5123599,Tyler Dehaven,,1996-07-08,,70,,,USA,
5123963,Azamat Bekoev,Kingpin,1995-12-30,72.0,73,,25,Russia,
5123964,Matheus Silva,Teeik,1995-05-11,,66,,7811,Brazil,
5124792,Gabriel Braga,,1998-04-24,72.0,69,,11867,Brazil,
5125178,Rolando Bedoya,The Machine,1997-01-13,74.0,71,Orthodox,8987,Peru,Striker
5125407,Yann Liasse,,1991-01-16,76.0,71,,,Luxembourg,
5125478,Ivan Tena,The Titan,1999-04-01,74.0,72,,23,USA,
5125483,Chris Mecate,,1992-12-04,70.0,69,,13228,USA,
5126213,Jhonata Silva,,1997-04-24,66.5,65,Orthodox,301,Brazil,
5127712,Tiziano Ferranti,The Golden Boy,2000-02-29,,69,,,Italy,
5127939,Soichiro Hirai,,,,,,,Japan,
5127961,Natasha Kuziutina,Kuzya,1989-05-08,64.5,63,,25,Russia,
5127984,Melissa Mullins,No Mess,1991-07-23,68.0,67,Orthodox,6867,England,Mixed Martial Artist
5128900,Dawid Śmiełowski,Krolik,1995-11-20,,73,,7347,Poland,
5129085,Ben Hollier,The Lion,1990-07-24,,69,,,USA,
5129927,Habib Habibov,,,,70,,,Tajikistan,
5132040,Henry Huff,,1991-01-30,,69,,11027,USA,
5132145,Tony Esquivel,,,,67,,,USA,
5132146,Chase Eastham,,1994-08-05,,66,,,USA,
5132147,Devon Jackson,The Relentless DJQuick,1994-12-15,,65,,,USA,
5132148,Francisco Obando,,1992-03-08,,69,,,USA,
5132149,Angelo Trujillo,,1997-10-15,,64,,,USA,
5132150,Mario Suazo,,,,69,,,USA,
5132151,Ivana Petrovic,,1994-06-11,70.0,68,Southpaw,12927,Croatia,Mixed Martial Artist
5132205,Peter Caballero,,1990-01-14,,68,,,USA,
5134400,Brandon Johnson,Bosshogg,1979-01-24,77.0,72,,11027,USA,
5135132,Jiniushiyue,Little King Kong,2000-12-09,68.0,66,Southpaw,6547,China,
5135134,Ronal Siahaan,Naga Sakti,1996-05-05,,67,Southpaw,11787,Indonesia,
5136018,Sayury Canon,,,62.5,61,,2986,Colombia,
5136108,Long Long Xie,,,,,,,China,
5136166,Nick Costello,,,,,,,USA,
5137006,Daermisi Zhawupasi,,1999-09-15,68.0,68,Switch,1021,China,
5137012,Rei Tsuruya,,2002-06-22,68.0,66,Orthodox,4167,Japan,Mixed Martial Artist
5137013,ChangHo Lee,,1994-05-09,69.0,68,Orthodox,13047,Korea,
5137536,Bogdan Gnidko,,2001-01-06,76.0,73,,,Ukraine,
5137747,Taiki Akiba,,1990-04-26,,67,,,Japan,
5137749,Kenta Kubo,,1982-06-11,,67,,,Japan,
5137750,Ryo Araki,,,,65,,10927,Japan,
5137752,Tatsuki Okano,,1996-08-26,,64,,931,Japan,
5138205,Baergeng Jieleyisi,,1995-11-24,70.0,69,Orthodox,7827,China,
5138449,SeongChan Hong,Honey Badger,1989-11-28,,67,Orthodox,826,Korea,
5138450,Rana Rudra Pratap Singh,Ashwathama,1997-05-09,,70,Orthodox,,India,
5138563,Quang Le,Bang,1991-10-18,70.0,66,Orthodox,12287,Vietnam,Freestyle
5138564,Sam Paneitz,Night Night,1998-01-28,65.0,64,,4287,USA,
5138565,Dan Sokolowski,Soko,1984-08-12,,64,,837,USA,
5138566,Austin Robinson,,1998-02-07,,67,,,USA,
5138567,Kyles Vang,Kraze,1992-02-21,,67,,,USA,
5138570,Chang Hyeon Shin,,,,69,,,Korea,
5138571,Kai Xiong,,1997-09-06,,65,Orthodox,,Singapore,
5138572,Sung Joo Hwang,,,,67,,11629,Korea,
5138573,Nigel Archer,,,,64,,,USA,
5138574,Jong Kwan Lee,,1989-12-07,,67,,,Korea,
5138575,Gi Won Kim,,,,,,5952,Korea,
5138583,Zoya Litvinenko,,,,67,,,Ukraine,
5138681,Islam Zhangorazov,,,,,,,Russia,
5138682,Dimitry Andryushko,,1992-01-20,,70,,,Russia,
5138683,Khuseyn Adamov,,,,76,,,Russia,
5139002,Maurice Abevi,,1999-09-21,75.0,72,,966,Switzerland,
5139045,Sara Cova,,1993-12-28,,61,,10787,Mexico,
5139190,Alan Dominguez,Tiburón Blanco,1996-11-21,73.0,72,,,Mexico,
5139205,Jose Luis Alegre,Nano,,,,,,Argentina,
5139206,Genison Furtado,Polar,1993-08-04,,65,,11807,Brazil,
5139556,Talita Alencar,Problem Child,1990-10-17,58.5,61,Orthodox,9967,Brazil,Grappling
5140183,Sal Guerriero,,1996-02-27,,65,,25,USA,
5140184,Wellington Andrade,,,,,,,Brazil,
5140897,Nyamjargal Tumendemberel,Art of Knockout,1998-03-22,71.0,67,Orthodox,13552,Mongolia,Mixed Martial Artist
5140898,Peter Danesoe,The Asian Viking,2000-09-01,68.0,69,Orthodox,,Thailand,
5141887,Cody Beck,Nasty Native,,,72,,,USA,
5141888,Cameron Chism-Brungard,Dark Shark,1993-12-30,,72,,,USA,
5141967,Azat Maksum,Kazakh,1995-05-07,70.0,67,Southpaw,3827,Kazakhstan,Striker
5142132,Jhonasky Sojo,La Maquina,1987-06-27,,69,,,Venezuela,
5142272,Jocimar Ferreira,Pretinho,1979-12-31,,70,,,Brazil,
5143042,Kayck Alencar,Chuck,1994-02-08,,66,,5549,Brazil,
5143189,Mateus Messaros,o Bruxo,,,,,7867,Brazil,
5143223,Zachary Reese,Savage,1994-03-24,77.0,76,Switch,11127,USA,Mixed Martial Artist
5143224,Eli Aronov,The Israeli Tank,1996-06-06,72.0,70,Orthodox,61,Israel,
5143306,Nick Alwag,Relentless,,,68,,,USA,
5143307,Ricky Maynez,Savage Diamond,,,71,,8147,USA,
5143308,Abe Sellers,,,,70,,,USA,
5143309,Luciano Ramos,El Aguila,,,67,,9027,Argentina,
5143330,Fred Zamora,,1991-11-22,,72,,,USA,
5143331,Malik Jahmaze,,,,,,665,Sweden,
5143332,Shahriar Zolfaghari,,1992-01-14,,72,,,USA,
5143333,Felipe dos Santos,Lipe Detona,2000-09-11,70.0,67,Orthodox,443,Brazil,Muay Thai
5143610,Eduardo Diez,Cabelo,1989-11-07,,69,,,Brazil,
5143867,Todd Coppinger,The Savage,1992-04-11,,72,,,USA,
5143868,Michael Joiner,,1986-08-07,,72,,,USA,
5143879,Mateus Rodrigues Gloria,Neguinho,1992-12-05,,65,,,Brazil,
5143888,Eduarda Moura,Ronda,1994-02-28,66.0,66,Orthodox,12029,Brazil,"Wrestling,Brazilian Jiu-Jitsu"
5143889,Hugo Paiva,Pequeno,1997-11-07,,65,,,Brazil,
5143890,Marcos Degli,Tailandes,2000-05-13,,66,,12068,Brazil,
5143891,Davi Almeida,Peste Negra,1996-12-18,,,,,Brazil,
5143892,Thiago Silva Nascimento,Salvaterra,1997-11-13,,65,,,Brazil,
5143893,Damiao Ramos Vasconcelos,Juca,,,66,,,Brazil,
5143896,Danilo Anderson de Carvalho,,1994-09-12,,64,,,Brazil,
5143898,Roberto Fernandes,Bull Terrier,1996-09-24,,67,,,Brazil,
5144007,Tom Nolan,Big Train,2000-03-08,73.0,75,Southpaw,12727,Australia,Ninja
5144008,Payton Talbott,,1998-09-09,70.5,70,Switch,12027,USA,Mixed Martial Artist
5144066,Kevin Borjas,El Gallo Negro,1997-12-06,68.0,65,Orthodox,5964,Peru,Mixed Martial Artist
5144068,Cesar Almeida,Cesinha,1988-03-28,74.0,73,Orthodox,7027,Brazil,Kickboxing
5144312,Luis Pajuelo,Corazón de Leon,1994-12-12,69.5,70,Orthodox,12428,Peru,Mixed Martial Artist
5144319,Rainn Guerrero,Purple,1992-05-13,65.0,66,Orthodox,12469,USA,
5144320,Cameron Smotherman,The Baby-Faced Killa,1997-09-17,69.0,69,Orthodox,4448,USA,
5144971,Wuziazibieke Jiahefu,Prairie Kitty,1990-04-09,70.0,69,Orthodox,,China,
5144982,Bulat Kiyalov,,,,69,,,Kazakhstan,
5145018,Namsrai Batbayar,,2000-03-22,,66,,,Mongolia,
5145019,Janchivnyambuu Munkhchuluun,,,,67,,,Mongolia,
5145020,Munkhdelger Bat-Erdeen,,,,67,,,Mongolia,
5145021,Temuulen Algirmaa,,,,,,,Mongolia,
5145022,Urtnasan Damdinragchaa,,,,64,,,Mongolia,
5145494,Patricia Alujas,The Angel,1996-05-08,64.0,64,Orthodox,5549,Paraguay,
5145495,Stephanie Luciano,Rondinha,1999-12-16,65.5,66,Orthodox,4948,Brazil,Muay Thai
5145496,Igor Severino,,2003-04-21,69.5,67,Orthodox,443,Brazil,Mixed Martial Artist
5145497,Jhonata Diniz,,1991-06-23,79.5,76,Orthodox,12488,Brazil,Kickboxing
5145498,Shamil Gaziev,,1990-02-10,78.5,76,Orthodox,10107,Bahrain,Mixed Martial Artist
5145632,Pavel Dailidko,The Experiment,1991-07-14,,76,,,England,
5145633,Kirill Kornilov,,1991-04-25,,77,,,Russia,
5145634,Aleksandr Kolomytsev,,,,,,,Russia,
5145635,Grigoriy Ponomarev,Grizzly,1995-07-18,,78,,,Russia,
5145636,Murad Adyrbaev,,,,,,,Tajikistan,
5145637,Alexey Druzhinin,,,,,,,Belarus,
5145638,Vladislav Kozlovskiy,,,,71,,,Belarus,
5145639,Artur Bunkov,,,,,,,Russia,
5145640,Denis Gvozdev,,,,,,,Belarus,
5145645,Viviane Adne,,,,,,,Brazil,
5145646,Tainara Santos,,,,,,,Brazil,
5145647,Michele dos Santos Oliveira,,1995-05-12,,64,,301,Brazil,
5145648,Aline Oliveira,Pitbull,1999-01-22,,63,,,Brazil,
5145649,Karina Aryadne,,1996-07-15,,66,,,Brazil,
5145681,Kevin Vallejos,El Chino,2001-12-08,68.0,67,Switch,12028,Argentina,
5145682,Bolaji Oki,The Zulu Warrior,1995-11-15,73.0,70,Orthodox,12047,Belgium,Mixed Martial Artist
5145683,Heber Federico Pereyra,,1992-12-18,,,,,Argentina,
5145684,Joans Lorca,El Demoledor,1992-01-07,,66,,,Chile,
5145685,Matias Ponce,,,,,,,Argentina,
5145686,Malambo Pelaez,,,,,,,Peru,
5145687,Mike Davidson,,1998-07-19,,70,,301,Brazil,
5145688,Flavio Hurtado,,,,,,,Peru,
5145766,Jean Silva,Lord,1996-12-27,69.0,67,Orthodox,10487,Brazil,Striker
5146055,Shahin Najafi,White Wolf,,,,,,Iran,
5146056,Valdemir Cardoso,,,,,,,Brazil,
5146057,Tiago Souza,,1982-08-31,,67,,,Brazil,
5146058,Adriano Souza,Smeagol,1985-09-19,,70,,,Brazil,
5146059,Muniz Martins dos Santos,,1990-07-06,,66,,,Brazil,
5146060,Gabriel Schlupp de Lima,,,,64,,,Brazil,
5146061,Lucas Vinicius Razalkiewicz,Cabeca,1994-05-04,,66,,,Brazil,
5146062,Anderson Renan Kraus,,,,,,,Brazil,
5146063,Lorenzo Rodrigues,,1996-06-30,,70,,,Brazil,
5146086,Manoel Rodrigues,Junior,1993-02-20,,64,,,Brazil,
5146087,Lucas Kenner,Xaropinho,1991-02-12,,,,,Brazil,
5146088,Davi Souza,,1996-12-18,,68,,,Brazil,
5146089,Wellington Rocha,Tonzinho,,,,,,Brazil,
5146090,Gabriel Rodrigues,Maizena,1999-03-19,,65,,,Brazil,
5146091,Jhonatas Souza,,1999-10-22,,63,,,Brazil,
5146092,Jean Carlos Santino,,1997-05-02,,63,,,Brazil,
5146178,Sebastien Di Franco,,1994-05-28,,70,,,Belgium,
5146179,Jordan Beljic,,,,,,,France,
5146180,Fayad Djoumoi,,1994-07-20,,,,,France,
5146181,Assis Silva,,,,,,,Brazil,
5146211,Michael Garcia,The Animal,1994-02-08,,69,,,USA,
5146214,Trever Bradshaw,,1987-07-26,,70,,,USA,
5146215,Chris Sherley-Rios,,1991-01-29,,68,,,USA,
5146229,Serhiy Sidey,,1996-07-04,72.0,71,Switch,12467,Ukraine,Freestyle
5146278,Lucas Rocha,Fenômeno,2000-08-12,64.0,63,Orthodox,9567,Brazil,Muay Thai
5146617,Elijones Pereira Da Silva,Lorinho,1998-01-21,,67,,,Brazil,
5146618,Alan Bruno de Souza,Bruninho,1995-01-08,,63,,,Brazil,
5146620,Jhonata De Souza Peres,Showtime Peres,1994-12-21,,64,,,Brazil,
5146621,Warllem Silva Azevedo,Lobo,1993-09-03,,64,,,Brazil,
5146622,Jhon Wilhames de Alencar,,1994-09-12,,66,,,Brazil,
5146623,Antonio Santos da Silva,Bigfoot,1993-07-04,,65,,,Brazil,
5146624,Alex Chagas da Costa,,1987-03-04,,65,,,Brazil,
5146625,Wallafy de Paulo,Muuh,1993-10-04,,65,,,Brazil,
5146626,Michel Costa,,,,,,,Brazil,
5146627,Alex Oliveira da Silva,Malandrinho,1994-07-05,,65,,,Brazil,
5146629,Jackson Maciel Santos,,1991-10-20,,65,,,Brazil,
5146799,Marjorie Barragan,Brutal,1992-05-12,,,,,Brazil,
5146800,Djulia Ariana,,,,67,,,Brazil,
5146801,Waleska Sousa,,1997-09-30,,64,,,Brazil,
5146802,Bartira Rodrigues,,,,,,443,Brazil,
5146930,Andreina Reis,China Muay Thai,1996-01-06,,64,,11807,Brazil,
5147099,Oscar Galvan,,,,,,,Mexico,
5147110,Meruert Ibraeva,,,,67,,,Kazakhstan,
5147111,Gorel Zutova,Queen of the Cage,1985-04-08,,64,,,Azerbaijan,
5147112,Oksana Pavlovskaya,Pearl,,,67,,,Russia,
5147245,Robbie Ring,Razor,2000-07-14,68.0,69,Orthodox,12429,USA,
5147389,Valter Walker,The Clean Monster,1997-12-14,78.5,78,Orthodox,7968,Brazil,Mixed Martial Artist
5147395,Bunyod Akulov,,,,,,,Tajikistan,
5147396,Ruslan Medzhidov,,,,73,,,Azerbaijan,
5147397,Andrey Zhukovsky,,,,,,,Belarus,
5147398,Aybek Kobenov,,,,,,,Kyrgyzstan,
5147399,Denis Kazakov,,,,,,,Russia,
5147400,Kertis Sakha Toyem,,,,,,,Cameroon,
5147401,Dmitriy Plyukhov,,,,77,,,Russia,
5147737,Lone'er Kavanagh,,1999-06-09,67.0,64,Orthodox,10347,England,
5148313,Sanaa Mandar,,,,64,,,Morocco,
5148314,Juliet Chukwu,,1995-10-10,,63,,,Nigeria,
5148318,Asmaa Abach,,,,,,,Morocco,
5148677,Terrence Mitchell,Terr-Bear,1989-12-30,74.0,70,Orthodox,8668,USA,Mixed Martial Artist
5148712,Eduard Arustamyan,Groznenskiy,1987-12-21,,,,,Russia,
5148713,Leonid Antonov,,,,,,,Russia,
5148714,Altynbek Arykbaev,,,,,,,Kyrgyzstan,
5148715,Oleg Dadonov,Good Soul,1993-06-08,,72,,,Russia,
5148722,Erzhan Kenzhegulov,,,,,,,Kazakhstan,
5148723,Amhad Dzhanchuraev,Nohcho,1995-04-08,,71,,,Kazakhstan,
5148725,Almanbet Nuraly,Storm,,,71,,,Kyrgyzstan,
5148726,Magomed Abdulvagabov,,,,74,,,Russia,
5148727,Dzhokhar Duraev,,1995-11-05,,73,,,USA,
5148728,Aylchi Sultanali,,,,,,,Kyrgyzstan,
5148730,Ramazan Gimbatov,,,,,,,Kyrgyzstan,
5148731,Arman Alimov,,,,70,,,Kazakhstan,
5148732,Suyarbek Saifov,,,,,,,Tajikistan,
5148733,Daniyar Abdibaev,Doni,,,69,,,Kyrgyzstan,
5148734,Orzubek Seytimbetov,,,,,,,Kazakhstan,
5148735,Anvar Chergesov,,,,70,,,Russia,
5148736,Elshon Muhtarov,,,,,,,Kazakhstan,
5148737,Aziz Ibragimov,,,,,,,Tajikistan,
5148808,Hector Lerma,,,,,,,,
5148809,Zach Eastlick,Babybear,1991-08-21,,67,,,USA,
5148810,Henry Dehling,,,,,,,,
5148811,Nick Belka,Tyrant,,,,,,USA,
5148812,Luke Shelley,,,,,,,,
5148813,Adam Dittman,,,,,,,USA,
5148814,Jacob Rukovishnikoff,,,,,,,,
5148815,Randall Patterson,Superboy,,,,,,USA,
5148816,Travis Zenk,,,,,,,USA,
5148817,Christian Alexander,,,,,,,USA,
5148850,Darren Whitney,D-Day,1990-06-06,75.0,75,,102,USA,
5149147,Ernesta Kareckaite,Heavy-Handed,1998-06-05,71.0,69,Orthodox,12567,Lithuania,Mixed Martial Artist
5149436,Kasey Tanner,,1992-01-11,69.0,67,Orthodox,5795,USA,
5149437,Murtaza Talha,,1996-07-10,74.0,72,Orthodox,10107,Bahrain,
5149439,Jean Matsumoto,,1999-09-09,68.5,66,Orthodox,7709,Brazil,Mixed Martial Artist
5149440,Magomed Gadzhiyasulov,,1993-11-04,75.5,74,Orthodox,10107,Bahrain,Kickboxing
5149442,Davi Bittencourt,The Black,1994-10-12,65.0,65,Orthodox,5771,Brazil,
5149547,Tracy Reeder,,1999-04-13,73.5,71,,,USA,
5149714,Magomed Magomedshapiev,,,,,,,,
5149715,Dinislam Ismailov,,,,,,,,
5149716,Vlad Uruksanov,,,,,,,,
5149717,Norik Tadevosyan,,,,,,,,
5149718,Vadim Litvin,,,,,,,,
5149731,Marlon Basilio,,1997-07-26,,66,,,Brazil,
5149732,Inaildo Santos,,1995-12-08,65.0,64,,5792,Brazil,
5149733,Adriano Florencio,Nasa,1984-05-04,,68,,,Brazil,
5149734,Guilherme Miranda,Revira,1999-07-14,,69,,,Brazil,
5149735,Fabio Perpetua,,,,66,,,Brazil,
5149736,Caio Santos,,1997-03-31,,,,,Brazil,
5149737,Rodrigo Ayala,La Cobra,1996-05-13,,66,,,Paraguay,
5149738,Peterson Santana,,,,,,,Brazil,
5150146,Kendrick Mendez,,,,,,,USA,
5150147,De'Alonzio Jackson,DJ,,,,,,USA,
5150152,Christien Savoie,The Tiger,1992-08-29,72.0,71,Orthodox,9687,Canada,
5152104,Nurlan Toktobakiev,,,,,,,Kyrgyzstan,
5152105,Taro Blaglo,,,,,,,Estonia,
5152106,Ivan Lunechka,,,,,,,Russia,
5152107,Dmitry Soloviev,,,,74,,,Russia,
5152108,Biksultan Sabyrzhanov,,,,,,,Kyrgyzstan,
5152109,Bogdan Guskov,Czarevitch,1992-09-12,76.0,75,Orthodox,7968,Uzbekistan,Mixed Martial Artist
5152138,Danny Barlow,LEFTHAND2GOD,1995-08-02,79.0,74,Southpaw,12247,USA,Mixed Martial Artist
5152139,Jimmy Kim,,,,67,,,USA,
5152140,Caleb Crump,,1992-07-23,,72,,2066,USA,
5152141,Jonathan Piersma,Warhawk,1996-03-03,73.0,71,Orthodox,,USA,
5152409,Ramon Taveras,The Savage,1994-01-09,70.0,68,Southpaw,10960,USA,Mixed Martial Artist
5152499,Alex Arteaga,The Lemon Killer,1997-10-28,,,,866,Ecuador,
5152931,Yanis Ghemmouri,The Desert Warrior,1995-01-24,69.0,69,Orthodox,7547,France,Mixed Martial Artist
5152941,Jordan Carriere,,,,,,,,
5152942,Federico Iannello,,,,,,,,
5152943,Umarali Akmatov,,,,,,,,
5152944,Davide Bufalino,,,,,,,,
5152949,Vladislav Novitsky,,,,,,,,
5157247,Manolo Zecchini,Angelo Veneziano,1996-10-22,68.0,68,Orthodox,81,Italy,
5157251,Sufiev Karomatullo,,,,,,,Tajikistan,
5157252,Guilherme Neto,,,,,,,Portugal,
5157253,Danny Mathiasen,,,,,,,Denmark,
5157254,Tiziano Alquati,,,,67,,,Italy,
5157255,Dennis Coste,,,,70,,,Romania,
5157256,Alex Giacobazzi,,,,66,,,Italy,
5157668,MarQuel Mederos,,1996-11-30,69.5,70,Orthodox,1005,USA,
5157669,Andre Lima,Mascote,1999-02-04,67.5,67,Orthodox,12188,Brazil,Kickboxing
5157680,El J Portee,Eyes Closed,1995-04-01,,68,,,USA,
5157697,Jonathon Moskowitz,,1996-03-18,,69,,,USA,
5157700,Santiago Guzman,The Scorpion King,1992-10-22,,69,,7814,Colombia,
5157702,Justice Lamparez,The Gavel,,,68,,,USA,
5157817,Jose Daniel Medina,Chicho,1991-05-17,74.5,72,Orthodox,13189,Bolivia,Boxing
5158159,Cristiano Cruz,Greco,1992-06-15,,69,,,Brazil,
5158160,Shinsuke Kamei,,1997-01-02,,72,,1545,Japan,
5158161,Douglas Felipe,He-Man,,,67,,,Brazil,
5158162,Gean Lobor,,1989-08-09,,68,,,Brazil,
5158163,Diego Pacheco,,,,,,,Brazil,
5158164,Maximiliano Adrian Aldao,Maximus,,,67,,,Argentina,
5158165,Antonio Marcos Pereira,,,,,,,Brazil,
5158166,Diego Peao,,1988-01-19,,70,,,Brazil,
5158167,Valfredo Carranca,,1993-03-26,,,,,Brazil,
5158168,Wolney Cunha,,,,,,301,Brazil,
5158169,Robson da Mata,,,,,,,Brazil,
5158170,Antonio Da Silva Tavares,Titan,1993-09-24,,67,,1017,Brazil,
5158171,Jose Neto,,,,,,,Brazil,
5158172,Murilo Marques,,,,71,,,Brazil,
5158173,Leandro Livio,,1984-05-28,,,,,Brazil,
5158174,Ismael Tiburtino,,,,,,,Brazil,
5158175,Pitter Guedes,,,,,,,Brazil,
5158176,Thiago de Souza,,,,,,,Brazil,
5158320,Fernando Filho,,1996-11-07,,75,,3627,Brazil,
5158323,Marlon de Souza,,,,,,,,
5158327,Wendson Santos,,,,,,,,
5158332,Lucas Costa Jesus,,,,,,,,
5158333,Derlan Marinho,,,,,,,,
5158334,Brenno Silva,,,,,,,,
5158335,Corneliu Rotaru,,,,,,,,
5159941,Guangmei Han,,1997-10-03,,67,,9708,China,
5159959,Ravena Oliveira,Kenoudy,1997-02-20,65.0,65,Orthodox,7811,Brazil,Striker
5160425,Samuel Kristofic,Pirat,,,,,,Slovakia,
5160426,Abdel Rahmane Driai,,,,72,,,Algeria,
5160427,Zdenek Polivka,Game Over,1998-04-02,,73,,,Czechia,
5160428,Jacek Jedraszczyk,,,,,,,Poland,
5160429,Artur Kaminski,,,,,,,Poland,
5160430,Mateusz Rycak,,,,,,,Poland,
5160431,Dawid Nowak,,,,,,,Poland,
5160432,Mateusz Pogudz,,,,,,,Poland,
5160433,Pawel Krzeszowiec,,,,,,,Poland,
5162707,Sam McNally,,,,,,,,
5162709,James O'Brien,,,,,,,,
5162711,Mat Myers,,,,,,,,
5162712,Paul McMah,,,,,,,,
5162713,Saied Fatahifar,,,,,,,,
5162714,Kaleb Rideout,Krazy Horse,1997-06-19,73.0,74,,,Australia,
5162715,James Craughwell,,,,,,,New Zealand,
5163521,Thierry Lucas,,1997-12-26,,,,11807,Brazil,
5163522,John David,,1992-05-01,,70,,,Brazil,
5163523,Vitor Morais,,1996-08-09,,72,,,Brazil,
5163525,Jose Cardoso,,,,,,,Brazil,
5163526,Mauricio Maciel Correia Jr.,,,,,,,Brazil,
5163527,Juliano Paes dos Santos Vieira,,,,,,,Brazil,
5163528,Edney Fequettia,,1984-12-09,,68,,,Brazil,
5164298,Simone da Silva,Mulher Gato,1983-08-06,,64,,,Brazil,
5164299,Raquel de Andrade,,,,67,,,Brazil,
5164300,Sheila Amaral,Storm,1998-08-01,,,,,Brazil,
5164301,Gabriele Santana,Gabi Maquina,1992-03-09,,66,,,Brazil,
5164302,Edjane Agostinho,,2002-06-23,,,,,Brazil,
5164303,Rosy Angela de Jesus,Malvadeza,1991-11-11,,64,,,Brazil,
5164304,Amanda Ferreira,Snake,1992-09-01,,65,,,Brazil,
5164712,Cristmi Niero,,1984-08-09,,65,,,Brazil,
5164713,Ana Paula,Furacao,1992-12-21,,66,,,Brazil,
5164714,Mariana Piccolo,Mari,2002-11-22,,64,,,Brazil,
5165400,Dan Stevenson,,1988-06-22,,70,,,USA,
5172117,Jose Arly,,1994-08-03,,,,,Brazil,
5172118,Luann Sardinha,Panterinha,1996-09-26,,68,,443,Brazil,
5172120,Eduardo Santiago,Tubarao,1986-01-15,,68,,,Brazil,
5172121,Luiz Felipe Oliveira,,,,71,,,Brazil,
5172122,Emanuel Souza,,1983-08-05,,65,,,Brazil,
5172124,Kauê Fernandes,,1995-03-17,73.0,69,Orthodox,301,Brazil,Freestyle
5172179,Carli Judice,Crispy,1999-03-02,68.0,67,Southpaw,11927,USA,
5172346,Adonis Saucedo,,1995-05-06,,68,,,Mexico,
5172347,Trevor Anderson,The American Brawler,1989-11-16,,70,,,USA,
5172980,Gutembergue Souza da Silva,,,,,,,Brazil,
5174542,Wanying Xu,,,65.0,64,,,China,
5175571,Jhon Costa,,,,,,,,
5175572,Robert Best,,,,,,,,
5175573,Joey Sanchez,,,,,,,,
5175574,Dion Rubio,,,,,,,,
5178137,William de Tarcio,Salvador,1990-08-12,,67,,,Brazil,
5178155,Anastasia Feofanova,,1989-11-06,,67,,,Russia,
5178160,Tenzin Pema,Tibetan Tigress,1994-12-25,,62,,,India,
5178161,Jojo Rajkumari,Cobra Queen,,,63,,,India,
5178162,Hannah Kampf,,1990-10-27,,66,,,USA,
5178163,Ishu Sood,,,,60,,,India,
5179657,Andreeas Binder,Judoka,1996-09-13,,72,,5087,Romania,
5179675,Walid Laidi,King of the Desert,1994-05-13,,69,,,France,
5180490,Patrick Lehane,The Leech,1999-08-17,,67,,,Ireland,
5180491,Samuel Blasco,Yan,1995-11-25,,69,,,Spain,
5188022,Reece McEwan,,1995-01-29,,67,,,Scotland,
5189560,Robelis Despaigne,The Big Boy,1988-09-09,84.0,79,Orthodox,12849,Cuba,Taekwondo
5193166,Aireon Tavarres,The Hyphy Kid,1992-11-18,74.0,73,,61,USA,
5195171,Cesar Vazquez,,,,67,,,Mexico,
5195173,Jaime Londono,Kraken,1994-01-09,,68,,,Mexico,
5196459,Bekzat Almakhan,The Turan Warrior,1997-10-08,68.0,67,Orthodox,,Kazakhstan,Karate
5196625,Yan Ferraz,,,,62,,,Brazil,
