id,pk,slug,name,nickname,date_of_birth,height_centimeters,reach_inches,leg_reach_inches,fighting_style,stance,nationality
RmlnaHRlck5vZGU6NjExMA==,6110,pawel-pawlak-6110,Pawel Pawlak,Plastinho,1989-02-08,182.9,73.0,,,,Poland
RmlnaHRlck5vZGU6NjExMQ==,6111,ray-borg-6111,Ray Borg,The Tazmexican Devil,1993-08-04,162.6,63.0,36.0,Grappler,Orthodox,United States
RmlnaHRlck5vZGU6NjExMg==,6112,richard-walsh-6112,Richard Walsh,Filthy Rich,1988-12-01,182.9,73.0,,Striker,Orthodox,Australia
RmlnaHRlck5vZGU6NjExMw==,6113,rodrigo-goiana-de-lima-6113,Rodrigo Goiana de Lima,Monstro,1991-03-03,175.3,75.0,,,,Brazil
RmlnaHRlck5vZGU6NjExNA==,6114,roger-zapata-6114,Roger Zapata,Viva,,180.3,,,,,United States
RmlnaHRlck5vZGU6NjExNQ==,6115,roldan-sangcha-an-6115,Roldan Sangcha-an,The Executioner,1990-12-04,162.6,65.0,,,,Philippines
RmlnaHRlck5vZGU6NjExNg==,6116,roman-salazar-6116,Roman Salazar,El Gallito,1988-02-21,170.2,67.5,,,,United States
RmlnaHRlck5vZGU6NjExNw==,6117,ron-stallings-6117,Ron Stallings,The Choir Boy,1983-02-25,182.9,,,,,United States
RmlnaHRlck5vZGU6NjExOA==,6118,ruan-potts-6118,Ruan Potts,Fangzz,1978-02-23,188.0,75.0,,Striker / Grappler,Orthodox,South Africa
RmlnaHRlck5vZGU6NjExOQ==,6119,sean-strickland-6119,Sean Strickland,Tarzan,1991-02-27,185.4,76.0,41.0,Striker / BJJ Grappler,Orthodox,United States
RmlnaHRlck5vZGU6NjEy,612,rich-clementi-612,Rich Clementi,No Love,1977-03-31,175.0,73.0,,,Southpaw,United States
RmlnaHRlck5vZGU6NjEyMA==,6120,shamil-abdurakhimov-6120,Shamil Abdurakhimov,Abrek,1981-09-02,190.5,76.0,41.0,Striker,Orthodox,Russia
RmlnaHRlck5vZGU6NjEyMQ==,6121,tiago-dos-santos-e-silva-6121,Tiago dos Santos e Silva,Trator,1987-03-12,175.3,70.5,41.0,Striker / Bjj Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6NjEyMg==,6122,timothy-johnson-6122,Timothy Johnson,,1985-03-13,190.5,78.0,42.0,Wrestler,Southpaw,United States
RmlnaHRlck5vZGU6NjEyMw==,6123,valerie-letourneau-6123,Valerie Letourneau,Trouble,1983-04-29,170.2,68.5,37.0,Striker,Orthodox,Canada
RmlnaHRlck5vZGU6NjEyNA==,6124,valmir-lazaro-6124,Valmir Lazaro,Bidu,1985-08-15,182.9,73.0,,,,Brazil
RmlnaHRlck5vZGU6NjEyNQ==,6125,vitor-miranda-6125,Vitor Miranda,Lex Luthor,1979-03-10,185.4,77.0,43.0,Striker,Orthodox,Brazil
RmlnaHRlck5vZGU6NjEyNg==,6126,wendell-de-oliveira-marques-6126,Wendell de Oliveira Marques,War Machine / Negao,1983-06-01,180.3,72.0,,,,Brazil
RmlnaHRlck5vZGU6NjEyNw==,6127,zhuikui-yao-6127,Zhuikui Yao,The Conqueror,1991-02-07,170.0,64.5,,Striker / Wrestler,Orthodox,
RmlnaHRlck5vZGU6NjEyOA==,6128,aaron-phillips-6128,Aaron Phillips,The Model,1989-08-05,175.3,69.0,,Striker,Southpaw,United States
RmlnaHRlck5vZGU6NjEyOQ==,6129,albert-cheng-6129,Albert Cheng,,1985-02-07,180.3,70.5,,,,Canada
RmlnaHRlck5vZGU6NjEz,613,wes-combs-613,Wes Combs,Soldier,1973-06-18,188.0,,,,Orthodox,USA
RmlnaHRlck5vZGU6NjEzMA==,6130,alberto-mina-6130,Alberto Mina,Soldier of God,1982-05-02,182.9,77.5,,Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6NjEzMQ==,6131,alejandro-perez-6131,Alejandro Perez,El Diablito,1989-09-02,167.6,67.0,,,,Mexico
RmlnaHRlck5vZGU6NjEzMw==,6133,alex-oliveira-6133,Alex Oliveira,Cowboy,1988-02-21,180.3,76.0,43.0,Striker / Bjj Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6NjEzNA==,6134,alexis-dufresne-6134,Alexis Dufresne,Sneaky Zebra,1990-08-31,175.3,68.5,,,,United States
RmlnaHRlck5vZGU6NjEzNQ==,6135,andy-enz-6135,Andy Enz,Tank Mode,1991-08-15,190.5,78.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NjEzNg==,6136,antonio-carlos-jr-6136,Antonio Carlos Jr.,Cara de Sapato,1990-03-16,185.4,79.0,42.0,BJJ Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6NjEzNw==,6137,antonio-dos-santos-jr-6137,Antonio dos Santos Jr.,Junior Alpha,1988-07-21,177.8,72.0,,,,Brazil
RmlnaHRlck5vZGU6NjEzOA==,6138,anying-wang-6138,Anying Wang,Smiley,1991-04-04,182.9,74.0,,Striker,Orthodox,China
RmlnaHRlck5vZGU6NjEzOQ==,6139,augusto-montano-6139,Augusto Montano,Dodger,1984-10-25,188.0,73.0,,,,Mexico
RmlnaHRlck5vZGU6NjI0,624,marcus-davis-624,Marcus Davis,The Irish Hand Grenade,1973-08-24,177.8,70.0,,Striker,Southpaw,United States
RmlnaHRlck5vZGU6NjI0NTg=,62458,sean-sharaf-62458,Sean Sharaf,The Smoke,,188.0,77.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NjI0Ng==,6246,curtis-millender-6246,Curtis Millender,Curtious,1987-12-01,190.5,76.0,45.0,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NjI1,625,rick-davis-625,Rick Davis,,,,,,,,USA
RmlnaHRlck5vZGU6NjI2,626,jason-day-626,Jason Day,Dooms,1981-05-19,183.0,72.0,,,Orthodox,Canada
RmlnaHRlck5vZGU6NjI3,627,edilberto-de-oliveira-627,Edilberto de Oliveira,Crocota,1982-11-22,183.0,,,,,Brazil
RmlnaHRlck5vZGU6NjI3Mg==,6272,lina-lansberg-6272,Lina Lansberg,Elbow Queen,1982-03-13,167.6,65.5,,Striker,Orthodox,Sweden
RmlnaHRlck5vZGU6NjI3Mw==,6273,livinha-souza-6273,Livinha Souza,The Brazilian Gangster,1991-03-11,162.6,63.0,,Well Rounded,Southpaw,Brazil
RmlnaHRlck5vZGU6NjI3Nw==,6277,mark-striegl-6277,Mark Striegl,Mugen,1988-06-23,172.7,70.0,,Grappler,Southpaw,Philippines
RmlnaHRlck5vZGU6NjI4,628,rolando-delgado-628,Rolando Delgado,The Crazy Cuban,1981-11-22,193.0,76.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NjI5,629,jason-dent-629,Jason Dent,Dynamite,1980-06-12,175.0,70.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NjI5NQ==,6295,ryan-spann-6295,Ryan Spann,Superman,1991-08-24,195.6,79.0,41.0,Striker / Bjj Grappler,Southpaw,United States
RmlnaHRlck5vZGU6NjI5OA==,6298,sijara-eubanks-6298,Sijara Eubanks,Sarj,1985-04-27,160.0,67.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NjI=,62,jimmie-rivera-62,Jimmie Rivera,El Terror,1989-06-29,163.0,68.0,37.0,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NjIw,620,paul-creighton-620,Paul Creighton,,1970-07-04,168.0,,,,Southpaw,USA
RmlnaHRlck5vZGU6NjIwMA==,6200,rob-font-6200,Rob Font,,1987-06-25,172.7,71.5,38.0,Striker / BJJ Grappler,Orthodox,United States
RmlnaHRlck5vZGU6NjIwMQ==,6201,rocky-lee-6201,Rocky Lee,,1987-04-08,175.3,68.0,,,,Taiwan
RmlnaHRlck5vZGU6NjIwMg==,6202,rodolfo-rubio-perez-6202,Rodolfo Rubio Perez,Fito,1987-01-29,165.1,66.0,,,,Mexico
RmlnaHRlck5vZGU6NjIwMw==,6203,ruslan-magomedov-6203,Ruslan Magomedov,Leopard,1986-11-26,190.5,78.0,,,Orthodox,Russia
RmlnaHRlck5vZGU6NjIwNA==,6204,seo-hee-ham-6204,Seo Hee Ham,Hamderlei Silva,1987-03-08,157.5,62.0,35.0,Striker,Southpaw,South Korea
RmlnaHRlck5vZGU6NjIwNg==,6206,shane-campbell-6206,Shane Campbell,Shaolin,1988-01-21,182.9,74.0,,,Orthodox,Canada
RmlnaHRlck5vZGU6NjIwNw==,6207,shinsho-anzai-6207,Shinsho Anzai,Animal,1985-12-01,175.3,69.0,,,,Japan
RmlnaHRlck5vZGU6NjIwOA==,6208,steve-bosse-6208,Steve Bosse,The Boss,1981-07-29,180.3,74.0,40.0,Striker,Orthodox,Canada
RmlnaHRlck5vZGU6NjIwOQ==,6209,takenori-sato-6209,Takenori Sato,,1985-06-08,177.8,71.0,,Grappler,Southpaw,Japan
RmlnaHRlck5vZGU6NjIx,621,rich-crunkilton-621,Rich Crunkilton,Cleat,1979-11-25,170.0,,,,,United States
RmlnaHRlck5vZGU6NjIxMQ==,6211,vik-grujic-6211,Vik Grujic,The Spartan,1977-02-06,182.9,73.0,,,,Australia
RmlnaHRlck5vZGU6NjIxMg==,6212,wagner-silva-gomes-6212,Wagner Silva Gomes,Wagnao,1987-02-07,182.9,71.5,,,,Brazil
RmlnaHRlck5vZGU6NjIxMw==,6213,wang-sai-6213,Wang Sai,The Fire Kylin,1986-01-16,182.9,71.0,,Striker / BJJ Grappler,Orthodox,China
RmlnaHRlck5vZGU6NjIxNA==,6214,warlley-alves-6214,Warlley Alves,,1991-01-04,180.3,72.0,,Striker / BJJ Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6NjIxNQ==,6215,yair-rodriguez-6215,Yair Rodriguez,Pantera,1992-10-06,180.3,71.0,41.0,Striker,Southpaw,Mexico
RmlnaHRlck5vZGU6NjIxNg==,6216,yui-chul-nam-6216,Yui Chul Nam,The Korean Bulldozer,1981-07-16,175.3,69.5,,Striker,Orthodox,South Korea
RmlnaHRlck5vZGU6NjIxNw==,6217,yuta-sasaki-6217,Yuta Sasaki,Ulka,1989-10-07,177.8,71.0,42.0,BJJ Grappler,Southpaw,Japan
RmlnaHRlck5vZGU6NjIxOA==,6218,zubaira-tukhugov-6218,Zubaira Tukhugov,Warrior,1991-01-15,172.7,68.0,,Striker,Orthodox,Russia
RmlnaHRlck5vZGU6NjIy,622,luke-cummo-622,Luke Cummo,The Silent Assassin,1980-04-27,183.0,74.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NjIyMw==,6223,albert-morales-6223,Albert Morales,The Warrior,1991-05-25,175.3,71.0,39.0,Striker / Bjj Grappler,Orthodox,United States
RmlnaHRlck5vZGU6NjIyNw==,6227,alexandre-pantoja-6227,Alexandre Pantoja,The Cannibal,1990-04-16,166.0,70.0,36.0,Striker / Bjj Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6NjIz,623,mac-danzig-623,Mac Danzig,,1980-01-02,173.0,70.0,,Well Rounded,Orthodox,United States
RmlnaHRlck5vZGU6NjIzOQ==,6239,bojan-velickovic-6239,Bojan Velickovic,Veli,1988-12-18,181.0,76.0,41.0,Well Rounded,Southpaw,Serbia
RmlnaHRlck5vZGU6NjM0,634,cb-dollaway-634,C.B. Dollaway,The Doberman,1983-08-10,188.0,75.0,42.0,Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6NjM0Mg==,6342,dominic-waters-6342,Dominic Waters,Sho Nuff,,185.4,79.0,,,,United States
RmlnaHRlck5vZGU6NjM1,635,rafael-dos-anjos-635,Rafael dos Anjos,RDA,1984-10-26,175.0,71.0,38.0,Well Rounded,Southpaw,Brazil
RmlnaHRlck5vZGU6NjM1Ng==,6356,hakeem-dawodu-6356,Hakeem Dawodu,Mean,1991-07-02,172.7,72.0,40.0,Striker,Orthodox,Canada
RmlnaHRlck5vZGU6NjM2,636,junior-dos-santos-636,Junior dos Santos,Cigano,1984-12-09,193.0,77.0,41.0,Power Striker,Orthodox,Brazil
RmlnaHRlck5vZGU6NjM3,637,tomasz-drwal-637,Tomasz Drwal,Gorilla,1982-01-22,183.0,76.0,,,Orthodox,Poland
RmlnaHRlck5vZGU6NjM3Ng==,6376,joseph-morales-6376,Joseph Morales,Bopo,1994-08-22,167.6,69.0,,Well Rounded,Orthodox,United States
RmlnaHRlck5vZGU6NjM3Nw==,6377,joseph-gigliotti-6377,Joseph Gigliotti,Capo,1993-08-13,180.3,69.0,39.0,Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6NjM4,638,kelly-dullanty-638,Kelly Dullanty,Psycho,1977-07-04,173.0,,,,Orthodox,USA
RmlnaHRlck5vZGU6NjM4NA==,6384,justin-jaynes-6384,Justin Jaynes,Guitar Hero,1989-08-10,170.2,67.5,,Striker / Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6NjM4Ng==,6386,kalindra-faria-6386,Kalindra Faria,,1986-07-23,165.1,62.0,,,,Brazil
RmlnaHRlck5vZGU6NjM4Nw==,6387,katlyn-cerminara-6387,Katlyn Cerminara,Blonde Fighter,1988-12-28,175.3,68.0,42.0,Striker / Bjj Grappler,Orthodox,United States
RmlnaHRlck5vZGU6NjM5,639,marvin-eastman-639,Marvin Eastman,The Beastman,1971-06-08,175.0,73.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NjM5NQ==,6395,martin-sano-6395,Martin Sano,Spartan,1991-05-30,180.3,74.0,,,,United States
RmlnaHRlck5vZGU6NjM5Nw==,6397,matt-sayles-6397,Matt Sayles,Robo,1994-02-21,170.2,67.5,,Striker / Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6NjM5OA==,6398,matt-frevola-6398,Matt Frevola,Steamrolla,1990-06-11,175.3,71.0,,Striker / Wrestler,Orthodox,"Huntington, New York"
RmlnaHRlck5vZGU6NjMw,630,tony-desouza-630,Tony DeSouza,Preivian Mad Men,1974-07-26,183.0,71.0,,,Southpaw,Peru
RmlnaHRlck5vZGU6NjMwMg==,6302,terrion-ware-6302,Terrion Ware,Flash,1986-03-31,173.0,71.0,39.0,Striker / BJJ Grappler,Orthodox,"Los Angeles, California	"
RmlnaHRlck5vZGU6NjMwNw==,6307,valentina-shevchenko-6307,Valentina Shevchenko,Bullet,1988-03-07,165.1,70.0,,Striker,Southpaw,Peru
RmlnaHRlck5vZGU6NjMx,631,nate-diaz-631,Nate Diaz,,1985-04-16,183.0,76.0,38.0,Striker / BJJ Grappler,Southpaw,United States
RmlnaHRlck5vZGU6NjMy,632,nick-diaz-632,Nick Diaz,Diablo,1983-08-02,183.0,74.0,,Striker / BJJ Grappler,Southpaw,United States
RmlnaHRlck5vZGU6NjMz,633,joe-doerksen-633,Joe Doerksen,El Dirte,1977-10-09,183.0,74.0,,,Orthodox,Canada
RmlnaHRlck5vZGU6NjMzMQ==,6331,chris-avila-6331,Chris Avila,,1993-01-16,170.2,73.0,39.0,,Orthodox,United States
RmlnaHRlck5vZGU6NjQ0,644,rob-emerson-644,Rob Emerson,The Saint,1981-07-30,178.0,70.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NjQ0Nw==,6447,rashad-coulter-6447,Rashad Coulter,Daywalker,1981-11-27,180.3,79.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NjQ1,645,terry-etim-645,Terry Etim,,1985-10-19,185.0,73.0,,Striker / BJJ Grappler,Orthodox,England
RmlnaHRlck5vZGU6NjQ1MQ==,6451,abdul-razak-alhassan-6451,Abdul Razak Alhassan,Judo Thunder,1985-08-11,177.8,73.0,39.0,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NjQ1OQ==,6459,andreas-michailidis-6459,Andreas Michailidis,The Spartan,1988-07-18,182.9,75.0,,Striker,Orthodox,Greece
RmlnaHRlck5vZGU6NjQ2,646,douglas-evans-646,Douglas Evans,,1980-10-10,176.0,68.9,,,,United States
RmlnaHRlck5vZGU6NjQ2OQ==,6469,benito-lopez-6469,Benito Lopez,Golden Boy,1994-04-06,177.8,73.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NjQ3,647,rashad-evans-647,Rashad Evans,Suga,1979-09-25,180.0,74.0,42.0,Well Rounded,Orthodox,United States
RmlnaHRlck5vZGU6NjQ3NA==,6474,chris-gutierrez-6474,Chris Gutierrez,El Guapo,1991-04-22,175.3,68.0,,Striker,Switch,United States
RmlnaHRlck5vZGU6NjQ4,648,dan-evensen-648,Dan Evensen,The Viking,1974-01-06,191.0,,,,Orthodox,Norway
RmlnaHRlck5vZGU6NjQ4Ng==,6486,davi-ramos-6486,Davi Ramos,The Tasmanian Devil,1986-11-05,172.7,72.5,,BJJ Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6NjQ5,649,ron-faircloth-649,Ron Faircloth,,,175.0,,,,Orthodox,USA
RmlnaHRlck5vZGU6NjQw,640,frankie-edgar-640,Frankie Edgar,The Answer,1981-10-16,168.0,72.0,37.0,Well Rounded,Orthodox,United States
RmlnaHRlck5vZGU6NjQwMw==,6403,mike-malott-6403,Mike Malott,The Main Attraction,1991-11-07,182.9,74.0,,Striker / Wrestler,Orthodox,Canada
RmlnaHRlck5vZGU6NjQwODE=,64081,navajo-stirling-64081,Navajo Stirling,,1997-11-07,193.0,82.7,,,,New Zealand
RmlnaHRlck5vZGU6NjQx,641,yves-edwards-641,Yves Edwards,Thugjitsu Master,1976-09-30,178.0,73.0,,Striker,Southpaw,United States
RmlnaHRlck5vZGU6NjQxMQ==,6411,ryan-janes-6411,Ryan Janes,,,188.0,76.0,44.0,BJJ Grappler,Orthodox,Canada
RmlnaHRlck5vZGU6NjQxNA==,6414,sheymon-da-silva-moraes-6414,Sheymon da Silva Moraes,,1990-10-11,172.0,72.0,,Striker,Orthodox,Brazil
RmlnaHRlck5vZGU6NjQy,642,justin-eilers-642,Justin Eilers,,1978-12-25,185.0,,,,Orthodox,USA
RmlnaHRlck5vZGU6NjQyMw==,6423,timur-valiev-6423,Timur Valiev,Lucky,1990-01-19,167.6,67.5,,Sambo,Orthodox,Russia
RmlnaHRlck5vZGU6NjQz,643,per-eklund-643,Per Eklund,,1980-11-12,180.0,72.0,,,Orthodox,Sweden
RmlnaHRlck5vZGU6NjU0,654,spencer-fisher-654,Spencer Fisher,The King,1976-05-09,170.0,68.0,,Striker / BJJ Grappler,Southpaw,United States
RmlnaHRlck5vZGU6NjU1,655,kenny-florian-655,Kenny Florian,KenFlo,1976-05-26,178.0,74.0,,Well Rounded,Southpaw,United States
RmlnaHRlck5vZGU6NjU2,656,jesse-forbes-656,Jesse Forbes,Kid Hercules,1984-10-24,188.0,75.0,,,Southpaw,United States
RmlnaHRlck5vZGU6NjU3,657,hermes-franca-657,Hermes Franca,The Unreal,1974-08-26,168.0,70.5,,,,Brazil
RmlnaHRlck5vZGU6NjU3Mg==,6572,bobby-moffett-6572,Bobby Moffett,The Wolfman,1990-06-01,177.8,74.0,,BJJ Grappler,Orthodox,United States
RmlnaHRlck5vZGU6NjU3OQ==,6579,geane-herrera-6579,Geane Herrera,La Pulga,1990-05-27,165.1,66.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NjU4,658,rich-franklin-658,Rich Franklin,Ace,1974-10-05,185.0,76.0,,Striker,Southpaw,United States
RmlnaHRlck5vZGU6NjU4OA==,6588,khalil-rountree-6588,Khalil Rountree,The War Horse,1990-02-06,185.4,76.5,,Striker,Southpaw,United States
RmlnaHRlck5vZGU6NjU5,659,manny-gamburyan-659,Manny Gamburyan,Pitbull,1981-01-05,165.0,67.0,,Grappler,Orthodox,United States
RmlnaHRlck5vZGU6NjU5Mg==,6592,matthew-lopez-6592,Matthew Lopez,,1987-01-21,170.0,69.0,38.0,Grappler,Southpaw,United States
RmlnaHRlck5vZGU6NjUw,650,brodie-farber-650,Brodie Farber,,1980-07-05,185.0,,,,Orthodox,United States
RmlnaHRlck5vZGU6NjUwNg==,6506,gustavo-lopez-6506,Gustavo Lopez,,1989-06-27,165.1,67.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NjUx,651,drew-fickett-651,Drew Fickett,The Master,1979-12-14,178.0,69.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NjUxMw==,6513,jc-cottrell-6513,JC Cottrell,Superstar,1989-11-04,176.0,70.0,40.0,Striker / Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6NjUy,652,mirko-filipovic-652,Mirko Filipovic,Cro Cop,1974-09-10,188.4,73.0,,,Southpaw,Croatia
RmlnaHRlck5vZGU6NjUz,653,luigi-fioravanti-653,Luigi Fioravanti,Italian Tank,1981-01-22,173.0,70.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NjUzNQ==,6535,luiz-philipe-lins-6535,Luiz Philipe Lins,Monstro,1985-08-17,188.0,79.0,,Striker / BJJ Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6NjUzNg==,6536,malcolm-gordon-6536,Malcolm Gordon,X,1990-05-19,170.2,70.0,,Striker / BJJ Grappler,Orthodox,Canada
RmlnaHRlck5vZGU6NjY0,664,brian-geraghty-664,Brian Geraghty,Duke,1980-11-04,171.0,,,,,United States
RmlnaHRlck5vZGU6NjY0Ng==,6646,christian-aguilera-6646,Christian Aguilera,The Beast,1991-11-25,175.3,71.0,,Striker / BJJ Grappler,Switch,United States
RmlnaHRlck5vZGU6NjY1,665,james-giboo-665,James Giboo,,1978-06-01,181.0,,,,,USA
RmlnaHRlck5vZGU6NjY1NQ==,6655,dan-ige-6655,Dan Ige,Dynamite,1991-08-06,170.0,71.0,,BJJ Grappler,Orthodox,United States
RmlnaHRlck5vZGU6NjY2,666,joey-gilbert-666,Joey Gilbert,,1970-04-14,165.0,,,,,United States
RmlnaHRlck5vZGU6NjY3,667,jason-gilliam-667,Jason Gilliam,Gizzard,1972-10-31,183.0,74.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NjY3Nw==,6677,grant-dawson-6677,Grant Dawson,The Prophet,1994-02-20,178.0,72.0,,Wrestler,Southpaw,United States
RmlnaHRlck5vZGU6NjY4,668,akihiro-gono-668,Akihiro Gono,The Magic Man,1974-10-07,175.0,68.0,,,Switch,Japan
RmlnaHRlck5vZGU6NjY5,669,gabriel-gonzaga-669,Gabriel Gonzaga,Napao,1979-05-18,188.0,76.0,,Well Rounded,Orthodox,Brazil
RmlnaHRlck5vZGU6NjYw,660,sean-gannon-660,Sean Gannon,the Cannon,,190.0,,,,Southpaw,USA
RmlnaHRlck5vZGU6NjYx,661,leonard-garcia-661,Leonard Garcia,Bad Boy,1979-07-14,175.0,69.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NjYy,662,brian-gassaway-662,Brian Gassaway,Mandingo,1972-08-07,185.0,,,,Orthodox,United States
RmlnaHRlck5vZGU6NjYyNw==,6627,blake-bilder-6627,Blake Bilder,El Animal,1990-07-12,172.7,68.5,,Striker / Grappler,Orthodox,United States
RmlnaHRlck5vZGU6NjYz,663,paul-georgieff-663,Paul Georgieff,,1982-09-22,187.0,74.0,,,Orthodox,USA
RmlnaHRlck5vZGU6NjYzNQ==,6635,carl-deaton-iii-6635,Carl Deaton III,Anishinaabe,1989-11-24,168.0,68.5,,,,United States
RmlnaHRlck5vZGU6Njc0,674,kendall-grove-674,Kendall Grove,The Spyder,1982-11-12,198.0,79.0,,,Orthodox,United States
RmlnaHRlck5vZGU6Njc0NQ==,6745,mehdi-baghdad-6745,Mehdi Baghdad,The Sultan,1985-04-13,185.4,75.0,,,,France
RmlnaHRlck5vZGU6Njc1,675,shannon-gugerty-675,Shannon Gugerty,,1981-12-30,178.0,71.0,,,Orthodox,United States
RmlnaHRlck5vZGU6Njc2,676,clay-guida-676,Clay Guida,The Carpenter,1981-12-08,170.0,69.0,38.0,Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6Njc2MQ==,6761,nicco-montano-6761,Nicco Montano,,1988-12-16,165.0,65.0,,Striker,Southpaw,United States
RmlnaHRlck5vZGU6Njc3,677,melvin-guillard-677,Melvin Guillard,The Young Assassin,1983-03-30,175.0,71.0,,Power Striker,Orthodox,United States
RmlnaHRlck5vZGU6Njc4,678,jorge-gurgel-678,Jorge Gurgel,J.G,1977-01-25,170.0,69.0,,Striker / BJJ Grappler,Orthodox,United States
RmlnaHRlck5vZGU6Njc4OA==,6788,tejovan-edwards-6788,Te'Jovan Edwards,T,1990-09-11,172.7,72.0,,,,United States
RmlnaHRlck5vZGU6Njc5,679,andre-gusmao-679,Andre Gusmao,,1977-05-19,188.0,,,,,Brazil
RmlnaHRlck5vZGU6Njc=,67,john-gunderson-67,John Gunderson,Quick Guns,1979-05-01,178.0,71.0,,,Orthodox,United States
RmlnaHRlck5vZGU6Njcw,670,jonathan-goulet-670,Jonathan Goulet,The Road Warrior,1979-07-13,183.0,74.0,,,Orthodox,Canada
RmlnaHRlck5vZGU6NjcwNw==,6707,jocelyn-jones-lybarger-6707,Jocelyn Jones-Lybarger,Lights Out,1985-10-04,170.2,63.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NjcwOQ==,6709,joey-merritt-6709,Joey Merritt,Slash,1984-03-07,185.0,,,,,United States
RmlnaHRlck5vZGU6Njcx,671,wilson-gouveia-671,Wilson Gouveia,,1978-10-03,188.0,76.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NjcxMg==,6712,john-castaneda-6712,John Castaneda,Sexy Mexy,1991-12-18,172.7,69.0,,Striker,Southpaw,United States
RmlnaHRlck5vZGU6NjcxNA==,6714,jordan-griffin-6714,Jordan Griffin,The Psycho Hammer,1990-02-23,177.8,74.5,,Striker,Southpaw,United States
RmlnaHRlck5vZGU6Njcy,672,matt-grice-672,Matt Grice,The Real One,1981-07-29,173.0,70.0,,Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6Njcz,673,forrest-griffin-673,Forrest Griffin,,1979-07-01,190.0,77.0,,Striker / Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6NjczMQ==,6731,li-kai-wen-6731,Li Kai Wen,The Underdog,1995-10-16,174.0,69.3,,,,China
RmlnaHRlck5vZGU6Njg0,684,dale-hartt-684,Dale Hartt,The Demon,1979-04-04,178.0,69.0,,,Orthodox,USA
RmlnaHRlck5vZGU6Njg0NA==,6844,abu-azaitar-6844,Abu Azaitar,Gladiator,1986-03-10,180.3,76.0,,Striker,Orthodox,Germany
RmlnaHRlck5vZGU6Njg1,685,chris-haseman-685,Chris Haseman,The Hammer,1969-06-02,180.0,,,,Orthodox,Australia
RmlnaHRlck5vZGU6Njg1OQ==,6859,alberto-uda-6859,Alberto Uda,,,,,,,,Brazil
RmlnaHRlck5vZGU6Njg2,686,josh-haynes-686,Josh Haynes,Bring the Pain,1977-07-30,175.0,,,,Orthodox,United States
RmlnaHRlck5vZGU6Njg3,687,dustin-hazelett-687,Dustin Hazelett,McLovin,1986-04-29,185.0,77.0,,,Orthodox,United States
RmlnaHRlck5vZGU6Njg4,688,pat-healy-688,Pat Healy,Bam Bam,1983-07-20,180.3,72.0,,Grappler,Orthodox,United States
RmlnaHRlck5vZGU6Njg4Mw==,6883,andrew-todhunter-6883,Andrew Todhunter,The Sniper,,183.0,73.0,,,,United States
RmlnaHRlck5vZGU6Njg5,689,david-heath-689,David Heath,The Headhunter,1976-10-10,180.0,73.0,,,Orthodox,United States
RmlnaHRlck5vZGU6Njg5MA==,6890,anna-elmose-6890,Anna Elmose,Panda,,160.0,65.0,37.0,Striker,Orthodox,Denmark
RmlnaHRlck5vZGU6Njg=,68,jon-fitch-68,Jon Fitch,,1978-02-24,185.0,74.0,,Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6Njgw,680,john-halverson-680,John Halverson,The Hurricane,1972-09-08,175.0,,,,Southpaw,USA
