id,name,nickname,date_of_birth,height,reach,stance,team_id,nationality,fighting_style
2335794,Gina Carano,Conviction,16/4/1982,"5' 8""",,Orthodox,61.0,,
2335795,Shannon Gugerty,,30/12/1981,"5' 10""","71""",Orthodox,,,
2335796,Chael Sonnen,,3/4/1977,"6' 1""","74""",Southpaw,6047.0,,
2335797,Dennis Siver,,13/1/1979,"5' 7""","70""",Orthodox,321.0,Germany,Striker
2335798,Dustin Hazelett,McLovin,29/4/1986,"6' 1""","76.5""",Orthodox,,,
2335799,Luke Cummo,,27/4/1980,"6' 0""","74.5""",Orthodox,,,
2335800,Melvin Guillard,The Young Assassin,30/3/1983,"5' 9""","68""",Orthodox,426.0,USA,Striker
2335801,George Roop,,10/11/1981,"6' 1""","72""",Orthodox,868.0,,
2335802,Rory Markham,,25/3/1982,"6' 0""","71""",Orthodox,,,
2335803,Luigi Fioravanti,The Italian Tank,22/1/1981,"5' 9""","70.5""",Orthodox,2666.0,USA,Striker
2335804,Marcus Davis,The Irish Hand Grenade,24/8/1973,"5' 8""","70""",Southpaw,,,
2335805,Dale Hartt,,,"5' 10""","69""",Orthodox,,,
2335806,Jonathan Goulet,The Road Warrior,13/7/1979,"6' 0""","73.5""",Orthodox,,,
2335807,Tamdan McCrory,The Barn Cat,5/11/1986,"6' 4""","78""",Switch,,USA,
2335808,John Howard,Doomsday,1/3/1983,"5' 7""","71""",Orthodox,7227.0,USA,
2335809,Aaron Riley,,9/12/1980,"5' 8""","69""",Southpaw,81.0,USA,
2335810,John Hathaway,The Hitman,1/7/1987,"6' 2""","75.5""",Orthodox,788.0,England,
2335811,Corey Hill,,3/10/1978,"6' 4""","80""",Orthodox,,USA,Brazilian Jiu-Jitsu
2335812,Kurt Pellegrino,Batman,7/5/1979,"5' 8""","70.5""",Orthodox,,,
2335813,Paul Kelly,Tellys,12/9/1984,"5' 9""","70""",Orthodox,,,
2335814,David Kaplan,Diamond,16/11/1979,"5' 6""",,Orthodox,,,
2335815,Nate Mohr,,3/3/1983,"5' 9""","72""",Orthodox,,,
2335816,Troy Mandaloniz,Rude Boy,2/1/1980,"5' 9""",,Orthodox,,,
2335817,Sammy Morgan,The Squeeze,28/9/1981,"5' 10""",,Orthodox,,,
2335818,Dong Hyun Kim,Stun Gun,17/11/1981,"6' 2""","76""",Southpaw,972.0,Korea,Striker
2335819,Mike Swick,Quick,19/6/1979,"6' 1""","77""",Orthodox,22.0,,
2335820,Ben Saunders,Killa B,13/4/1983,"6' 2""","77.5""",Orthodox,25.0,USA,Kickboxing
2335821,Jason Tan,,,"5' 10""",,Orthodox,,,
2335822,Alex Karalexis,The Assassin,20/9/1977,"5' 8""","66""",Orthodox,428.0,,
2335823,Jess Liaudin,Joker,,"5' 9""","72""",Orthodox,,,
2335824,Jared Rollins,J-Roc,26/1/1977,"5' 9""",,Orthodox,,,
2335825,Keita Nakamura,K-Taro,22/5/1984,"5' 11""","73""",Southpaw,5962.0,Japan,Brazilian Jiu-Jitsu
2335826,Ryan Madigan,The Lion,2/4/1977,"6' 0""",,Orthodox,,,
2335827,Kuniyoshi Hironaka,,17/6/1976,"5' 10""","70""",Orthodox,,,
2335828,Matthew Riddle,Deep Waters,14/1/1986,"6' 1""","76""",Southpaw,827.0,,Wrestling
2335829,Dean Lister,The Boogeyman,13/2/1976,"6' 1""","75""",Orthodox,,,
2335830,Evan Tanner,,11/2/1971,"6' 0""","74""",Orthodox,,,
2335831,Rory Singer,Outburst,28/5/1976,"6' 2""","77""",Orthodox,,,
2335832,Kalib Starnes,,6/1/1975,"6' 3""","74""",Orthodox,,Canada,Brazilian Jiu-Jitsu
2335834,Ryan McGivern,,17/1/1980,"6' 0""",,Orthodox,,,
2335837,Dave Phillips,The Rockstar,12/1/1980,"6' 0""",,Orthodox,,,
2335838,Jose Rodriguez,,,"5' 8""",,--,,,
2335839,Lance Everson,,,"5' 9""",,--,,,
2335840,Dave Perez,,,"5' 11""",,--,,,
2335842,Paulo Filho,Ely,24/5/1978,"5' 8""",,Southpaw,153.0,,
2335844,Aleksei Oleinik,The Boa Constrictor,20/6/1977,"6' 2""","80""",Orthodox,25.0,Russia,Brazilian Jiu-Jitsu
2335845,Kyacey Uscola,Ice Cold,7/10/1981,"6' 1""",,--,,,
2335846,Bryan Baker,The Beast,13/10/1985,"6' 3""",,Orthodox,,USA,
2335847,Amar Suloev,,1/7/1976,"5' 9""",,Orthodox,,,
2335867,David Loiseau,The Crow,17/12/1979,"6' 0""","76.5""",Orthodox,221.0,,
2335874,Dan Evensen,,1/6/1974,"6' 3""",,Orthodox,,,
2335875,Mirko Filipovic,Cro Cop,10/9/1974,"6' 2""","73""",Southpaw,865.0,,
2335876,Assuerio Silva,,18/6/1974,"6' 1""",,Orthodox,,,
2335877,Gilbert Aldana,El Peligro,28/8/1977,"6' 1""",,Orthodox,,,
2335878,Dave Dalgliesh,,5/4/1978,"6' 2""",,Orthodox,,,
2335880,Gilbert Yvel,The Hurricane,30/6/1976,"6' 2""","77""",Orthodox,,Netherlands,
2335885,Jens Pulver,Little Evil,6/12/1974,"5' 7""","70""",Southpaw,835.0,,
2335886,Mike Brown,,8/9/1975,"5' 6""",,Orthodox,25.0,,
2335888,Dominick Cruz,The Dominator,9/3/1985,"5' 8""","68""",Orthodox,147.0,USA,Wrestling
2335889,Joe Pearson,The Triangular Strangler,28/3/1978,"5' 10""","72""",Orthodox,,USA,
2336285,Kazuyuki Fujita,,16/10/1970,"6' 0""",,Orthodox,1767.0,,
2336286,Hidehiko Yoshida,,3/9/1969,"5' 11""",,Orthodox,,,
2354016,Miguel Torres,,18/1/1981,"5' 9""","76""",Orthodox,221.0,USA,Brazilian Jiu-Jitsu
2354017,Brad Morris,,,"6' 1""",,Orthodox,,,
2354023,Min Soo Kim,Mr. Shark,22/1/1975,"6' 1""",,Southpaw,,,
2354046,Dan Christison,The Sandman,26/4/1972,"6' 8""",,Orthodox,,,
2354047,Marcio Cruz,Pe de Pano,24/4/1978,"6' 4""",,Orthodox,,,
2354048,Tim Sylvia,The Maine-iac,3/5/1976,"6' 8""","80""",Orthodox,,,
2354049,Wes Sims,The Project,4/8/1979,"6' 10""",,Orthodox,,,
2354050,David Abbott,Tank,16/7/1965,"6' 0""",,Switch,,,Striker
2354051,Jason Miller,Mayhem,24/12/1980,"6' 1""",,Orthodox,121.0,USA,Brazilian Jiu-Jitsu
2354052,Dave Strasser,,13/7/1969,"5' 10""",,Orthodox,,,
2354053,Tony DeSouza,The Peruvian Savage,26/7/1974,"6' 0""","70.5""",Southpaw,,,
2354054,John Alessio,The Natural,5/7/1979,"5' 10""","72.5""",Orthodox,61.0,Canada,Striker
2354055,Derrick Noble,The Eraser,14/8/1978,"5' 9""",,Southpaw,,,
2354056,Ansar Chalangov,,,"5' 9""",,Orthodox,,,
2354057,Vitor Belfort,The Phenom,1/4/1977,"6' 0""","74""",Southpaw,1071.0,Brazil,"Brazilian Jiu-Jitsu,Striker"
2354058,Kazuo Misaki,Hitman,25/4/1976,"5' 10""",,Orthodox,1107.0,,
2354059,Murilo Bustamante,,30/7/1966,"6' 1""",,Orthodox,153.0,,
2354075,Elvis Sinosic,The King of Rock n Rumble,13/2/1971,"6' 3""","77.5""",Orthodox,,,
2354076,Josh Haynes,Bring the Pain,,"5' 9""",,Orthodox,,,
2354078,Ross Pointon,The Gladiator,18/2/1980,"5' 8""",,Orthodox,,England,
2354080,Mike Nickels,,,"6' 4""",,Orthodox,,,
2354082,Milco Voorn,,,,,Orthodox,,,
2354083,Don Frye,The Predator,23/11/1965,"6' 1""",,Orthodox,,,
2354084,Allan Goes,,20/4/1971,"6' 0""",,Orthodox,,,
2354085,Akira Shoji,,31/1/1974,"5' 8""",,Orthodox,,,
2354086,Leonard Garcia,Bad Boy,14/7/1979,"5' 9""","68""",Orthodox,81.0,,
2354087,Cub Swanson,,2/11/1983,"5' 8""","70""",Orthodox,13228.0,USA,Jiu-Jitsu
2354088,Cole Escovedo,The Apache Kid,30/8/1981,"5' 7""","72""",Orthodox,,,
2354090,Hayato Sakurai,Mach,24/8/1975,"5' 7""",,Orthodox,,,
2354100,Rocky Long,,18/8/1978,"5' 8""",,--,,,
2354101,Dustin Neace,The Beast,12/9/1986,"5' 9""",,--,143.0,,
2354102,Masakazu Imanari,Ashikan Judan,10/2/1976,"5' 5""",,Southpaw,,Japan,
2354103,Tony Fryklund,The Freak,,"6' 0""",,Orthodox,,,
2354104,Joshua Burkman,The People's Warrior,10/4/1980,"5' 10""","72""",Orthodox,2247.0,USA,
2354105,Mike Cook,,,,,Orthodox,,,
2354106,Brock Larson,,23/8/1977,"5' 11""","71""",Southpaw,,USA,
2354107,Jason Guida,,4/8/1977,"5' 10""",,--,,,
2354109,Luis Dutra Jr.,Besouro,6/5/1982,"5' 11""",,--,,,
2354117,Ricardo Petrucio,,,,,--,,,
2354118,Bill Mahood,The Butcher,1/2/1967,"6' 3""",,Orthodox,,,
2354119,Renzo Gracie,,11/3/1967,"5' 10""",,Orthodox,789.0,Brazil,Brazilian Jiu-Jitsu
2354120,Rodrigo Gracie,,11/3/1975,"6' 0""",,Orthodox,,,
2354121,Duane Ludwig,Bang,4/8/1978,"5' 10""","70""",Orthodox,426.0,,
2354123,Evert Fyeet,,,,,--,,,
2354124,Alvin Robinson,Kid,16/7/1982,"5' 9""","68""",Southpaw,,USA,
2354126,Dokonjonosuke Mishima,,19/4/1972,"5' 7""",,Southpaw,,,
2354127,Yoshihiro Akiyama,Sexyama,29/7/1975,"5' 10""","75""",Orthodox,81.0,Japan,Judo
2354128,Sam Stout,Hands of Stone,23/4/1984,"5' 9""","70""",Orthodox,151.0,Canada,"Grappling,Dirty Boxing"
2354129,Kit Cope,,17/3/1977,"6' 0""",,Orthodox,,,
2354130,Johny Hendricks,Bigg Rigg,12/9/1983,"5' 9""","69""",Southpaw,785.0,,
2354131,Ronald Jhun,The Machine,,"5' 11""",,Orthodox,,,
2354132,Jose Landi-Jons,Pele,15/9/1973,"5' 11""",,Orthodox,443.0,,Brazilian Jiu-Jitsu
2354133,Osami Shibuya,,7/1/1976,"6' 1""",,--,,,
2354137,Paul Rodriguez,,18/5/1975,"5' 8""",,Orthodox,,,
2354140,Mark Gearhart,,,,,--,,,
2354141,TJ Waldburger,The Modern Day Warrior,25/4/1988,"5' 11""","75""",Orthodox,978.0,,
2354170,Josh Grispi,The Fluke,14/10/1988,"5' 11""","74""",Orthodox,1149.0,,
2354186,Justin Haskins,,30/8/1979,,,Orthodox,,,
2354187,Richard Gamble,,,,,--,,,
2354190,Alex Serdyukov,The Russian Crusher,24/5/1980,"6' 2""","74""",Orthodox,,,
2354193,Thiago Tavares,,8/11/1984,"5' 7""","68.5""",Orthodox,153.0,Brazil,Brazilian Jiu-Jitsu
2354194,Alberto Crane,,14/7/1976,"5' 5""",,Orthodox,,,
2354195,Steve Vigneault,Lion,,"5' 10""",,Orthodox,,,
2354196,Gideon Ray,,27/5/1973,"5' 10""",,Southpaw,,,
2354197,Ryan Thomas,The Tank Engine,5/11/1984,"6' 0""",,Orthodox,,USA,
2354198,Dan Barrera,The Fireman,23/12/1980,"5' 9""",,Orthodox,,,
2354202,Reggie Pena,The Regulator,9/4/1983,"6' 0""",,--,,USA,
2354204,Crafton Wallace,,,,,Orthodox,,,
2354205,Dan Hardy,The Outlaw,17/5/1982,"6' 0""","74""",Orthodox,911.0,,
2354206,Pete Spratt,The Secret Weapon,9/1/1971,"5' 9""",,Orthodox,,,
2354207,Shonie Carter,Mr. International,3/5/1972,"5' 9""",,Southpaw,,USA,
2354208,Forrest Petz,The Meat Cleaver,22/9/1975,"5' 9""","71.5""",Orthodox,,,
2354210,Daniel Weichel,Drake,22/11/1984,"5' 10""","70""",--,2106.0,Germany,Brazilian Jiu-Jitsu
2354211,Chad Reiner,The Grinder,,"5' 11""",,Orthodox,,,
2354212,Manuel Garcia,Manu,,"5' 9""",,--,,,
2354215,Willy Ni,,,"5' 10""",,--,2586.0,,
2354217,Dan Lauzon,The Upgrade,30/3/1988,"5' 10""",,Orthodox,5992.0,USA,Brazilian Jiu-Jitsu
2354218,Matt Wiman,Handsome,19/9/1983,"5' 10""","68""",Orthodox,144.0,USA,
2354219,Randy Hauer,,,"5' 9""",,--,,,
2354220,Junior Assuncao,,24/6/1981,"5' 9""","72""",Orthodox,,Brazil,Brazilian Jiu-Jitsu
2354221,Drew Fickett,The Master,14/12/1979,"5' 10""","70""",Orthodox,,USA,
2354224,Chris Price,Exorcist,,"6' 2""",,Southpaw,,,
2354228,James McSweeney,,24/10/1980,"6' 4""","77""",Switch,966.0,England,
2354229,Gary Turner,,,,,--,,,
2354230,Tengiz Tedoradze,,,,,--,,,
2354231,Mark Kerr,The Smashing Machine,21/12/1968,"6' 3""",,Switch,,,
2354232,Henry Miller,Sentoryu,16/7/1969,"5' 9""",,Southpaw,,,
2354233,Martin Thompson,,31/3/1985,"6' 1""",,--,,England,
2354234,Fereidoun Naghizadeh,,,,,--,,,
2354235,Kassim Annan,Hulk,18/12/1980,"6' 2""",,--,,,
2354236,Mike Ward,,,,,--,,,
2354237,Hong Man Choi,Techno Goliath,30/10/1980,"7' 2""",,Orthodox,,,
2354238,Tatsuya Mizuno,,2/6/1981,"6' 1""",,Southpaw,,,
2354239,Gabriel Gonzaga,Napao,18/5/1979,"6' 2""","76""",Orthodox,867.0,Brazil,Brazilian Jiu-Jitsu
2354240,Eddie Sanchez,The Manic Hispanic,11/4/1982,"6' 3""","74""",Orthodox,,,
2354241,Josh Barnett,The Warmaster,10/11/1977,"6' 3""","78""",Orthodox,5777.0,USA,Wrestling
2354242,Ikuhisa Minowa,Minowaman,12/1/1976,"5' 9""",,Orthodox,,,
2354243,Caol Uno,Uno Shoten,8/5/1975,"5' 7""","70""",Southpaw,106.0,Japan,Brazilian Jiu-Jitsu
2354244,Shinya Aoki,Tobikan Judan,9/5/1983,"5' 11""",,Southpaw,,,
2354245,Mitsuhiro Ishida,Endless Fighter,29/12/1978,"5' 6""",,Southpaw,,,
2354247,Katsuhiko Nagata,,,,,Southpaw,,,
2354249,Gesias Cavalcante,JZ,6/7/1983,"5' 8""","71""",Orthodox,1071.0,Brazil,Brazilian Jiu-Jitsu
2354252,Tommy Speer,,20/8/1984,"5' 11""",,--,,,
2354254,John Mahlow,,28/6/1980,"5' 7""",,--,,,
2354258,Bart Palaszewski,Bartimus,30/5/1983,"5' 9""","70""",Orthodox,,,
2354259,Chris Liguori,The Story,,"5' 10""",,Orthodox,,,
2354262,Al Buck,,,,,--,,,
2354264,Parker Porter,,22/4/1985,"6' 0""","75""",Orthodox,2025.0,USA,Mixed Martial Artist
2354267,Carlos Eduardo,,9/12/1981,"6' 2""",,--,301.0,,Brazilian Jiu-Jitsu
2354269,Andrei Arlovski,The Pitbull,4/2/1979,"6' 3""","77""",Orthodox,25.0,USA,Striker
2354271,Kristof Midoux,The French Hurricane,,"6' 1""",,Orthodox,,,
2354275,Johnathan Ivey,,,"5' 9""",,--,,,
2354276,Masanori Tonooka,,,,,Orthodox,,,
2354277,Katsuyori Shibata,The Mad Dog Wrestler,17/11/1979,"6' 0""",,Orthodox,,,
2354278,Paul Georgieff,,22/9/1982,,,Orthodox,,,
2354279,Kazushi Sakuraba,The Gracie Hunter,14/7/1969,"6' 0""",,Southpaw,,,Brazilian Jiu-Jitsu
2354281,Melvin Manhoef,No Mercy,11/5/1976,"5' 8""","72""",Orthodox,2586.0,Netherlands,
2354284,Jesse Bongfeldt,Water,,"6' 0""",,Orthodox,,,
2354285,Thomas Schulte,,13/1/1981,"5' 9""",,--,,,
2354293,Jesse Taylor,JT Money,2/1/1983,"6' 1""","73""",Orthodox,1056.0,USA,Brazilian Jiu-Jitsu
2354295,Bill Smallwood,,23/10/1981,"6' 0""",,--,2246.0,USA,
2354296,Hans Marrero,,,"5' 9""",,--,,,
2354297,Joe Bunch,,9/1/1984,"6' 0""",,--,,,
2354298,George Hartman,,,,,--,,,
2354299,Levi LaLonde,,,,,--,,,
2354300,Chuck Pablo,,,,,--,,,
2354302,Shane Primm,,,,,Orthodox,,,
2354307,Matt Veach,,,"5' 7""",,Orthodox,,,
2354308,Jason Black,The Black Legion,15/8/1972,"5' 10""",,Orthodox,,,
2354309,Clint Kerley,,,,,--,,,
2354310,Jason Anderson,,,,,--,,,
2354311,Dan Marks,,,"5' 8""",,--,,,
2354312,Joe Davis,,,,,--,,,
2354313,Shervin Alavi,,,,,--,,,
2354314,Matt Grey,,,,,--,,,
2354319,Rob Yundt,,5/5/1980,,,Orthodox,,,
2354324,Andrei Semenov,,17/6/1977,"6' 0""",,Orthodox,,,
2354332,Kestutis Smirnovas,,,"5' 10""",,Orthodox,,,
2354333,Taiei Kin,,,,,Orthodox,,,
2354334,Tokimitsu Ishizawa,Kendo Kashin,5/8/1968,"6' 0""",,Orthodox,,,
2354335,Brian Gassaway,Mandingo,7/8/1972,"6' 0""",,Orthodox,,,
2354336,Gleison Tibau,,10/7/1983,"5' 8""","68""",Southpaw,25.0,Brazil,Brazilian Jiu-Jitsu
2354337,Diego Saraiva,The Octopus,23/4/1982,"5' 6""",,Orthodox,,Brazil,
2354338,Nick Walker,,,,,--,,,
2354339,Vern Jefferson,,,"5' 9""",,--,,,
2354340,Norm Alexander,,,,,--,,,
2354341,Samy Schiavo,The Dog,24/12/1975,,,Orthodox,,,
2354342,Justin James,,,"5' 10""",,Orthodox,,,
2354343,Joe Martin,,,"5' 9""",,--,,,
2354346,Matt Lindland,The Law,17/5/1970,"6' 0""","74""",Southpaw,282.0,,
2354347,Mark Hunt,Super Samoan,23/3/1974,"5' 10""","72""",Orthodox,25.0,New Zealand,Kickboxing
2354349,Tsuyoshi Kosaka,TK,6/3/1970,"5' 11""",,Orthodox,,Japan,
2354350,Dong Sik Yoon,,24/8/1972,"6' 0""",,Orthodox,,,
2354351,Hirotaka Yokoi,,8/6/1978,"5' 11""",,Orthodox,,,
2354352,TJ Grant,,26/2/1984,"5' 10""","72.5""",Orthodox,833.0,,Brazilian Jiu-Jitsu
2354357,Kevin Manderson,,,,,--,,,
2354359,Jason Reinhardt,,,"5' 6""",,Orthodox,,,
2354360,Brandon Melendez,The Murderer,24/3/1983,"5' 10""",,Southpaw,,,
2354361,Douglas Brown,,,,,--,,,
2354362,Zane Baker,,,,,--,,,
2354363,Adam Comfort,,,,,--,,,
2354364,Raphael Assuncao,,19/7/1982,"5' 5""","66.5""",Orthodox,1022.0,Brazil,Brazilian Jiu-Jitsu
2354368,David Lee,,,"5' 10""",,Orthodox,,England,
2354369,Chuck Kim,,,,,--,,,
2354370,Dennis Davis,Piranha,15/3/1978,"5' 7""",,--,61.0,,
2354371,Joe Hurley,,24/6/1978,"5' 8""",,--,,,
2354435,Douglas Evans,,10/10/1980,"5' 9""",,--,,,
2354436,John Halverson,,8/9/1972,,,Southpaw,,,
2354437,Jason Dent,Dynamite,12/6/1980,"5' 10""","71""",Orthodox,,,
2354439,Dan Swift,The Pennsylvania Hitman,15/1/1975,"5' 8""",,--,,,
2354522,Ryan Roberts,Are You Ready?,18/7/1978,"5' 6""",,Orthodox,,USA,
2354523,Luke Caudillo,Lil Hulk,30/11/1980,"5' 7""",,Orthodox,,,
2354524,Takanori Gomi,The Fireball Kid,22/9/1978,"5' 8""","70""",Southpaw,161.0,Japan,Wrestling
2354525,Jutaro Nakao,,30/11/1970,"5' 9""",,Southpaw,,,
2354527,Igor Vovchanchyn,Ice Cold,6/8/1973,"5' 8""",,Orthodox,,,
2354532,Mike Van Arsdale,,20/6/1965,"6' 2""",,Switch,,,
2354533,Fabricio Werdum,Vai Cavalo,30/7/1977,"6' 4""","77""",Orthodox,970.0,Brazil,Brazilian Jiu-Jitsu
2354534,Kiyoshi Tamura,,17/12/1969,"5' 11""",,Southpaw,,,
2354535,Pawel Nastula,,26/6/1970,,,Southpaw,,,
2354536,Mike Whitehead,Iron,29/6/1981,"6' 1""",,Orthodox,61.0,USA,
2354537,Kerry Schall,Meat Truck,9/8/1971,"6' 2""",,Orthodox,,,
2354539,Gabe Ruediger,Godzilla,29/8/1977,"5' 10""",,Orthodox,,USA,
2354540,Rick Davis,,,,,Orthodox,,,
2354541,Eric Regan,,,"5' 9""",,--,,,
2354544,Jamie Varner,,12/10/1984,"5' 8""","71.5""",Orthodox,424.0,,Brazilian Jiu-Jitsu
2354545,Joe Jordan,Porkchop,27/7/1978,"5' 6""",,Orthodox,,,
2354547,Toby Imada,,16/7/1979,"5' 8""",,--,,,
2354548,Ryan Schultz,The Lion,7/4/1977,,,--,,,
2354553,Kevin Ferguson,Kimbo Slice,8/2/1974,"6' 2""","77""",Orthodox,25.0,,
2354554,Seth Petruzelli,The Silverback,3/12/1979,"6' 0""","76""",Orthodox,830.0,,
2354555,James Thompson,The Colossus,16/12/1978,"6' 5""",,Orthodox,788.0,,Striker
2354556,Kelly Kobold,,,"5' 6""",,Orthodox,,,
2354558,Tonya Evinger,Triple Threat,4/6/1981,"5' 7""","70""",Orthodox,282.0,USA,"Brazilian Jiu-Jitsu,Striker"
2354560,Julie Kedzie,Fireball,18/3/1981,"5' 5""","64.5""",Orthodox,81.0,USA,"Brazilian Jiu-Jitsu,Muay Thai,Taekwondo"
2354562,Rosi Sexton,The Surgeon,16/7/1977,"5' 3""","63""",Orthodox,,,
2354563,Leiticia Pestova,,,,,Orthodox,,,
2354564,Cris Cyborg,,9/7/1985,"5' 8""","69""",Orthodox,443.0,Brazil,Striker
2354567,Shayna Baszler,The Queen of Spades,8/8/1980,"5' 7""","67.8""",Orthodox,,USA,
2354571,Vanessa Porto,,16/3/1984,"5' 2""","64.5""",--,,Brazil,Brazilian Jiu-Jitsu
2354572,Erica Paes,,,,,--,,,
2354575,Jeff Cox,,31/12/1969,,,Orthodox,,,
2354579,Joe Veres,,9/11/1977,"5' 6""",,Orthodox,,,
2354580,Stryder Fann,,,,,--,,,
2381659,Rogerio Nogueira,Minotouro,2/6/1976,"6' 2""","75""",Southpaw,24.0,Brazil,"Brazilian Jiu-Jitsu,Boxing"
2381666,Joey Gorczynski,,,"5' 10""",,--,,,
2381676,Dwayne Shelton,,,,,--,,,
2381679,Luciano Azevedo,,25/6/1981,"5' 8""",,Orthodox,,,
2396132,Kyle Jensen,,,"5' 9""",,Orthodox,,,
2396134,Antoine Skinner,Lil Rampage,,"5' 6""",,--,,,
2396136,Takafumi Otsuka,,22/8/1986,"5' 6""",,Orthodox,5068.0,Japan,
2396139,Danilo Cherman,,21/1/1983,"5' 8""",,--,,,
2396140,Mauricio Reis,,,"5' 7""",,--,,,
2396144,Mark Colangelo,,,"5' 8""",,--,,,
2396146,Garrett Davis,,12/12/1976,"5' 10""",,--,,,
2410613,Jorge Gurgel,J.G.,25/1/1977,"5' 9""","69""",Orthodox,967.0,,
2410614,Andy Wang,,,"5' 6""",,Orthodox,,,
2410621,Neil Wain,Old Skool,,"5' 10""",,Orthodox,,England,
2410622,Sherman Pendergarst,The Tank,,"6' 1""",,Orthodox,151.0,,
2410623,Rex Richards,,,"6' 5""",,--,,,
2410624,Rick Slaton,BadBoy,,,,--,,,
2410625,Chris Guillen,,9/12/1972,"6' 0""",,Orthodox,,,
2412445,Pedro Rizzo,The Rock,3/5/1974,"6' 1""",,Orthodox,,Brazil,
2412446,Jeff Monson,The Snowman,18/1/1971,"5' 9""","74""",Orthodox,25.0,USA,Wrestling
2412447,Aleksander Emelianenko,,2/8/1981,"6' 6""",,Orthodox,,Russia,
2412448,Vitor Vianna,,2/11/1979,"5' 11""",,Orthodox,,,
2412449,Claudio Godoi,,,,,--,,,
2412450,Dino Pezao,,,,,Orthodox,,,
2431250,Terry Martin,,10/10/1980,"5' 8""","71""",Orthodox,,,
2431251,Edwin Dewees,Babyface,7/8/1982,"6' 1""",,Orthodox,,,
2431252,Jason Thacker,,,,,Orthodox,,,
2431253,Dave Menne,The Warrior,29/7/1974,"5' 10""",,Orthodox,,,
2431254,Jeff Joslin,The Inferno,30/4/1975,"6' 0""",,Orthodox,,,
2431255,Danny Babcock,,,,,--,,,
2431256,Falaniko Vitale,Niko,,"5' 10""",,Orthodox,,,
2431257,Makoto Takimoto,,12/8/1974,,,Southpaw,,,
2431258,Robbie Lawler,Ruthless,20/3/1982,"5' 11""","74""",Southpaw,10967.0,USA,Striker
2431259,Reese Andy,Riptide,31/3/1973,"6' 0""",,Orthodox,,,
2431261,Fabiano Scherner,Pega-Leve,30/6/1972,"6' 3""",,Orthodox,,,
2431262,Rex Holman,,,"6' 3""",,Southpaw,,,
2431263,Jesse Forbes,Kid Hercules,24/10/1984,"6' 2""","75""",Southpaw,,,
2431264,Robert Hitte,,,,,--,,,
2431268,Josh Hendricks,Heavy,28/8/1976,,,Southpaw,,,
2431272,Kevin Jordan,The Shaman,31/12/1970,"6' 3""",,Orthodox,,,
2431276,Chris Tuchscherer,The Crowbar,8/9/1975,"6' 2""","76""",Orthodox,,,
2431277,William Hill,,11/10/1974,"6' 1""",,--,,,
2431279,Rob MacDonald,Maximus,5/9/1978,"6' 3""","78.5""",Orthodox,,Canada,
2431281,Colin Robinson,Big C,27/11/1968,"6' 4""",,Orthodox,,,
2431283,Kevin Burns,The Fire,,"6' 0""","74""",Orthodox,,,
2431284,Keith Wilson,,,,,--,,,
2431285,Rich Moskowitz,,,,,--,,,
2431286,Jonathan Romero,,,,,--,,,
2431287,Tim Hague,The Thrashing Machine,9/5/1983,"6' 4""","76""",Orthodox,2446.0,Canada,Striker
2431289,Simon Diouf,,,,,--,,,
2431290,John George,Lionheart,,"5' 11""",,--,,,
2431291,Mike Delaney,,10/8/1974,"5' 11""",,--,,,
2431292,Tony Lopez,Kryptonite,28/11/1973,"6' 5""",,--,,USA,
2431296,Rocky Batastini,,,"6' 2""",,--,,,
2431303,Edwin Aguilar,,,"5' 10""",,--,,,
2431305,Matt Ewin,The Hardest,,,,--,,,
2431306,Eiji Ishikawa,,12/10/1979,"5' 10""",,--,,,
2431308,Wes Combs,Soldier,18/6/1973,"6' 2""",,Orthodox,,,
2431311,Bobby Southworth,,16/12/1969,"6' 2""",,Orthodox,22.0,,
2431312,Lodune Sincaid,,,"5' 9""",,Orthodox,,,
2431313,Gegard Mousasi,The Dreamcatcher,1/8/1985,"6' 2""","76""",Orthodox,10289.0,Netherlands,Striker
2431314,Jacare Souza,Jacare,7/12/1979,"6' 1""","72""",Orthodox,7928.0,Brazil,Brazilian Jiu-Jitsu
2431315,Steve Mensing,Machine,6/12/1977,"5' 11""",,Orthodox,,,
2431316,Evangelista Santos,Cyborg,12/12/1977,"5' 10""","76""",Orthodox,443.0,,
2431319,Rodney Glunder,,3/1/1975,"6' 0""",,--,,,
2431320,Travis Wiuff,Diesel,15/3/1978,"6' 3""",,Orthodox,,USA,
2431321,James Zikic,The Messenger,1/3/1977,"6' 2""",,Orthodox,,England,
2431322,Kazuo Takahashi,,13/3/1969,"5' 10""",,--,,,
2431328,Michal Kita,Masakra,18/5/1980,"6' 1""","75""",--,,Poland,
2431330,Paul Buentello,The Headhunter,16/1/1974,"6' 3""","77""",Orthodox,426.0,USA,Striker
2431332,David Gardner,,,,,Orthodox,,,
2431333,Eddie Alvarez,The Underground King,11/1/1984,"5' 9""","69""",Orthodox,162.0,USA,
2431334,Todd Moore,Maniac,30/12/1983,"5' 9""","71""",Southpaw,2326.0,,
2431335,Joachim Hansen,Hellboy,26/5/1979,"5' 10""",,Southpaw,,,
2431337,Ray Steinbeiss,C4,12/9/1979,"5' 11""",,Orthodox,,,
2431339,KJ Noons,,7/12/1982,"5' 10""","70""",Orthodox,1056.0,,
2431340,Katsuya Inoue,,10/8/1979,"5' 9""",,Southpaw,,,
2431342,Thomas Denny,Wildman,,"5' 10""",,Orthodox,,,
